"School","Year","Confirmed","Choice","Count"
"CAR","08-09","Y",2,1028
"CAR","08-09","Y",3,578
"CAR","08-09","Y",4,423
"CAR","09-10","Y",1,3015
"CAR","09-10","Y",2,1105
"CAR","09-10","Y",3,563
"CAR","09-10","Y",4,452
"CAR","10-11","Y",1,3151
"CAR","10-11","Y",2,1123
"CAR","10-11","Y",3,589
"CAR","10-11","Y",4,440
"CAR","11-12","Y",1,2983
"CAR","11-12","Y",2,1343
"CAR","11-12","Y",3,793
"CAR","11-12","Y",4,514
"CAR","12-13","Y",1,3338
"CAR","12-13","Y",2,1175
"CAR","12-13","Y",3,662
"CAR","12-13","Y",4,501
"CAR","13-14","Y",1,3395
"CAR","13-14","Y",2,1247
"CAR","13-14","Y",3,735
"CAR","13-14","Y",4,617
"CAR","14-15","Y",1,3325
"CAR","14-15","Y",2,1228
"CAR","14-15","Y",3,794
"CAR","14-15","Y",4,672
"CAR","15-16","Y",1,3458
"CAR","15-16","Y",2,1253
"CAR","15-16","Y",3,747
"CAR","15-16","Y",4,674
"CAR","16-17","Y",1,3538
"CAR","16-17","Y",2,1331
"CAR","16-17","Y",3,795
"CAR","16-17","Y",4,654
"GUE","07-08","Y",1,3241
"GUE","07-08","Y",2,1006
"GUE","07-08","Y",3,665
"GUE","07-08","Y",4,661
"GUE","08-09","Y",1,3535
"GUE","08-09","Y",2,1096
"GUE","08-09","Y",3,724
"GUE","08-09","Y",4,706
"GUE","09-10","Y",1,3606
"GUE","09-10","Y",2,1037
"GUE","09-10","Y",3,711
"GUE","09-10","Y",4,572
"GUE","10-11","Y",1,3742
"GUE","10-11","Y",2,1048
"GUE","10-11","Y",3,635
"GUE","10-11","Y",4,592
"GUE","11-12","Y",1,3970
"GUE","11-12","Y",2,1439
"GUE","11-12","Y",3,899
"GUE","11-12","Y",4,732
"GUE","12-13","Y",1,3737
"GUE","12-13","Y",2,1181
"GUE","12-13","Y",3,680
"GUE","12-13","Y",4,609
"GUE","13-14","Y",1,3861
"GUE","13-14","Y",2,1133
"GUE","13-14","Y",3,685
"GUE","13-14","Y",4,661
"GUE","14-15","Y",1,3860
"GUE","14-15","Y",2,1167
"GUE","14-15","Y",3,763
"GUE","14-15","Y",4,730
"GUE","15-16","Y",1,3999
"GUE","15-16","Y",2,1288
"GUE","15-16","Y",3,744
"GUE","15-16","Y",4,685
"GUE","16-17","Y",1,4107
"GUE","16-17","Y",2,1252
"GUE","16-17","Y",3,800
"GUE","16-17","Y",4,759
"LAK","07-08","Y",1,1210
"LAK","07-08","Y",2,269
"LAK","07-08","Y",3,147
"LAK","07-08","Y",4,107
"LAK","08-09","Y",1,1201
"LAK","08-09","Y",2,213
"LAK","08-09","Y",3,120
"LAK","08-09","Y",4,93
"LAK","09-10","Y",1,1146
"LAK","09-10","Y",2,222
"LAK","09-10","Y",3,130
"LAK","09-10","Y",4,89
"LAK","10-11","Y",1,1393
"LAK","10-11","Y",2,270
"LAK","10-11","Y",3,165
"LAK","10-11","Y",4,95
"LAK","11-12","Y",1,1792
"LAK","11-12","Y",2,461
"LAK","11-12","Y",3,262
"LAK","11-12","Y",4,142
"LAK","12-13","Y",1,1442
"LAK","12-13","Y",2,296
"LAK","12-13","Y",3,205
"LAK","12-13","Y",4,104
"LAK","13-14","Y",1,1426
"LAK","13-14","Y",2,313
"LAK","13-14","Y",3,169
"LAK","13-14","Y",4,143
"LAK","14-15","Y",1,1335
"LAK","14-15","Y",2,266
"LAK","14-15","Y",3,192
"LAK","14-15","Y",4,128
"LAK","15-16","Y",1,1269
"LAK","15-16","Y",2,246
"LAK","15-16","Y",3,143
"LAK","15-16","Y",4,134
"LAK","16-17","Y",1,1242
"LAK","16-17","Y",2,280
"LAK","16-17","Y",3,144
"LAK","16-17","Y",4,115
"LAU","07-08","Y",1,1231
"LAU","07-08","Y",2,261
"LAU","07-08","Y",3,175
"LAU","07-08","Y",4,115
"LAU","08-09","Y",1,1195
"LAU","08-09","Y",2,286
"LAU","08-09","Y",3,196
"LAU","08-09","Y",4,119
"LAU","09-10","Y",1,1175
"LAU","09-10","Y",2,290
"LAU","09-10","Y",3,185
"LAU","09-10","Y",4,115
"LAU","10-11","Y",1,1201
"LAU","10-11","Y",2,302
"LAU","10-11","Y",3,193
"LAU","10-11","Y",4,115
"LAU","11-12","Y",1,1133
"LAU","11-12","Y",2,309
"LAU","11-12","Y",3,195
"LAU","11-12","Y",4,108
"LAU","12-13","Y",1,1149
"LAU","12-13","Y",2,257
"LAU","12-13","Y",3,164
"LAU","12-13","Y",4,109
"LAU","13-14","Y",1,1319
"LAU","13-14","Y",2,329
"LAU","13-14","Y",3,207
"LAU","13-14","Y",4,157
"LAU","14-15","Y",1,1169
"LAU","14-15","Y",2,355
"LAU","14-15","Y",3,191
"LAU","14-15","Y",4,156
"LAU","15-16","Y",1,1147
"LAU","15-16","Y",2,305
"LAU","15-16","Y",3,193
"LAU","15-16","Y",4,133
"LAU","16-17","Y",1,955
"LAU","16-17","Y",2,271
"LAU","16-17","Y",3,152
"LAU","16-17","Y",4,101
"MCM","07-08","Y",1,3018
"MCM","07-08","Y",2,1386
"MCM","07-08","Y",3,786
"MCM","07-08","Y",4,680
"MCM","08-09","Y",1,2902
"MCM","08-09","Y",2,1303
"MCM","08-09","Y",3,714
"MCM","08-09","Y",4,706
"MCM","09-10","Y",1,2934
"MCM","09-10","Y",2,1370
"MCM","09-10","Y",3,717
"MCM","09-10","Y",4,660
"MCM","10-11","Y",1,3053
"MCM","10-11","Y",2,1320
"MCM","10-11","Y",3,777
"MCM","10-11","Y",4,707
"MCM","11-12","Y",1,3600
"MCM","11-12","Y",2,1872
"MCM","11-12","Y",3,1150
"MCM","11-12","Y",4,942
"MCM","12-13","Y",1,2948
"MCM","12-13","Y",2,1319
"MCM","12-13","Y",3,749
"MCM","12-13","Y",4,675
"MCM","13-14","Y",1,2915
"MCM","13-14","Y",2,1388
"MCM","13-14","Y",3,801
"MCM","13-14","Y",4,803
"MCM","14-15","Y",1,2779
"MCM","14-15","Y",2,1457
"MCM","14-15","Y",3,862
"MCM","14-15","Y",4,803
"MCM","15-16","Y",1,2816
"MCM","15-16","Y",2,1353
"MCM","15-16","Y",3,811
"MCM","15-16","Y",4,791
"MCM","16-17","Y",1,2970
"MCM","16-17","Y",2,1579
"MCM","16-17","Y",3,1020
"MCM","16-17","Y",4,1100
"NIP","07-08","Y",1,649
"NIP","07-08","Y",2,207
"NIP","07-08","Y",3,109
"NIP","07-08","Y",4,114
"NIP","08-09","Y",1,674
"NIP","08-09","Y",2,177
"NIP","08-09","Y",3,116
"NIP","08-09","Y",4,104
"NIP","09-10","Y",1,610
"NIP","09-10","Y",2,165
"NIP","09-10","Y",3,137
"NIP","09-10","Y",4,87
"NIP","10-11","Y",1,703
"NIP","10-11","Y",2,179
"NIP","10-11","Y",3,112
"NIP","10-11","Y",4,85
"NIP","11-12","Y",1,916
"NIP","11-12","Y",2,246
"NIP","11-12","Y",3,162
"NIP","11-12","Y",4,100
"NIP","12-13","Y",1,712
"NIP","12-13","Y",2,157
"NIP","12-13","Y",3,127
"NIP","12-13","Y",4,83
"NIP","13-14","Y",1,731
"NIP","13-14","Y",2,152
"NIP","13-14","Y",3,116
"NIP","13-14","Y",4,76
"NIP","14-15","Y",1,680
"NIP","14-15","Y",2,174
"NIP","14-15","Y",3,88
"NIP","14-15","Y",4,86
"NIP","15-16","Y",1,683
"NIP","15-16","Y",2,184
"NIP","15-16","Y",3,98
"NIP","15-16","Y",4,45
"NIP","16-17","Y",1,598
"NIP","16-17","Y",2,149
"NIP","16-17","Y",3,84
"NIP","16-17","Y",4,50
"OCA","07-08","Y",1,697
"OCA","07-08","Y",2,127
"OCA","07-08","Y",3,61
"OCA","07-08","Y",4,36
"OCA","08-09","Y",1,716
"OCA","08-09","Y",2,123
"OCA","08-09","Y",3,42
"OCA","08-09","Y",4,26
"OCA","09-10","Y",1,872
"OCA","09-10","Y",2,154
"OCA","09-10","Y",3,40
"OCA","09-10","Y",4,45
"OCA","10-11","Y",1,978
"OCA","10-11","Y",2,153
"OCA","10-11","Y",3,65
"OCA","10-11","Y",4,31
"OCA","11-12","Y",1,782
"OCA","11-12","Y",2,156
"OCA","11-12","Y",3,49
"OCA","11-12","Y",4,32
"OCA","12-13","Y",1,1011
"OCA","12-13","Y",2,179
"OCA","12-13","Y",3,50
"OCA","12-13","Y",4,35
"OCA","13-14","Y",1,1010
"OCA","13-14","Y",2,158
"OCA","13-14","Y",3,57
"OCA","13-14","Y",4,35
"OCA","14-15","Y",1,921
"OCA","14-15","Y",2,123
"OCA","14-15","Y",3,42
"OCA","14-15","Y",4,32
"OCA","15-16","Y",1,1016
"OCA","15-16","Y",2,164
"OCA","15-16","Y",3,71
"OCA","15-16","Y",4,41
"OCA","16-17","Y",1,979
"OCA","16-17","Y",2,153
"OCA","16-17","Y",3,62
"OCA","16-17","Y",4,51
"OTT","07-08","Y",1,4191
"OTT","07-08","Y",2,1434
"OTT","07-08","Y",3,775
"OTT","07-08","Y",4,568
"OTT","08-09","Y",1,4152
"OTT","08-09","Y",2,1381
"OTT","08-09","Y",3,705
"OTT","08-09","Y",4,554
"OTT","09-10","Y",1,4639
"OTT","09-10","Y",2,1527
"OTT","09-10","Y",3,785
"OTT","09-10","Y",4,606
"OTT","10-11","Y",1,4687
"OTT","10-11","Y",2,1522
"OTT","10-11","Y",3,835
"OTT","10-11","Y",4,585
"OTT","11-12","Y",1,4315
"OTT","11-12","Y",2,1865
"OTT","11-12","Y",3,1092
"OTT","11-12","Y",4,638
"OTT","12-13","Y",1,4818
"OTT","12-13","Y",2,1592
"OTT","12-13","Y",3,983
"OTT","12-13","Y",4,665
"OTT","13-14","Y",1,4768
"OTT","13-14","Y",2,1599
"OTT","13-14","Y",3,870
"OTT","13-14","Y",4,719
"OTT","14-15","Y",1,4654
"OTT","14-15","Y",2,1565
"OTT","14-15","Y",3,848
"OTT","14-15","Y",4,787
"OTT","15-16","Y",1,4791
"OTT","15-16","Y",2,1594
"OTT","15-16","Y",3,930
"OTT","15-16","Y",4,713
"OTT","16-17","Y",1,4645
"OTT","16-17","Y",2,1432
"OTT","16-17","Y",3,897
"OTT","16-17","Y",4,812
"QUE","07-08","Y",1,2234
"QUE","07-08","Y",2,667
"QUE","07-08","Y",3,320
"QUE","07-08","Y",4,253
"QUE","08-09","Y",1,2496
"QUE","08-09","Y",2,790
"QUE","08-09","Y",3,335
"QUE","08-09","Y",4,297
"QUE","09-10","Y",1,2575
"QUE","09-10","Y",2,688
"QUE","09-10","Y",3,308
"QUE","09-10","Y",4,228
"QUE","10-11","Y",1,2656
"QUE","10-11","Y",2,745
"QUE","10-11","Y",3,317
"QUE","10-11","Y",4,259
"QUE","11-12","Y",1,2363
"QUE","11-12","Y",2,771
"QUE","11-12","Y",3,396
"QUE","11-12","Y",4,338
"QUE","12-13","Y",1,2809
"QUE","12-13","Y",2,800
"QUE","12-13","Y",3,391
"QUE","12-13","Y",4,299
"QUE","13-14","Y",1,2866
"QUE","13-14","Y",2,801
"QUE","13-14","Y",3,382
"QUE","13-14","Y",4,308
"QUE","14-15","Y",1,2859
"QUE","14-15","Y",2,867
"QUE","14-15","Y",3,441
"QUE","14-15","Y",4,445
"QUE","15-16","Y",1,2932
"QUE","15-16","Y",2,945
"QUE","15-16","Y",3,477
"QUE","15-16","Y",4,546
"QUE","16-17","Y",1,2938
"QUE","16-17","Y",2,938
"QUE","16-17","Y",3,448
"QUE","16-17","Y",4,542
"RYE","07-08","Y",1,3455
"RYE","07-08","Y",2,1296
"RYE","07-08","Y",3,823
"RYE","07-08","Y",4,727
"RYE","08-09","Y",1,3902
"RYE","08-09","Y",2,1449
"RYE","08-09","Y",3,846
"RYE","08-09","Y",4,808
"RYE","09-10","Y",1,3675
"RYE","09-10","Y",2,1453
"RYE","09-10","Y",3,836
"RYE","09-10","Y",4,719
"RYE","10-11","Y",1,3922
"RYE","10-11","Y",2,1627
"RYE","10-11","Y",3,911
"RYE","10-11","Y",4,740
"RYE","11-12","Y",1,4216
"RYE","11-12","Y",2,1968
"RYE","11-12","Y",3,1253
"RYE","11-12","Y",4,917
"RYE","12-13","Y",1,4193
"RYE","12-13","Y",2,1798
"RYE","12-13","Y",3,1131
"RYE","12-13","Y",4,1001
"RYE","13-14","Y",1,4428
"RYE","13-14","Y",2,1992
"RYE","13-14","Y",3,1209
"RYE","13-14","Y",4,1036
"RYE","14-15","Y",1,4520
"RYE","14-15","Y",2,1984
"RYE","14-15","Y",3,1258
"RYE","14-15","Y",4,1171
"RYE","15-16","Y",1,4810
"RYE","15-16","Y",2,2070
"RYE","15-16","Y",3,1238
"RYE","15-16","Y",4,1152
"RYE","16-17","Y",1,4999
"RYE","16-17","Y",2,2195
"RYE","16-17","Y",3,1265
"RYE","16-17","Y",4,1301
"TOR","07-08","Y",1,8390
"TOR","07-08","Y",2,2500
"TOR","07-08","Y",3,1160
"TOR","07-08","Y",4,1023
"TOR","08-09","Y",1,8359
"TOR","08-09","Y",2,2434
"TOR","08-09","Y",3,1162
"TOR","08-09","Y",4,995
"TOR","09-10","Y",1,7706
"TOR","09-10","Y",2,2484
"TOR","09-10","Y",3,1204
"TOR","09-10","Y",4,1017
"TOR","10-11","Y",1,8956
"TOR","10-11","Y",2,2461
"TOR","10-11","Y",3,1230
"TOR","10-11","Y",4,973
"TOR","11-12","Y",1,7717
"TOR","11-12","Y",2,2724
"TOR","11-12","Y",3,1415
"TOR","11-12","Y",4,1072
"TOR","12-13","Y",1,9715
"TOR","12-13","Y",2,2808
"TOR","12-13","Y",3,1336
"TOR","12-13","Y",4,1148
"TOR","13-14","Y",1,9274
"TOR","13-14","Y",2,2891
"TOR","13-14","Y",3,1478
"TOR","13-14","Y",4,1319
"TOR","14-15","Y",1,9617
"TOR","14-15","Y",2,2891
"TOR","14-15","Y",3,1490
"TOR","14-15","Y",4,1497
"TOR","15-16","Y",1,10114
"TOR","15-16","Y",2,3203
"TOR","15-16","Y",3,1667
"TOR","15-16","Y",4,1686
"TOR","16-17","Y",1,9679
"TOR","16-17","Y",2,2972
"TOR","16-17","Y",3,1478
"TOR","16-17","Y",4,1499
"TRE","07-08","Y",1,965
"TRE","07-08","Y",2,352
"TRE","07-08","Y",3,210
"TRE","07-08","Y",4,237
"TRE","08-09","Y",1,1060
"TRE","08-09","Y",2,344
"TRE","08-09","Y",3,255
"TRE","08-09","Y",4,250
"TRE","09-10","Y",1,1116
"TRE","09-10","Y",2,419
"TRE","09-10","Y",3,274
"TRE","09-10","Y",4,234
"TRE","10-11","Y",1,1104
"TRE","10-11","Y",2,403
"TRE","10-11","Y",3,262
"TRE","10-11","Y",4,234
"TRE","11-12","Y",1,1147
"TRE","11-12","Y",2,458
"TRE","11-12","Y",3,283
"TRE","11-12","Y",4,250
"TRE","12-13","Y",1,1136
"TRE","12-13","Y",2,438
"TRE","12-13","Y",3,274
"TRE","12-13","Y",4,249
"TRE","13-14","Y",1,1131
"TRE","13-14","Y",2,457
"TRE","13-14","Y",3,305
"TRE","13-14","Y",4,269
"TRE","14-15","Y",1,1084
"TRE","14-15","Y",2,436
"TRE","14-15","Y",3,321
"TRE","14-15","Y",4,256
"TRE","15-16","Y",1,1195
"TRE","15-16","Y",2,432
"TRE","15-16","Y",3,293
"TRE","15-16","Y",4,225
"TRE","16-17","Y",1,1172
"TRE","16-17","Y",2,490
"TRE","16-17","Y",3,362
"TRE","16-17","Y",4,270
"UOI","07-08","Y",1,768
"UOI","07-08","Y",2,232
"UOI","07-08","Y",3,197
"UOI","07-08","Y",4,286
"UOI","08-09","Y",1,823
"UOI","08-09","Y",2,292
"UOI","08-09","Y",3,179
"UOI","08-09","Y",4,275
"UOI","09-10","Y",1,1008
"UOI","09-10","Y",2,360
"UOI","09-10","Y",3,302
"UOI","09-10","Y",4,337
"UOI","10-11","Y",1,1054
"UOI","10-11","Y",2,393
"UOI","10-11","Y",3,302
"UOI","10-11","Y",4,366
"UOI","11-12","Y",1,1329
"UOI","11-12","Y",2,543
"UOI","11-12","Y",3,384
"UOI","11-12","Y",4,375
"UOI","12-13","Y",1,1318
"UOI","12-13","Y",2,460
"UOI","12-13","Y",3,354
"UOI","12-13","Y",4,401
"UOI","13-14","Y",1,1345
"UOI","13-14","Y",2,473
"UOI","13-14","Y",3,363
"UOI","13-14","Y",4,463
"UOI","14-15","Y",1,1343
"UOI","14-15","Y",2,450
"UOI","14-15","Y",3,352
"UOI","14-15","Y",4,424
"UOI","15-16","Y",1,1362
"UOI","15-16","Y",2,463
"UOI","15-16","Y",3,327
"UOI","15-16","Y",4,353
"UOI","16-17","Y",1,1376
"UOI","16-17","Y",2,437
"UOI","16-17","Y",3,316
"UOI","16-17","Y",4,425
"WAT","07-08","Y",1,3852
"WAT","07-08","Y",2,1169
"WAT","07-08","Y",3,573
"WAT","07-08","Y",4,601
"WAT","08-09","Y",1,3975
"WAT","08-09","Y",2,1300
"WAT","08-09","Y",3,619
"WAT","08-09","Y",4,578
"WAT","09-10","Y",1,4077
"WAT","09-10","Y",2,1231
"WAT","09-10","Y",3,606
"WAT","09-10","Y",4,597
"WAT","10-11","Y",1,4163
"WAT","10-11","Y",2,1372
"WAT","10-11","Y",3,687
"WAT","10-11","Y",4,581
"WAT","11-12","Y",1,3454
"WAT","11-12","Y",2,1274
"WAT","11-12","Y",3,692
"WAT","11-12","Y",4,585
"WAT","12-13","Y",1,4136
"WAT","12-13","Y",2,1357
"WAT","12-13","Y",3,685
"WAT","12-13","Y",4,607
"WAT","13-14","Y",1,4366
"WAT","13-14","Y",2,1595
"WAT","13-14","Y",3,770
"WAT","13-14","Y",4,729
"WAT","14-15","Y",1,4171
"WAT","14-15","Y",2,1511
"WAT","14-15","Y",3,734
"WAT","14-15","Y",4,666
"WAT","15-16","Y",1,4252
"WAT","15-16","Y",2,1427
"WAT","15-16","Y",3,670
"WAT","15-16","Y",4,696
"WAT","16-17","Y",1,4352
"WAT","16-17","Y",2,1636
"WAT","16-17","Y",3,775
"WAT","16-17","Y",4,837
"WON","07-08","Y",1,3754
"WON","07-08","Y",2,1623
"WON","07-08","Y",3,764
"WON","07-08","Y",4,565
"WON","08-09","Y",1,3981
"WON","08-09","Y",2,1681
"WON","08-09","Y",3,751
"WON","08-09","Y",4,562
"WON","09-10","Y",1,4033
"WON","09-10","Y",2,1653
"WON","09-10","Y",3,826
"WON","09-10","Y",4,577
"WON","10-11","Y",1,4189
"WON","10-11","Y",2,1695
"WON","10-11","Y",3,868
"WON","10-11","Y",4,653
"WON","11-12","Y",1,4202
"WON","11-12","Y",2,2084
"WON","11-12","Y",3,1188
"WON","11-12","Y",4,774
"WON","12-13","Y",1,4115
"WON","12-13","Y",2,1755
"WON","12-13","Y",3,854
"WON","12-13","Y",4,646
"WON","13-14","Y",1,3902
"WON","13-14","Y",2,1798
"WON","13-14","Y",3,962
"WON","13-14","Y",4,754
"WON","14-15","Y",1,3907
"WON","14-15","Y",2,1890
"WON","14-15","Y",3,965
"WON","14-15","Y",4,862
"WON","15-16","Y",1,3973
"WON","15-16","Y",2,1809
"WON","15-16","Y",3,927
"WON","15-16","Y",4,795
"WON","16-17","Y",1,3774
"WON","16-17","Y",2,1888
"WON","16-17","Y",3,983
"WON","16-17","Y",4,944
"WLA","07-08","Y",1,2050
"WLA","07-08","Y",2,796
"WLA","07-08","Y",3,481
"WLA","07-08","Y",4,457
"WLA","08-09","Y",1,2224
"WLA","08-09","Y",2,820
"WLA","08-09","Y",3,493
"WLA","08-09","Y",4,419
"WLA","09-10","Y",1,2391
"WLA","09-10","Y",2,988
"WLA","09-10","Y",3,546
"WLA","09-10","Y",4,514
"WLA","10-11","Y",1,2369
"WLA","10-11","Y",2,953
"WLA","10-11","Y",3,678
"WLA","10-11","Y",4,637
"WLA","11-12","Y",1,2393
"WLA","11-12","Y",2,1043
"WLA","11-12","Y",3,699
"WLA","11-12","Y",4,598
"WLA","12-13","Y",1,2406
"WLA","12-13","Y",2,996
"WLA","12-13","Y",3,683
"WLA","12-13","Y",4,635
"WLA","13-14","Y",1,2339
"WLA","13-14","Y",2,981
"WLA","13-14","Y",3,643
"WLA","13-14","Y",4,620
"WLA","14-15","Y",1,1986
"WLA","14-15","Y",2,853
"WLA","14-15","Y",3,593
"WLA","14-15","Y",4,586
"WLA","15-16","Y",1,2224
"WLA","15-16","Y",2,1011
"WLA","15-16","Y",3,590
"WLA","15-16","Y",4,613
"WLA","16-17","Y",1,2462
"WLA","16-17","Y",2,987
"WLA","16-17","Y",3,597
"WLA","16-17","Y",4,613
"WIN","07-08","Y",1,1711
"WIN","07-08","Y",2,554
"WIN","07-08","Y",3,386
"WIN","07-08","Y",4,282
"WIN","08-09","Y",1,1737
"WIN","08-09","Y",2,549
"WIN","08-09","Y",3,383
"WIN","08-09","Y",4,272
"WIN","09-10","Y",1,1575
"WIN","09-10","Y",2,585
"WIN","09-10","Y",3,358
"WIN","09-10","Y",4,261
"WIN","10-11","Y",1,1669
"WIN","10-11","Y",2,555
"WIN","10-11","Y",3,375
"WIN","10-11","Y",4,246
"WIN","11-12","Y",1,1472
"WIN","11-12","Y",2,603
"WIN","11-12","Y",3,461
"WIN","11-12","Y",4,259
"WIN","12-13","Y",1,1729
"WIN","12-13","Y",2,623
"WIN","12-13","Y",3,413
"WIN","12-13","Y",4,266
"WIN","13-14","Y",1,1827
"WIN","13-14","Y",2,612
"WIN","13-14","Y",3,412
"WIN","13-14","Y",4,248
"WIN","14-15","Y",1,1630
"WIN","14-15","Y",2,551
"WIN","14-15","Y",3,375
"WIN","14-15","Y",4,241
"WIN","15-16","Y",1,1478
"WIN","15-16","Y",2,498
"WIN","15-16","Y",3,321
"WIN","15-16","Y",4,224
"WIN","16-17","Y",1,1529
"WIN","16-17","Y",2,458
"WIN","16-17","Y",3,303
"WIN","16-17","Y",4,232
"YOR","07-08","Y",1,5229
"YOR","07-08","Y",2,2346
"YOR","07-08","Y",3,1385
"YOR","07-08","Y",4,973
"YOR","08-09","Y",1,5530
"YOR","08-09","Y",2,2543
"YOR","08-09","Y",3,1381
"YOR","08-09","Y",4,1186
"YOR","09-10","Y",1,4834
"YOR","09-10","Y",2,2436
"YOR","09-10","Y",3,1515
"YOR","09-10","Y",4,1147
"YOR","10-11","Y",1,4989
"YOR","10-11","Y",2,2513
"YOR","10-11","Y",3,1583
"YOR","10-11","Y",4,1205
"YOR","11-12","Y",1,5364
"YOR","11-12","Y",2,3239
"YOR","11-12","Y",3,2112
"YOR","11-12","Y",4,1313
"YOR","12-13","Y",1,4338
"YOR","12-13","Y",2,2529
"YOR","12-13","Y",3,1611
"YOR","12-13","Y",4,1317
"YOR","13-14","Y",1,4089
"YOR","13-14","Y",2,2342
"YOR","13-14","Y",3,1574
"YOR","13-14","Y",4,1397
"YOR","14-15","Y",1,3889
"YOR","14-15","Y",2,2177
"YOR","14-15","Y",3,1425
"YOR","14-15","Y",4,1301
"YOR","15-16","Y",1,3839
"YOR","15-16","Y",2,2225
"YOR","15-16","Y",3,1418
"YOR","15-16","Y",4,1385
"YOR","16-17","Y",1,3752
"YOR","16-17","Y",2,2256
"YOR","16-17","Y",3,1522
"YOR","16-17","Y",4,1518
