"Year","AgeGroup","Occupation","Employment","Sex","Count"
2012,"55-64","TH","FT","M",360
2012,"55-64","TH","FT","F",336.3
2012,"55-64","TH","PT","M",43
2012,"55-64","TH","PT","F",115.6
2012,"55-64","TH","UN","M",29
2012,"55-64","TH","UN","F",27.1
2012,"55-64","TH","UR","M",6.7
2012,"55-64","TH","UR","F",5.7
2012,"65+","TH","LF","M",3.8
2012,"65+","TH","FT","M",2.7
2012,"65+","TH","LF","M",6.3
2012,"65+","TH","LF","F",1.5
2012,"65+","TH","FT","M",3.8
2012,"65+","TH","PT","M",2.1
2012,"65+","TH","LF","M",122.1
2012,"65+","TH","LF","F",97.4
2012,"65+","TH","FT","M",74.5
2012,"65+","TH","FT","F",45.5
2012,"65+","TH","PT","M",42.4
2012,"65+","TH","PT","F",47.6
2012,"65+","TH","UN","M",5.1
2012,"65+","TH","UN","F",4.4
2012,"65+","TH","UR","M",4.2
2012,"65+","TH","UR","F",4.5
2013,"15-24","AS","LF","M",10.9
2013,"15-24","AS","FT","M",9.3
2013,"15-24","CA","LF","M",6.3
2013,"15-24","CA","FT","M",5.3
2013,"15-24","EL","LF","M",8.6
2013,"15-24","EL","FT","M",7.9
2013,"15-24","EI","LF","M",4.8
2013,"15-24","EI","FT","M",4
2013,"15-24","EF","LF","M",4.1
2013,"15-24","EF","FT","M",2.9
2013,"15-24","FS","LF","M",36.2
2013,"15-24","FS","LF","F",15.3
2013,"15-24","FS","FT","M",13.5
2013,"15-24","FS","FT","F",4.4
2013,"15-24","FS","PT","M",20.3
2013,"15-24","FS","PT","F",10.3
2013,"15-24","FS","UN","M",2.4
2013,"15-24","FS","UR","M",6.6
2013,"15-24","HE","LF","F",7
2013,"15-24","HE","FT","F",4.1
2013,"15-24","HE","PT","F",2.3
2013,"15-24","TH","LF","M",4.9
2013,"15-24","TH","FT","M",4.6
2013,"15-24","HE","LF","M",2.3
2013,"15-24","HE","FT","M",1.7
2013,"15-24","IF","LF","M",3.4
2013,"15-24","IF","FT","M",2.4
2013,"15-24","LH","LF","M",14.5
2013,"15-24","LH","LF","F",2.2
2013,"15-24","LH","FT","M",8.7
2013,"15-24","LH","FT","F",1.5
2013,"15-24","LH","PT","M",1.7
2013,"15-24","LH","UN","M",4
2013,"15-24","LH","UR","M",27.6
2013,"15-24","MA","LF","M",2.7
2013,"15-24","MA","FT","M",2.5
2013,"15-24","PP","LF","M",2.2
2013,"15-24","PP","FT","M",1.8
2013,"15-24","LH","LF","M",5.3
2013,"15-24","LH","FT","M",4.6
2013,"15-24","PP","LF","M",4.2
2013,"15-24","PP","FT","M",3.4
2013,"15-24","TH","LF","M",53.1
2013,"15-24","TH","LF","F",4.2
2013,"15-24","TH","FT","M",30.7
2013,"15-24","TH","FT","F",2
2013,"15-24","TH","PT","M",13.1
2013,"15-24","TH","UN","M",9.3
2013,"15-24","TH","UR","M",17.5
2013,"15-24","WE","LF","M",3.5
2013,"15-24","WE","FT","M",3.1
2013,"15-24","OG","LF","M",10
2013,"15-24","OG","LF","F",3
2013,"15-24","OG","FT","M",7.4
2013,"15-24","OG","FT","F",2.7
2013,"15-24","OG","PT","M",1.9
2013,"15-24","TH","LF","M",391.7
2013,"15-24","TH","LF","F",506.8
2013,"15-24","TH","FT","M",145.2
2013,"15-24","TH","FT","F",167.9
2013,"15-24","TH","PT","M",169.4
2013,"15-24","TH","PT","F",260.4
2013,"15-24","TH","UN","M",77
2013,"15-24","TH","UN","F",78.6
2013,"15-24","TH","UR","M",19.7
2013,"15-24","TH","UR","F",15.5
2013,"25-34","AS","LF","M",15
2013,"25-34","AS","FT","M",13.9
2013,"25-34","CA","LF","M",14.1
2013,"25-34","CA","FT","M",12.3
2013,"25-34","CA","UN","M",1.5
2013,"25-34","CA","UR","M",10.6
2013,"25-34","EL","LF","M",14.8
2013,"25-34","EL","FT","M",13.6
2013,"25-34","EI","LF","M",11.5
2013,"25-34","EI","FT","M",9.8
2013,"25-34","EF","LF","M",5.1
2013,"25-34","EF","FT","M",4
2013,"25-34","FS","LF","M",23.6
2013,"25-34","FS","LF","F",7.1
2013,"25-34","FS","FT","M",19.6
2013,"25-34","FS","FT","F",4.4
2013,"25-34","FS","PT","M",2.6
2013,"25-34","FS","PT","F",2.3
2013,"25-34","HE","LF","M",1.7
2013,"25-34","HE","LF","F",13.7
2013,"25-34","HE","FT","M",1.6
2013,"25-34","HE","FT","F",9.5
2013,"25-34","HE","PT","F",3.9
2013,"25-34","TH","LF","M",19.2
2013,"25-34","TH","FT","M",17.5
2013,"25-34","HE","LF","M",6.8
2013,"25-34","HE","FT","M",5.6
2013,"25-34","IF","LF","M",10.6
2013,"25-34","IF","FT","M",9.3
2013,"25-34","LH","LF","M",8.3
2013,"25-34","LH","FT","M",6.6
2013,"25-34","MA","LF","M",6.1
2013,"25-34","MA","FT","M",5.7
2013,"25-34","PP","LF","M",5.6
2013,"25-34","PP","LF","F",1.8
2013,"25-34","PP","FT","M",5.3
2013,"25-34","PP","FT","F",1.7
2013,"25-34","LH","LF","M",10.7
2013,"25-34","LH","FT","M",9.6
2013,"25-34","PP","LF","M",7.1
2013,"25-34","PP","FT","M",6.8
2013,"25-34","TH","LF","M",45.5
2013,"25-34","TH","LF","F",7.6
2013,"25-34","TH","FT","M",36.4
2013,"25-34","TH","FT","F",5.6
2013,"25-34","TH","PT","M",3.6
2013,"25-34","TH","UN","M",5.4
2013,"25-34","TH","UR","M",11.9
2013,"25-34","WE","LF","M",7.6
2013,"25-34","WE","FT","M",6.7
2013,"25-34","OG","LF","M",26.6
2013,"25-34","OG","LF","F",12.9
2013,"25-34","OG","FT","M",24.4
2013,"25-34","OG","FT","F",11.3
2013,"25-34","OG","UN","M",1.5
2013,"25-34","OG","UR","M",5.6
2013,"25-34","TH","LF","M",543.7
2013,"25-34","TH","LF","F",701
2013,"25-34","TH","FT","M",453.1
2013,"25-34","TH","FT","F",524
2013,"25-34","TH","PT","M",44.5
2013,"25-34","TH","PT","F",127.7
2013,"25-34","TH","UN","M",46.1
2013,"25-34","TH","UN","F",49.3
2013,"25-34","TH","UR","M",8.5
2013,"25-34","TH","UR","F",7
2013,"35-44","AS","LF","M",12.6
2013,"35-44","AS","FT","M",11.8
2013,"35-44","CA","LF","M",6.8
2013,"35-44","CA","FT","M",6.1
2013,"35-44","EL","LF","M",11.8
2013,"35-44","EL","FT","M",10.5
2013,"35-44","EI","LF","M",9.7
2013,"35-44","EI","LF","F",1.9
2013,"35-44","EI","FT","M",8.8
2013,"35-44","EI","FT","F",1.8
2013,"35-44","EF","LF","M",4.9
2013,"35-44","EF","FT","M",4.2
2013,"35-44","FS","LF","M",18.2
2013,"35-44","FS","LF","F",10.7
2013,"35-44","FS","FT","M",15
2013,"35-44","FS","FT","F",7.2
2013,"35-44","FS","PT","M",1.9
2013,"35-44","FS","PT","F",3
2013,"35-44","HE","LF","M",3.5
2013,"35-44","HE","LF","F",9.4
2013,"35-44","HE","FT","M",3.1
2013,"35-44","HE","FT","F",6
2013,"35-44","HE","PT","F",3.2
2013,"35-44","TH","LF","M",23.4
2013,"35-44","TH","FT","M",22
2013,"35-44","HE","LF","M",5.6
2013,"35-44","HE","FT","M",5.1
2013,"35-44","IF","LF","M",11.3
2013,"35-44","IF","FT","M",10.2
2013,"35-44","LH","LF","M",4.7
2013,"35-44","LH","FT","M",3.8
2013,"35-44","MA","LF","M",8.1
2013,"35-44","MA","FT","M",7.9
2013,"35-44","PP","LF","M",5.2
2013,"35-44","PP","LF","F",2.4
2013,"35-44","PP","FT","M",4.8
2013,"35-44","PP","FT","F",2.4
2013,"35-44","LH","LF","M",15.4
2013,"35-44","LH","FT","M",14.9
2013,"35-44","PP","LF","M",6.2
2013,"35-44","PP","FT","M",6
2013,"35-44","TH","LF","M",43.2
2013,"35-44","TH","LF","F",7.9
2013,"35-44","TH","FT","M",38
2013,"35-44","TH","FT","F",5.8
2013,"35-44","TH","PT","M",2.2
2013,"35-44","TH","PT","F",1.7
2013,"35-44","TH","UN","M",3
2013,"35-44","TH","UR","M",6.9
2013,"35-44","WE","LF","M",6
2013,"35-44","WE","FT","M",5.8
2013,"35-44","OG","LF","M",27.7
2013,"35-44","OG","LF","F",9.4
2013,"35-44","OG","FT","M",26.6
2013,"35-44","OG","FT","F",8.4
2013,"35-44","TH","LF","M",594.5
2013,"35-44","TH","LF","F",722.7
2013,"35-44","TH","FT","M",531.9
2013,"35-44","TH","FT","F",555.4
2013,"35-44","TH","PT","M",28.8
2013,"35-44","TH","PT","F",126.6
2013,"35-44","TH","UN","M",33.9
2013,"35-44","TH","UN","F",40.6
2013,"35-44","TH","UR","M",5.7
2013,"35-44","TH","UR","F",5.6
2013,"45-54","AS","LF","M",15.5
2013,"45-54","AS","FT","M",14.7
2013,"45-54","CA","LF","M",8.3
2013,"45-54","CA","FT","M",7.8
2013,"45-54","EL","LF","M",15.4
2013,"45-54","EL","FT","M",14.2
2013,"45-54","EI","LF","M",11.9
2013,"45-54","EI","LF","F",3.5
2013,"45-54","EI","FT","M",11.1
2013,"45-54","EI","FT","F",3.2
2013,"45-54","EF","LF","M",4.8
2013,"45-54","EF","FT","M",4
2013,"45-54","FS","LF","M",16
2013,"45-54","FS","LF","F",12.6
2013,"45-54","FS","FT","M",14.2
2013,"45-54","FS","FT","F",8.5
2013,"45-54","FS","PT","F",3.6
2013,"45-54","HE","LF","M",3.3
2013,"45-54","HE","LF","F",11.2
2013,"45-54","HE","FT","M",3.2
2013,"45-54","HE","FT","F",8.2
2013,"45-54","HE","PT","F",2.8
2013,"45-54","TH","LF","M",36.5
2013,"45-54","TH","FT","M",34.3
2013,"45-54","HE","LF","M",8.6
2013,"45-54","HE","FT","M",7.5
2013,"45-54","IF","LF","M",14.1
2013,"45-54","IF","FT","M",12
2013,"45-54","LH","LF","M",3.6
2013,"45-54","LH","FT","M",3
2013,"45-54","MA","LF","M",10.8
2013,"45-54","MA","FT","M",10
2013,"45-54","PP","LF","M",6.2
2013,"45-54","PP","LF","F",2.6
2013,"45-54","PP","FT","M",5.8
2013,"45-54","PP","FT","F",2.5
2013,"45-54","LH","LF","M",21.1
2013,"45-54","LH","FT","M",19.8
2013,"45-54","PP","LF","M",5.8
2013,"45-54","PP","FT","M",5.3
2013,"45-54","TH","LF","M",47.9
2013,"45-54","TH","LF","F",16.7
2013,"45-54","TH","FT","M",40.4
2013,"45-54","TH","FT","F",12.6
2013,"45-54","TH","PT","M",4.1
2013,"45-54","TH","PT","F",3.3
2013,"45-54","TH","UN","M",3.5
2013,"45-54","TH","UR","M",7.3
2013,"45-54","WE","LF","M",5.1
2013,"45-54","WE","FT","M",4.6
2013,"45-54","OG","LF","M",27.3
2013,"45-54","OG","LF","F",7.1
2013,"45-54","OG","FT","M",25.8
2013,"45-54","OG","FT","F",6.5
2013,"45-54","TH","LF","M",657.1
2013,"45-54","TH","LF","F",799.3
2013,"45-54","TH","FT","M",586
2013,"45-54","TH","FT","F",616.7
2013,"45-54","TH","PT","M",31.9
2013,"45-54","TH","PT","F",138
2013,"45-54","TH","UN","M",39.2
2013,"45-54","TH","UN","F",44.6
2013,"45-54","TH","UR","M",6
2013,"45-54","TH","UR","F",5.6
2013,"55-64","AS","LF","M",7.4
2013,"55-64","AS","FT","M",7.1
2013,"55-64","CA","LF","M",4.9
2013,"55-64","CA","FT","M",4.3
2013,"55-64","EL","LF","M",11.3
2013,"55-64","EL","FT","M",10.1
2013,"55-64","EI","LF","M",7.7
2013,"55-64","EI","FT","M",7.1
2013,"55-64","FS","LF","M",7.7
2013,"55-64","FS","LF","F",7
2013,"55-64","FS","FT","M",7
2013,"55-64","FS","FT","F",4.7
2013,"55-64","FS","PT","F",1.8
2013,"55-64","HE","LF","F",5.2
2013,"55-64","HE","FT","F",3.4
2013,"55-64","HE","PT","F",1.7
2013,"55-64","TH","LF","M",25.7
2013,"55-64","TH","FT","M",24
2013,"55-64","HE","LF","M",5.2
2013,"55-64","HE","FT","M",4.6
2013,"55-64","IF","LF","M",4.5
2013,"55-64","IF","FT","M",3.1
2013,"55-64","LH","LF","M",3
2013,"55-64","LH","FT","M",1.6
2013,"55-64","MA","LF","M",6.3
2013,"55-64","MA","FT","M",5.7
2013,"55-64","PP","LF","M",3.9
2013,"55-64","PP","FT","M",3.6
2013,"55-64","LH","LF","M",13.1
2013,"55-64","LH","FT","M",12.3
2013,"55-64","PP","LF","M",2.4
2013,"55-64","PP","FT","M",2.2
2013,"55-64","TH","LF","M",29.1
2013,"55-64","TH","LF","F",7.3
2013,"55-64","TH","FT","M",24.2
2013,"55-64","TH","FT","F",5.4
2013,"55-64","TH","PT","M",3.3
2013,"55-64","TH","PT","F",1.5
2013,"55-64","TH","UN","M",1.6
2013,"55-64","TH","UR","M",5.5
2013,"55-64","WE","LF","M",2.9
2013,"55-64","WE","FT","M",2.7
2013,"55-64","OG","LF","M",10.8
2013,"55-64","OG","LF","F",3.3
2013,"55-64","OG","FT","M",10.2
2013,"55-64","OG","FT","F",2.9
2013,"55-64","TH","LF","M",427.8
2013,"55-64","TH","LF","F",505.4
2013,"55-64","TH","FT","M",354.1
2013,"55-64","TH","FT","F",356.9
2013,"55-64","TH","PT","M",45.7
2013,"55-64","TH","PT","F",120
2013,"55-64","TH","UN","M",28
2013,"55-64","TH","UN","F",28.5
2013,"55-64","TH","UR","M",6.5
2013,"55-64","TH","UR","F",5.6
2013,"65+","EI","LF","M",1.5
2013,"65+","FS","LF","F",1.5
2013,"65+","HE","LF","F",1.6
2013,"65+","TH","LF","M",6.6
2013,"65+","TH","FT","M",4.5
2013,"65+","HE","LF","M",1.5
2013,"65+","MA","LF","M",1.6
2013,"65+","MA","FT","M",1.6
2013,"65+","LH","LF","M",2.1
2013,"65+","LH","FT","M",1.9
2013,"65+","TH","LF","M",6.7
2013,"65+","TH","FT","M",4.2
2013,"65+","TH","PT","M",2.2
2013,"65+","TH","LF","M",131.2
2013,"65+","TH","LF","F",103.7
2013,"65+","TH","FT","M",81.4
2013,"65+","TH","FT","F",46.1
2013,"65+","TH","PT","M",45
2013,"65+","TH","PT","F",54.8
2013,"65+","TH","UN","M",4.8
2013,"65+","TH","UN","F",2.9
2013,"65+","TH","UR","M",3.7
2013,"65+","TH","UR","F",2.8
2014,"15-24","AS","LF","M",11.4
2014,"15-24","AS","FT","M",10.1
2014,"15-24","CA","LF","M",5.7
2014,"15-24","CA","FT","M",4.7
2014,"15-24","EL","LF","M",6.7
2014,"15-24","EL","FT","M",5.9
2014,"15-24","EI","LF","M",5
2014,"15-24","EI","FT","M",3.7
2014,"15-24","EF","LF","M",4.2
2014,"15-24","EF","FT","M",3.4
2014,"15-24","FS","LF","M",32.1
2014,"15-24","FS","LF","F",14.9
2014,"15-24","FS","FT","M",10.6
2014,"15-24","FS","FT","F",5.9
2014,"15-24","FS","PT","M",19.3
2014,"15-24","FS","PT","F",8.2
2014,"15-24","FS","UN","M",2.2
2014,"15-24","FS","UR","M",6.9
2014,"15-24","HE","LF","F",4.5
2014,"15-24","HE","FT","F",3.4
2014,"15-24","TH","LF","M",3.9
2014,"15-24","TH","FT","M",2.8
2014,"15-24","HE","LF","M",1.7
2014,"15-24","IF","LF","M",4.9
2014,"15-24","IF","FT","M",3.3
2014,"15-24","LH","LF","M",15.6
2014,"15-24","LH","LF","F",3.1
2014,"15-24","LH","FT","M",10.4
2014,"15-24","LH","FT","F",2.5
2014,"15-24","LH","PT","M",2.6
2014,"15-24","LH","UN","M",2.6
2014,"15-24","LH","UR","M",16.7
2014,"15-24","MA","LF","M",2
2014,"15-24","MA","FT","M",1.7
2014,"15-24","PP","LF","M",5.5
2014,"15-24","PP","FT","M",4.8
2014,"15-24","LH","LF","M",6.5
2014,"15-24","LH","FT","M",5.8
2014,"15-24","PP","LF","M",4.4
2014,"15-24","PP","FT","M",4.3
2014,"15-24","TH","LF","M",51.4
2014,"15-24","TH","LF","F",3.5
2014,"15-24","TH","FT","M",31.9
2014,"15-24","TH","PT","M",10.8
2014,"15-24","TH","PT","F",1.5
2014,"15-24","TH","UN","M",8.7
2014,"15-24","TH","UR","M",16.9
2014,"15-24","WE","LF","M",4.7
2014,"15-24","WE","FT","M",4.5
2014,"15-24","OG","LF","M",7.4
2014,"15-24","OG","LF","F",3
2014,"15-24","OG","FT","M",5.9
2014,"15-24","OG","FT","F",2.7
2014,"15-24","TH","LF","M",388
2014,"15-24","TH","LF","F",526.9
2014,"15-24","TH","FT","M",148.6
2014,"15-24","TH","FT","F",170.6
2014,"15-24","TH","PT","M",165.2
2014,"15-24","TH","PT","F",276.8
2014,"15-24","TH","UN","M",74.2
2014,"15-24","TH","UN","F",79.5
2014,"15-24","TH","UR","M",19.1
2014,"15-24","TH","UR","F",15.1
2014,"25-34","AS","LF","M",15.4
2014,"25-34","AS","FT","M",15
2014,"25-34","CA","LF","M",12.8
2014,"25-34","CA","FT","M",11.3
2014,"25-34","EL","LF","M",15.4
2014,"25-34","EL","FT","M",14.2
2014,"25-34","EI","LF","M",11.5
2014,"25-34","EI","LF","F",1.8
2014,"25-34","EI","FT","M",10.5
2014,"25-34","EI","FT","F",1.6
2014,"25-34","EF","LF","M",7.8
2014,"25-34","EF","FT","M",6.8
2014,"25-34","FS","LF","M",17.5
2014,"25-34","FS","LF","F",10.9
2014,"25-34","FS","FT","M",15.1
2014,"25-34","FS","FT","F",8.9
2014,"25-34","FS","PT","M",1.6
2014,"25-34","FS","PT","F",1.8
2014,"25-34","HE","LF","M",2.1
2014,"25-34","HE","LF","F",11.5
2014,"25-34","HE","FT","M",1.7
2014,"25-34","HE","FT","F",7.8
2014,"25-34","HE","PT","F",3.5
2014,"25-34","TH","LF","M",19.6
2014,"25-34","TH","FT","M",17.9
2014,"25-34","HE","LF","M",5.8
2014,"25-34","HE","FT","M",5.3
2014,"25-34","IF","LF","M",11.9
2014,"25-34","IF","FT","M",10.4
2014,"25-34","LH","LF","M",8.8
2014,"25-34","LH","FT","M",6.9
2014,"25-34","MA","LF","M",6.8
2014,"25-34","MA","FT","M",6.6
2014,"25-34","PP","LF","M",6.5
2014,"25-34","PP","LF","F",1.5
2014,"25-34","PP","FT","M",6.3
2014,"25-34","LH","LF","M",14
2014,"25-34","LH","FT","M",13.2
2014,"25-34","PP","LF","M",9.1
2014,"25-34","PP","FT","M",8.8
2014,"25-34","TH","LF","M",40.1
2014,"25-34","TH","LF","F",3.2
2014,"25-34","TH","FT","M",31.4
2014,"25-34","TH","FT","F",2.2
2014,"25-34","TH","PT","M",3.6
2014,"25-34","TH","UN","M",5.1
2014,"25-34","TH","UR","M",12.7
2014,"25-34","WE","LF","M",6.9
2014,"25-34","WE","FT","M",6.2
2014,"25-34","OG","LF","M",24.1
2014,"25-34","OG","LF","F",6.3
2014,"25-34","OG","FT","M",22.6
2014,"25-34","OG","FT","F",6
2014,"25-34","TH","LF","M",561.6
2014,"25-34","TH","LF","F",717.5
2014,"25-34","TH","FT","M",464.3
2014,"25-34","TH","FT","F",538.9
2014,"25-34","TH","PT","M",47.8
2014,"25-34","TH","PT","F",130.2
2014,"25-34","TH","UN","M",49.6
2014,"25-34","TH","UN","F",48.4
2014,"25-34","TH","UR","M",8.8
2014,"25-34","TH","UR","F",6.7
2014,"35-44","AS","LF","M",14.9
2014,"35-44","AS","FT","M",14.2
2014,"35-44","CA","LF","M",7.7
2014,"35-44","CA","FT","M",6.7
2014,"35-44","EL","LF","M",12.6
2014,"35-44","EL","FT","M",11.7
2014,"35-44","EI","LF","M",9
2014,"35-44","EI","LF","F",2.5
2014,"35-44","EI","FT","M",7.6
2014,"35-44","EI","FT","F",2.4
2014,"35-44","EF","LF","M",6.1
2014,"35-44","EF","FT","M",5.5
2014,"35-44","FS","LF","M",16
2014,"35-44","FS","LF","F",10.5
2014,"35-44","FS","FT","M",14
2014,"35-44","FS","FT","F",8.2
2014,"35-44","FS","PT","F",1.7
2014,"35-44","HE","LF","F",7.7
2014,"35-44","HE","FT","F",5.7
2014,"35-44","HE","PT","F",1.8
2014,"35-44","TH","LF","M",25.9
2014,"35-44","TH","FT","M",23.7
2014,"35-44","HE","LF","M",4.2
2014,"35-44","HE","FT","M",3.7
2014,"35-44","IF","LF","M",10.5
2014,"35-44","IF","LF","F",1.6
2014,"35-44","IF","FT","M",9.9
2014,"35-44","IF","FT","F",1.5
2014,"35-44","LH","LF","M",3.9
2014,"35-44","LH","FT","M",3.4
2014,"35-44","MA","LF","M",9
2014,"35-44","MA","FT","M",8.9
2014,"35-44","PP","LF","M",6.4
2014,"35-44","PP","FT","M",6.2
2014,"35-44","LH","LF","M",13.7
2014,"35-44","LH","FT","M",13.3
2014,"35-44","PP","LF","M",5.4
2014,"35-44","PP","FT","M",5.1
2014,"35-44","TH","LF","M",37.9
2014,"35-44","TH","LF","F",6.5
2014,"35-44","TH","FT","M",34.3
2014,"35-44","TH","FT","F",4.6
2014,"35-44","TH","PT","M",1.5
2014,"35-44","TH","UN","M",2.2
2014,"35-44","TH","UR","M",5.8
2014,"35-44","WE","LF","M",7
2014,"35-44","WE","FT","M",6.5
2014,"35-44","OG","LF","M",35.8
2014,"35-44","OG","LF","F",7.7
2014,"35-44","OG","FT","M",34.5
2014,"35-44","OG","FT","F",6.6
2014,"35-44","TH","LF","M",578
2014,"35-44","TH","LF","F",706.5
2014,"35-44","TH","FT","M",516.6
2014,"35-44","TH","FT","F",547.2
2014,"35-44","TH","PT","M",31.1
2014,"35-44","TH","PT","F",120.7
2014,"35-44","TH","UN","M",30.3
2014,"35-44","TH","UN","F",38.7
2014,"35-44","TH","UR","M",5.2
2014,"35-44","TH","UR","F",5.5
2014,"45-54","AS","LF","M",14.9
2014,"45-54","AS","FT","M",14.4
2014,"45-54","CA","LF","M",8.2
2014,"45-54","CA","FT","M",7.6
2014,"45-54","EL","LF","M",13.9
2014,"45-54","EL","LF","F",1.5
2014,"45-54","EL","FT","M",13.1
2014,"45-54","EI","LF","M",10.8
2014,"45-54","EI","LF","F",3.5
2014,"45-54","EI","FT","M",10.4
2014,"45-54","EI","FT","F",3.4
2014,"45-54","EF","LF","M",7.1
2014,"45-54","EF","FT","M",6.2
2014,"45-54","FS","LF","M",15.6
2014,"45-54","FS","LF","F",11.4
2014,"45-54","FS","FT","M",13.7
2014,"45-54","FS","FT","F",8.8
2014,"45-54","FS","PT","F",2.3
2014,"45-54","HE","LF","M",3.2
2014,"45-54","HE","LF","F",12.3
2014,"45-54","HE","FT","M",2.7
2014,"45-54","HE","FT","F",9
2014,"45-54","HE","PT","F",3.3
2014,"45-54","TH","LF","M",36.7
2014,"45-54","TH","FT","M",33.5
2014,"45-54","TH","UN","M",2
2014,"45-54","TH","UR","M",5.4
2014,"45-54","HE","LF","M",8.3
2014,"45-54","HE","FT","M",6.9
2014,"45-54","IF","LF","M",10.8
2014,"45-54","IF","FT","M",9.7
2014,"45-54","LH","LF","M",3.6
2014,"45-54","LH","FT","M",2.9
2014,"45-54","MA","LF","M",7.9
2014,"45-54","MA","FT","M",7.8
2014,"45-54","PP","LF","M",7.1
2014,"45-54","PP","LF","F",3.5
2014,"45-54","PP","FT","M",6.9
2014,"45-54","PP","FT","F",3.3
2014,"45-54","LH","LF","M",18.5
2014,"45-54","LH","FT","M",17.9
2014,"45-54","PP","LF","M",5.7
2014,"45-54","PP","FT","M",5.2
2014,"45-54","TH","LF","M",48.1
2014,"45-54","TH","LF","F",11.6
2014,"45-54","TH","FT","M",42.1
2014,"45-54","TH","FT","F",8.7
2014,"45-54","TH","PT","M",2.5
2014,"45-54","TH","PT","F",2.1
2014,"45-54","TH","UN","M",3.5
2014,"45-54","TH","UR","M",7.3
2014,"45-54","WE","LF","M",6.4
2014,"45-54","WE","FT","M",6
2014,"45-54","OG","LF","M",30.1
2014,"45-54","OG","LF","F",10.2
2014,"45-54","OG","FT","M",29.1
2014,"45-54","OG","FT","F",9.7
2014,"45-54","TH","LF","M",650
2014,"45-54","TH","LF","F",778.7
2014,"45-54","TH","FT","M",583
2014,"45-54","TH","FT","F",603.8
2014,"45-54","TH","PT","M",31.1
2014,"45-54","TH","PT","F",133.3
2014,"45-54","TH","UN","M",35.9
2014,"45-54","TH","UN","F",41.7
2014,"45-54","TH","UR","M",5.5
2014,"45-54","TH","UR","F",5.4
2014,"55-64","AS","LF","M",7.6
2014,"55-64","AS","FT","M",6.8
2014,"55-64","CA","LF","M",6.2
2014,"55-64","CA","FT","M",5.3
2014,"55-64","EL","LF","M",8.3
2014,"55-64","EL","FT","M",7.5
2014,"55-64","EI","LF","M",7.7
2014,"55-64","EI","LF","F",1.7
2014,"55-64","EI","FT","M",7.2
2014,"55-64","EI","FT","F",1.5
2014,"55-64","EF","LF","M",3.4
2014,"55-64","EF","FT","M",3.1
2014,"55-64","FS","LF","M",10.2
2014,"55-64","FS","LF","F",8.6
2014,"55-64","FS","FT","M",8.8
2014,"55-64","FS","FT","F",5.8
2014,"55-64","FS","PT","F",2.3
2014,"55-64","HE","LF","F",5.3
2014,"55-64","HE","FT","F",3.2
2014,"55-64","HE","PT","F",2
2014,"55-64","TH","LF","M",24.5
2014,"55-64","TH","FT","M",22.4
2014,"55-64","HE","LF","M",4.9
2014,"55-64","HE","FT","M",4.3
2014,"55-64","IF","LF","M",4.6
2014,"55-64","IF","FT","M",3.8
2014,"55-64","LH","LF","M",3.5
2014,"55-64","LH","FT","M",2.4
2014,"55-64","MA","LF","M",6.5
2014,"55-64","MA","FT","M",6.4
2014,"55-64","PP","LF","M",5.9
2014,"55-64","PP","FT","M",5.6
2014,"55-64","LH","LF","M",14
2014,"55-64","LH","FT","M",12.8
2014,"55-64","PP","LF","M",2.2
2014,"55-64","PP","FT","M",1.7
2014,"55-64","TH","LF","M",31.9
2014,"55-64","TH","LF","F",9.8
2014,"55-64","TH","FT","M",26.8
2014,"55-64","TH","FT","F",7.1
2014,"55-64","TH","PT","M",3.4
2014,"55-64","TH","PT","F",1.9
2014,"55-64","TH","UN","M",1.8
2014,"55-64","TH","UR","M",5.6
2014,"55-64","WE","LF","M",3.2
2014,"55-64","WE","FT","M",3
2014,"55-64","OG","LF","M",15.7
2014,"55-64","OG","LF","F",3.4
2014,"55-64","OG","FT","M",14.5
2014,"55-64","OG","FT","F",3.2
2014,"55-64","TH","LF","M",446.1
2014,"55-64","TH","LF","F",512.3
2014,"55-64","TH","FT","M",369.8
2014,"55-64","TH","FT","F",363.8
2014,"55-64","TH","PT","M",48.6
2014,"55-64","TH","PT","F",117.3
2014,"55-64","TH","UN","M",27.7
2014,"55-64","TH","UN","F",31.2
2014,"55-64","TH","UR","M",6.2
2014,"55-64","TH","UR","F",6.1
2014,"65+","AS","LF","M",1.5
2014,"65+","EI","LF","M",2.6
2014,"65+","EI","FT","M",2
2014,"65+","FS","LF","F",1.8
2014,"65+","HE","LF","M",1.6
2014,"65+","TH","LF","M",5.6
2014,"65+","TH","FT","M",4.1
2014,"65+","HE","LF","M",1.9
2014,"65+","LH","LF","M",1.8
2014,"65+","MA","LF","M",1.5
2014,"65+","LH","LF","M",2.1
2014,"65+","LH","FT","M",2
2014,"65+","PP","LF","M",1.7
2014,"65+","TH","LF","M",10
2014,"65+","TH","FT","M",5.9
2014,"65+","TH","PT","M",3.8
2014,"65+","TH","LF","M",140.9
2014,"65+","TH","LF","F",112.2
2014,"65+","TH","FT","M",85
2014,"65+","TH","FT","F",52.7
2014,"65+","TH","PT","M",51
2014,"65+","TH","PT","F",56.9
2014,"65+","TH","UN","M",4.9
2014,"65+","TH","UN","F",2.6
2014,"65+","TH","UR","M",3.5
2014,"65+","TH","UR","F",2.3
2015,"15-24","AS","LF","M",10.2
2015,"15-24","AS","FT","M",8.2
2015,"15-24","CA","LF","M",5.4
2015,"15-24","CA","FT","M",4.8
