"Year","AgeGroup","Occupation","Employment","Sex","Count"
2015,"15-24","EL","LF","M",6.8
2015,"15-24","EL","FT","M",6.2
2015,"15-24","EI","LF","M",3.3
2015,"15-24","EI","FT","M",2.5
2015,"15-24","EF","LF","M",2.8
2015,"15-24","EF","FT","M",2
2015,"15-24","FS","LF","M",32.7
2015,"15-24","FS","LF","F",14.3
2015,"15-24","FS","FT","M",9.9
2015,"15-24","FS","FT","F",5.7
2015,"15-24","FS","PT","M",20
2015,"15-24","FS","PT","F",8
2015,"15-24","FS","UN","M",2.7
2015,"15-24","FS","UR","M",8.3
2015,"15-24","HE","LF","F",4.5
2015,"15-24","HE","FT","F",3.9
2015,"15-24","TH","LF","M",4.3
2015,"15-24","TH","FT","M",3.4
2015,"15-24","HE","LF","M",3.1
2015,"15-24","HE","FT","M",2.7
2015,"15-24","IF","LF","M",5.1
2015,"15-24","IF","FT","M",3.9
2015,"15-24","LH","LF","M",13.8
2015,"15-24","LH","LF","F",3.5
2015,"15-24","LH","FT","M",9.4
2015,"15-24","LH","FT","F",3.1
2015,"15-24","LH","PT","M",2.3
2015,"15-24","LH","UN","M",2.1
2015,"15-24","LH","UR","M",15.2
2015,"15-24","MA","LF","M",3.5
2015,"15-24","MA","FT","M",3.2
2015,"15-24","PP","LF","M",4.5
2015,"15-24","PP","LF","F",2.4
2015,"15-24","PP","FT","M",3.2
2015,"15-24","PP","FT","F",2.2
2015,"15-24","LH","LF","M",4.1
2015,"15-24","LH","FT","M",3.8
2015,"15-24","PP","LF","M",5.4
2015,"15-24","PP","FT","M",4.9
2015,"15-24","TH","LF","M",46.6
2015,"15-24","TH","LF","F",4
2015,"15-24","TH","FT","M",30.3
2015,"15-24","TH","FT","F",1.8
2015,"15-24","TH","PT","M",9.2
2015,"15-24","TH","UN","M",7.1
2015,"15-24","TH","UR","M",15.2
2015,"15-24","WE","LF","M",3.6
2015,"15-24","WE","FT","M",3.3
2015,"15-24","OG","LF","M",8
2015,"15-24","OG","LF","F",2.6
2015,"15-24","OG","FT","M",5.8
2015,"15-24","OG","FT","F",2.1
2015,"15-24","TH","LF","M",392
2015,"15-24","TH","LF","F",508.4
2015,"15-24","TH","FT","M",158.9
2015,"15-24","TH","FT","F",176.9
2015,"15-24","TH","PT","M",162
2015,"15-24","TH","PT","F",262.6
2015,"15-24","TH","UN","M",71.1
2015,"15-24","TH","UN","F",68.9
2015,"15-24","TH","UR","M",18.1
2015,"15-24","TH","UR","F",13.6
2015,"25-34","AS","LF","M",15.2
2015,"25-34","AS","FT","M",13.3
2015,"25-34","CA","LF","M",12.7
2015,"25-34","CA","FT","M",11.2
2015,"25-34","EL","LF","M",15.3
2015,"25-34","EL","FT","M",14.1
2015,"25-34","EI","LF","M",9.5
2015,"25-34","EI","FT","M",9
2015,"25-34","EF","LF","M",8.7
2015,"25-34","EF","FT","M",7.1
2015,"25-34","FS","LF","M",20.3
2015,"25-34","FS","LF","F",12.9
2015,"25-34","FS","FT","M",16
2015,"25-34","FS","FT","F",9.5
2015,"25-34","FS","PT","M",2.8
2015,"25-34","FS","PT","F",2.8
2015,"25-34","FS","UN","M",1.5
2015,"25-34","FS","UR","M",7.4
2015,"25-34","HE","LF","F",11.5
2015,"25-34","HE","FT","F",8.6
2015,"25-34","HE","PT","F",2.8
2015,"25-34","TH","LF","M",19.9
2015,"25-34","TH","FT","M",17.9
2015,"25-34","HE","LF","M",5.8
2015,"25-34","HE","FT","M",5.1
2015,"25-34","IF","LF","M",11.9
2015,"25-34","IF","FT","M",10.6
2015,"25-34","LH","LF","M",9
2015,"25-34","LH","FT","M",7.2
2015,"25-34","MA","LF","M",6.8
2015,"25-34","MA","FT","M",6.6
2015,"25-34","PP","LF","M",8.5
2015,"25-34","PP","FT","M",7.3
2015,"25-34","LH","LF","M",13.9
2015,"25-34","LH","FT","M",13.1
2015,"25-34","PP","LF","M",7.5
2015,"25-34","PP","FT","M",6.8
2015,"25-34","TH","LF","M",43
2015,"25-34","TH","LF","F",5.4
2015,"25-34","TH","FT","M",33.2
2015,"25-34","TH","FT","F",4
2015,"25-34","TH","PT","M",4.3
2015,"25-34","TH","UN","M",5.4
2015,"25-34","TH","UR","M",12.6
2015,"25-34","WE","LF","M",7.4
2015,"25-34","WE","FT","M",6.8
2015,"25-34","OG","LF","M",27.8
2015,"25-34","OG","LF","F",7
2015,"25-34","OG","FT","M",26.6
2015,"25-34","OG","FT","F",6.7
2015,"25-34","TH","LF","M",571.2
2015,"25-34","TH","LF","F",716.3
2015,"25-34","TH","FT","M",487.8
2015,"25-34","TH","FT","F",550.9
2015,"25-34","TH","PT","M",44.2
2015,"25-34","TH","PT","F",120.7
2015,"25-34","TH","UN","M",39.2
2015,"25-34","TH","UN","F",44.7
2015,"25-34","TH","UR","M",6.9
2015,"25-34","TH","UR","F",6.2
2015,"35-44","AS","LF","M",14.8
2015,"35-44","AS","FT","M",14
2015,"35-44","CA","LF","M",6.6
2015,"35-44","CA","FT","M",5.9
2015,"35-44","EL","LF","M",11
2015,"35-44","EL","FT","M",10.1
2015,"35-44","EI","LF","M",8.9
2015,"35-44","EI","LF","F",2.1
2015,"35-44","EI","FT","M",8.4
2015,"35-44","EI","FT","F",2.1
2015,"35-44","EF","LF","M",4.9
2015,"35-44","EF","FT","M",4.3
2015,"35-44","FS","LF","M",16.8
2015,"35-44","FS","LF","F",10.1
2015,"35-44","FS","FT","M",13.4
2015,"35-44","FS","FT","F",6.4
2015,"35-44","FS","PT","M",2.1
2015,"35-44","FS","PT","F",3.2
2015,"35-44","HE","LF","M",1.6
2015,"35-44","HE","LF","F",12.2
2015,"35-44","HE","FT","M",1.5
2015,"35-44","HE","FT","F",8.5
2015,"35-44","HE","PT","F",3.6
2015,"35-44","TH","LF","M",23.7
2015,"35-44","TH","FT","M",22.1
2015,"35-44","HE","LF","M",6.3
2015,"35-44","HE","FT","M",5.9
2015,"35-44","IF","LF","M",11.7
2015,"35-44","IF","FT","M",10.5
2015,"35-44","LH","LF","M",5.2
2015,"35-44","LH","FT","M",4.4
2015,"35-44","MA","LF","M",6
2015,"35-44","MA","FT","M",5.8
2015,"35-44","PP","LF","M",7.3
2015,"35-44","PP","LF","F",4.4
2015,"35-44","PP","FT","M",6.6
2015,"35-44","PP","FT","F",4.3
2015,"35-44","LH","LF","M",13.6
2015,"35-44","LH","FT","M",13.1
2015,"35-44","PP","LF","M",4
2015,"35-44","PP","FT","M",3.7
2015,"35-44","TH","LF","M",32.9
2015,"35-44","TH","LF","F",6.5
2015,"35-44","TH","FT","M",27.3
2015,"35-44","TH","FT","F",5.3
2015,"35-44","TH","PT","M",2.3
2015,"35-44","TH","UN","M",3.3
2015,"35-44","TH","UR","M",10
2015,"35-44","WE","LF","M",6.2
2015,"35-44","WE","FT","M",5.7
2015,"35-44","OG","LF","M",32
2015,"35-44","OG","LF","F",6.7
2015,"35-44","OG","FT","M",30.7
2015,"35-44","OG","FT","F",6.4
2015,"35-44","TH","LF","M",587.8
2015,"35-44","TH","LF","F",697.2
2015,"35-44","TH","FT","M",535.1
2015,"35-44","TH","FT","F",537.4
2015,"35-44","TH","PT","M",25.3
2015,"35-44","TH","PT","F",121.2
2015,"35-44","TH","UN","M",27.4
2015,"35-44","TH","UN","F",38.6
2015,"35-44","TH","UR","M",4.7
2015,"35-44","TH","UR","F",5.5
2015,"45-54","AS","LF","M",12.8
2015,"45-54","AS","FT","M",12
2015,"45-54","CA","LF","M",8.9
2015,"45-54","CA","FT","M",8.1
2015,"45-54","EL","LF","M",15.5
2015,"45-54","EL","FT","M",14.8
2015,"45-54","EI","LF","M",9.6
2015,"45-54","EI","LF","F",2.2
2015,"45-54","EI","FT","M",8.7
2015,"45-54","EI","FT","F",2
2015,"45-54","EF","LF","M",7.1
2015,"45-54","EF","FT","M",6.1
2015,"45-54","FS","LF","M",12.6
2015,"45-54","FS","LF","F",12.3
2015,"45-54","FS","FT","M",11.1
2015,"45-54","FS","FT","F",9.7
2015,"45-54","FS","PT","F",2.4
2015,"45-54","HE","LF","F",10.1
2015,"45-54","HE","FT","F",7.4
2015,"45-54","HE","PT","F",2.4
2015,"45-54","TH","LF","M",28.3
2015,"45-54","TH","LF","F",1.9
2015,"45-54","TH","FT","M",26.5
2015,"45-54","TH","FT","F",1.7
2015,"45-54","HE","LF","M",8.8
2015,"45-54","HE","FT","M",8.2
2015,"45-54","IF","LF","M",11.8
2015,"45-54","IF","FT","M",9.5
2015,"45-54","LH","LF","M",2.8
2015,"45-54","LH","FT","M",2.1
2015,"45-54","MA","LF","M",8.2
2015,"45-54","MA","FT","M",8.1
2015,"45-54","PP","LF","M",7.6
2015,"45-54","PP","LF","F",3.2
2015,"45-54","PP","FT","M",7
2015,"45-54","PP","FT","F",3.1
2015,"45-54","LH","LF","M",19.5
2015,"45-54","LH","FT","M",19.1
2015,"45-54","PP","LF","M",4.2
2015,"45-54","PP","FT","M",4.1
2015,"45-54","TH","LF","M",45.2
2015,"45-54","TH","LF","F",11.8
2015,"45-54","TH","FT","M",39.5
2015,"45-54","TH","FT","F",9.5
2015,"45-54","TH","PT","M",2.1
2015,"45-54","TH","PT","F",2.1
2015,"45-54","TH","UN","M",3.6
2015,"45-54","TH","UR","M",8
2015,"45-54","WE","LF","M",8.2
2015,"45-54","WE","FT","M",7.9
2015,"45-54","OG","LF","M",28.5
2015,"45-54","OG","LF","F",10.3
2015,"45-54","OG","FT","M",27
2015,"45-54","OG","FT","F",10.1
2015,"45-54","TH","LF","M",654.3
2015,"45-54","TH","LF","F",774.2
2015,"45-54","TH","FT","M",587.3
2015,"45-54","TH","FT","F",599.1
2015,"45-54","TH","PT","M",34.5
2015,"45-54","TH","PT","F",137.2
2015,"45-54","TH","UN","M",32.5
2015,"45-54","TH","UN","F",37.9
2015,"45-54","TH","UR","M",5
2015,"45-54","TH","UR","F",4.9
2015,"55-64","AS","LF","M",7.4
2015,"55-64","AS","FT","M",6.4
2015,"55-64","CA","LF","M",4.4
2015,"55-64","CA","FT","M",3.8
2015,"55-64","EL","LF","M",12.5
2015,"55-64","EL","FT","M",11.7
2015,"55-64","EI","LF","M",4.5
2015,"55-64","EI","FT","M",4.4
2015,"55-64","EF","LF","M",3.8
2015,"55-64","EF","FT","M",3.3
2015,"55-64","FS","LF","M",9.9
2015,"55-64","FS","LF","F",10.1
2015,"55-64","FS","FT","M",8.7
2015,"55-64","FS","FT","F",8.5
2015,"55-64","HE","LF","F",4.6
2015,"55-64","HE","FT","F",2.5
2015,"55-64","HE","PT","F",2
2015,"55-64","TH","LF","M",24.3
2015,"55-64","TH","FT","M",22.4
2015,"55-64","HE","LF","M",6.2
2015,"55-64","HE","FT","M",5.2
2015,"55-64","IF","LF","M",6
2015,"55-64","IF","FT","M",4.9
2015,"55-64","LH","LF","M",2
2015,"55-64","MA","LF","M",8.1
2015,"55-64","MA","FT","M",7.8
2015,"55-64","PP","LF","M",4.6
2015,"55-64","PP","FT","M",4.3
2015,"55-64","LH","LF","M",15.8
2015,"55-64","LH","FT","M",15.2
2015,"55-64","PP","LF","M",3
2015,"55-64","PP","FT","M",2.8
2015,"55-64","TH","LF","M",31.2
2015,"55-64","TH","LF","F",7.9
2015,"55-64","TH","FT","M",27.2
2015,"55-64","TH","FT","F",5.7
2015,"55-64","TH","PT","M",2.2
2015,"55-64","TH","PT","F",2.2
2015,"55-64","TH","UN","M",1.7
2015,"55-64","TH","UR","M",5.4
2015,"55-64","WE","LF","M",4.8
2015,"55-64","WE","FT","M",4.4
2015,"55-64","OG","LF","M",12.1
2015,"55-64","OG","LF","F",4.7
2015,"55-64","OG","FT","M",11.4
2015,"55-64","OG","FT","F",4.6
2015,"55-64","TH","LF","M",462.6
2015,"55-64","TH","LF","F",520
2015,"55-64","TH","FT","M",392.7
2015,"55-64","TH","FT","F",372.5
2015,"55-64","TH","PT","M",45.2
2015,"55-64","TH","PT","F",119.8
2015,"55-64","TH","UN","M",24.7
2015,"55-64","TH","UN","F",27.7
2015,"55-64","TH","UR","M",5.3
2015,"55-64","TH","UR","F",5.3
2015,"65+","AS","LF","M",2.6
2015,"65+","AS","FT","M",1.8
2015,"65+","CA","LF","M",1.6
2015,"65+","EL","LF","M",1.5
2015,"65+","EI","LF","M",3.6
2015,"65+","EI","FT","M",1.8
2015,"65+","EI","PT","M",1.8
2015,"65+","FS","LF","F",2.3
2015,"65+","HE","LF","F",1.5
2015,"65+","TH","LF","M",6.5
2015,"65+","TH","FT","M",5
2015,"65+","MA","LF","M",1.8
2015,"65+","MA","FT","M",1.5
2015,"65+","PP","LF","M",1.6
2015,"65+","LH","LF","M",2.3
2015,"65+","LH","FT","M",1.6
2015,"65+","TH","LF","M",8.7
2015,"65+","TH","LF","F",1.6
2015,"65+","TH","FT","M",5.4
2015,"65+","TH","PT","M",3.1
2015,"65+","TH","LF","M",149.8
2015,"65+","TH","LF","F",112.5
2015,"65+","TH","FT","M",92.1
2015,"65+","TH","FT","F",52.6
2015,"65+","TH","PT","M",51.7
2015,"65+","TH","PT","F",55.5
2015,"65+","TH","UN","M",5.9
2015,"65+","TH","UN","F",4.5
2015,"65+","TH","UR","M",3.9
2015,"65+","TH","UR","F",4
