"Program","Year","Schedule","Period","University","N-Surveys","N-Employed","%-Employed"
"KRP",2012,"PT",24,"All",,172,.244318181818182
"LAW",2012,"All","All","OTT",219,,
"LAW",2012,"All",6,"OTT",,,.91304347826087
"LAW",2012,"All",24,"OTT",,,.879396984924623
"LAW",2012,"All","All","QUE",68,,
"LAW",2012,"All",6,"QUE",,,.939393939393939
"LAW",2012,"All",24,"QUE",,,.907692307692308
"LAW",2012,"All","All","TOR",102,,
"LAW",2012,"All",6,"TOR",,,.91578947368421
"LAW",2012,"All",24,"TOR",,,.959183673469388
"LAW",2012,"All","All","WAT",22,,
"LAW",2012,"All",6,"WAT",,,.625
"LAW",2012,"All",24,"WAT",,,.909090909090909
"LAW",2012,"All","All","WES",41,,
"LAW",2012,"All",6,"WES",,,.926829268292683
"LAW",2012,"All",24,"WES",,,1
"LAW",2012,"All","All","WIN",70,,
"LAW",2012,"All",6,"WIN",,,.971428571428571
"LAW",2012,"All",24,"WIN",,,.957142857142857
"LAW",2012,"All","All","YOR",95,,
"LAW",2012,"All",6,"YOR",,,.863157894736842
"LAW",2012,"All",24,"YOR",,,.882978723404255
"LAW",2012,"FT",6,"All",,486,.857142857142857
"LAW",2012,"PT",6,"All",,28,4.93827160493827E-02
"LAW",2012,"FT",24,"All",,490,.849220103986135
"LAW",2012,"PT",24,"All",,38,6.58578856152513E-02
"MAT",2012,"All","All","CAR",17,,
"MAT",2012,"All",6,"CAR",,,.928571428571429
"MAT",2012,"All",24,"CAR",,,.933333333333333
"MAT",2012,"All","All","MCM",19,,
"MAT",2012,"All",6,"MCM",,,.9
"MAT",2012,"All",24,"MCM",,,.882352941176471
"MAT",2012,"All","All","OTT",19,,
"MAT",2012,"All",6,"OTT",,,1
"MAT",2012,"All",24,"OTT",,,.888888888888889
"MAT",2012,"All","All","QUE",10,,
"MAT",2012,"All",6,"QUE",,,1
"MAT",2012,"All",24,"QUE",,,1
"MAT",2012,"All","All","TOR",62,,
"MAT",2012,"All",6,"TOR",,,.75
"MAT",2012,"All",24,"TOR",,,.88
"MAT",2012,"All","All","WAT",187,,
"MAT",2012,"All",6,"WAT",,,.85
"MAT",2012,"All",24,"WAT",,,.913294797687861
"MAT",2012,"All","All","WES",16,,
"MAT",2012,"All",6,"WES",,,.8
"MAT",2012,"All",24,"WES",,,1
"MAT",2012,"All","All","YOR",20,,
"MAT",2012,"All",6,"YOR",,,.8125
"MAT",2012,"All",24,"YOR",,,.789473684210526
"MAT",2012,"FT",6,"All",,221,.673780487804878
"MAT",2012,"PT",6,"All",,60,.182926829268293
"MAT",2012,"FT",24,"All",,282,.774725274725275
"MAT",2012,"PT",24,"All",,49,.134615384615385
"MED",2012,"All","All","MCM",43,,
"MED",2012,"All",6,"MCM",,,1
"MED",2012,"All",24,"MCM",,,1
"MED",2012,"All","All","QUE",38,,
"MED",2012,"All",6,"QUE",,,1
"MED",2012,"All",24,"QUE",,,1
"MED",2012,"All","All","TOR",93,,
"MED",2012,"All",6,"TOR",,,1
"MED",2012,"All",24,"TOR",,,.988372093023256
"MED",2012,"All","All","WES",49,,
"MED",2012,"All",6,"WES",,,1
"MED",2012,"All",24,"WES",,,1
"MED",2012,"FT",6,"All",,197,.960975609756098
"MED",2012,"FT",24,"All",,204,.962264150943396
"NUR",2012,"All","All","BRO",27,,
"NUR",2012,"All",6,"BRO",,,.962962962962963
"NUR",2012,"All",24,"BRO",,,1
"NUR",2012,"All","All","LAK",88,,
"NUR",2012,"All",6,"LAK",,,.952941176470588
"NUR",2012,"All",24,"LAK",,,.975903614457831
"NUR",2012,"All","All","LAU",67,,
"NUR",2012,"All",6,"LAU",,,.955223880597015
"NUR",2012,"All",24,"LAU",,,.984848484848485
"NUR",2012,"All","All","MCM",160,,
"NUR",2012,"All",6,"MCM",,,.967948717948718
"NUR",2012,"All",24,"MCM",,,.974025974025974
"NUR",2012,"All","All","NIP",52,,
"NUR",2012,"All",6,"NIP",,,.96078431372549
"NUR",2012,"All",24,"NIP",,,1
"NUR",2012,"All","All","OTT",156,,
"NUR",2012,"All",6,"OTT",,,.95364238410596
"NUR",2012,"All",24,"OTT",,,.987096774193548
"NUR",2012,"All","All","QUE",53,,
"NUR",2012,"All",6,"QUE",,,.942307692307692
"NUR",2012,"All",24,"QUE",,,1
"NUR",2012,"All","All","RYE",195,,
"NUR",2012,"All",6,"RYE",,,.827027027027027
"NUR",2012,"All",24,"RYE",,,.958333333333333
"NUR",2012,"All","All","TOR",59,,
"NUR",2012,"All",6,"TOR",,,.964285714285714
"NUR",2012,"All",24,"TOR",,,.982142857142857
"NUR",2012,"All","All","TRE",49,,
"NUR",2012,"All",6,"TRE",,,.936170212765957
"NUR",2012,"All",24,"TRE",,,1
"NUR",2012,"All","All","UOI",59,,
"NUR",2012,"All",6,"UOI",,,.947368421052632
"NUR",2012,"All",24,"UOI",,,1
"NUR",2012,"All","All","WES",84,,
"NUR",2012,"All",6,"WES",,,.975903614457831
"NUR",2012,"All",24,"WES",,,.987654320987654
"NUR",2012,"All","All","WIN",80,,
"NUR",2012,"All",6,"WIN",,,.886075949367089
"NUR",2012,"All",24,"WIN",,,.974358974358974
"NUR",2012,"All","All","YOR",111,,
"NUR",2012,"All",6,"YOR",,,.833333333333333
"NUR",2012,"All",24,"YOR",,,.981308411214953
"NUR",2012,"FT",6,"All",,961,.798172757475083
"NUR",2012,"PT",6,"All",,144,.119601328903654
"NUR",2012,"FT",24,"All",,1038,.858560794044665
"NUR",2012,"PT",24,"All",,142,.117452440033085
"OPT",2012,"All","All","WAT",39,,
"OPT",2012,"All",6,"WAT",,,1
"OPT",2012,"All",24,"WAT",,,1
"OPT",2012,"FT",6,"All",,29,.763157894736842
"OPT",2012,"FT",24,"All",,34,.871794871794872
"OAS",2012,"All","All","BRO",40,,
"OAS",2012,"All",6,"BRO",,,.916666666666667
"OAS",2012,"All",24,"BRO",,,.972972972972973
"OAS",2012,"All","All","CAR",107,,
"OAS",2012,"All",6,"CAR",,,.8375
"OAS",2012,"All",24,"CAR",,,.876543209876543
"OAS",2012,"All","All","GUE",92,,
"OAS",2012,"All",6,"GUE",,,.945945945945946
"OAS",2012,"All",24,"GUE",,,.936708860759494
"OAS",2012,"All","All","LAK",77,,
"OAS",2012,"All",6,"LAK",,,.901408450704225
"OAS",2012,"All",24,"LAK",,,.958333333333333
"OAS",2012,"All","All","MCM",105,,
"OAS",2012,"All",6,"MCM",,,.894736842105263
"OAS",2012,"All",24,"MCM",,,.929824561403509
"OAS",2012,"All","All","OTT",196,,
"OAS",2012,"All",6,"OTT",,,.873417721518987
"OAS",2012,"All",24,"OTT",,,.949438202247191
"OAS",2012,"All","All","TOR",145,,
"OAS",2012,"All",6,"TOR",,,.783333333333333
"OAS",2012,"All",24,"TOR",,,.859504132231405
"OAS",2012,"All","All","WAT",161,,
"OAS",2012,"All",6,"WAT",,,.803418803418803
"OAS",2012,"All",24,"WAT",,,.897637795275591
"OAS",2012,"All","All","WES",19,,
"OAS",2012,"All",6,"WES",,,.866666666666667
"OAS",2012,"All",24,"WES",,,.777777777777778
"OAS",2012,"All","All","WLA",108,,
"OAS",2012,"All",6,"WLA",,,.840909090909091
"OAS",2012,"All",24,"WLA",,,.93
"OAS",2012,"All","All","WIN",37,,
"OAS",2012,"All",6,"WIN",,,.923076923076923
"OAS",2012,"All",24,"WIN",,,.9375
"OAS",2012,"FT",6,"All",,558,.648837209302326
"OAS",2012,"PT",6,"All",,179,.208139534883721
"OAS",2012,"FT",24,"All",,662,.721132897603486
"OAS",2012,"PT",24,"All",,178,.193899782135076
"PHA",2012,"All","All","TOR",111,,
"PHA",2012,"All",6,"TOR",,,.942307692307692
"PHA",2012,"All",24,"TOR",,,.990566037735849
"PHA",2012,"All","All","WAT",51,,
"PHA",2012,"All",6,"WAT",,,.980392156862745
"PHA",2012,"All",24,"WAT",,,.980392156862745
"PHA",2012,"FT",6,"All",,136,.87741935483871
"PHA",2012,"PT",6,"All",,12,7.74193548387097E-02
"PHA",2012,"FT",24,"All",,140,.89171974522293
"PHA",2012,"PT",24,"All",,15,9.55414012738854E-02
"PSC",2012,"All","All","CAR",29,,
"PSC",2012,"All",6,"CAR",,,.91304347826087
"PSC",2012,"All",24,"CAR",,,.833333333333333
"PSC",2012,"All","All","GUE",28,,
"PSC",2012,"All",6,"GUE",,,.894736842105263
"PSC",2012,"All",24,"GUE",,,.956521739130435
"PSC",2012,"All","All","LAU",12,,
"PSC",2012,"All",6,"LAU",,,.9
"PSC",2012,"All",24,"LAU",,,1
"PSC",2012,"All","All","MCM",25,,
"PSC",2012,"All",6,"MCM",,,.866666666666667
"PSC",2012,"All",24,"MCM",,,.888888888888889
"PSC",2012,"All","All","OTT",45,,
"PSC",2012,"All",6,"OTT",,,.967741935483871
"PSC",2012,"All",24,"OTT",,,.909090909090909
"PSC",2012,"All","All","QUE",33,,
"PSC",2012,"All",6,"QUE",,,.9
"PSC",2012,"All",24,"QUE",,,1
"PSC",2012,"All","All","TOR",54,,
"PSC",2012,"All",6,"TOR",,,.780487804878049
"PSC",2012,"All",24,"TOR",,,.888888888888889
"PSC",2012,"All","All","WAT",38,,
"PSC",2012,"All",6,"WAT",,,.714285714285714
"PSC",2012,"All",24,"WAT",,,.904761904761905
"PSC",2012,"All","All","WES",27,,
"PSC",2012,"All",6,"WES",,,.818181818181818
"PSC",2012,"All",24,"WES",,,.823529411764706
"PSC",2012,"All","All","WLA",15,,
"PSC",2012,"All",6,"WLA",,,1
"PSC",2012,"All",24,"WLA",,,.923076923076923
"PSC",2012,"All","All","WIN",17,,
"PSC",2012,"All",6,"WIN",,,.909090909090909
"PSC",2012,"All",24,"WIN",,,.909090909090909
"PSC",2012,"All","All","YOR",21,,
"PSC",2012,"All",6,"YOR",,,.692307692307692
"PSC",2012,"All",24,"YOR",,,.8125
"PSC",2012,"FT",6,"All",,155,.637860082304527
"PSC",2012,"PT",6,"All",,52,.213991769547325
"PSC",2012,"FT",24,"All",,196,.690140845070423
"PSC",2012,"PT",24,"All",,60,.211267605633803
"SSC",2012,"All","All","ALG",27,,
"SSC",2012,"All",6,"ALG",,,.947368421052632
"SSC",2012,"All",24,"ALG",,,.952380952380952
"SSC",2012,"All","All","BRO",196,,
"SSC",2012,"All",6,"BRO",,,.913333333333333
"SSC",2012,"All",24,"BRO",,,.920454545454545
"SSC",2012,"All","All","CAR",700,,
"SSC",2012,"All",6,"CAR",,,.88659793814433
"SSC",2012,"All",24,"CAR",,,.934533551554828
"SSC",2012,"All","All","GUE",335,,
"SSC",2012,"All",6,"GUE",,,.874074074074074
"SSC",2012,"All",24,"GUE",,,.953405017921147
"SSC",2012,"All","All","LAK",173,,
"SSC",2012,"All",6,"LAK",,,.870748299319728
"SSC",2012,"All",24,"LAK",,,.935064935064935
"SSC",2012,"All","All","LAU",174,,
"SSC",2012,"All",6,"LAU",,,.923076923076923
"SSC",2012,"All",24,"LAU",,,.974025974025974
"SSC",2012,"All","All","MCM",347,,
"SSC",2012,"All",6,"MCM",,,.867469879518072
"SSC",2012,"All",24,"MCM",,,.92226148409894
"SSC",2012,"All","All","NIP",133,,
"SSC",2012,"All",6,"NIP",,,.861386138613861
"SSC",2012,"All",24,"NIP",,,.910569105691057
"SSC",2012,"All","All","OTT",599,,
"SSC",2012,"All",6,"OTT",,,.907786885245902
"SSC",2012,"All",24,"OTT",,,.940499040307102
"SSC",2012,"All","All","QUE",274,,
"SSC",2012,"All",6,"QUE",,,.917525773195876
"SSC",2012,"All",24,"QUE",,,.948598130841122
"SSC",2012,"All","All","RYE",328,,
"SSC",2012,"All",6,"RYE",,,.840136054421769
"SSC",2012,"All",24,"RYE",,,.934210526315789
"SSC",2012,"All","All","TOR",870,,
"SSC",2012,"All",6,"TOR",,,.817391304347826
"SSC",2012,"All",24,"TOR",,,.896253602305475
"SSC",2012,"All","All","TRE",146,,
"SSC",2012,"All",6,"TRE",,,.903508771929825
"SSC",2012,"All",24,"TRE",,,.9453125
"SSC",2012,"All","All","UOI",66,,
"SSC",2012,"All",6,"UOI",,,.8
"SSC",2012,"All",24,"UOI",,,.916666666666667
"SSC",2012,"All","All","WAT",411,,
"SSC",2012,"All",6,"WAT",,,.837758112094395
"SSC",2012,"All",24,"WAT",,,.934659090909091
"SSC",2012,"All","All","WES",362,,
"SSC",2012,"All",6,"WES",,,.872262773722628
"SSC",2012,"All",24,"WES",,,.908474576271186
"SSC",2012,"All","All","WLA",476,,
"SSC",2012,"All",6,"WLA",,,.897368421052632
"SSC",2012,"All",24,"WLA",,,.926267281105991
"SSC",2012,"All","All","WIN",199,,
"SSC",2012,"All",6,"WIN",,,.861635220125786
"SSC",2012,"All",24,"WIN",,,.864406779661017
"SSC",2012,"All","All","YOR",904,,
"SSC",2012,"All",6,"YOR",,,.810511756569848
"SSC",2012,"All",24,"YOR",,,.873202614379085
"SSC",2012,"FT",6,"All",,3356,.623791821561338
"SSC",2012,"PT",6,"All",,1277,.237360594795539
"SSC",2012,"FT",24,"All",,4209,.731872717788211
"SSC",2012,"PT",24,"All",,1061,.184489653973222
"THE",2012,"All","All","MCM",27,,
"THE",2012,"All",6,"MCM",,,.904761904761905
"THE",2012,"All",24,"MCM",,,.956521739130435
"THE",2012,"All","All","OTT",12,,
"THE",2012,"All",6,"OTT",,,.9
"THE",2012,"All",24,"OTT",,,.909090909090909
"THE",2012,"All","All","WAT",11,,
"THE",2012,"All",6,"WAT",,,.777777777777778
"THE",2012,"All",24,"WAT",,,1
"THE",2012,"FT",6,"All",,31,.645833333333333
"THE",2012,"PT",6,"All",,11,.229166666666667
"THE",2012,"FT",24,"All",,41,.788461538461538
"VME",2012,"All","All","GUE",45,,
"VME",2012,"All",6,"GUE",,,.977272727272727
"VME",2012,"All",24,"GUE",,,1
"VME",2012,"FT",6,"All",,41,.931818181818182
"VME",2012,"FT",24,"All",,38,.883720930232558
"ABS",2011,"All","All","BRO",26,,
"ABS",2011,"All",6,"BRO",,,.733333333333333
"ABS",2011,"All",24,"BRO",,,.9375
"ABS",2011,"All","All","CAR",37,,
"ABS",2011,"All",6,"CAR",,,.56
"ABS",2011,"All",24,"CAR",,,.875
"ABS",2011,"All","All","GUE",229,,
"ABS",2011,"All",6,"GUE",,,.89937106918239
"ABS",2011,"All",24,"GUE",,,.934640522875817
"ABS",2011,"All","All","LAK",29,,
"ABS",2011,"All",6,"LAK",,,.866666666666667
"ABS",2011,"All",24,"LAK",,,1
"ABS",2011,"All","All","LAU",27,,
"ABS",2011,"All",6,"LAU",,,.857142857142857
"ABS",2011,"All",24,"LAU",,,.875
"ABS",2011,"All","All","MCM",153,,
"ABS",2011,"All",6,"MCM",,,.838235294117647
"ABS",2011,"All",24,"MCM",,,.860759493670886
"ABS",2011,"All","All","OTT",141,,
"ABS",2011,"All",6,"OTT",,,.851351351351351
"ABS",2011,"All",24,"OTT",,,.897435897435897
"ABS",2011,"All","All","QUE",159,,
"ABS",2011,"All",6,"QUE",,,.83695652173913
"ABS",2011,"All",24,"QUE",,,.870967741935484
"ABS",2011,"All","All","RYE",27,,
"ABS",2011,"All",6,"RYE",,,.722222222222222
"ABS",2011,"All",24,"RYE",,,.875
"ABS",2011,"All","All","TOR",299,,
"ABS",2011,"All",6,"TOR",,,.815028901734104
"ABS",2011,"All",24,"TOR",,,.870786516853933
"ABS",2011,"All","All","TRE",49,,
"ABS",2011,"All",6,"TRE",,,.769230769230769
"ABS",2011,"All",24,"TRE",,,.833333333333333
"ABS",2011,"All","All","UOI",19,,
"ABS",2011,"All",6,"UOI",,,.615384615384615
"ABS",2011,"All",24,"UOI",,,.875
"ABS",2011,"All","All","WAT",110,,
"ABS",2011,"All",6,"WAT",,,.8
"ABS",2011,"All",24,"WAT",,,.947368421052632
"ABS",2011,"All","All","WES",138,,
"ABS",2011,"All",6,"WES",,,.898550724637681
"ABS",2011,"All",24,"WES",,,.888888888888889
"ABS",2011,"All","All","WLA",36,,
"ABS",2011,"All",6,"WLA",,,.782608695652174
"ABS",2011,"All",24,"WLA",,,.88
"ABS",2011,"All","All","WIN",40,,
"ABS",2011,"All",6,"WIN",,,.722222222222222
"ABS",2011,"All",24,"WIN",,,.928571428571429
"ABS",2011,"All","All","YOR",65,,
"ABS",2011,"All",6,"YOR",,,.71875
"ABS",2011,"All",24,"YOR",,,.827586206896552
"ABS",2011,"FT",6,"All",,548,.600219058050383
"ABS",2011,"PT",6,"All",,200,.219058050383352
"ABS",2011,"FT",24,"All",,613,.671412924424973
"ABS",2011,"PT",24,"All",,197,.215772179627601
"ALA",2011,"All","All","CAR",20,,
"ALA",2011,"All",6,"CAR",,,.857142857142857
"ALA",2011,"All",24,"CAR",,,.923076923076923
"ALA",2011,"All","All","GUE",11,,
"ALA",2011,"All",6,"GUE",,,.8
"ALA",2011,"All",24,"GUE",,,1
"ALA",2011,"All","All","RYE",28,,
"ALA",2011,"All",6,"RYE",,,.777777777777778
"ALA",2011,"All",24,"RYE",,,.923076923076923
"ALA",2011,"All","All","TOR",10,,
"ALA",2011,"All",6,"TOR",,,1
"ALA",2011,"All",24,"TOR",,,1
"ALA",2011,"All","All","WAT",27,,
"ALA",2011,"All",6,"WAT",,,1
"ALA",2011,"All",24,"WAT",,,.882352941176471
"ALA",2011,"FT",6,"All",,55,.753424657534247
"ALA",2011,"FT",24,"All",,51,.708333333333333
"ALA",2011,"PT",24,"All",,16,.222222222222222
"BCO",2011,"All","All","ALG",16,,
"BCO",2011,"All",6,"ALG",,,.875
"BCO",2011,"All",24,"ALG",,,.866666666666667
"BCO",2011,"All","All","BRO",142,,
"BCO",2011,"All",6,"BRO",,,.894736842105263
"BCO",2011,"All",24,"BRO",,,.969924812030075
"BCO",2011,"All","All","CAR",119,,
"BCO",2011,"All",6,"CAR",,,.919642857142857
"BCO",2011,"All",24,"CAR",,,.964912280701754
"BCO",2011,"All","All","GUE",185,,
"BCO",2011,"All",6,"GUE",,,.919075144508671
"BCO",2011,"All",24,"GUE",,,.960227272727273
"BCO",2011,"All","All","LAK",50,,
"BCO",2011,"All",6,"LAK",,,1
"BCO",2011,"All",24,"LAK",,,.959183673469388
"BCO",2011,"All","All","LAU",147,,
"BCO",2011,"All",6,"LAU",,,.951724137931035
"BCO",2011,"All",24,"LAU",,,.971830985915493
"BCO",2011,"All","All","MCM",172,,
"BCO",2011,"All",6,"MCM",,,.886075949367089
"BCO",2011,"All",24,"MCM",,,.940119760479042
"BCO",2011,"All","All","NIP",72,,
"BCO",2011,"All",6,"NIP",,,.897058823529412
"BCO",2011,"All",24,"NIP",,,.943661971830986
"BCO",2011,"All","All","OTT",172,,
"BCO",2011,"All",6,"OTT",,,.898203592814371
"BCO",2011,"All",24,"OTT",,,.969325153374233
"BCO",2011,"All","All","QUE",86,,
"BCO",2011,"All",6,"QUE",,,.975308641975309
"BCO",2011,"All",24,"QUE",,,.975
"BCO",2011,"All","All","RYE",435,,
"BCO",2011,"All",6,"RYE",,,.865384615384615
"BCO",2011,"All",24,"RYE",,,.932530120481928
"BCO",2011,"All","All","TOR",317,,
"BCO",2011,"All",6,"TOR",,,.848797250859107
"BCO",2011,"All",24,"TOR",,,.941176470588235
"BCO",2011,"All","All","TRE",27,,
"BCO",2011,"All",6,"TRE",,,.962962962962963
"BCO",2011,"All",24,"TRE",,,.923076923076923
"BCO",2011,"All","All","UOI",64,,
"BCO",2011,"All",6,"UOI",,,.825396825396825
"BCO",2011,"All",24,"UOI",,,.966101694915254
"BCO",2011,"All","All","WAT",88,,
"BCO",2011,"All",6,"WAT",,,.869047619047619
"BCO",2011,"All",24,"WAT",,,.988095238095238
"BCO",2011,"All","All","WES",309,,
"BCO",2011,"All",6,"WES",,,.896296296296296
"BCO",2011,"All",24,"WES",,,.955017301038062
"BCO",2011,"All","All","WLA",285,,
"BCO",2011,"All",6,"WLA",,,.882352941176471
"BCO",2011,"All",24,"WLA",,,.962825278810409
"BCO",2011,"All","All","WIN",88,,
"BCO",2011,"All",6,"WIN",,,.951807228915663
"BCO",2011,"All",24,"WIN",,,.896551724137931
"BCO",2011,"All","All","YOR",307,,
"BCO",2011,"All",6,"YOR",,,.832740213523132
"BCO",2011,"All",24,"YOR",,,.91578947368421
"BCO",2011,"FT",6,"All",,2334,.808451679944579
"BCO",2011,"PT",6,"All",,228,7.89747142362314E-02
"BCO",2011,"FT",24,"All",,2629,.896046353101568
"BCO",2011,"PT",24,"All",,146,4.97614178595774E-02
"CSC",2011,"All","All","ALG",13,,
"CSC",2011,"All",6,"ALG",,,.75
"CSC",2011,"All",24,"ALG",,,.692307692307692
"CSC",2011,"All","All","CAR",32,,
"CSC",2011,"All",6,"CAR",,,.96875
"CSC",2011,"All",24,"CAR",,,1
"CSC",2011,"All","All","GUE",15,,
"CSC",2011,"All",6,"GUE",,,1
"CSC",2011,"All",24,"GUE",,,.928571428571429
"CSC",2011,"All","All","QUE",15,,
"CSC",2011,"All",6,"QUE",,,.933333333333333
"CSC",2011,"All",24,"QUE",,,1
"CSC",2011,"All","All","RYE",22,,
"CSC",2011,"All",6,"RYE",,,.857142857142857
"CSC",2011,"All",24,"RYE",,,.952380952380952
"CSC",2011,"All","All","TOR",39,,
"CSC",2011,"All",6,"TOR",,,.916666666666667
"CSC",2011,"All",24,"TOR",,,1
"CSC",2011,"All","All","UOI",29,,
"CSC",2011,"All",6,"UOI",,,.714285714285714
"CSC",2011,"All",24,"UOI",,,.928571428571429
"CSC",2011,"All","All","WAT",84,,
"CSC",2011,"All",6,"WAT",,,.96
"CSC",2011,"All",24,"WAT",,,1
"CSC",2011,"All","All","WES",12,,
"CSC",2011,"All",6,"WES",,,.916666666666667
"CSC",2011,"All",24,"WES",,,1
"CSC",2011,"All","All","WIN",29,,
"CSC",2011,"All",6,"WIN",,,.821428571428571
"CSC",2011,"All",24,"WIN",,,.958333333333333
"CSC",2011,"All","All","YOR",33,,
"CSC",2011,"All",6,"YOR",,,.933333333333333
"CSC",2011,"All",24,"YOR",,,.967741935483871
"CSC",2011,"FT",6,"All",,287,.859281437125748
"CSC",2011,"PT",6,"All",,14,4.19161676646707E-02
"CSC",2011,"FT",24,"All",,316,.915942028985507
"CSC",2011,"PT",24,"All",,16,4.63768115942029E-02
"DEN",2011,"All","All","TOR",28,,
"DEN",2011,"All",6,"TOR",,,.961538461538462
"DEN",2011,"All",24,"TOR",,,1
"DEN",2011,"All","All","WES",12,,
"DEN",2011,"All",6,"WES",,,1
"DEN",2011,"All",24,"WES",,,1
"DEN",2011,"FT",6,"All",,31,.815789473684211
"DEN",2011,"FT",24,"All",,34,.871794871794872
"EDU",2011,"All","All","BRO",244,,
"EDU",2011,"All",6,"BRO",,,.896995708154506
"EDU",2011,"All",24,"BRO",,,.949790794979079
"EDU",2011,"All","All","LAK",248,,
"EDU",2011,"All",6,"LAK",,,.870292887029289
"EDU",2011,"All",24,"LAK",,,.945833333333333
"EDU",2011,"All","All","LAU",88,,
"EDU",2011,"All",6,"LAU",,,.94047619047619
"EDU",2011,"All",24,"LAU",,,1
"EDU",2011,"All","All","NIP",332,,
"EDU",2011,"All",6,"NIP",,,.880503144654088
"EDU",2011,"All",24,"NIP",,,.932307692307692
"EDU",2011,"All","All","OTT",396,,
"EDU",2011,"All",6,"OTT",,,.875647668393782
"EDU",2011,"All",24,"OTT",,,.961038961038961
"EDU",2011,"All","All","QUE",198,,
"EDU",2011,"All",6,"QUE",,,.945652173913043
"EDU",2011,"All",24,"QUE",,,.952879581151832
"EDU",2011,"All","All","RYE",65,,
"EDU",2011,"All",6,"RYE",,,.980392156862745
"EDU",2011,"All",24,"RYE",,,.887096774193548
"EDU",2011,"All","All","TOR",370,,
"EDU",2011,"All",6,"TOR",,,.84393063583815
"EDU",2011,"All",24,"TOR",,,.963380281690141
"EDU",2011,"All","All","TRE",74,,
"EDU",2011,"All",6,"TRE",,,.865671641791045
"EDU",2011,"All",24,"TRE",,,.901408450704225
"EDU",2011,"All","All","UOI",135,,
"EDU",2011,"All",6,"UOI",,,.770992366412214
"EDU",2011,"All",24,"UOI",,,.962962962962963
"EDU",2011,"All","All","WES",175,,
"EDU",2011,"All",6,"WES",,,.901234567901235
"EDU",2011,"All",24,"WES",,,.981818181818182
"EDU",2011,"All","All","WLA",54,,
"EDU",2011,"All",6,"WLA",,,.882352941176471
"EDU",2011,"All",24,"WLA",,,.924528301886792
"EDU",2011,"All","All","WIN",173,,
"EDU",2011,"All",6,"WIN",,,.775
"EDU",2011,"All",24,"WIN",,,.872727272727273
"EDU",2011,"All","All","YOR",216,,
"EDU",2011,"All",6,"YOR",,,.815533980582524
"EDU",2011,"All",24,"YOR",,,.911214953271028
"EDU",2011,"FT",6,"All",,1661,.634453781512605
"EDU",2011,"PT",6,"All",,603,.230328495034377
"EDU",2011,"FT",24,"All",,2020,.751767770748046
"EDU",2011,"PT",24,"All",,506,.188314104949758
"ENG",2011,"All","All","CAR",170,,
"ENG",2011,"All",6,"CAR",,,.811594202898551
"ENG",2011,"All",24,"CAR",,,.933333333333333
"ENG",2011,"All","All","GUE",30,,
"ENG",2011,"All",6,"GUE",,,.925925925925926
"ENG",2011,"All",24,"GUE",,,.964285714285714
"ENG",2011,"All","All","LAK",91,,
"ENG",2011,"All",6,"LAK",,,.894117647058824
"ENG",2011,"All",24,"LAK",,,.955056179775281
"ENG",2011,"All","All","LAU",24,,
"ENG",2011,"All",6,"LAU",,,.863636363636364
"ENG",2011,"All",24,"LAU",,,.954545454545455
"ENG",2011,"All","All","MCM",270,,
"ENG",2011,"All",6,"MCM",,,.861788617886179
"ENG",2011,"All",24,"MCM",,,.95703125
"ENG",2011,"All","All","OTT",68,,
"ENG",2011,"All",6,"OTT",,,.910714285714286
"ENG",2011,"All",24,"OTT",,,.879310344827586
"ENG",2011,"All","All","QUE",183,,
"ENG",2011,"All",6,"QUE",,,.935714285714286
"ENG",2011,"All",24,"QUE",,,.914473684210526
"ENG",2011,"All","All","RYE",112,,
"ENG",2011,"All",6,"RYE",,,.74468085106383
"ENG",2011,"All",24,"RYE",,,.904761904761905
"ENG",2011,"All","All","TOR",283,,
"ENG",2011,"All",6,"TOR",,,.873303167420814
"ENG",2011,"All",24,"TOR",,,.930327868852459
"ENG",2011,"All","All","UOI",68,,
"ENG",2011,"All",6,"UOI",,,.84375
"ENG",2011,"All",24,"UOI",,,.935483870967742
"ENG",2011,"All","All","WAT",381,,
"ENG",2011,"All",6,"WAT",,,.907738095238095
"ENG",2011,"All",24,"WAT",,,.951566951566952
"ENG",2011,"All","All","WES",79,,
"ENG",2011,"All",6,"WES",,,.928571428571429
"ENG",2011,"All",24,"WES",,,1
"ENG",2011,"All","All","WIN",57,,
"ENG",2011,"All",6,"WIN",,,.875
"ENG",2011,"All",24,"WIN",,,.958333333333333
"ENG",2011,"FT",6,"All",,1273,.820760799484204
"ENG",2011,"PT",6,"All",,82,5.28691166989039E-02
"ENG",2011,"FT",24,"All",,1467,.893967093235832
"ENG",2011,"PT",24,"All",,75,4.57038391224863E-02
"FAA",2011,"All","All","BRO",57,,
"FAA",2011,"All",6,"BRO",,,.886363636363636
"FAA",2011,"All",24,"BRO",,,.884615384615385
"FAA",2011,"All","All","CAR",35,,
"FAA",2011,"All",6,"CAR",,,.818181818181818
"FAA",2011,"All",24,"CAR",,,.939393939393939
"FAA",2011,"All","All","GUE",40,,
"FAA",2011,"All",6,"GUE",,,.875
"FAA",2011,"All",24,"GUE",,,.888888888888889
"FAA",2011,"All","All","LAK",17,,
"FAA",2011,"All",6,"LAK",,,.846153846153846
"FAA",2011,"All",24,"LAK",,,.875
"FAA",2011,"All","All","MCM",22,,
"FAA",2011,"All",6,"MCM",,,.866666666666667
"FAA",2011,"All",24,"MCM",,,.888888888888889
"FAA",2011,"All","All","OCA",221,,
