"Program","Year","Schedule","Period","University","N-Surveys","N-Employed","%-Employed"
"ABS",2008,"All","All","WLA",21,,
"ABS",2008,"All",6,"WLA",,,.8
"ABS",2008,"All",24,"WLA",,,.7
"ABS",2008,"All","All","WIN",42,,
"ABS",2008,"All",6,"WIN",,,1
"ABS",2008,"All",24,"WIN",,,.909090909090909
"ABS",2008,"All","All","YOR",46,,
"ABS",2008,"All",6,"YOR",,,.818181818181818
"ABS",2008,"All",24,"YOR",,,.95
"ABS",2008,"FT",6,"All",,453,.635343618513324
"ABS",2008,"PT",6,"All",,164,.230014025245442
"ABS",2008,"FT",24,"All",,511,.703856749311295
"ABS",2008,"PT",24,"All",,140,.192837465564738
"ALA",2008,"All","All","CAR",13,,
"ALA",2008,"All",6,"CAR",,,.8
"ALA",2008,"All",24,"CAR",,,.9
"ALA",2008,"All","All","GUE",12,,
"ALA",2008,"All",6,"GUE",,,.916666666666667
"ALA",2008,"All",24,"GUE",,,1
"ALA",2008,"All","All","RYE",28,,
"ALA",2008,"All",6,"RYE",,,.916666666666667
"ALA",2008,"All",24,"RYE",,,.956521739130435
"ALA",2008,"All","All","WAT",15,,
"ALA",2008,"All",6,"WAT",,,1
"ALA",2008,"All",24,"WAT",,,1
"ALA",2008,"FT",6,"All",,51,.85
"ALA",2008,"FT",24,"All",,45,.803571428571429
"BCO",2008,"All","All","BRO",131,,
"BCO",2008,"All",6,"BRO",,,.934426229508197
"BCO",2008,"All",24,"BRO",,,.951612903225806
"BCO",2008,"All","All","CAR",72,,
"BCO",2008,"All",6,"CAR",,,.941176470588235
"BCO",2008,"All",24,"CAR",,,.984848484848485
"BCO",2008,"All","All","GUE",187,,
"BCO",2008,"All",6,"GUE",,,.909604519774011
"BCO",2008,"All",24,"GUE",,,.937142857142857
"BCO",2008,"All","All","LAK",17,,
"BCO",2008,"All",6,"LAK",,,.8125
"BCO",2008,"All",24,"LAK",,,.882352941176471
"BCO",2008,"All","All","LAU",73,,
"BCO",2008,"All",6,"LAU",,,.985915492957747
"BCO",2008,"All",24,"LAU",,,.943661971830986
"BCO",2008,"All","All","MCM",126,,
"BCO",2008,"All",6,"MCM",,,.921052631578947
"BCO",2008,"All",24,"MCM",,,.939130434782609
"BCO",2008,"All","All","NIP",22,,
"BCO",2008,"All",6,"NIP",,,.9
"BCO",2008,"All",24,"NIP",,,1
"BCO",2008,"All","All","OTT",140,,
"BCO",2008,"All",6,"OTT",,,.984848484848485
"BCO",2008,"All",24,"OTT",,,.954887218045113
"BCO",2008,"All","All","QUE",81,,
"BCO",2008,"All",6,"QUE",,,.955882352941177
"BCO",2008,"All",24,"QUE",,,1
"BCO",2008,"All","All","RYE",320,,
"BCO",2008,"All",6,"RYE",,,.927631578947368
"BCO",2008,"All",24,"RYE",,,.944262295081967
"BCO",2008,"All","All","TOR",248,,
"BCO",2008,"All",6,"TOR",,,.907563025210084
"BCO",2008,"All",24,"TOR",,,.950207468879668
"BCO",2008,"All","All","TRE",25,,
"BCO",2008,"All",6,"TRE",,,1
"BCO",2008,"All",24,"TRE",,,1
"BCO",2008,"All","All","UOI",45,,
"BCO",2008,"All",6,"UOI",,,.976744186046512
"BCO",2008,"All",24,"UOI",,,.926829268292683
"BCO",2008,"All","All","WAT",60,,
"BCO",2008,"All",6,"WAT",,,.962264150943396
"BCO",2008,"All",24,"WAT",,,.963636363636364
"BCO",2008,"All","All","WES",195,,
"BCO",2008,"All",6,"WES",,,.914285714285714
"BCO",2008,"All",24,"WES",,,.955056179775281
"BCO",2008,"All","All","WLA",155,,
"BCO",2008,"All",6,"WLA",,,.944055944055944
"BCO",2008,"All",24,"WLA",,,.986577181208054
"BCO",2008,"All","All","WIN",80,,
"BCO",2008,"All",6,"WIN",,,.918918918918919
"BCO",2008,"All",24,"WIN",,,.935064935064935
"BCO",2008,"All","All","YOR",326,,
"BCO",2008,"All",6,"YOR",,,.886731391585761
"BCO",2008,"All",24,"YOR",,,.917218543046358
"BCO",2008,"FT",6,"All",,1878,.871057513914657
"BCO",2008,"PT",6,"All",,111,5.14842300556586E-02
"BCO",2008,"FT",24,"All",,1952,.89912482726854
"BCO",2008,"PT",24,"All",,89,4.09949332105021E-02
"CSC",2008,"All","All","BRO",12,,
"CSC",2008,"All",6,"BRO",,,.888888888888889
"CSC",2008,"All",24,"BRO",,,1
"CSC",2008,"All","All","CAR",19,,
"CSC",2008,"All",6,"CAR",,,1
"CSC",2008,"All",24,"CAR",,,1
"CSC",2008,"All","All","GUE",25,,
"CSC",2008,"All",6,"GUE",,,.956521739130435
"CSC",2008,"All",24,"GUE",,,1
"CSC",2008,"All","All","QUE",30,,
"CSC",2008,"All",6,"QUE",,,.736842105263158
"CSC",2008,"All",24,"QUE",,,1
"CSC",2008,"All","All","RYE",30,,
"CSC",2008,"All",6,"RYE",,,.964285714285714
"CSC",2008,"All",24,"RYE",,,1
"CSC",2008,"All","All","TOR",68,,
"CSC",2008,"All",6,"TOR",,,.9375
"CSC",2008,"All",24,"TOR",,,.954545454545455
"CSC",2008,"All","All","WAT",95,,
"CSC",2008,"All",6,"WAT",,,.9375
"CSC",2008,"All",24,"WAT",,,.954022988505747
"CSC",2008,"All","All","WES",16,,
"CSC",2008,"All",6,"WES",,,.928571428571429
"CSC",2008,"All",24,"WES",,,.928571428571429
"CSC",2008,"All","All","WIN",17,,
"CSC",2008,"All",6,"WIN",,,.857142857142857
"CSC",2008,"All",24,"WIN",,,1
"CSC",2008,"All","All","YOR",55,,
"CSC",2008,"All",6,"YOR",,,.901960784313726
"CSC",2008,"All",24,"YOR",,,.92156862745098
"CSC",2008,"FT",6,"All",,289,.840116279069767
"CSC",2008,"PT",6,"All",,26,7.55813953488372E-02
"CSC",2008,"FT",24,"All",,326,.915730337078652
"CSC",2008,"PT",24,"All",,14,3.93258426966292E-02
"DEN",2008,"All","All","TOR",19,,
"DEN",2008,"All",6,"TOR",,,1
"DEN",2008,"All",24,"TOR",,,1
"DEN",2008,"FT",6,"All",,25,.925925925925926
"DEN",2008,"FT",24,"All",,21,.875
"EDU",2008,"All","All","BRO",159,,
"EDU",2008,"All",6,"BRO",,,.927631578947368
"EDU",2008,"All",24,"BRO",,,.961290322580645
"EDU",2008,"All","All","LAK",132,,
"EDU",2008,"All",6,"LAK",,,.921875
"EDU",2008,"All",24,"LAK",,,.944444444444444
"EDU",2008,"All","All","LAU",70,,
"EDU",2008,"All",6,"LAU",,,.96969696969697
"EDU",2008,"All",24,"LAU",,,.984375
"EDU",2008,"All","All","NIP",206,,
"EDU",2008,"All",6,"NIP",,,.953367875647668
"EDU",2008,"All",24,"NIP",,,.964467005076142
"EDU",2008,"All","All","OTT",288,,
"EDU",2008,"All",6,"OTT",,,.939285714285714
"EDU",2008,"All",24,"OTT",,,.970802919708029
"EDU",2008,"All","All","QUE",167,,
"EDU",2008,"All",6,"QUE",,,.92258064516129
"EDU",2008,"All",24,"QUE",,,.961783439490446
"EDU",2008,"All","All","RYE",64,,
"EDU",2008,"All",6,"RYE",,,.888888888888889
"EDU",2008,"All",24,"RYE",,,.963636363636364
"EDU",2008,"All","All","TOR",189,,
"EDU",2008,"All",6,"TOR",,,.908571428571429
"EDU",2008,"All",24,"TOR",,,.95
"EDU",2008,"All","All","TRE",80,,
"EDU",2008,"All",6,"TRE",,,.935897435897436
"EDU",2008,"All",24,"TRE",,,.897435897435897
"EDU",2008,"All","All","UOI",68,,
"EDU",2008,"All",6,"UOI",,,.911764705882353
"EDU",2008,"All",24,"UOI",,,.96875
"EDU",2008,"All","All","WES",212,,
"EDU",2008,"All",6,"WES",,,.923076923076923
"EDU",2008,"All",24,"WES",,,.959798994974874
"EDU",2008,"All","All","WIN",150,,
"EDU",2008,"All",6,"WIN",,,.935251798561151
"EDU",2008,"All",24,"WIN",,,.938356164383562
"EDU",2008,"All","All","YOR",272,,
"EDU",2008,"All",6,"YOR",,,.8984375
"EDU",2008,"All",24,"YOR",,,.961832061068702
"EDU",2008,"FT",6,"All",,1206,.624870466321244
"EDU",2008,"PT",6,"All",,571,.295854922279793
"EDU",2008,"FT",24,"All",,1404,.717424629535003
"EDU",2008,"PT",24,"All",,453,.231476750127747
"ENG",2008,"All","All","CAR",117,,
"ENG",2008,"All",6,"CAR",,,.900990099009901
"ENG",2008,"All",24,"CAR",,,.961538461538462
"ENG",2008,"All","All","GUE",54,,
"ENG",2008,"All",6,"GUE",,,.872340425531915
"ENG",2008,"All",24,"GUE",,,1
"ENG",2008,"All","All","LAK",31,,
"ENG",2008,"All",6,"LAK",,,1
"ENG",2008,"All",24,"LAK",,,.966666666666667
"ENG",2008,"All","All","MCM",167,,
"ENG",2008,"All",6,"MCM",,,.915492957746479
"ENG",2008,"All",24,"MCM",,,.938356164383562
"ENG",2008,"All","All","OTT",99,,
"ENG",2008,"All",6,"OTT",,,.952941176470588
"ENG",2008,"All",24,"OTT",,,1
"ENG",2008,"All","All","QUE",152,,
"ENG",2008,"All",6,"QUE",,,.925
"ENG",2008,"All",24,"QUE",,,.96551724137931
"ENG",2008,"All","All","RYE",100,,
"ENG",2008,"All",6,"RYE",,,.806818181818182
"ENG",2008,"All",24,"RYE",,,.966666666666667
"ENG",2008,"All","All","TOR",267,,
"ENG",2008,"All",6,"TOR",,,.901477832512315
"ENG",2008,"All",24,"TOR",,,.933333333333333
"ENG",2008,"All","All","UOI",37,,
"ENG",2008,"All",6,"UOI",,,.911764705882353
"ENG",2008,"All",24,"UOI",,,1
"ENG",2008,"All","All","WAT",277,,
"ENG",2008,"All",6,"WAT",,,.942982456140351
"ENG",2008,"All",24,"WAT",,,.931451612903226
"ENG",2008,"All","All","WES",71,,
"ENG",2008,"All",6,"WES",,,.887096774193548
"ENG",2008,"All",24,"WES",,,.916666666666667
"ENG",2008,"All","All","WIN",37,,
"ENG",2008,"All",6,"WIN",,,.84375
"ENG",2008,"All",24,"WIN",,,.892857142857143
"ENG",2008,"All","All","YOR",10,,
"ENG",2008,"All",6,"YOR",,,1
"ENG",2008,"All",24,"YOR",,,.857142857142857
"ENG",2008,"FT",6,"All",,1032,.874576271186441
"ENG",2008,"PT",6,"All",,41,3.47457627118644E-02
"ENG",2008,"FT",24,"All",,1122,.920426579163249
"ENG",2008,"PT",24,"All",,25,2.05086136177194E-02
"FAA",2008,"All","All","BRO",46,,
"FAA",2008,"All",6,"BRO",,,.96875
"FAA",2008,"All",24,"BRO",,,.948717948717949
"FAA",2008,"All","All","CAR",19,,
"FAA",2008,"All",6,"CAR",,,.928571428571429
"FAA",2008,"All",24,"CAR",,,.941176470588235
"FAA",2008,"All","All","GUE",28,,
"FAA",2008,"All",6,"GUE",,,1
"FAA",2008,"All",24,"GUE",,,.916666666666667
"FAA",2008,"All","All","MCM",30,,
"FAA",2008,"All",6,"MCM",,,.95
"FAA",2008,"All",24,"MCM",,,.96
"FAA",2008,"All","All","OCA",118,,
"FAA",2008,"All",6,"OCA",,,.862385321100917
"FAA",2008,"All",24,"OCA",,,.903846153846154
"FAA",2008,"All","All","OTT",25,,
"FAA",2008,"All",6,"OTT",,,1
"FAA",2008,"All",24,"OTT",,,.95
"FAA",2008,"All","All","QUE",28,,
"FAA",2008,"All",6,"QUE",,,.91304347826087
"FAA",2008,"All",24,"QUE",,,1
"FAA",2008,"All","All","RYE",125,,
"FAA",2008,"All",6,"RYE",,,.915254237288136
"FAA",2008,"All",24,"RYE",,,.929824561403509
"FAA",2008,"All","All","TOR",75,,
"FAA",2008,"All",6,"TOR",,,.920634920634921
"FAA",2008,"All",24,"TOR",,,.890909090909091
"FAA",2008,"All","All","TRE",10,,
"FAA",2008,"All",6,"TRE",,,1
"FAA",2008,"All",24,"TRE",,,1
"FAA",2008,"All","All","WAT",18,,
"FAA",2008,"All",6,"WAT",,,.916666666666667
"FAA",2008,"All",24,"WAT",,,1
"FAA",2008,"All","All","WES",34,,
"FAA",2008,"All",6,"WES",,,.944444444444444
"FAA",2008,"All",24,"WES",,,.916666666666667
"FAA",2008,"All","All","WLA",12,,
"FAA",2008,"All",6,"WLA",,,1
"FAA",2008,"All",24,"WLA",,,1
"FAA",2008,"All","All","WIN",31,,
"FAA",2008,"All",6,"WIN",,,.923076923076923
"FAA",2008,"All",24,"WIN",,,.966666666666667
"FAA",2008,"All","All","YOR",123,,
"FAA",2008,"All",6,"YOR",,,.862745098039216
"FAA",2008,"All",24,"YOR",,,.936363636363636
"FAA",2008,"FT",6,"All",,374,.623333333333333
"FAA",2008,"PT",6,"All",,170,.283333333333333
"FAA",2008,"FT",24,"All",,413,.650393700787402
"FAA",2008,"PT",24,"All",,176,.277165354330709
"FSN",2008,"All","All","GUE",105,,
"FSN",2008,"All",6,"GUE",,,.970588235294118
"FSN",2008,"All",24,"GUE",,,.929411764705882
"FSN",2008,"All","All","RYE",22,,
"FSN",2008,"All",6,"RYE",,,.882352941176471
"FSN",2008,"All",24,"RYE",,,.894736842105263
"FSN",2008,"All","All","TOR",18,,
"FSN",2008,"All",6,"TOR",,,.9
"FSN",2008,"All",24,"TOR",,,.875
"FSN",2008,"All","All","WES",37,,
"FSN",2008,"All",6,"WES",,,.869565217391304
"FSN",2008,"All",24,"WES",,,1
"FSN",2008,"FT",6,"All",,67,.567796610169492
"FSN",2008,"PT",6,"All",,42,.355932203389831
"FSN",2008,"FT",24,"All",,99,.682758620689655
"FSN",2008,"PT",24,"All",,33,.227586206896552
"FOR",2008,"All","All","LAK",11,,
"FOR",2008,"All",6,"LAK",,,1
"FOR",2008,"All",24,"LAK",,,1
"FOR",2008,"FT",6,"All",,12,1
"FOR",2008,"FT",24,"All",,10,1
"HPR",2008,"All","All","BRO",22,,
"HPR",2008,"All",6,"BRO",,,.692307692307692
"HPR",2008,"All",24,"BRO",,,.823529411764706
"HPR",2008,"All","All","GUE",10,,
"HPR",2008,"All",6,"GUE",,,.875
"HPR",2008,"All",24,"GUE",,,.833333333333333
"HPR",2008,"All","All","MCM",101,,
"HPR",2008,"All",6,"MCM",,,.96
"HPR",2008,"All",24,"MCM",,,.980769230769231
"HPR",2008,"All","All","OTT",32,,
"HPR",2008,"All",6,"OTT",,,.9
"HPR",2008,"All",24,"OTT",,,.9
"HPR",2008,"All","All","RYE",37,,
"HPR",2008,"All",6,"RYE",,,.857142857142857
"HPR",2008,"All",24,"RYE",,,.972222222222222
"HPR",2008,"All","All","TOR",87,,
"HPR",2008,"All",6,"TOR",,,.87037037037037
"HPR",2008,"All",24,"TOR",,,.943396226415094
"HPR",2008,"All","All","WAT",22,,
"HPR",2008,"All",6,"WAT",,,.875
"HPR",2008,"All",24,"WAT",,,1
"HPR",2008,"All","All","WES",177,,
"HPR",2008,"All",6,"WES",,,.813953488372093
"HPR",2008,"All",24,"WES",,,.926829268292683
"HPR",2008,"FT",6,"All",,205,.683333333333333
"HPR",2008,"PT",6,"All",,55,.183333333333333
"HPR",2008,"FT",24,"All",,231,.777777777777778
"HPR",2008,"PT",24,"All",,44,.148148148148148
"HUM",2008,"All","All","BRO",138,,
"HUM",2008,"All",6,"BRO",,,.972222222222222
"HUM",2008,"All",24,"BRO",,,.91869918699187
"HUM",2008,"All","All","CAR",135,,
"HUM",2008,"All",6,"CAR",,,.920353982300885
"HUM",2008,"All",24,"CAR",,,.939655172413793
"HUM",2008,"All","All","GUE",110,,
"HUM",2008,"All",6,"GUE",,,.857142857142857
"HUM",2008,"All",24,"GUE",,,.91358024691358
"HUM",2008,"All","All","LAK",34,,
"HUM",2008,"All",6,"LAK",,,.9
"HUM",2008,"All",24,"LAK",,,.827586206896552
"HUM",2008,"All","All","LAU",66,,
"HUM",2008,"All",6,"LAU",,,.959183673469388
"HUM",2008,"All",24,"LAU",,,.983333333333333
"HUM",2008,"All","All","MCM",148,,
"HUM",2008,"All",6,"MCM",,,.913978494623656
"HUM",2008,"All",24,"MCM",,,.929203539823009
"HUM",2008,"All","All","NIP",33,,
"HUM",2008,"All",6,"NIP",,,.909090909090909
"HUM",2008,"All",24,"NIP",,,.9375
"HUM",2008,"All","All","OTT",152,,
"HUM",2008,"All",6,"OTT",,,.946902654867257
"HUM",2008,"All",24,"OTT",,,.902439024390244
"HUM",2008,"All","All","QUE",105,,
"HUM",2008,"All",6,"QUE",,,.939393939393939
"HUM",2008,"All",24,"QUE",,,.933333333333333
"HUM",2008,"All","All","RYE",30,,
"HUM",2008,"All",6,"RYE",,,.931034482758621
"HUM",2008,"All",24,"RYE",,,.966666666666667
"HUM",2008,"All","All","TOR",430,,
"HUM",2008,"All",6,"TOR",,,.855799373040752
"HUM",2008,"All",24,"TOR",,,.865102639296188
"HUM",2008,"All","All","TRE",86,,
"HUM",2008,"All",6,"TRE",,,.916666666666667
"HUM",2008,"All",24,"TRE",,,.929577464788732
"HUM",2008,"All","All","WAT",106,,
"HUM",2008,"All",6,"WAT",,,.91304347826087
"HUM",2008,"All",24,"WAT",,,.9375
"HUM",2008,"All","All","WES",216,,
"HUM",2008,"All",6,"WES",,,.968152866242038
"HUM",2008,"All",24,"WES",,,.894736842105263
"HUM",2008,"All","All","WLA",163,,
"HUM",2008,"All",6,"WLA",,,.921875
"HUM",2008,"All",24,"WLA",,,.925170068027211
"HUM",2008,"All","All","WIN",71,,
"HUM",2008,"All",6,"WIN",,,.87037037037037
"HUM",2008,"All",24,"WIN",,,.866666666666667
"HUM",2008,"All","All","YOR",290,,
"HUM",2008,"All",6,"YOR",,,.919642857142857
"HUM",2008,"All",24,"YOR",,,.905737704918033
"HUM",2008,"FT",6,"All",,1061,.624484991171277
"HUM",2008,"PT",6,"All",,488,.287227781047675
"HUM",2008,"FT",24,"All",,1307,.685729275970619
"HUM",2008,"PT",24,"All",,413,.216684155299056
"JOU",2008,"All","All","CAR",25,,
"JOU",2008,"All",6,"CAR",,,.952380952380952
"JOU",2008,"All",24,"CAR",,,.954545454545455
"JOU",2008,"All","All","RYE",33,,
"JOU",2008,"All",6,"RYE",,,.933333333333333
"JOU",2008,"All",24,"RYE",,,.96875
"JOU",2008,"FT",6,"All",,44,.709677419354839
"JOU",2008,"PT",6,"All",,14,.225806451612903
"JOU",2008,"FT",24,"All",,50,.793650793650794
"JOU",2008,"PT",24,"All",,10,.158730158730159
"KRP",2008,"All","All","BRO",148,,
"KRP",2008,"All",6,"BRO",,,.955752212389381
"KRP",2008,"All",24,"BRO",,,.953125
"KRP",2008,"All","All","GUE",58,,
"KRP",2008,"All",6,"GUE",,,.96551724137931
"KRP",2008,"All",24,"GUE",,,.875
"KRP",2008,"All","All","LAK",16,,
"KRP",2008,"All",6,"LAK",,,.846153846153846
"KRP",2008,"All",24,"LAK",,,1
"KRP",2008,"All","All","LAU",27,,
"KRP",2008,"All",6,"LAU",,,1
"KRP",2008,"All",24,"LAU",,,.958333333333333
"KRP",2008,"All","All","MCM",42,,
"KRP",2008,"All",6,"MCM",,,.944444444444444
"KRP",2008,"All",24,"MCM",,,.928571428571429
"KRP",2008,"All","All","OTT",50,,
"KRP",2008,"All",6,"OTT",,,.96875
"KRP",2008,"All",24,"OTT",,,.925
"KRP",2008,"All","All","QUE",26,,
"KRP",2008,"All",6,"QUE",,,.928571428571429
"KRP",2008,"All",24,"QUE",,,1
"KRP",2008,"All","All","TOR",38,,
"KRP",2008,"All",6,"TOR",,,.91304347826087
"KRP",2008,"All",24,"TOR",,,.96551724137931
"KRP",2008,"All","All","WAT",88,,
"KRP",2008,"All",6,"WAT",,,.980769230769231
"KRP",2008,"All",24,"WAT",,,.953846153846154
"KRP",2008,"All","All","WES",76,,
"KRP",2008,"All",6,"WES",,,.821428571428571
"KRP",2008,"All",24,"WES",,,.904761904761905
"KRP",2008,"All","All","WLA",36,,
"KRP",2008,"All",6,"WLA",,,1
"KRP",2008,"All",24,"WLA",,,.96551724137931
"KRP",2008,"All","All","WIN",45,,
"KRP",2008,"All",6,"WIN",,,.923076923076923
"KRP",2008,"All",24,"WIN",,,.941176470588235
"KRP",2008,"All","All","YOR",119,,
"KRP",2008,"All",6,"YOR",,,.938271604938272
"KRP",2008,"All",24,"YOR",,,.872093023255814
"KRP",2008,"FT",6,"All",,332,.710920770877944
"KRP",2008,"PT",6,"All",,108,.231263383297645
"KRP",2008,"FT",24,"All",,407,.730700179533214
"KRP",2008,"PT",24,"All",,107,.192100538599641
"LAW",2008,"All","All","OTT",132,,
"LAW",2008,"All",6,"OTT",,,.96551724137931
"LAW",2008,"All",24,"OTT",,,.934959349593496
"LAW",2008,"All","All","QUE",35,,
"LAW",2008,"All",6,"QUE",,,.971428571428571
"LAW",2008,"All",24,"QUE",,,.942857142857143
"LAW",2008,"All","All","TOR",68,,
"LAW",2008,"All",6,"TOR",,,.933333333333333
"LAW",2008,"All",24,"TOR",,,.923076923076923
"LAW",2008,"All","All","WES",40,,
"LAW",2008,"All",6,"WES",,,1
"LAW",2008,"All",24,"WES",,,.973684210526316
"LAW",2008,"All","All","WIN",36,,
"LAW",2008,"All",6,"WIN",,,.971428571428571
"LAW",2008,"All",24,"WIN",,,.96969696969697
"LAW",2008,"All","All","YOR",59,,
"LAW",2008,"All",6,"YOR",,,.983050847457627
"LAW",2008,"All",24,"YOR",,,.947368421052632
"LAW",2008,"FT",6,"All",,321,.922413793103448
"LAW",2008,"PT",6,"All",,15,4.31034482758621E-02
"LAW",2008,"FT",24,"All",,320,.901408450704225
"LAW",2008,"PT",24,"All",,12,3.38028169014084E-02
"MAT",2008,"All","All","CAR",18,,
"MAT",2008,"All",6,"CAR",,,.8
"MAT",2008,"All",24,"CAR",,,.882352941176471
"MAT",2008,"All","All","QUE",13,,
"MAT",2008,"All",6,"QUE",,,1
"MAT",2008,"All",24,"QUE",,,1
"MAT",2008,"All","All","TOR",33,,
"MAT",2008,"All",6,"TOR",,,.76
"MAT",2008,"All",24,"TOR",,,.84
"MAT",2008,"All","All","WAT",121,,
"MAT",2008,"All",6,"WAT",,,.936363636363636
"MAT",2008,"All",24,"WAT",,,.917431192660551
"MAT",2008,"All","All","WES",16,,
"MAT",2008,"All",6,"WES",,,.8
"MAT",2008,"All",24,"WES",,,.916666666666667
"MAT",2008,"All","All","YOR",16,,
"MAT",2008,"All",6,"YOR",,,.833333333333333
"MAT",2008,"All",24,"YOR",,,.909090909090909
"MAT",2008,"FT",6,"All",,166,.783018867924528
"MAT",2008,"PT",6,"All",,20,9.43396226415094E-02
"MAT",2008,"FT",24,"All",,183,.809734513274336
"MAT",2008,"PT",24,"All",,23,.101769911504425
"MED",2008,"All","All","OTT",37,,
"MED",2008,"All",6,"OTT",,,1
"MED",2008,"All",24,"OTT",,,1
"MED",2008,"All","All","QUE",40,,
"MED",2008,"All",6,"QUE",,,1
"MED",2008,"All",24,"QUE",,,.971428571428571
"MED",2008,"All","All","TOR",44,,
"MED",2008,"All",6,"TOR",,,1
"MED",2008,"All",24,"TOR",,,1
"MED",2008,"All","All","WES",34,,
"MED",2008,"All",6,"WES",,,1
"MED",2008,"All",24,"WES",,,1
"MED",2008,"FT",6,"All",,132,.992481203007519
"MED",2008,"FT",24,"All",,133,.95
"NUR",2008,"All","All","BRO",18,,
"NUR",2008,"All",6,"BRO",,,.941176470588235
"NUR",2008,"All",24,"BRO",,,1
"NUR",2008,"All","All","LAK",32,,
"NUR",2008,"All",6,"LAK",,,1
"NUR",2008,"All",24,"LAK",,,1
"NUR",2008,"All","All","LAU",52,,
"NUR",2008,"All",6,"LAU",,,1
"NUR",2008,"All",24,"LAU",,,1
"NUR",2008,"All","All","MCM",106,,
"NUR",2008,"All",6,"MCM",,,.990384615384615
"NUR",2008,"All",24,"MCM",,,.99
"NUR",2008,"All","All","NIP",13,,
"NUR",2008,"All",6,"NIP",,,1
"NUR",2008,"All",24,"NIP",,,1
"NUR",2008,"All","All","OTT",75,,
"NUR",2008,"All",6,"OTT",,,1
"NUR",2008,"All",24,"OTT",,,1
"NUR",2008,"All","All","QUE",48,,
"NUR",2008,"All",6,"QUE",,,.978260869565217
"NUR",2008,"All",24,"QUE",,,.977272727272727
"NUR",2008,"All","All","RYE",195,,
"NUR",2008,"All",6,"RYE",,,.978609625668449
"NUR",2008,"All",24,"RYE",,,.979057591623037
"NUR",2008,"All","All","TOR",35,,
"NUR",2008,"All",6,"TOR",,,.970588235294118
"NUR",2008,"All",24,"TOR",,,.971428571428571
"NUR",2008,"All","All","TRE",26,,
"NUR",2008,"All",6,"TRE",,,1
"NUR",2008,"All",24,"TRE",,,1
"NUR",2008,"All","All","UOI",17,,
"NUR",2008,"All",6,"UOI",,,1
"NUR",2008,"All",24,"UOI",,,1
"NUR",2008,"All","All","WES",76,,
"NUR",2008,"All",6,"WES",,,1
"NUR",2008,"All",24,"WES",,,1
"NUR",2008,"All","All","WIN",62,,
"NUR",2008,"All",6,"WIN",,,.966666666666667
"NUR",2008,"All",24,"WIN",,,.983333333333333
"NUR",2008,"All","All","YOR",85,,
"NUR",2008,"All",6,"YOR",,,.964705882352941
"NUR",2008,"All",24,"YOR",,,1
"NUR",2008,"FT",6,"All",,731,.893643031784841
"NUR",2008,"PT",6,"All",,69,8.43520782396088E-02
"NUR",2008,"FT",24,"All",,691,.85519801980198
"NUR",2008,"PT",24,"All",,95,.117574257425743
"OPT",2008,"All","All","WAT",27,,
"OPT",2008,"All",6,"WAT",,,1
"OPT",2008,"All",24,"WAT",,,1
"OPT",2008,"FT",6,"All",,26,.962962962962963
"OPT",2008,"FT",24,"All",,23,.884615384615385
"OAS",2008,"All","All","CAR",85,,
"OAS",2008,"All",6,"CAR",,,.709090909090909
"OAS",2008,"All",24,"CAR",,,.935483870967742
"OAS",2008,"All","All","GUE",58,,
"OAS",2008,"All",6,"GUE",,,.934782608695652
"OAS",2008,"All",24,"GUE",,,.96
"OAS",2008,"All","All","LAK",14,,
"OAS",2008,"All",6,"LAK",,,1
"OAS",2008,"All",24,"LAK",,,.818181818181818
"OAS",2008,"All","All","LAU",10,,
"OAS",2008,"All",6,"LAU",,,1
"OAS",2008,"All",24,"LAU",,,1
"OAS",2008,"All","All","MCM",45,,
"OAS",2008,"All",6,"MCM",,,.962962962962963
"OAS",2008,"All",24,"MCM",,,.892857142857143
"OAS",2008,"All","All","NIP",23,,
"OAS",2008,"All",6,"NIP",,,.772727272727273
"OAS",2008,"All",24,"NIP",,,.904761904761905
"OAS",2008,"All","All","OTT",170,,
"OAS",2008,"All",6,"OTT",,,.957142857142857
"OAS",2008,"All",24,"OTT",,,.957746478873239
"OAS",2008,"All","All","TOR",70,,
"OAS",2008,"All",6,"TOR",,,.76
"OAS",2008,"All",24,"TOR",,,.784313725490196
"OAS",2008,"All","All","WAT",113,,
"OAS",2008,"All",6,"WAT",,,.892857142857143
"OAS",2008,"All",24,"WAT",,,.925925925925926
"OAS",2008,"All","All","WES",19,,
"OAS",2008,"All",6,"WES",,,.928571428571429
"OAS",2008,"All",24,"WES",,,1
"OAS",2008,"All","All","WLA",12,,
"OAS",2008,"All",6,"WLA",,,.8
"OAS",2008,"All",24,"WLA",,,.818181818181818
"OAS",2008,"All","All","WIN",17,,
"OAS",2008,"All",6,"WIN",,,1
"OAS",2008,"All",24,"WIN",,,1
"OAS",2008,"All","All","YOR",29,,
"OAS",2008,"All",6,"YOR",,,1
"OAS",2008,"All",24,"YOR",,,.962962962962963
"OAS",2008,"FT",6,"All",,363,.718811881188119
"OAS",2008,"PT",6,"All",,85,.168316831683168
"OAS",2008,"FT",24,"All",,389,.74236641221374
"OAS",2008,"PT",24,"All",,91,.173664122137405
"PHA",2008,"All","All","TOR",72,,
"PHA",2008,"All",6,"TOR",,,.985507246376812
"PHA",2008,"All",24,"TOR",,,.985714285714286
"PHA",2008,"FT",6,"All",,66,.956521739130435
"PHA",2008,"FT",24,"All",,64,.914285714285714
"PSC",2008,"All","All","GUE",23,,
"PSC",2008,"All",6,"GUE",,,.944444444444444
