"Year","Metric","AgeGroup","Occupation","Value"
2001,"TEM","15-24","OC",864.2
2001,"TEM","15-24","AS",7.6
2001,"TEM","15-24","CA",3.2
2001,"TEM","15-24","EL",5.9
2001,"TEM","15-24","EI",9.7
2001,"TEM","15-24","EF",2.2
2001,"TEM","15-24","FS",36.2
2001,"TEM","15-24","HE",6.3
2001,"TEM","15-24","TD",3.3
2001,"TEM","15-24","IF",4.1
2001,"TEM","15-24","LH",7.7
2001,"TEM","15-24","MA",4.8
2001,"TEM","15-24","SM",5
2001,"TEM","15-24","MT",4.7
2001,"TEM","15-24","PP",2.3
2001,"TEM","15-24","TH",40.9
2001,"TEM","15-24","WE",4.5
2001,"TEM","15-24","OT",11.5
2001,"TEM","25-34","OC",1243.9
2001,"TEM","25-34","AS",15.6
2001,"TEM","25-34","CA",5.2
2001,"TEM","25-34","EL",10.1
2001,"TEM","25-34","EI",23.3
2001,"TEM","25-34","EF",4.2
2001,"TEM","25-34","FS",19.5
2001,"TEM","25-34","HE",7.9
2001,"TEM","25-34","TD",13.6
2001,"TEM","25-34","HE",5.4
2001,"TEM","25-34","IF",6.7
2001,"TEM","25-34","LH",4.6
2001,"TEM","25-34","MA",13.9
2001,"TEM","25-34","SM",12.2
2001,"TEM","25-34","MT",12.1
2001,"TEM","25-34","PP",5.1
2001,"TEM","25-34","TH",33.7
2001,"TEM","25-34","WE",7.9
2001,"TEM","25-34","OT",34.8
2001,"TEM","35-44","OC",1405
2001,"TEM","35-44","AS",15.7
2001,"TEM","35-44","CA",6.3
2001,"TEM","35-44","EL",15.8
2001,"TEM","35-44","EI",29.2
2001,"TEM","35-44","EF",6.3
2001,"TEM","35-44","FS",24.1
2001,"TEM","35-44","HE",4
2001,"TEM","35-44","TD",24.9
2001,"TEM","35-44","HE",5.4
2001,"TEM","35-44","IF",6.1
2001,"TEM","35-44","LH",5.1
2001,"TEM","35-44","MA",17.5
2001,"TEM","35-44","SM",17.3
2001,"TEM","35-44","MT",21.2
2001,"TEM","35-44","PP",4.7
2001,"TEM","35-44","TH",42.1
2001,"TEM","35-44","WE",11
2001,"TEM","35-44","OT",36.3
2001,"TEM","45-54","OC",1072.4
2001,"TEM","45-54","AS",8.8
2001,"TEM","45-54","CA",3.3
2001,"TEM","45-54","EL",13.8
2001,"TEM","45-54","EI",13.2
2001,"TEM","45-54","EF",2.3
2001,"TEM","45-54","FS",18.4
2001,"TEM","45-54","HE",2.1
2001,"TEM","45-54","TD",14.9
2001,"TEM","45-54","HE",5.6
2001,"TEM","45-54","IF",4
2001,"TEM","45-54","LH",1.6
2001,"TEM","45-54","MA",9.1
2001,"TEM","45-54","SM",11.5
2001,"TEM","45-54","MT",18.9
2001,"TEM","45-54","PP",5.2
2001,"TEM","45-54","TH",31
2001,"TEM","45-54","WE",7.4
2001,"TEM","45-54","OT",18.8
2001,"TEM","55-64","OC",413.6
2001,"TEM","55-64","AS",4.2
2001,"TEM","55-64","CA",2.3
2001,"TEM","55-64","EL",4.4
2001,"TEM","55-64","EI",3.1
2001,"TEM","55-64","FS",6.6
2001,"TEM","55-64","TD",10.3
2001,"TEM","55-64","HE",2.7
2001,"TEM","55-64","MA",4.7
2001,"TEM","55-64","SM",3.4
2001,"TEM","55-64","MT",6.2
2001,"TEM","55-64","TH",14.9
2001,"TEM","55-64","WE",3.4
2001,"TEM","55-64","OT",5.1
2001,"TEM","65+","OC",45.9
2001,"TEM","65+","TH",2.1
2001,"AHW","15-24","OC",10.18
2001,"AHW","15-24","AS",10.57
2001,"AHW","15-24","CA",11.27
2001,"AHW","15-24","EL",12.42
2001,"AHW","15-24","EI",13.14
2001,"AHW","15-24","EF",13.76
2001,"AHW","15-24","FS",8.17
2001,"AHW","15-24","HE",9.33
2001,"AHW","15-24","TD",13.57
2001,"AHW","15-24","IF",11.94
2001,"AHW","15-24","LH",9.88
2001,"AHW","15-24","MA",13.33
2001,"AHW","15-24","SM",13.48
2001,"AHW","15-24","MT",14.15
2001,"AHW","15-24","PP",14.53
2001,"AHW","15-24","TH",10.19
2001,"AHW","15-24","WE",13.6
2001,"AHW","15-24","OT",14.64
2001,"AHW","25-34","OC",18.24
2001,"AHW","25-34","AS",15.84
2001,"AHW","25-34","CA",16.35
2001,"AHW","25-34","EL",19.76
2001,"AHW","25-34","EI",17.84
2001,"AHW","25-34","EF",19.34
2001,"AHW","25-34","FS",11.77
2001,"AHW","25-34","HE",11.07
2001,"AHW","25-34","TD",15.67
2001,"AHW","25-34","HE",18.78
2001,"AHW","25-34","IF",15.58
2001,"AHW","25-34","LH",13.27
2001,"AHW","25-34","MA",17.66
2001,"AHW","25-34","SM",17.12
2001,"AHW","25-34","MT",21.03
2001,"AHW","25-34","PP",19.74
2001,"AHW","25-34","TH",14.58
2001,"AHW","25-34","WE",17.57
2001,"AHW","25-34","OT",20.21
2001,"AHW","35-44","OC",20.17
2001,"AHW","35-44","AS",18.16
2001,"AHW","35-44","CA",19.36
2001,"AHW","35-44","EL",23.35
2001,"AHW","35-44","EI",19.41
2001,"AHW","35-44","EF",23.22
2001,"AHW","35-44","FS",13.14
2001,"AHW","35-44","HE",11.4
2001,"AHW","35-44","TD",17.49
2001,"AHW","35-44","HE",19.32
2001,"AHW","35-44","IF",19.81
2001,"AHW","35-44","LH",15.63
2001,"AHW","35-44","MA",19.91
2001,"AHW","35-44","SM",18.31
2001,"AHW","35-44","MT",22.69
2001,"AHW","35-44","PP",23.49
2001,"AHW","35-44","TH",15.44
2001,"AHW","35-44","WE",18.17
2001,"AHW","35-44","OT",22.73
2001,"AHW","45-54","OC",21.33
2001,"AHW","45-54","AS",19.55
2001,"AHW","45-54","CA",18.69
2001,"AHW","45-54","EL",22.58
2001,"AHW","45-54","EI",20.8
2001,"AHW","45-54","EF",21.94
2001,"AHW","45-54","FS",12.54
2001,"AHW","45-54","HE",11.37
2001,"AHW","45-54","TD",17.57
2001,"AHW","45-54","HE",20.14
2001,"AHW","45-54","IF",20.43
2001,"AHW","45-54","LH",16.11
2001,"AHW","45-54","MA",20.18
2001,"AHW","45-54","SM",18.66
2001,"AHW","45-54","MT",23.39
2001,"AHW","45-54","PP",23.93
2001,"AHW","45-54","TH",15.66
2001,"AHW","45-54","WE",18.37
2001,"AHW","45-54","OT",22.01
2001,"AHW","55-64","OC",19.9
2001,"AHW","55-64","AS",17.67
2001,"AHW","55-64","CA",18.17
2001,"AHW","55-64","EL",25.2
2001,"AHW","55-64","EI",21.1
2001,"AHW","55-64","FS",13.6
2001,"AHW","55-64","TD",17.54
2001,"AHW","55-64","HE",20.7
2001,"AHW","55-64","MA",22.42
2001,"AHW","55-64","SM",18.48
2001,"AHW","55-64","MT",21.26
2001,"AHW","55-64","TH",15.39
2001,"AHW","55-64","WE",19.8
2001,"AHW","55-64","OT",22.95
2001,"AHW","65+","OC",16.31
2001,"AHW","65+","TH",12.79
2001,"AWW","15-24","OC",306.41
2001,"AWW","15-24","AS",404.96
2001,"AWW","15-24","CA",391.13
2001,"AWW","15-24","EL",492.77
2001,"AWW","15-24","EI",469.89
2001,"AWW","15-24","EF",532.12
2001,"AWW","15-24","FS",220.19
2001,"AWW","15-24","HE",326.16
2001,"AWW","15-24","TD",611.51
2001,"AWW","15-24","IF",463.69
2001,"AWW","15-24","LH",348.52
2001,"AWW","15-24","MA",552.14
2001,"AWW","15-24","SM",533.39
2001,"AWW","15-24","MT",560.77
2001,"AWW","15-24","PP",556.43
2001,"AWW","15-24","TH",331.27
2001,"AWW","15-24","WE",529.75
2001,"AWW","15-24","OT",544.76
2001,"AWW","25-34","OC",700.35
2001,"AWW","25-34","AS",654.68
2001,"AWW","25-34","CA",695.46
2001,"AWW","25-34","EL",787.79
2001,"AWW","25-34","EI",704.49
2001,"AWW","25-34","EF",767.03
2001,"AWW","25-34","FS",455.28
2001,"AWW","25-34","HE",384.35
2001,"AWW","25-34","TD",701.96
2001,"AWW","25-34","HE",840.2
2001,"AWW","25-34","IF",618.57
2001,"AWW","25-34","LH",560.1
2001,"AWW","25-34","MA",722.98
2001,"AWW","25-34","SM",679.14
2001,"AWW","25-34","MT",845.2
2001,"AWW","25-34","PP",776.96
2001,"AWW","25-34","TH",573.33
2001,"AWW","25-34","WE",716.96
2001,"AWW","25-34","OT",805.04
2001,"AWW","35-44","OC",772.36
2001,"AWW","35-44","AS",748.62
2001,"AWW","35-44","CA",775.67
2001,"AWW","35-44","EL",929.16
2001,"AWW","35-44","EI",755.79
2001,"AWW","35-44","EF",958.11
2001,"AWW","35-44","FS",510.12
2001,"AWW","35-44","HE",390.22
2001,"AWW","35-44","TD",810.27
2001,"AWW","35-44","HE",836.72
2001,"AWW","35-44","IF",785.2
2001,"AWW","35-44","LH",624.92
2001,"AWW","35-44","MA",815.5
2001,"AWW","35-44","SM",724.92
2001,"AWW","35-44","MT",908.71
2001,"AWW","35-44","PP",932.28
2001,"AWW","35-44","TH",607.37
2001,"AWW","35-44","WE",732.77
2001,"AWW","35-44","OT",905.19
2001,"AWW","45-54","OC",813.03
2001,"AWW","45-54","AS",784.97
2001,"AWW","45-54","CA",747.3
2001,"AWW","45-54","EL",895.53
2001,"AWW","45-54","EI",816.69
2001,"AWW","45-54","EF",847.11
2001,"AWW","45-54","FS",468.48
2001,"AWW","45-54","HE",334.54
2001,"AWW","45-54","TD",817.65
2001,"AWW","45-54","HE",888.34
2001,"AWW","45-54","IF",804.47
2001,"AWW","45-54","LH",600.39
2001,"AWW","45-54","MA",820.29
2001,"AWW","45-54","SM",744.37
2001,"AWW","45-54","MT",939.17
2001,"AWW","45-54","PP",963.12
2001,"AWW","45-54","TH",608.38
2001,"AWW","45-54","WE",743.61
2001,"AWW","45-54","OT",863.02
2001,"AWW","55-64","OC",744.48
2001,"AWW","55-64","AS",715.04
2001,"AWW","55-64","CA",729.19
2001,"AWW","55-64","EL",984.26
2001,"AWW","55-64","EI",812.4
2001,"AWW","55-64","FS",481.16
2001,"AWW","55-64","TD",785.59
2001,"AWW","55-64","HE",863.75
2001,"AWW","55-64","MA",912.2
2001,"AWW","55-64","SM",733.89
2001,"AWW","55-64","MT",868.86
2001,"AWW","55-64","TH",584.84
2001,"AWW","55-64","WE",809.85
2001,"AWW","55-64","OT",927.79
2001,"AWW","65+","OC",487.29
2001,"AWW","65+","TH",333.6
2001,"MHW","15-24","OC",8.61
2001,"MHW","15-24","AS",9.75
2001,"MHW","15-24","CA",10.5
2001,"MHW","15-24","EL",12
2001,"MHW","15-24","EI",12.5
2001,"MHW","15-24","EF",14
2001,"MHW","15-24","FS",7
2001,"MHW","15-24","HE",8
2001,"MHW","15-24","TD",13
2001,"MHW","15-24","IF",12
2001,"MHW","15-24","LH",9.5
2001,"MHW","15-24","MA",12.29
2001,"MHW","15-24","SM",13
2001,"MHW","15-24","MT",14.07
2001,"MHW","15-24","PP",12.7
2001,"MHW","15-24","TH",10
2001,"MHW","15-24","WE",13
2001,"MHW","15-24","OT",14
2001,"MHW","25-34","OC",16.67
2001,"MHW","25-34","AS",15
2001,"MHW","25-34","CA",15
2001,"MHW","25-34","EL",18.18
2001,"MHW","25-34","EI",17.2
2001,"MHW","25-34","EF",19.5
2001,"MHW","25-34","FS",10.58
2001,"MHW","25-34","HE",10
2001,"MHW","25-34","TD",15
2001,"MHW","25-34","HE",18
2001,"MHW","25-34","IF",15
2001,"MHW","25-34","LH",13
2001,"MHW","25-34","MA",17
2001,"MHW","25-34","SM",16
2001,"MHW","25-34","MT",20.77
2001,"MHW","25-34","PP",18
2001,"MHW","25-34","TH",14
2001,"MHW","25-34","WE",17
2001,"MHW","25-34","OT",18.27
2001,"MHW","35-44","OC",18.46
2001,"MHW","35-44","AS",18
2001,"MHW","35-44","CA",19.61
2001,"MHW","35-44","EL",24
2001,"MHW","35-44","EI",18.03
2001,"MHW","35-44","EF",25
2001,"MHW","35-44","FS",12
2001,"MHW","35-44","HE",9.2
2001,"MHW","35-44","TD",17
2001,"MHW","35-44","HE",18
2001,"MHW","35-44","IF",18
2001,"MHW","35-44","LH",15
2001,"MHW","35-44","MA",20.25
2001,"MHW","35-44","SM",17
2001,"MHW","35-44","MT",23
2001,"MHW","35-44","PP",25
2001,"MHW","35-44","TH",15
2001,"MHW","35-44","WE",17.5
2001,"MHW","35-44","OT",21.98
2001,"MHW","45-54","OC",19.23
2001,"MHW","45-54","AS",20
2001,"MHW","45-54","CA",17
2001,"MHW","45-54","EL",22
2001,"MHW","45-54","EI",18.99
2001,"MHW","45-54","EF",23
2001,"MHW","45-54","FS",11
2001,"MHW","45-54","HE",10
2001,"MHW","45-54","TD",16.55
2001,"MHW","45-54","HE",20
2001,"MHW","45-54","IF",18.97
2001,"MHW","45-54","LH",15
2001,"MHW","45-54","MA",20
2001,"MHW","45-54","SM",17.6
2001,"MHW","45-54","MT",23.56
2001,"MHW","45-54","PP",24.25
2001,"MHW","45-54","TH",15
2001,"MHW","45-54","WE",17.5
2001,"MHW","45-54","OT",21.15
2001,"MHW","55-64","OC",17.95
2001,"MHW","55-64","AS",18
2001,"MHW","55-64","CA",15.3
2001,"MHW","55-64","EL",25
2001,"MHW","55-64","EI",17.64
2001,"MHW","55-64","FS",11.75
2001,"MHW","55-64","TD",17
2001,"MHW","55-64","HE",20
2001,"MHW","55-64","MA",23
2001,"MHW","55-64","SM",18.32
2001,"MHW","55-64","MT",22.87
2001,"MHW","55-64","TH",14.6
2001,"MHW","55-64","WE",20
2001,"MHW","55-64","OT",23.1
2001,"MHW","65+","OC",13
2001,"MHW","65+","TH",11
2001,"MWW","15-24","OC",255
2001,"MWW","15-24","AS",393.75
2001,"MWW","15-24","CA",408
2001,"MWW","15-24","EL",450
2001,"MWW","15-24","EI",450.05
2001,"MWW","15-24","EF",600
2001,"MWW","15-24","FS",171.25
2001,"MWW","15-24","HE",308
2001,"MWW","15-24","TD",600
2001,"MWW","15-24","IF",480
2001,"MWW","15-24","LH",360
2001,"MWW","15-24","MA",520
2001,"MWW","15-24","SM",508
2001,"MWW","15-24","MT",590.94
2001,"MWW","15-24","PP",500
2001,"MWW","15-24","TH",320
2001,"MWW","15-24","WE",520
2001,"MWW","15-24","OT",560
2001,"MWW","25-34","OC",645.75
2001,"MWW","25-34","AS",609.2
2001,"MWW","25-34","CA",660
2001,"MWW","25-34","EL",740
2001,"MWW","25-34","EI",675
2001,"MWW","25-34","EF",792
2001,"MWW","25-34","FS",420
2001,"MWW","25-34","HE",346
2001,"MWW","25-34","TD",675
2001,"MWW","25-34","HE",800
2001,"MWW","25-34","IF",600
2001,"MWW","25-34","LH",574.8
2001,"MWW","25-34","MA",680
2001,"MWW","25-34","SM",641.2
2001,"MWW","25-34","MT",823.6
2001,"MWW","25-34","PP",720
2001,"MWW","25-34","TH",548
2001,"MWW","25-34","WE",680
2001,"MWW","25-34","OT",730.8
2001,"MWW","35-44","OC",714
2001,"MWW","35-44","AS",760
2001,"MWW","35-44","CA",748
2001,"MWW","35-44","EL",960
2001,"MWW","35-44","EI",720
2001,"MWW","35-44","EF",927.5
2001,"MWW","35-44","FS",498
2001,"MWW","35-44","HE",307.88
2001,"MWW","35-44","TD",779
2001,"MWW","35-44","HE",800
2001,"MWW","35-44","IF",720
2001,"MWW","35-44","LH",600
2001,"MWW","35-44","MA",822.8
2001,"MWW","35-44","SM",680
2001,"MWW","35-44","MT",920
2001,"MWW","35-44","PP",980
2001,"MWW","35-44","TH",600
2001,"MWW","35-44","WE",702.8
2001,"MWW","35-44","OT",880
2001,"MWW","45-54","OC",740
2001,"MWW","45-54","AS",800
2001,"MWW","45-54","CA",704
2001,"MWW","45-54","EL",949.95
2001,"MWW","45-54","EI",759.6
2001,"MWW","45-54","EF",920
2001,"MWW","45-54","FS",423
2001,"MWW","45-54","HE",288.45
2001,"MWW","45-54","TD",765
2001,"MWW","45-54","HE",840
2001,"MWW","45-54","IF",760
2001,"MWW","45-54","LH",600
2001,"MWW","45-54","MA",800
2001,"MWW","45-54","SM",704
2001,"MWW","45-54","MT",943.8
2001,"MWW","45-54","PP",970.08
2001,"MWW","45-54","TH",580
2001,"MWW","45-54","WE",700
2001,"MWW","45-54","OT",841.2
2001,"MWW","55-64","OC",673.2
2001,"MWW","55-64","AS",765
2001,"MWW","55-64","CA",673.2
2001,"MWW","55-64","EL",1000
2001,"MWW","55-64","EI",680
2001,"MWW","55-64","FS",448
2001,"MWW","55-64","TD",770
2001,"MWW","55-64","HE",800
2001,"MWW","55-64","MA",920
2001,"MWW","55-64","SM",732.8
2001,"MWW","55-64","MT",880
2001,"MWW","55-64","TH",577.2
2001,"MWW","55-64","WE",800
2001,"MWW","55-64","OT",960
2001,"MWW","65+","OC",360
2001,"MWW","65+","TH",330
2002,"TEM","15-24","OC",879.6
2002,"TEM","15-24","AS",12
2002,"TEM","15-24","CA",3.5
2002,"TEM","15-24","EL",5.8
2002,"TEM","15-24","EI",11
2002,"TEM","15-24","EF",3.4
2002,"TEM","15-24","FS",33.5
2002,"TEM","15-24","HE",6.8
2002,"TEM","15-24","TD",3.2
2002,"TEM","15-24","HE",2.2
2002,"TEM","15-24","IF",4.3
2002,"TEM","15-24","LH",9.7
2002,"TEM","15-24","MA",6.8
2002,"TEM","15-24","SM",6.9
2002,"TEM","15-24","MT",3.6
2002,"TEM","15-24","PP",3.5
2002,"TEM","15-24","TH",40.9
2002,"TEM","15-24","WE",4.2
2002,"TEM","15-24","OT",10.3
2002,"TEM","25-34","OC",1229.7
2002,"TEM","25-34","AS",17.8
2002,"TEM","25-34","CA",5.4
2002,"TEM","25-34","EL",10.1
2002,"TEM","25-34","EI",24.2
2002,"TEM","25-34","EF",5.9
2002,"TEM","25-34","FS",21.1
2002,"TEM","25-34","HE",6
2002,"TEM","25-34","TD",20.2
2002,"TEM","25-34","HE",4.5
2002,"TEM","25-34","IF",5.6
2002,"TEM","25-34","LH",3.9
2002,"TEM","25-34","MA",12.3
2002,"TEM","25-34","SM",15.5
2002,"TEM","25-34","MT",9.9
2002,"TEM","25-34","PP",4.1
2002,"TEM","25-34","TH",33.3
2002,"TEM","25-34","WE",9
2002,"TEM","25-34","OT",26.2
2002,"TEM","35-44","OC",1416.3
2002,"TEM","35-44","AS",18.3
2002,"TEM","35-44","CA",6.4
2002,"TEM","35-44","EL",17.8
2002,"TEM","35-44","EI",28.3
2002,"TEM","35-44","EF",4.3
2002,"TEM","35-44","FS",25.8
2002,"TEM","35-44","HE",4.5
2002,"TEM","35-44","TD",32.9
2002,"TEM","35-44","HE",8.2
2002,"TEM","35-44","IF",6.7
2002,"TEM","35-44","LH",3.1
2002,"TEM","35-44","MA",14.6
2002,"TEM","35-44","SM",18.8
2002,"TEM","35-44","MT",23.4
2002,"TEM","35-44","PP",4.4
2002,"TEM","35-44","TH",40.5
2002,"TEM","35-44","WE",9.1
2002,"TEM","35-44","OT",31
2002,"TEM","45-54","OC",1121.5
2002,"TEM","45-54","AS",9.4
2002,"TEM","45-54","CA",2.7
2002,"TEM","45-54","EL",13.5
2002,"TEM","45-54","EI",18.2
2002,"TEM","45-54","EF",2.2
2002,"TEM","45-54","FS",18.9
2002,"TEM","45-54","HE",2.3
2002,"TEM","45-54","TD",18.9
2002,"TEM","45-54","HE",5.4
2002,"TEM","45-54","IF",3.5
2002,"TEM","45-54","LH",2.7
2002,"TEM","45-54","MA",9.6
2002,"TEM","45-54","SM",11.7
2002,"TEM","45-54","MT",18.4
2002,"TEM","45-54","PP",4.3
2002,"TEM","45-54","TH",32.7
2002,"TEM","45-54","WE",8
2002,"TEM","45-54","OT",21.1
2002,"TEM","55-64","OC",451.2
2002,"TEM","55-64","AS",3.4
2002,"TEM","55-64","CA",2.2
2002,"TEM","55-64","EL",4.5
2002,"TEM","55-64","EI",3.2
2002,"TEM","55-64","FS",10.1
2002,"TEM","55-64","TD",11.2
2002,"TEM","55-64","HE",3.5
2002,"TEM","55-64","IF",2
2002,"TEM","55-64","MA",4.7
2002,"TEM","55-64","SM",5.6
2002,"TEM","55-64","MT",5.1
2002,"TEM","55-64","TH",20.3
2002,"TEM","55-64","WE",2.8
2002,"TEM","55-64","OT",6.3
2002,"TEM","65+","OC",44.3
2002,"TEM","65+","TH",2.3
2002,"AHW","15-24","OC",10.15
2002,"AHW","15-24","AS",10.57
2002,"AHW","15-24","CA",12.54
2002,"AHW","15-24","EL",12.83
2002,"AHW","15-24","EI",13.74
2002,"AHW","15-24","EF",15.19
2002,"AHW","15-24","FS",8.46
2002,"AHW","15-24","HE",9.79
2002,"AHW","15-24","TD",13.86
2002,"AHW","15-24","HE",14.86
2002,"AHW","15-24","IF",11.13
2002,"AHW","15-24","LH",9.46
2002,"AHW","15-24","MA",13.07
2002,"AHW","15-24","SM",14.38
2002,"AHW","15-24","MT",14.92
2002,"AHW","15-24","PP",13.62
2002,"AHW","15-24","TH",10.73
2002,"AHW","15-24","WE",14.46
2002,"AHW","15-24","OT",14.59
2002,"AHW","25-34","OC",18.57
2002,"AHW","25-34","AS",16.85
2002,"AHW","25-34","CA",17.8
2002,"AHW","25-34","EL",20.65
2002,"AHW","25-34","EI",17.85
2002,"AHW","25-34","EF",21.52
2002,"AHW","25-34","FS",12.25
2002,"AHW","25-34","HE",10.26
2002,"AHW","25-34","TD",16.32
2002,"AHW","25-34","HE",16.59
2002,"AHW","25-34","IF",18.21
2002,"AHW","25-34","LH",13.39
2002,"AHW","25-34","MA",18.73
2002,"AHW","25-34","SM",17.02
2002,"AHW","25-34","MT",21.23
2002,"AHW","25-34","PP",19.43
2002,"AHW","25-34","TH",14.6
2002,"AHW","25-34","WE",18.41
2002,"AHW","25-34","OT",20.56
2002,"AHW","35-44","OC",20.66
2002,"AHW","35-44","AS",18.26
2002,"AHW","35-44","CA",18.85
2002,"AHW","35-44","EL",23.3
2002,"AHW","35-44","EI",19.66
2002,"AHW","35-44","EF",20.2
2002,"AHW","35-44","FS",13.07
2002,"AHW","35-44","HE",10.05
2002,"AHW","35-44","TD",17.3
2002,"AHW","35-44","HE",20.29
2002,"AHW","35-44","IF",19.25
2002,"AHW","35-44","LH",14.77
2002,"AHW","35-44","MA",21.02
2002,"AHW","35-44","SM",17.36
2002,"AHW","35-44","MT",23.05
2002,"AHW","35-44","PP",24.58
2002,"AHW","35-44","TH",15.55
2002,"AHW","35-44","WE",18.62
2002,"AHW","35-44","OT",23.31
2002,"AHW","45-54","OC",21.75
2002,"AHW","45-54","AS",21.39
2002,"AHW","45-54","CA",20.77
2002,"AHW","45-54","EL",22.16
2002,"AHW","45-54","EI",20.3
2002,"AHW","45-54","EF",23.52
2002,"AHW","45-54","FS",13.02
2002,"AHW","45-54","HE",11.92
2002,"AHW","45-54","TD",17.56
2002,"AHW","45-54","HE",20.15
2002,"AHW","45-54","IF",18.94
2002,"AHW","45-54","LH",15.69
2002,"AHW","45-54","MA",21.97
2002,"AHW","45-54","SM",18.15
2002,"AHW","45-54","MT",23.91
2002,"AHW","45-54","PP",26.97
2002,"AHW","45-54","TH",16.02
2002,"AHW","45-54","WE",20.63
2002,"AHW","45-54","OT",23.74
2002,"AHW","55-64","OC",20.48
2002,"AHW","55-64","AS",19.22
2002,"AHW","55-64","CA",22.15
2002,"AHW","55-64","EL",19.85
2002,"AHW","55-64","EI",18.56
2002,"AHW","55-64","FS",13.78
2002,"AHW","55-64","TD",16.76
2002,"AHW","55-64","HE",20.68
2002,"AHW","55-64","IF",21.87
2002,"AHW","55-64","MA",20.3
2002,"AHW","55-64","SM",20.06
2002,"AHW","55-64","MT",22.7
2002,"AHW","55-64","TH",15.92
2002,"AHW","55-64","WE",19.54
2002,"AHW","55-64","OT",26.39
2002,"AHW","65+","OC",15.47
2002,"AHW","65+","TH",12.69
2002,"AWW","15-24","OC",303.49
2002,"AWW","15-24","AS",421.66
2002,"AWW","15-24","CA",472.2
2002,"AWW","15-24","EL",499.41
2002,"AWW","15-24","EI",511.3
2002,"AWW","15-24","EF",556.7
2002,"AWW","15-24","FS",227.42
2002,"AWW","15-24","HE",340.81
2002,"AWW","15-24","TD",567.05
2002,"AWW","15-24","HE",678.05
2002,"AWW","15-24","IF",414.55
2002,"AWW","15-24","LH",326.13
2002,"AWW","15-24","MA",521.47
2002,"AWW","15-24","SM",566.82
2002,"AWW","15-24","MT",590.09
2002,"AWW","15-24","PP",569.38
2002,"AWW","15-24","TH",367.86
2002,"AWW","15-24","WE",594.65
2002,"AWW","15-24","OT",560.31
2002,"AWW","25-34","OC",711.32
2002,"AWW","25-34","AS",706.19
2002,"AWW","25-34","CA",710.78
2002,"AWW","25-34","EL",817.35
2002,"AWW","25-34","EI",695.14
2002,"AWW","25-34","EF",886.1
2002,"AWW","25-34","FS",463.37
2002,"AWW","25-34","HE",326.67
2002,"AWW","25-34","TD",760
2002,"AWW","25-34","HE",760.52
2002,"AWW","25-34","IF",713.36
2002,"AWW","25-34","LH",580.29
2002,"AWW","25-34","MA",755.53
2002,"AWW","25-34","SM",680.71
2002,"AWW","25-34","MT",859.88
2002,"AWW","25-34","PP",831.57
2002,"AWW","25-34","TH",563.13
2002,"AWW","25-34","WE",760.25
2002,"AWW","25-34","OT",810
2002,"AWW","35-44","OC",789.5
2002,"AWW","35-44","AS",770.13
2002,"AWW","35-44","CA",746.42
2002,"AWW","35-44","EL",925.07
2002,"AWW","35-44","EI",769.63
2002,"AWW","35-44","EF",809.56
2002,"AWW","35-44","FS",479.34
2002,"AWW","35-44","HE",309.64
2002,"AWW","35-44","TD",786.23
2002,"AWW","35-44","HE",898.54
2002,"AWW","35-44","IF",814.85
2002,"AWW","35-44","LH",595.15
2002,"AWW","35-44","MA",854.27
2002,"AWW","35-44","SM",687.25
2002,"AWW","35-44","MT",932.23
2002,"AWW","35-44","PP",978.51
2002,"AWW","35-44","TH",611.41
2002,"AWW","35-44","WE",769.47
2002,"AWW","35-44","OT",926.17
2002,"AWW","45-54","OC",828.08
2002,"AWW","45-54","AS",878.75
2002,"AWW","45-54","CA",857.05
2002,"AWW","45-54","EL",884.71
2002,"AWW","45-54","EI",790.03
2002,"AWW","45-54","EF",927.09
2002,"AWW","45-54","FS",491.78
2002,"AWW","45-54","HE",385.56
2002,"AWW","45-54","TD",816.2
2002,"AWW","45-54","HE",888.38
2002,"AWW","45-54","IF",699.5
2002,"AWW","45-54","LH",614.75
2002,"AWW","45-54","MA",882.28
2002,"AWW","45-54","SM",720.48
2002,"AWW","45-54","MT",962.01
2002,"AWW","45-54","PP",1033.88
2002,"AWW","45-54","TH",619.9
2002,"AWW","45-54","WE",834.36
2002,"AWW","45-54","OT",933.65
2002,"AWW","55-64","OC",755.72
2002,"AWW","55-64","AS",751.12
2002,"AWW","55-64","CA",893.51
2002,"AWW","55-64","EL",792.72
2002,"AWW","55-64","EI",726.14
2002,"AWW","55-64","FS",492.09
2002,"AWW","55-64","TD",742.73
2002,"AWW","55-64","HE",859.95
2002,"AWW","55-64","IF",856.53
2002,"AWW","55-64","MA",813.87
2002,"AWW","55-64","SM",796.93
2002,"AWW","55-64","MT",904.55
2002,"AWW","55-64","TH",595.45
2002,"AWW","55-64","WE",783.26
2002,"AWW","55-64","OT",1034.87
2002,"AWW","65+","OC",430.1
2002,"AWW","65+","TH",335.6
2002,"MHW","15-24","OC",8.75
2002,"MHW","15-24","AS",10
2002,"MHW","15-24","CA",12
2002,"MHW","15-24","EL",12.1
2002,"MHW","15-24","EI",12.5
2002,"MHW","15-24","EF",14
2002,"MHW","15-24","FS",7.25
2002,"MHW","15-24","HE",9
2002,"MHW","15-24","TD",13.5
2002,"MHW","15-24","HE",13
2002,"MHW","15-24","IF",10.5
2002,"MHW","15-24","LH",9
2002,"MHW","15-24","MA",12.5
2002,"MHW","15-24","SM",14
2002,"MHW","15-24","MT",15
2002,"MHW","15-24","PP",12
2002,"MHW","15-24","TH",10
