"Program","Year","University","Grades","Percent"
"ART","2009","WBC","<70",.027
"ART","2009","WBC","Avg",.8
"ART","2009","WHC",">=95",.005
"ART","2009","WHC","90-94",.114
"ART","2009","WHC","85-89",.214
"ART","2009","WHC","80-84",.353
"ART","2009","WHC","75-79",.308
"ART","2009","WHC","70-74",0
"ART","2009","WHC","<70",0
"ART","2009","WHC","Avg",.827
"ART","2009","WKC",">=95",.006
"ART","2009","WKC","90-94",.042
"ART","2009","WKC","85-89",.159
"ART","2009","WKC","80-84",.399
"ART","2009","WKC","75-79",.341
"ART","2009","WKC","70-74",.054
"ART","2009","WKC","<70",0
"ART","2009","WKC","Avg",.81
"ART","2009","WLA",">=95",.005
"ART","2009","WLA","90-94",.04
"ART","2009","WLA","85-89",.137
"ART","2009","WLA","80-84",.248
"ART","2009","WLA","75-79",.35
"ART","2009","WLA","70-74",.211
"ART","2009","WLA","<70",.01
"ART","2009","WLA","Avg",.79
"ART","2009","WIN",">=95",.003
"ART","2009","WIN","90-94",.051
"ART","2009","WIN","85-89",.125
"ART","2009","WIN","80-84",.218
"ART","2009","WIN","75-79",.246
"ART","2009","WIN","70-74",.283
"ART","2009","WIN","<70",.073
"ART","2009","WIN","Avg",.779
"ART","2009","YOR",">=95",.004
"ART","2009","YOR","90-94",.038
"ART","2009","YOR","85-89",.127
"ART","2009","YOR","80-84",.247
"ART","2009","YOR","75-79",.314
"ART","2009","YOR","70-74",.243
"ART","2009","YOR","<70",.027
"ART","2009","YOR","Avg",.786
"ART","2008","ALG",">=95",0
"ART","2008","ALG","90-94",0
"ART","2008","ALG","85-89",0
"ART","2008","ALG","80-84",0
"ART","2008","ALG","75-79",0
"ART","2008","ALG","70-74",0
"ART","2008","ALG","<70",0
"ART","2008","ALG","Avg",0
"ART","2008","BRO",">=95",.007
"ART","2008","BRO","90-94",.06
"ART","2008","BRO","85-89",.131
"ART","2008","BRO","80-84",.222
"ART","2008","BRO","75-79",.197
"ART","2008","BRO","70-74",.331
"ART","2008","BRO","<70",.052
"ART","2008","BRO","Avg",.781
"ART","2008","CAR",">=95",.007
"ART","2008","CAR","90-94",.042
"ART","2008","CAR","85-89",.117
"ART","2008","CAR","80-84",.267
"ART","2008","CAR","75-79",.296
"ART","2008","CAR","70-74",.245
"ART","2008","CAR","<70",.025
"ART","2008","CAR","Avg",.788
"ART","2008","GUE",">=95",.005
"ART","2008","GUE","90-94",.051
"ART","2008","GUE","85-89",.182
"ART","2008","GUE","80-84",.301
"ART","2008","GUE","75-79",.337
"ART","2008","GUE","70-74",.114
"ART","2008","GUE","<70",.009
"ART","2008","GUE","Avg",.809
"ART","2008","LAK",">=95",.018
"ART","2008","LAK","90-94",.053
"ART","2008","LAK","85-89",.14
"ART","2008","LAK","80-84",.246
"ART","2008","LAK","75-79",.193
"ART","2008","LAK","70-74",.158
"ART","2008","LAK","<70",.193
"ART","2008","LAK","Avg",.779
"ART","2008","LAU",">=95",.005
"ART","2008","LAU","90-94",.039
"ART","2008","LAU","85-89",.122
"ART","2008","LAU","80-84",.179
"ART","2008","LAU","75-79",.223
"ART","2008","LAU","70-74",.268
"ART","2008","LAU","<70",.164
"ART","2008","LAU","Avg",.767
"ART","2008","MCM",">=95",.006
"ART","2008","MCM","90-94",.056
"ART","2008","MCM","85-89",.15
"ART","2008","MCM","80-84",.374
"ART","2008","MCM","75-79",.414
"ART","2008","MCM","70-74",0
"ART","2008","MCM","<70",0
"ART","2008","MCM","Avg",.811
"ART","2008","NIP",">=95",0
"ART","2008","NIP","90-94",.044
"ART","2008","NIP","85-89",.108
"ART","2008","NIP","80-84",.197
"ART","2008","NIP","75-79",.252
"ART","2008","NIP","70-74",.28
"ART","2008","NIP","<70",.119
"ART","2008","NIP","Avg",.769
"ART","2008","OCA",">=95",0
"ART","2008","OCA","90-94",0
"ART","2008","OCA","85-89",0
"ART","2008","OCA","80-84",0
"ART","2008","OCA","75-79",0
"ART","2008","OCA","70-74",0
"ART","2008","OCA","<70",0
"ART","2008","OCA","Avg",0
"ART","2008","OTT",">=95",.014
"ART","2008","OTT","90-94",.079
"ART","2008","OTT","85-89",.187
"ART","2008","OTT","80-84",.261
"ART","2008","OTT","75-79",.249
"ART","2008","OTT","70-74",.182
"ART","2008","OTT","<70",.028
"ART","2008","OTT","Avg",.804
"ART","2008","OSP",">=95",0
"ART","2008","OSP","90-94",0
"ART","2008","OSP","85-89",0
"ART","2008","OSP","80-84",0
"ART","2008","OSP","75-79",0
"ART","2008","OSP","70-74",0
"ART","2008","OSP","<70",0
"ART","2008","OSP","Avg",0
"ART","2008","UOI",">=95",0
"ART","2008","UOI","90-94",.024
"ART","2008","UOI","85-89",.101
"ART","2008","UOI","80-84",.112
"ART","2008","UOI","75-79",.26
"ART","2008","UOI","70-74",.467
"ART","2008","UOI","<70",.036
"ART","2008","UOI","Avg",.758
"ART","2008","QUE",">=95",.021
"ART","2008","QUE","90-94",.173
"ART","2008","QUE","85-89",.351
"ART","2008","QUE","80-84",.39
"ART","2008","QUE","75-79",.063
"ART","2008","QUE","70-74",.003
"ART","2008","QUE","<70",0
"ART","2008","QUE","Avg",.854
"ART","2008","RYE",">=95",0
"ART","2008","RYE","90-94",0
"ART","2008","RYE","85-89",0
"ART","2008","RYE","80-84",0
"ART","2008","RYE","75-79",0
"ART","2008","RYE","70-74",0
"ART","2008","RYE","<70",0
"ART","2008","RYE","Avg",0
"ART","2008","TAC",">=95",.016
"ART","2008","TAC","90-94",.1
"ART","2008","TAC","85-89",.193
"ART","2008","TAC","80-84",.279
"ART","2008","TAC","75-79",.268
"ART","2008","TAC","70-74",.134
"ART","2008","TAC","<70",.01
"ART","2008","TAC","Avg",.813
"ART","2008","TRE",">=95",.006
"ART","2008","TRE","90-94",.026
"ART","2008","TRE","85-89",.085
"ART","2008","TRE","80-84",.202
"ART","2008","TRE","75-79",.257
"ART","2008","TRE","70-74",.317
"ART","2008","TRE","<70",.106
"ART","2008","TRE","Avg",.765
"ART","2008","WAT",">=95",.025
"ART","2008","WAT","90-94",.168
"ART","2008","WAT","85-89",.269
"ART","2008","WAT","80-84",.33
"ART","2008","WAT","75-79",.199
"ART","2008","WAT","70-74",.007
"ART","2008","WAT","<70",.001
"ART","2008","WAT","Avg",.842
"ART","2008","WMC",">=95",.019
"ART","2008","WMC","90-94",.217
"ART","2008","WMC","85-89",.372
"ART","2008","WMC","80-84",.342
"ART","2008","WMC","75-79",.046
"ART","2008","WMC","70-74",.004
"ART","2008","WMC","<70",0
"ART","2008","WMC","Avg",.862
"ART","2008","WBC",">=95",.013
"ART","2008","WBC","90-94",.05
"ART","2008","WBC","85-89",.163
"ART","2008","WBC","80-84",.275
"ART","2008","WBC","75-79",.325
"ART","2008","WBC","70-74",.163
"ART","2008","WBC","<70",.013
"ART","2008","WBC","Avg",.801
"ART","2008","WHC",">=95",.02
"ART","2008","WHC","90-94",.135
"ART","2008","WHC","85-89",.188
"ART","2008","WHC","80-84",.38
"ART","2008","WHC","75-79",.274
"ART","2008","WHC","70-74",.005
"ART","2008","WHC","<70",0
"ART","2008","WHC","Avg",.812
"ART","2008","WKC",">=95",0
"ART","2008","WKC","90-94",.027
"ART","2008","WKC","85-89",.139
"ART","2008","WKC","80-84",.36
"ART","2008","WKC","75-79",.416
"ART","2008","WKC","70-74",.052
"ART","2008","WKC","<70",.006
"ART","2008","WKC","Avg",.802
"ART","2008","WLA",">=95",.004
"ART","2008","WLA","90-94",.046
"ART","2008","WLA","85-89",.138
"ART","2008","WLA","80-84",.302
"ART","2008","WLA","75-79",.338
"ART","2008","WLA","70-74",.17
"ART","2008","WLA","<70",.003
"ART","2008","WLA","Avg",.797
"ART","2008","WIN",">=95",.001
"ART","2008","WIN","90-94",.04
"ART","2008","WIN","85-89",.109
"ART","2008","WIN","80-84",.199
"ART","2008","WIN","75-79",.253
"ART","2008","WIN","70-74",.312
"ART","2008","WIN","<70",.086
"ART","2008","WIN","Avg",.772
"ART","2008","YOR",">=95",0
"ART","2008","YOR","90-94",0
"ART","2008","YOR","85-89",0
"ART","2008","YOR","80-84",0
"ART","2008","YOR","75-79",0
"ART","2008","YOR","70-74",0
"ART","2008","YOR","<70",0
"ART","2008","YOR","Avg",0
"ART","2007","ALG",">=95",0
"ART","2007","ALG","90-94",0
"ART","2007","ALG","85-89",0
"ART","2007","ALG","80-84",0
"ART","2007","ALG","75-79",0
"ART","2007","ALG","70-74",0
"ART","2007","ALG","<70",0
"ART","2007","ALG","Avg",0
"ART","2007","BRO",">=95",.003
"ART","2007","BRO","90-94",.028
"ART","2007","BRO","85-89",.093
"ART","2007","BRO","80-84",.218
"ART","2007","BRO","75-79",.254
"ART","2007","BRO","70-74",.336
"ART","2007","BRO","<70",.068
"ART","2007","BRO","Avg",.77
"ART","2007","CAR",">=95",.003
"ART","2007","CAR","90-94",.038
"ART","2007","CAR","85-89",.104
"ART","2007","CAR","80-84",.253
"ART","2007","CAR","75-79",.288
"ART","2007","CAR","70-74",.29
"ART","2007","CAR","<70",.024
"ART","2007","CAR","Avg",.782
"ART","2007","GUE",">=95",.002
"ART","2007","GUE","90-94",.047
"ART","2007","GUE","85-89",.184
"ART","2007","GUE","80-84",.32
"ART","2007","GUE","75-79",.357
"ART","2007","GUE","70-74",.085
"ART","2007","GUE","<70",.006
"ART","2007","GUE","Avg",.811
"ART","2007","LAK",">=95",.024
"ART","2007","LAK","90-94",.036
"ART","2007","LAK","85-89",.096
"ART","2007","LAK","80-84",.254
"ART","2007","LAK","75-79",.145
"ART","2007","LAK","70-74",.229
"ART","2007","LAK","<70",.217
"ART","2007","LAK","Avg",.765
"ART","2007","LAU",">=95",.005
"ART","2007","LAU","90-94",.054
"ART","2007","LAU","85-89",.079
"ART","2007","LAU","80-84",.182
"ART","2007","LAU","75-79",.248
"ART","2007","LAU","70-74",.279
"ART","2007","LAU","<70",.153
"ART","2007","LAU","Avg",.764
"ART","2007","MCM",">=95",.003
"ART","2007","MCM","90-94",.053
"ART","2007","MCM","85-89",.176
"ART","2007","MCM","80-84",.385
"ART","2007","MCM","75-79",.383
"ART","2007","MCM","70-74",0
"ART","2007","MCM","<70",0
"ART","2007","MCM","Avg",.813
"ART","2007","NIP",">=95",.003
"ART","2007","NIP","90-94",.031
"ART","2007","NIP","85-89",.106
"ART","2007","NIP","80-84",.226
"ART","2007","NIP","75-79",.265
"ART","2007","NIP","70-74",.24
"ART","2007","NIP","<70",.131
"ART","2007","NIP","Avg",.77
"ART","2007","OCA",">=95",0
"ART","2007","OCA","90-94",0
"ART","2007","OCA","85-89",0
"ART","2007","OCA","80-84",0
"ART","2007","OCA","75-79",0
"ART","2007","OCA","70-74",0
"ART","2007","OCA","<70",0
"ART","2007","OCA","Avg",0
"ART","2007","OTT",">=95",.007
"ART","2007","OTT","90-94",.082
"ART","2007","OTT","85-89",.165
"ART","2007","OTT","80-84",.266
"ART","2007","OTT","75-79",.243
"ART","2007","OTT","70-74",.199
"ART","2007","OTT","<70",.038
"ART","2007","OTT","Avg",.799
"ART","2007","OSP",">=95",0
"ART","2007","OSP","90-94",0
"ART","2007","OSP","85-89",0
"ART","2007","OSP","80-84",0
"ART","2007","OSP","75-79",0
"ART","2007","OSP","70-74",0
"ART","2007","OSP","<70",0
"ART","2007","OSP","Avg",0
"ART","2007","UOI",">=95",0
"ART","2007","UOI","90-94",0
"ART","2007","UOI","85-89",.057
"ART","2007","UOI","80-84",.107
"ART","2007","UOI","75-79",.254
"ART","2007","UOI","70-74",.467
"ART","2007","UOI","<70",.115
"ART","2007","UOI","Avg",.744
"ART","2007","QUE",">=95",.028
"ART","2007","QUE","90-94",.182
"ART","2007","QUE","85-89",.358
"ART","2007","QUE","80-84",.37
"ART","2007","QUE","75-79",.06
"ART","2007","QUE","70-74",.002
"ART","2007","QUE","<70",0
"ART","2007","QUE","Avg",.857
"ART","2007","RYE",">=95",0
"ART","2007","RYE","90-94",0
"ART","2007","RYE","85-89",0
"ART","2007","RYE","80-84",0
"ART","2007","RYE","75-79",0
"ART","2007","RYE","70-74",0
"ART","2007","RYE","<70",0
"ART","2007","RYE","Avg",0
"ART","2007","TAC",">=95",.016
"ART","2007","TAC","90-94",.088
"ART","2007","TAC","85-89",.193
"ART","2007","TAC","80-84",.296
"ART","2007","TAC","75-79",.272
"ART","2007","TAC","70-74",.121
"ART","2007","TAC","<70",.014
"ART","2007","TAC","Avg",.813
"ART","2007","TRE",">=95",.005
"ART","2007","TRE","90-94",.044
"ART","2007","TRE","85-89",.096
"ART","2007","TRE","80-84",.229
"ART","2007","TRE","75-79",.264
"ART","2007","TRE","70-74",.31
"ART","2007","TRE","<70",.052
"ART","2007","TRE","Avg",.776
"ART","2007","WAT",">=95",.016
"ART","2007","WAT","90-94",.139
"ART","2007","WAT","85-89",.205
"ART","2007","WAT","80-84",.34
"ART","2007","WAT","75-79",.29
"ART","2007","WAT","70-74",.01
"ART","2007","WAT","<70",0
"ART","2007","WAT","Avg",.829
"ART","2007","WMC",">=95",.018
"ART","2007","WMC","90-94",.182
"ART","2007","WMC","85-89",.344
"ART","2007","WMC","80-84",.368
"ART","2007","WMC","75-79",.087
"ART","2007","WMC","70-74",0
"ART","2007","WMC","<70",0
"ART","2007","WMC","Avg",.856
"ART","2007","WBC",">=95",.011
"ART","2007","WBC","90-94",.099
"ART","2007","WBC","85-89",.22
"ART","2007","WBC","80-84",.308
"ART","2007","WBC","75-79",.275
"ART","2007","WBC","70-74",.077
"ART","2007","WBC","<70",.011
"ART","2007","WBC","Avg",.816
"ART","2007","WHC",">=95",.02
"ART","2007","WHC","90-94",.109
"ART","2007","WHC","85-89",.179
"ART","2007","WHC","80-84",.363
"ART","2007","WHC","75-79",.313
"ART","2007","WHC","70-74",.015
"ART","2007","WHC","<70",0
"ART","2007","WHC","Avg",.825
"ART","2007","WKC",">=95",.002
"ART","2007","WKC","90-94",.044
"ART","2007","WKC","85-89",.151
"ART","2007","WKC","80-84",.344
"ART","2007","WKC","75-79",.407
"ART","2007","WKC","70-74",.044
"ART","2007","WKC","<70",.007
"ART","2007","WKC","Avg",.806
"ART","2007","WLA",">=95",.005
"ART","2007","WLA","90-94",.042
"ART","2007","WLA","85-89",.161
"ART","2007","WLA","80-84",.279
"ART","2007","WLA","75-79",.332
"ART","2007","WLA","70-74",.169
"ART","2007","WLA","<70",.012
"ART","2007","WLA","Avg",.797
"ART","2007","WIN",">=95",.002
"ART","2007","WIN","90-94",.031
"ART","2007","WIN","85-89",.113
"ART","2007","WIN","80-84",.21
"ART","2007","WIN","75-79",.251
"ART","2007","WIN","70-74",.354
"ART","2007","WIN","<70",.04
"ART","2007","WIN","Avg",.775
"ART","2007","YOR",">=95",0
"ART","2007","YOR","90-94",0
"ART","2007","YOR","85-89",0
"ART","2007","YOR","80-84",0
"ART","2007","YOR","75-79",0
"ART","2007","YOR","70-74",0
"ART","2007","YOR","<70",0
"ART","2007","YOR","Avg",0
"ART","2006","ALG",">=95",0
"ART","2006","ALG","90-94",0
"ART","2006","ALG","85-89",0
"ART","2006","ALG","80-84",0
"ART","2006","ALG","75-79",0
"ART","2006","ALG","70-74",0
"ART","2006","ALG","<70",0
"ART","2006","ALG","Avg",0
"ART","2006","BRO",">=95",.002
"ART","2006","BRO","90-94",.023
"ART","2006","BRO","85-89",.1
"ART","2006","BRO","80-84",.225
"ART","2006","BRO","75-79",.238
"ART","2006","BRO","70-74",.327
"ART","2006","BRO","<70",.084
"ART","2006","BRO","Avg",.77
"ART","2006","CAR",">=95",.003
"ART","2006","CAR","90-94",.032
"ART","2006","CAR","85-89",.119
"ART","2006","CAR","80-84",.255
"ART","2006","CAR","75-79",.291
"ART","2006","CAR","70-74",.269
"ART","2006","CAR","<70",.03
"ART","2006","CAR","Avg",.783
"ART","2006","GUE",">=95",.004
"ART","2006","GUE","90-94",.047
"ART","2006","GUE","85-89",.146
"ART","2006","GUE","80-84",.286
"ART","2006","GUE","75-79",.316
"ART","2006","GUE","70-74",.184
"ART","2006","GUE","<70",.017
"ART","2006","GUE","Avg",.798
"ART","2006","LAK",">=95",0
"ART","2006","LAK","90-94",.048
"ART","2006","LAK","85-89",.175
"ART","2006","LAK","80-84",.095
"ART","2006","LAK","75-79",.222
"ART","2006","LAK","70-74",.381
"ART","2006","LAK","<70",.079
"ART","2006","LAK","Avg",.772
"ART","2006","LAU",">=95",.003
"ART","2006","LAU","90-94",.051
"ART","2006","LAU","85-89",.135
"ART","2006","LAU","80-84",.244
"ART","2006","LAU","75-79",.189
"ART","2006","LAU","70-74",.26
"ART","2006","LAU","<70",.119
"ART","2006","LAU","Avg",.776
"ART","2006","MCM",">=95",.009
"ART","2006","MCM","90-94",.069
"ART","2006","MCM","85-89",.12
"ART","2006","MCM","80-84",.332
"ART","2006","MCM","75-79",.471
"ART","2006","MCM","70-74",0
"ART","2006","MCM","<70",0
"ART","2006","MCM","Avg",.811
"ART","2006","NIP",">=95",.003
"ART","2006","NIP","90-94",.052
"ART","2006","NIP","85-89",.093
"ART","2006","NIP","80-84",.235
"ART","2006","NIP","75-79",.244
"ART","2006","NIP","70-74",.259
"ART","2006","NIP","<70",.113
"ART","2006","NIP","Avg",.772
"ART","2006","OCA",">=95",0
"ART","2006","OCA","90-94",0
"ART","2006","OCA","85-89",0
"ART","2006","OCA","80-84",0
"ART","2006","OCA","75-79",0
"ART","2006","OCA","70-74",0
"ART","2006","OCA","<70",0
"ART","2006","OCA","Avg",0
"ART","2006","OTT",">=95",.016
"ART","2006","OTT","90-94",.087
"ART","2006","OTT","85-89",.184
"ART","2006","OTT","80-84",.266
"ART","2006","OTT","75-79",.233
"ART","2006","OTT","70-74",.184
"ART","2006","OTT","<70",.03
"ART","2006","OTT","Avg",.805
"ART","2006","OSP",">=95",0
"ART","2006","OSP","90-94",0
"ART","2006","OSP","85-89",0
"ART","2006","OSP","80-84",0
"ART","2006","OSP","75-79",0
"ART","2006","OSP","70-74",0
"ART","2006","OSP","<70",0
"ART","2006","OSP","Avg",0
"ART","2006","UOI",">=95",0
"ART","2006","UOI","90-94",.016
"ART","2006","UOI","85-89",.071
"ART","2006","UOI","80-84",.142
"ART","2006","UOI","75-79",.228
"ART","2006","UOI","70-74",.37
"ART","2006","UOI","<70",.173
"ART","2006","UOI","Avg",.747
"ART","2006","QUE",">=95",.033
"ART","2006","QUE","90-94",.215
"ART","2006","QUE","85-89",.372
"ART","2006","QUE","80-84",.337
"ART","2006","QUE","75-79",.043
"ART","2006","QUE","70-74",.001
"ART","2006","QUE","<70",0
"ART","2006","QUE","Avg",.862
"ART","2006","RYE",">=95",0
"ART","2006","RYE","90-94",0
"ART","2006","RYE","85-89",0
"ART","2006","RYE","80-84",0
"ART","2006","RYE","75-79",0
"ART","2006","RYE","70-74",0
"ART","2006","RYE","<70",0
"ART","2006","RYE","Avg",0
"ART","2006","TAC",">=95",.017
"ART","2006","TAC","90-94",.101
"ART","2006","TAC","85-89",.196
"ART","2006","TAC","80-84",.307
"ART","2006","TAC","75-79",.235
"ART","2006","TAC","70-74",.134
"ART","2006","TAC","<70",.01
"ART","2006","TAC","Avg",.815
"ART","2006","TRE",">=95",0
"ART","2006","TRE","90-94",.042
"ART","2006","TRE","85-89",.09
"ART","2006","TRE","80-84",.192
"ART","2006","TRE","75-79",.232
"ART","2006","TRE","70-74",.315
"ART","2006","TRE","<70",.129
"ART","2006","TRE","Avg",.765
"ART","2006","WAT",">=95",.017
"ART","2006","WAT","90-94",.163
"ART","2006","WAT","85-89",.262
"ART","2006","WAT","80-84",.322
"ART","2006","WAT","75-79",.223
"ART","2006","WAT","70-74",.011
"ART","2006","WAT","<70",.002
"ART","2006","WAT","Avg",.838
"ART","2006","WMC",">=95",.02
"ART","2006","WMC","90-94",.175
"ART","2006","WMC","85-89",.333
"ART","2006","WMC","80-84",.388
"ART","2006","WMC","75-79",.083
"ART","2006","WMC","70-74",.1
"ART","2006","WMC","<70",0
"ART","2006","WMC","Avg",.851
"ART","2006","WBC",">=95",.033
"ART","2006","WBC","90-94",.122
"ART","2006","WBC","85-89",.178
"ART","2006","WBC","80-84",.322
"ART","2006","WBC","75-79",.244
"ART","2006","WBC","70-74",.089
"ART","2006","WBC","<70",.011
"ART","2006","WBC","Avg",.823
"ART","2006","WHC",">=95",.006
"ART","2006","WHC","90-94",.109
"ART","2006","WHC","85-89",.176
"ART","2006","WHC","80-84",.391
"ART","2006","WHC","75-79",.305
"ART","2006","WHC","70-74",.012
"ART","2006","WHC","<70",0
"ART","2006","WHC","Avg",.82
"ART","2006","WKC",">=95",0
"ART","2006","WKC","90-94",.041
"ART","2006","WKC","85-89",.183
"ART","2006","WKC","80-84",.33
"ART","2006","WKC","75-79",.35
"ART","2006","WKC","70-74",.086
"ART","2006","WKC","<70",.01
"ART","2006","WKC","Avg",.805
"ART","2006","WLA",">=95",.007
"ART","2006","WLA","90-94",.044
"ART","2006","WLA","85-89",.136
"ART","2006","WLA","80-84",.279
"ART","2006","WLA","75-79",.35
"ART","2006","WLA","70-74",.176
"ART","2006","WLA","<70",.009
"ART","2006","WLA","Avg",.795
"ART","2006","WIN",">=95",.008
"ART","2006","WIN","90-94",.051
"ART","2006","WIN","85-89",.1
"ART","2006","WIN","80-84",.204
"ART","2006","WIN","75-79",.256
"ART","2006","WIN","70-74",.343
"ART","2006","WIN","<70",.039
"ART","2006","WIN","Avg",.777
"ART","2006","YOR",">=95",0
"ART","2006","YOR","90-94",0
"ART","2006","YOR","85-89",0
"ART","2006","YOR","80-84",0
"ART","2006","YOR","75-79",0
"ART","2006","YOR","70-74",0
"ART","2006","YOR","<70",0
"ART","2006","YOR","Avg",0
"ART","2005","ALG",">=95",0
"ART","2005","ALG","90-94",0
"ART","2005","ALG","85-89",0
"ART","2005","ALG","80-84",0
"ART","2005","ALG","75-79",0
"ART","2005","ALG","70-74",0
"ART","2005","ALG","<70",0
"ART","2005","ALG","Avg",0
"ART","2005","BRO",">=95",.002
"ART","2005","BRO","90-94",.026
"ART","2005","BRO","85-89",.086
"ART","2005","BRO","80-84",.199
"ART","2005","BRO","75-79",.252
"ART","2005","BRO","70-74",.335
"ART","2005","BRO","<70",.1
"ART","2005","BRO","Avg",.765
"ART","2005","CAR",">=95",0
"ART","2005","CAR","90-94",0
"ART","2005","CAR","85-89",0
"ART","2005","CAR","80-84",0
"ART","2005","CAR","75-79",0
"ART","2005","CAR","70-74",0
"ART","2005","CAR","<70",0
"ART","2005","CAR","Avg",0
"ART","2005","GUE",">=95",.005
"ART","2005","GUE","90-94",.042
"ART","2005","GUE","85-89",.189
"ART","2005","GUE","80-84",.342
"ART","2005","GUE","75-79",.32
"ART","2005","GUE","70-74",.098
"ART","2005","GUE","<70",.005
"ART","2005","GUE","Avg",.811
"ART","2005","LAK",">=95",0
"ART","2005","LAK","90-94",0
"ART","2005","LAK","85-89",0
"ART","2005","LAK","80-84",0
"ART","2005","LAK","75-79",0
"ART","2005","LAK","70-74",0
"ART","2005","LAK","<70",0
"ART","2005","LAK","Avg",0
"ART","2005","LAU",">=95",.005
"ART","2005","LAU","90-94",.034
"ART","2005","LAU","85-89",.112
"ART","2005","LAU","80-84",.22
"ART","2005","LAU","75-79",.218
"ART","2005","LAU","70-74",.274
"ART","2005","LAU","<70",.139
"ART","2005","LAU","Avg",.767
"ART","2005","MCM",">=95",.009
"ART","2005","MCM","90-94",.058
"ART","2005","MCM","85-89",.134
"ART","2005","MCM","80-84",.34
"ART","2005","MCM","75-79",.459
"ART","2005","MCM","70-74",0
"ART","2005","MCM","<70",0
"ART","2005","MCM","Avg",.811
"ART","2005","NIP",">=95",0
"ART","2005","NIP","90-94",.043
"ART","2005","NIP","85-89",.127
"ART","2005","NIP","80-84",.217
"ART","2005","NIP","75-79",.243
"ART","2005","NIP","70-74",.292
"ART","2005","NIP","<70",.078
"ART","2005","NIP","Avg",.776
"ART","2005","OCA",">=95",0
"ART","2005","OCA","90-94",0
"ART","2005","OCA","85-89",0
"ART","2005","OCA","80-84",0
"ART","2005","OCA","75-79",0
"ART","2005","OCA","70-74",0
"ART","2005","OCA","<70",0
"ART","2005","OCA","Avg",0
"ART","2005","OTT",">=95",.008
"ART","2005","OTT","90-94",.075
"ART","2005","OTT","85-89",.143
"ART","2005","OTT","80-84",.244
"ART","2005","OTT","75-79",.221
"ART","2005","OTT","70-74",.255
"ART","2005","OTT","<70",.055
"ART","2005","OTT","Avg",.79
"ART","2005","OSP",">=95",0
"ART","2005","OSP","90-94",0
"ART","2005","OSP","85-89",0
"ART","2005","OSP","80-84",0
"ART","2005","OSP","75-79",0
"ART","2005","OSP","70-74",0
"ART","2005","OSP","<70",0
"ART","2005","OSP","Avg",0
"ART","2005","UOI",">=95",0
"ART","2005","UOI","90-94",0
"ART","2005","UOI","85-89",.058
"ART","2005","UOI","80-84",.133
"ART","2005","UOI","75-79",.217
"ART","2005","UOI","70-74",.35
"ART","2005","UOI","<70",.242
"ART","2005","UOI","Avg",.74
"ART","2005","QUE",">=95",.02
"ART","2005","QUE","90-94",.176
"ART","2005","QUE","85-89",.366
"ART","2005","QUE","80-84",.379
"ART","2005","QUE","75-79",.059
"ART","2005","QUE","70-74",0
"ART","2005","QUE","<70",0
"ART","2005","QUE","Avg",0
"ART","2005","RYE",">=95",0
"ART","2005","RYE","90-94",0
"ART","2005","RYE","85-89",0
"ART","2005","RYE","80-84",0
"ART","2005","RYE","75-79",0
"ART","2005","RYE","70-74",0
"ART","2005","RYE","<70",0
"ART","2005","RYE","Avg",0
"ART","2005","TAC",">=95",.017
"ART","2005","TAC","90-94",.096
"ART","2005","TAC","85-89",.179
"ART","2005","TAC","80-84",.286
"ART","2005","TAC","75-79",.258
"ART","2005","TAC","70-74",.141
"ART","2005","TAC","<70",.022
"ART","2005","TAC","Avg",.81
"ART","2005","TRE",">=95",.002
"ART","2005","TRE","90-94",.022
"ART","2005","TRE","85-89",.077
"ART","2005","TRE","80-84",.228
"ART","2005","TRE","75-79",.258
"ART","2005","TRE","70-74",.304
"ART","2005","TRE","<70",.109
"ART","2005","TRE","Avg",.765
"ART","2005","WAT",">=95",.006
"ART","2005","WAT","90-94",.126
"ART","2005","WAT","85-89",.213
"ART","2005","WAT","80-84",.288
"ART","2005","WAT","75-79",.25
"ART","2005","WAT","70-74",.111
"ART","2005","WAT","<70",.007
"ART","2005","WAT","Avg",.818
"ART","2005","WMC",">=95",.02
"ART","2005","WMC","90-94",.131
"ART","2005","WMC","85-89",.298
"ART","2005","WMC","80-84",.43
"ART","2005","WMC","75-79",.121
"ART","2005","WMC","70-74",0
"ART","2005","WMC","<70",0
"ART","2005","WMC","Avg",.847
"ART","2005","WBC",">=95",0
"ART","2005","WBC","90-94",0
"ART","2005","WBC","85-89",0
"ART","2005","WBC","80-84",0
"ART","2005","WBC","75-79",0
"ART","2005","WBC","70-74",0
"ART","2005","WBC","<70",0
"ART","2005","WBC","Avg",0
"ART","2005","WHC",">=95",0
"ART","2005","WHC","90-94",0
"ART","2005","WHC","85-89",0
"ART","2005","WHC","80-84",0
"ART","2005","WHC","75-79",0
"ART","2005","WHC","70-74",0
"ART","2005","WHC","<70",0
"ART","2005","WHC","Avg",0
"ART","2005","WKC",">=95",0
"ART","2005","WKC","90-94",0
"ART","2005","WKC","85-89",0
"ART","2005","WKC","80-84",0
"ART","2005","WKC","75-79",0
"ART","2005","WKC","70-74",0
"ART","2005","WKC","<70",0
"ART","2005","WKC","Avg",0
"ART","2005","WLA",">=95",.004
"ART","2005","WLA","90-94",.047
"ART","2005","WLA","85-89",.123
"ART","2005","WLA","80-84",.29
"ART","2005","WLA","75-79",.332
"ART","2005","WLA","70-74",.187
"ART","2005","WLA","<70",.017
"ART","2005","WLA","Avg",.793
"ART","2005","WIN",">=95",.007
