"Program","Year","University","Grades","Percent"
"OAD","2012","GUE","70-74",0
"OAD","2012","GUE","<70",0
"OAD","2012","GUE","Avg",0
"OAD","2012","LAK",">=95",
"OAD","2012","LAK","90-94",
"OAD","2012","LAK","85-89",
"OAD","2012","LAK","80-84",
"OAD","2012","LAK","75-79",
"OAD","2012","LAK","70-74",
"OAD","2012","LAK","<70",
"OAD","2012","LAK","Avg",
"OAD","2012","LAU",">=95",.029
"OAD","2012","LAU","90-94",.171
"OAD","2012","LAU","85-89",.429
"OAD","2012","LAU","80-84",.371
"OAD","2012","LAU","75-79",0
"OAD","2012","LAU","70-74",0
"OAD","2012","LAU","<70",0
"OAD","2012","LAU","Avg",.862
"OAD","2012","MCM",">=95",
"OAD","2012","MCM","90-94",
"OAD","2012","MCM","85-89",
"OAD","2012","MCM","80-84",
"OAD","2012","MCM","75-79",
"OAD","2012","MCM","70-74",
"OAD","2012","MCM","<70",
"OAD","2012","MCM","Avg",
"OAD","2012","NIP",">=95",
"OAD","2012","NIP","90-94",
"OAD","2012","NIP","85-89",
"OAD","2012","NIP","80-84",
"OAD","2012","NIP","75-79",
"OAD","2012","NIP","70-74",
"OAD","2012","NIP","<70",
"OAD","2012","NIP","Avg",
"OAD","2012","OCA",">=95",
"OAD","2012","OCA","90-94",
"OAD","2012","OCA","85-89",
"OAD","2012","OCA","80-84",
"OAD","2012","OCA","75-79",
"OAD","2012","OCA","70-74",
"OAD","2012","OCA","<70",
"OAD","2012","OCA","Avg",
"OAD","2012","OTT",">=95",
"OAD","2012","OTT","90-94",
"OAD","2012","OTT","85-89",
"OAD","2012","OTT","80-84",
"OAD","2012","OTT","75-79",
"OAD","2012","OTT","70-74",
"OAD","2012","OTT","<70",
"OAD","2012","OTT","Avg",
"OAD","2012","OSP",">=95",0
"OAD","2012","OSP","90-94",0
"OAD","2012","OSP","85-89",0
"OAD","2012","OSP","80-84",0
"OAD","2012","OSP","75-79",0
"OAD","2012","OSP","70-74",0
"OAD","2012","OSP","<70",0
"OAD","2012","OSP","Avg",0
"OAD","2012","UOI",">=95",
"OAD","2012","UOI","90-94",
"OAD","2012","UOI","85-89",
"OAD","2012","UOI","80-84",
"OAD","2012","UOI","75-79",
"OAD","2012","UOI","70-74",
"OAD","2012","UOI","<70",
"OAD","2012","UOI","Avg",
"OAD","2012","QUE",">=95",
"OAD","2012","QUE","90-94",
"OAD","2012","QUE","85-89",
"OAD","2012","QUE","80-84",
"OAD","2012","QUE","75-79",
"OAD","2012","QUE","70-74",
"OAD","2012","QUE","<70",
"OAD","2012","QUE","Avg",
"OAD","2012","RYE",">=95",
"OAD","2012","RYE","90-94",
"OAD","2012","RYE","85-89",
"OAD","2012","RYE","80-84",
"OAD","2012","RYE","75-79",
"OAD","2012","RYE","70-74",
"OAD","2012","RYE","<70",
"OAD","2012","RYE","Avg",
"OAD","2012","TAC",">=95",0
"OAD","2012","TAC","90-94",.175
"OAD","2012","TAC","85-89",.402
"OAD","2012","TAC","80-84",.371
"OAD","2012","TAC","75-79",.052
"OAD","2012","TAC","70-74",0
"OAD","2012","TAC","<70",0
"OAD","2012","TAC","Avg",.855
"OAD","2012","TRE",">=95",
"OAD","2012","TRE","90-94",
"OAD","2012","TRE","85-89",
"OAD","2012","TRE","80-84",
"OAD","2012","TRE","75-79",
"OAD","2012","TRE","70-74",
"OAD","2012","TRE","<70",
"OAD","2012","TRE","Avg",
"OAD","2012","WAT",">=95",
"OAD","2012","WAT","90-94",
"OAD","2012","WAT","85-89",
"OAD","2012","WAT","80-84",
"OAD","2012","WAT","75-79",
"OAD","2012","WAT","70-74",
"OAD","2012","WAT","<70",
"OAD","2012","WAT","Avg",
"OAD","2012","WMC",">=95",
"OAD","2012","WMC","90-94",
"OAD","2012","WMC","85-89",
"OAD","2012","WMC","80-84",
"OAD","2012","WMC","75-79",
"OAD","2012","WMC","70-74",
"OAD","2012","WMC","<70",
"OAD","2012","WMC","Avg",
"OAD","2012","WBC",">=95",
"OAD","2012","WBC","90-94",
"OAD","2012","WBC","85-89",
"OAD","2012","WBC","80-84",
"OAD","2012","WBC","75-79",
"OAD","2012","WBC","70-74",
"OAD","2012","WBC","<70",
"OAD","2012","WBC","Avg",
"OAD","2012","WHC",">=95",
"OAD","2012","WHC","90-94",
"OAD","2012","WHC","85-89",
"OAD","2012","WHC","80-84",
"OAD","2012","WHC","75-79",
"OAD","2012","WHC","70-74",
"OAD","2012","WHC","<70",
"OAD","2012","WHC","Avg",
"OAD","2012","WKC",">=95",
"OAD","2012","WKC","90-94",
"OAD","2012","WKC","85-89",
"OAD","2012","WKC","80-84",
"OAD","2012","WKC","75-79",
"OAD","2012","WKC","70-74",
"OAD","2012","WKC","<70",
"OAD","2012","WKC","Avg",
"OAD","2012","WLA",">=95",
"OAD","2012","WLA","90-94",
"OAD","2012","WLA","85-89",
"OAD","2012","WLA","80-84",
"OAD","2012","WLA","75-79",
"OAD","2012","WLA","70-74",
"OAD","2012","WLA","<70",
"OAD","2012","WLA","Avg",
"OAD","2012","WIN",">=95",
"OAD","2012","WIN","90-94",
"OAD","2012","WIN","85-89",
"OAD","2012","WIN","80-84",
"OAD","2012","WIN","75-79",
"OAD","2012","WIN","70-74",
"OAD","2012","WIN","<70",
"OAD","2012","WIN","Avg",
"OAD","2012","YOR",">=95",
"OAD","2012","YOR","90-94",
"OAD","2012","YOR","85-89",
"OAD","2012","YOR","80-84",
"OAD","2012","YOR","75-79",
"OAD","2012","YOR","70-74",
"OAD","2012","YOR","<70",
"OAD","2012","YOR","Avg",
"OAD","2011","ALG",">=95",0
"OAD","2011","ALG","90-94",0
"OAD","2011","ALG","85-89",0
"OAD","2011","ALG","80-84",0
"OAD","2011","ALG","75-79",0
"OAD","2011","ALG","70-74",0
"OAD","2011","ALG","<70",0
"OAD","2011","ALG","Avg",0
"OAD","2011","BRO",">=95",
"OAD","2011","BRO","90-94",
"OAD","2011","BRO","85-89",
"OAD","2011","BRO","80-84",
"OAD","2011","BRO","75-79",
"OAD","2011","BRO","70-74",
"OAD","2011","BRO","<70",
"OAD","2011","BRO","Avg",
"OAD","2011","CAR",">=95",.031
"OAD","2011","CAR","90-94",.227
"OAD","2011","CAR","85-89",.423
"OAD","2011","CAR","80-84",.289
"OAD","2011","CAR","75-79",.031
"OAD","2011","CAR","70-74",0
"OAD","2011","CAR","<70",0
"OAD","2011","CAR","Avg",.866
"OAD","2011","GUE",">=95",0
"OAD","2011","GUE","90-94",0
"OAD","2011","GUE","85-89",0
"OAD","2011","GUE","80-84",0
"OAD","2011","GUE","75-79",0
"OAD","2011","GUE","70-74",0
"OAD","2011","GUE","<70",0
"OAD","2011","GUE","Avg",0
"OAD","2011","LAK",">=95",
"OAD","2011","LAK","90-94",
"OAD","2011","LAK","85-89",
"OAD","2011","LAK","80-84",
"OAD","2011","LAK","75-79",
"OAD","2011","LAK","70-74",
"OAD","2011","LAK","<70",
"OAD","2011","LAK","Avg",
"OAD","2011","LAU",">=95",.044
"OAD","2011","LAU","90-94",.133
"OAD","2011","LAU","85-89",.289
"OAD","2011","LAU","80-84",.422
"OAD","2011","LAU","75-79",.111
"OAD","2011","LAU","70-74",0
"OAD","2011","LAU","<70",0
"OAD","2011","LAU","Avg",.846
"OAD","2011","MCM",">=95",
"OAD","2011","MCM","90-94",
"OAD","2011","MCM","85-89",
"OAD","2011","MCM","80-84",
"OAD","2011","MCM","75-79",
"OAD","2011","MCM","70-74",
"OAD","2011","MCM","<70",
"OAD","2011","MCM","Avg",
"OAD","2011","NIP",">=95",
"OAD","2011","NIP","90-94",
"OAD","2011","NIP","85-89",
"OAD","2011","NIP","80-84",
"OAD","2011","NIP","75-79",
"OAD","2011","NIP","70-74",
"OAD","2011","NIP","<70",
"OAD","2011","NIP","Avg",
"OAD","2011","OCA",">=95",
"OAD","2011","OCA","90-94",
"OAD","2011","OCA","85-89",
"OAD","2011","OCA","80-84",
"OAD","2011","OCA","75-79",
"OAD","2011","OCA","70-74",
"OAD","2011","OCA","<70",
"OAD","2011","OCA","Avg",
"OAD","2011","OTT",">=95",
"OAD","2011","OTT","90-94",
"OAD","2011","OTT","85-89",
"OAD","2011","OTT","80-84",
"OAD","2011","OTT","75-79",
"OAD","2011","OTT","70-74",
"OAD","2011","OTT","<70",
"OAD","2011","OTT","Avg",
"OAD","2011","OSP",">=95",0
"OAD","2011","OSP","90-94",0
"OAD","2011","OSP","85-89",0
"OAD","2011","OSP","80-84",0
"OAD","2011","OSP","75-79",0
"OAD","2011","OSP","70-74",0
"OAD","2011","OSP","<70",0
"OAD","2011","OSP","Avg",0
"OAD","2011","UOI",">=95",
"OAD","2011","UOI","90-94",
"OAD","2011","UOI","85-89",
"OAD","2011","UOI","80-84",
"OAD","2011","UOI","75-79",
"OAD","2011","UOI","70-74",
"OAD","2011","UOI","<70",
"OAD","2011","UOI","Avg",
"OAD","2011","QUE",">=95",
"OAD","2011","QUE","90-94",
"OAD","2011","QUE","85-89",
"OAD","2011","QUE","80-84",
"OAD","2011","QUE","75-79",
"OAD","2011","QUE","70-74",
"OAD","2011","QUE","<70",
"OAD","2011","QUE","Avg",
"OAD","2011","RYE",">=95",
"OAD","2011","RYE","90-94",
"OAD","2011","RYE","85-89",
"OAD","2011","RYE","80-84",
"OAD","2011","RYE","75-79",
"OAD","2011","RYE","70-74",
"OAD","2011","RYE","<70",
"OAD","2011","RYE","Avg",
"OAD","2011","TAC",">=95",0
"OAD","2011","TAC","90-94",.106
"OAD","2011","TAC","85-89",.447
"OAD","2011","TAC","80-84",.372
"OAD","2011","TAC","75-79",.075
"OAD","2011","TAC","70-74",0
"OAD","2011","TAC","<70",0
"OAD","2011","TAC","Avg",.848
"OAD","2011","TRE",">=95",
"OAD","2011","TRE","90-94",
"OAD","2011","TRE","85-89",
"OAD","2011","TRE","80-84",
"OAD","2011","TRE","75-79",
"OAD","2011","TRE","70-74",
"OAD","2011","TRE","<70",
"OAD","2011","TRE","Avg",
"OAD","2011","WAT",">=95",
"OAD","2011","WAT","90-94",
"OAD","2011","WAT","85-89",
"OAD","2011","WAT","80-84",
"OAD","2011","WAT","75-79",
"OAD","2011","WAT","70-74",
"OAD","2011","WAT","<70",
"OAD","2011","WAT","Avg",
"OAD","2011","WMC",">=95",
"OAD","2011","WMC","90-94",
"OAD","2011","WMC","85-89",
"OAD","2011","WMC","80-84",
"OAD","2011","WMC","75-79",
"OAD","2011","WMC","70-74",
"OAD","2011","WMC","<70",
"OAD","2011","WMC","Avg",
"OAD","2011","WBC",">=95",
"OAD","2011","WBC","90-94",
"OAD","2011","WBC","85-89",
"OAD","2011","WBC","80-84",
"OAD","2011","WBC","75-79",
"OAD","2011","WBC","70-74",
"OAD","2011","WBC","<70",
"OAD","2011","WBC","Avg",
"OAD","2011","WHC",">=95",
"OAD","2011","WHC","90-94",
"OAD","2011","WHC","85-89",
"OAD","2011","WHC","80-84",
"OAD","2011","WHC","75-79",
"OAD","2011","WHC","70-74",
"OAD","2011","WHC","<70",
"OAD","2011","WHC","Avg",
"OAD","2011","WKC",">=95",
"OAD","2011","WKC","90-94",
"OAD","2011","WKC","85-89",
"OAD","2011","WKC","80-84",
"OAD","2011","WKC","75-79",
"OAD","2011","WKC","70-74",
"OAD","2011","WKC","<70",
"OAD","2011","WKC","Avg",
"OAD","2011","WLA",">=95",
"OAD","2011","WLA","90-94",
"OAD","2011","WLA","85-89",
"OAD","2011","WLA","80-84",
"OAD","2011","WLA","75-79",
"OAD","2011","WLA","70-74",
"OAD","2011","WLA","<70",
"OAD","2011","WLA","Avg",
"OAD","2011","WIN",">=95",
"OAD","2011","WIN","90-94",
"OAD","2011","WIN","85-89",
"OAD","2011","WIN","80-84",
"OAD","2011","WIN","75-79",
"OAD","2011","WIN","70-74",
"OAD","2011","WIN","<70",
"OAD","2011","WIN","Avg",
"OAD","2011","YOR",">=95",
"OAD","2011","YOR","90-94",
"OAD","2011","YOR","85-89",
"OAD","2011","YOR","80-84",
"OAD","2011","YOR","75-79",
"OAD","2011","YOR","70-74",
"OAD","2011","YOR","<70",
"OAD","2011","YOR","Avg",
"OAD","2010","ALG",">=95",0
"OAD","2010","ALG","90-94",0
"OAD","2010","ALG","85-89",0
"OAD","2010","ALG","80-84",0
"OAD","2010","ALG","75-79",0
"OAD","2010","ALG","70-74",0
"OAD","2010","ALG","<70",0
"OAD","2010","ALG","Avg",0
"OAD","2010","BRO",">=95",
"OAD","2010","BRO","90-94",
"OAD","2010","BRO","85-89",
"OAD","2010","BRO","80-84",
"OAD","2010","BRO","75-79",
"OAD","2010","BRO","70-74",
"OAD","2010","BRO","<70",
"OAD","2010","BRO","Avg",
"OAD","2010","CAR",">=95",.023
"OAD","2010","CAR","90-94",.151
"OAD","2010","CAR","85-89",.314
"OAD","2010","CAR","80-84",.43
"OAD","2010","CAR","75-79",.081
"OAD","2010","CAR","70-74",0
"OAD","2010","CAR","<70",0
"OAD","2010","CAR","Avg",.851
"OAD","2010","GUE",">=95",0
"OAD","2010","GUE","90-94",0
"OAD","2010","GUE","85-89",0
"OAD","2010","GUE","80-84",0
"OAD","2010","GUE","75-79",0
"OAD","2010","GUE","70-74",0
"OAD","2010","GUE","<70",0
"OAD","2010","GUE","Avg",0
"OAD","2010","LAK",">=95",
"OAD","2010","LAK","90-94",
"OAD","2010","LAK","85-89",
"OAD","2010","LAK","80-84",
"OAD","2010","LAK","75-79",
"OAD","2010","LAK","70-74",
"OAD","2010","LAK","<70",
"OAD","2010","LAK","Avg",
"OAD","2010","LAU",">=95",0
"OAD","2010","LAU","90-94",.143
"OAD","2010","LAU","85-89",.167
"OAD","2010","LAU","80-84",.429
"OAD","2010","LAU","75-79",.214
"OAD","2010","LAU","70-74",.048
"OAD","2010","LAU","<70",0
"OAD","2010","LAU","Avg",.825
"OAD","2010","MCM",">=95",
"OAD","2010","MCM","90-94",
"OAD","2010","MCM","85-89",
"OAD","2010","MCM","80-84",
"OAD","2010","MCM","75-79",
"OAD","2010","MCM","70-74",
"OAD","2010","MCM","<70",
"OAD","2010","MCM","Avg",
"OAD","2010","NIP",">=95",
"OAD","2010","NIP","90-94",
"OAD","2010","NIP","85-89",
"OAD","2010","NIP","80-84",
"OAD","2010","NIP","75-79",
"OAD","2010","NIP","70-74",
"OAD","2010","NIP","<70",
"OAD","2010","NIP","Avg",
"OAD","2010","OCA",">=95",
"OAD","2010","OCA","90-94",
"OAD","2010","OCA","85-89",
"OAD","2010","OCA","80-84",
"OAD","2010","OCA","75-79",
"OAD","2010","OCA","70-74",
"OAD","2010","OCA","<70",
"OAD","2010","OCA","Avg",
"OAD","2010","OTT",">=95",
"OAD","2010","OTT","90-94",
"OAD","2010","OTT","85-89",
"OAD","2010","OTT","80-84",
"OAD","2010","OTT","75-79",
"OAD","2010","OTT","70-74",
"OAD","2010","OTT","<70",
"OAD","2010","OTT","Avg",
"OAD","2010","OSP",">=95",0
"OAD","2010","OSP","90-94",0
"OAD","2010","OSP","85-89",0
"OAD","2010","OSP","80-84",0
"OAD","2010","OSP","75-79",0
"OAD","2010","OSP","70-74",0
"OAD","2010","OSP","<70",0
"OAD","2010","OSP","Avg",0
"OAD","2010","UOI",">=95",
"OAD","2010","UOI","90-94",
"OAD","2010","UOI","85-89",
"OAD","2010","UOI","80-84",
"OAD","2010","UOI","75-79",
"OAD","2010","UOI","70-74",
"OAD","2010","UOI","<70",
"OAD","2010","UOI","Avg",
"OAD","2010","QUE",">=95",
"OAD","2010","QUE","90-94",
"OAD","2010","QUE","85-89",
"OAD","2010","QUE","80-84",
"OAD","2010","QUE","75-79",
"OAD","2010","QUE","70-74",
"OAD","2010","QUE","<70",
"OAD","2010","QUE","Avg",
"OAD","2010","RYE",">=95",
"OAD","2010","RYE","90-94",
"OAD","2010","RYE","85-89",
"OAD","2010","RYE","80-84",
"OAD","2010","RYE","75-79",
"OAD","2010","RYE","70-74",
"OAD","2010","RYE","<70",
"OAD","2010","RYE","Avg",
"OAD","2010","TAC",">=95",0
"OAD","2010","TAC","90-94",.071
"OAD","2010","TAC","85-89",.347
"OAD","2010","TAC","80-84",.571
"OAD","2010","TAC","75-79",.01
"OAD","2010","TAC","70-74",0
"OAD","2010","TAC","<70",0
"OAD","2010","TAC","Avg",.844
"OAD","2010","TRE",">=95",
"OAD","2010","TRE","90-94",
"OAD","2010","TRE","85-89",
"OAD","2010","TRE","80-84",
"OAD","2010","TRE","75-79",
"OAD","2010","TRE","70-74",
"OAD","2010","TRE","<70",
"OAD","2010","TRE","Avg",
"OAD","2010","WAT",">=95",
"OAD","2010","WAT","90-94",
"OAD","2010","WAT","85-89",
"OAD","2010","WAT","80-84",
"OAD","2010","WAT","75-79",
"OAD","2010","WAT","70-74",
"OAD","2010","WAT","<70",
"OAD","2010","WAT","Avg",
"OAD","2010","WMC",">=95",
"OAD","2010","WMC","90-94",
"OAD","2010","WMC","85-89",
"OAD","2010","WMC","80-84",
"OAD","2010","WMC","75-79",
"OAD","2010","WMC","70-74",
"OAD","2010","WMC","<70",
"OAD","2010","WMC","Avg",
"OAD","2010","WBC",">=95",
"OAD","2010","WBC","90-94",
"OAD","2010","WBC","85-89",
"OAD","2010","WBC","80-84",
"OAD","2010","WBC","75-79",
"OAD","2010","WBC","70-74",
"OAD","2010","WBC","<70",
"OAD","2010","WBC","Avg",
"OAD","2010","WHC",">=95",
"OAD","2010","WHC","90-94",
"OAD","2010","WHC","85-89",
"OAD","2010","WHC","80-84",
"OAD","2010","WHC","75-79",
"OAD","2010","WHC","70-74",
"OAD","2010","WHC","<70",
"OAD","2010","WHC","Avg",
"OAD","2010","WKC",">=95",
"OAD","2010","WKC","90-94",
"OAD","2010","WKC","85-89",
"OAD","2010","WKC","80-84",
"OAD","2010","WKC","75-79",
"OAD","2010","WKC","70-74",
"OAD","2010","WKC","<70",
"OAD","2010","WKC","Avg",
"OAD","2010","WLA",">=95",
"OAD","2010","WLA","90-94",
"OAD","2010","WLA","85-89",
"OAD","2010","WLA","80-84",
"OAD","2010","WLA","75-79",
"OAD","2010","WLA","70-74",
"OAD","2010","WLA","<70",
"OAD","2010","WLA","Avg",
"OAD","2010","WIN",">=95",
"OAD","2010","WIN","90-94",
"OAD","2010","WIN","85-89",
"OAD","2010","WIN","80-84",
"OAD","2010","WIN","75-79",
"OAD","2010","WIN","70-74",
"OAD","2010","WIN","<70",
"OAD","2010","WIN","Avg",
"OAD","2010","YOR",">=95",
"OAD","2010","YOR","90-94",
"OAD","2010","YOR","85-89",
"OAD","2010","YOR","80-84",
"OAD","2010","YOR","75-79",
"OAD","2010","YOR","70-74",
"OAD","2010","YOR","<70",
"OAD","2010","YOR","Avg",
"OAD","2009","ALG",">=95",0
"OAD","2009","ALG","90-94",0
"OAD","2009","ALG","85-89",0
"OAD","2009","ALG","80-84",0
"OAD","2009","ALG","75-79",0
"OAD","2009","ALG","70-74",0
"OAD","2009","ALG","<70",0
"OAD","2009","ALG","Avg",0
"OAD","2009","BRO",">=95",
"OAD","2009","BRO","90-94",
"OAD","2009","BRO","85-89",
"OAD","2009","BRO","80-84",
"OAD","2009","BRO","75-79",
"OAD","2009","BRO","70-74",
"OAD","2009","BRO","<70",
"OAD","2009","BRO","Avg",
"OAD","2009","CAR",">=95",0
"OAD","2009","CAR","90-94",0
"OAD","2009","CAR","85-89",0
"OAD","2009","CAR","80-84",0
"OAD","2009","CAR","75-79",0
"OAD","2009","CAR","70-74",0
"OAD","2009","CAR","<70",0
"OAD","2009","CAR","Avg",0
"OAD","2009","GUE",">=95",0
"OAD","2009","GUE","90-94",0
"OAD","2009","GUE","85-89",0
"OAD","2009","GUE","80-84",0
"OAD","2009","GUE","75-79",0
"OAD","2009","GUE","70-74",0
"OAD","2009","GUE","<70",0
"OAD","2009","GUE","Avg",0
"OAD","2009","LAK",">=95",
"OAD","2009","LAK","90-94",
"OAD","2009","LAK","85-89",
"OAD","2009","LAK","80-84",
"OAD","2009","LAK","75-79",
"OAD","2009","LAK","70-74",
"OAD","2009","LAK","<70",
"OAD","2009","LAK","Avg",
"OAD","2009","LAU",">=95",0
"OAD","2009","LAU","90-94",.019
"OAD","2009","LAU","85-89",.154
"OAD","2009","LAU","80-84",.385
"OAD","2009","LAU","75-79",.365
"OAD","2009","LAU","70-74",.077
"OAD","2009","LAU","<70",0
"OAD","2009","LAU","Avg",.797
"OAD","2009","MCM",">=95",
"OAD","2009","MCM","90-94",
"OAD","2009","MCM","85-89",
"OAD","2009","MCM","80-84",
"OAD","2009","MCM","75-79",
"OAD","2009","MCM","70-74",
"OAD","2009","MCM","<70",
"OAD","2009","MCM","Avg",
"OAD","2009","NIP",">=95",
"OAD","2009","NIP","90-94",
"OAD","2009","NIP","85-89",
"OAD","2009","NIP","80-84",
"OAD","2009","NIP","75-79",
"OAD","2009","NIP","70-74",
"OAD","2009","NIP","<70",
"OAD","2009","NIP","Avg",
"OAD","2009","OCA",">=95",
"OAD","2009","OCA","90-94",
"OAD","2009","OCA","85-89",
"OAD","2009","OCA","80-84",
"OAD","2009","OCA","75-79",
"OAD","2009","OCA","70-74",
"OAD","2009","OCA","<70",
"OAD","2009","OCA","Avg",
"OAD","2009","OTT",">=95",
"OAD","2009","OTT","90-94",
"OAD","2009","OTT","85-89",
"OAD","2009","OTT","80-84",
"OAD","2009","OTT","75-79",
"OAD","2009","OTT","70-74",
"OAD","2009","OTT","<70",
"OAD","2009","OTT","Avg",
"OAD","2009","OSP",">=95",0
"OAD","2009","OSP","90-94",0
"OAD","2009","OSP","85-89",0
"OAD","2009","OSP","80-84",0
"OAD","2009","OSP","75-79",0
"OAD","2009","OSP","70-74",0
"OAD","2009","OSP","<70",0
"OAD","2009","OSP","Avg",0
"OAD","2009","UOI",">=95",
"OAD","2009","UOI","90-94",
"OAD","2009","UOI","85-89",
"OAD","2009","UOI","80-84",
"OAD","2009","UOI","75-79",
"OAD","2009","UOI","70-74",
"OAD","2009","UOI","<70",
"OAD","2009","UOI","Avg",
"OAD","2009","QUE",">=95",
"OAD","2009","QUE","90-94",
"OAD","2009","QUE","85-89",
"OAD","2009","QUE","80-84",
"OAD","2009","QUE","75-79",
"OAD","2009","QUE","70-74",
"OAD","2009","QUE","<70",
"OAD","2009","QUE","Avg",
"OAD","2009","RYE",">=95",
"OAD","2009","RYE","90-94",
"OAD","2009","RYE","85-89",
"OAD","2009","RYE","80-84",
"OAD","2009","RYE","75-79",
"OAD","2009","RYE","70-74",
"OAD","2009","RYE","<70",
"OAD","2009","RYE","Avg",
"OAD","2009","TAC",">=95",0
"OAD","2009","TAC","90-94",.092
"OAD","2009","TAC","85-89",.505
"OAD","2009","TAC","80-84",.33
"OAD","2009","TAC","75-79",.064
"OAD","2009","TAC","70-74",.009
"OAD","2009","TAC","<70",0
"OAD","2009","TAC","Avg",.849
"OAD","2009","TRE",">=95",
"OAD","2009","TRE","90-94",
"OAD","2009","TRE","85-89",
"OAD","2009","TRE","80-84",
"OAD","2009","TRE","75-79",
"OAD","2009","TRE","70-74",
"OAD","2009","TRE","<70",
"OAD","2009","TRE","Avg",
"OAD","2009","WAT",">=95",
"OAD","2009","WAT","90-94",
"OAD","2009","WAT","85-89",
"OAD","2009","WAT","80-84",
"OAD","2009","WAT","75-79",
"OAD","2009","WAT","70-74",
"OAD","2009","WAT","<70",
"OAD","2009","WAT","Avg",
"OAD","2009","WMC",">=95",
"OAD","2009","WMC","90-94",
"OAD","2009","WMC","85-89",
"OAD","2009","WMC","80-84",
"OAD","2009","WMC","75-79",
"OAD","2009","WMC","70-74",
"OAD","2009","WMC","<70",
"OAD","2009","WMC","Avg",
"OAD","2009","WBC",">=95",
"OAD","2009","WBC","90-94",
"OAD","2009","WBC","85-89",
"OAD","2009","WBC","80-84",
"OAD","2009","WBC","75-79",
"OAD","2009","WBC","70-74",
"OAD","2009","WBC","<70",
"OAD","2009","WBC","Avg",
"OAD","2009","WHC",">=95",
"OAD","2009","WHC","90-94",
"OAD","2009","WHC","85-89",
"OAD","2009","WHC","80-84",
"OAD","2009","WHC","75-79",
"OAD","2009","WHC","70-74",
"OAD","2009","WHC","<70",
"OAD","2009","WHC","Avg",
"OAD","2009","WKC",">=95",
"OAD","2009","WKC","90-94",
"OAD","2009","WKC","85-89",
"OAD","2009","WKC","80-84",
"OAD","2009","WKC","75-79",
"OAD","2009","WKC","70-74",
"OAD","2009","WKC","<70",
"OAD","2009","WKC","Avg",
"OAD","2009","WLA",">=95",
"OAD","2009","WLA","90-94",
"OAD","2009","WLA","85-89",
"OAD","2009","WLA","80-84",
"OAD","2009","WLA","75-79",
"OAD","2009","WLA","70-74",
"OAD","2009","WLA","<70",
"OAD","2009","WLA","Avg",
"OAD","2009","WIN",">=95",
"OAD","2009","WIN","90-94",
"OAD","2009","WIN","85-89",
"OAD","2009","WIN","80-84",
"OAD","2009","WIN","75-79",
"OAD","2009","WIN","70-74",
"OAD","2009","WIN","<70",
"OAD","2009","WIN","Avg",
"OAD","2009","YOR",">=95",
"OAD","2009","YOR","90-94",
"OAD","2009","YOR","85-89",
"OAD","2009","YOR","80-84",
"OAD","2009","YOR","75-79",
"OAD","2009","YOR","70-74",
"OAD","2009","YOR","<70",
"OAD","2009","YOR","Avg",
"OAD","2008","ALG",">=95",0
"OAD","2008","ALG","90-94",0
"OAD","2008","ALG","85-89",0
"OAD","2008","ALG","80-84",0
"OAD","2008","ALG","75-79",0
"OAD","2008","ALG","70-74",0
"OAD","2008","ALG","<70",0
"OAD","2008","ALG","Avg",0
"OAD","2008","BRO",">=95",
"OAD","2008","BRO","90-94",
"OAD","2008","BRO","85-89",
"OAD","2008","BRO","80-84",
"OAD","2008","BRO","75-79",
"OAD","2008","BRO","70-74",
"OAD","2008","BRO","<70",
"OAD","2008","BRO","Avg",
"OAD","2008","CAR",">=95",0
"OAD","2008","CAR","90-94",0
"OAD","2008","CAR","85-89",0
"OAD","2008","CAR","80-84",0
"OAD","2008","CAR","75-79",0
"OAD","2008","CAR","70-74",0
"OAD","2008","CAR","<70",0
"OAD","2008","CAR","Avg",0
"OAD","2008","GUE",">=95",0
"OAD","2008","GUE","90-94",0
"OAD","2008","GUE","85-89",0
"OAD","2008","GUE","80-84",0
"OAD","2008","GUE","75-79",0
"OAD","2008","GUE","70-74",0
"OAD","2008","GUE","<70",0
"OAD","2008","GUE","Avg",0
"OAD","2008","LAK",">=95",
"OAD","2008","LAK","90-94",
"OAD","2008","LAK","85-89",
"OAD","2008","LAK","80-84",
"OAD","2008","LAK","75-79",
"OAD","2008","LAK","70-74",
"OAD","2008","LAK","<70",
"OAD","2008","LAK","Avg",
"OAD","2008","LAU",">=95",0
"OAD","2008","LAU","90-94",.045
"OAD","2008","LAU","85-89",.182
"OAD","2008","LAU","80-84",.455
"OAD","2008","LAU","75-79",.296
"OAD","2008","LAU","70-74",.023
"OAD","2008","LAU","<70",0
"OAD","2008","LAU","Avg",.817
"OAD","2008","MCM",">=95",
"OAD","2008","MCM","90-94",
"OAD","2008","MCM","85-89",
"OAD","2008","MCM","80-84",
"OAD","2008","MCM","75-79",
"OAD","2008","MCM","70-74",
"OAD","2008","MCM","<70",
"OAD","2008","MCM","Avg",
"OAD","2008","NIP",">=95",
"OAD","2008","NIP","90-94",
"OAD","2008","NIP","85-89",
"OAD","2008","NIP","80-84",
"OAD","2008","NIP","75-79",
"OAD","2008","NIP","70-74",
"OAD","2008","NIP","<70",
"OAD","2008","NIP","Avg",
"OAD","2008","OCA",">=95",
"OAD","2008","OCA","90-94",
"OAD","2008","OCA","85-89",
"OAD","2008","OCA","80-84",
"OAD","2008","OCA","75-79",
"OAD","2008","OCA","70-74",
"OAD","2008","OCA","<70",
"OAD","2008","OCA","Avg",
"OAD","2008","OTT",">=95",
