"School","Year","Metric","Value","Headcount"
"NOR","14-15","Program","1010",
"NOR","15-16","Program","1010",
"NOR","12-13","Program","71",
"NOR","13-14","Program","71",
"NOR","14-15","Program","71",
"NOR","15-16","Program","71",
"NOR","12-13","Program","73","15"
"NOR","13-14","Program","73","11"
"NOR","14-15","Program","73","12"
"NOR","15-16","Program","73",
"NOR","12-13","Program","441",
"NOR","13-14","Program","441",
"NOR","14-15","Program","441",
"NOR","15-16","Program","441",
"NOR","12-13","Program","205","28"
"NOR","13-14","Program","205","37"
"NOR","14-15","Program","205","42"
"NOR","15-16","Program","205","30"
"NOR","12-13","Program","92","47"
"NOR","13-14","Program","92","36"
"NOR","14-15","Program","92","30"
"NOR","15-16","Program","92","39"
"NOR","12-13","Program","1011","53"
"NOR","13-14","Program","1011","56"
"NOR","14-15","Program","1011","38"
"NOR","15-16","Program","1011","36"
"NOR","12-13","Program","99",
"NOR","13-14","Program","99",
"NOR","14-15","Program","99",
"NOR","15-16","Program","99",
"NOR","12-13","Program","1012",
"NOR","13-14","Program","1012",
"NOR","14-15","Program","1012",
"NOR","15-16","Program","1012",
"NOR","12-13","Program","1013",
"NOR","13-14","Program","1013",
"NOR","14-15","Program","1013","18"
"NOR","15-16","Program","1013",
"NOR","12-13","Program","1012",
"NOR","13-14","Program","1012",
"NOR","14-15","Program","1012",
"NOR","15-16","Program","1012",
"NOR","12-13","Program","1013",
"NOR","13-14","Program","1013",
"NOR","14-15","Program","1013",
"NOR","15-16","Program","1013",
"NOR","12-13","Program","1014",
"NOR","13-14","Program","1014",
"NOR","14-15","Program","1014",
"NOR","15-16","Program","1014",
"NOR","12-13","Program","346","11"
"NOR","13-14","Program","346","14"
"NOR","14-15","Program","346","13"
"NOR","15-16","Program","346","11"
"NOR","12-13","Program","212","32"
"NOR","13-14","Program","212","53"
"NOR","14-15","Program","212","43"
"NOR","15-16","Program","212","32"
"NOR","12-13","Program","465",
"NOR","13-14","Program","465",
"NOR","14-15","Program","465",
"NOR","15-16","Program","465",
"NOR","12-13","Program","1015",
"NOR","13-14","Program","1015",
"NOR","14-15","Program","1015",
"NOR","15-16","Program","1015",
"NOR","12-13","Program","465",
"NOR","13-14","Program","465",
"NOR","14-15","Program","465",
"NOR","15-16","Program","465",
"NOR","12-13","Program","1016",
"NOR","13-14","Program","1016",
"NOR","14-15","Program","1016",
"NOR","15-16","Program","1016",
"NOR","12-13","Program","1017",
"NOR","13-14","Program","1017",
"NOR","14-15","Program","1017",
"NOR","15-16","Program","1017",
"NOR","12-13","Program","109","15"
"NOR","13-14","Program","109",
"NOR","14-15","Program","109","11"
"NOR","15-16","Program","109",
"NOR","12-13","Program","110","20"
"NOR","13-14","Program","110","31"
"NOR","14-15","Program","110","22"
"NOR","15-16","Program","110","25"
"NOR","12-13","Program","118","48"
"NOR","13-14","Program","118","60"
"NOR","14-15","Program","118","55"
"NOR","15-16","Program","118","65"
"NOR","12-13","Program","121","30"
"NOR","13-14","Program","121","30"
"NOR","14-15","Program","121","30"
"NOR","15-16","Program","121","35"
"NOR","12-13","Program","123","43"
"NOR","13-14","Program","123","34"
"NOR","14-15","Program","123","33"
"NOR","15-16","Program","123","31"
"NOR","12-13","Program","125","90"
"NOR","13-14","Program","125","94"
"NOR","14-15","Program","125","74"
"NOR","15-16","Program","125","67"
"NOR","12-13","Program","170","37"
"NOR","13-14","Program","170","31"
"NOR","14-15","Program","170","49"
"NOR","15-16","Program","170","47"
"NOR","12-13","Program","126",
"NOR","13-14","Program","126",
"NOR","14-15","Program","126",
"NOR","15-16","Program","126","11"
"NOR","12-13","Program","1018",
"NOR","13-14","Program","1018",
"NOR","14-15","Program","1018",
"NOR","15-16","Program","1018",
"NOR","12-13","Program","136","131"
"NOR","13-14","Program","136","130"
"NOR","14-15","Program","136","130"
"NOR","15-16","Program","136","131"
"NOR","12-13","Program","142","38"
"NOR","13-14","Program","142","38"
"NOR","14-15","Program","142","27"
"NOR","15-16","Program","142","33"
"NOR","12-13","Program","143","107"
"NOR","13-14","Program","143","125"
"NOR","14-15","Program","143","116"
"NOR","15-16","Program","143","129"
"NOR","12-13","Program","1019","32"
"NOR","13-14","Program","1019","20"
"NOR","14-15","Program","1019","26"
"NOR","15-16","Program","1019","14"
"NOR","12-13","Program","184",
"NOR","13-14","Program","184","19"
"NOR","14-15","Program","184","26"
"NOR","15-16","Program","184","24"
"NOR","12-13","Program","1020",
"NOR","13-14","Program","1020",
"NOR","14-15","Program","1020",
"NOR","15-16","Program","1020",
"SAU","12-13","Program","1021","49"
"SAU","13-14","Program","1021","43"
"SAU","14-15","Program","1021","43"
"SAU","15-16","Program","1021","32"
"SAU","12-13","Program","230","28"
"SAU","13-14","Program","230","31"
"SAU","14-15","Program","230","24"
"SAU","15-16","Program","230","21"
"SAU","12-13","Program","1022","195"
"SAU","13-14","Program","1022","183"
"SAU","14-15","Program","1022","169"
"SAU","15-16","Program","1022","178"
"SAU","12-13","Program","24","37"
"SAU","13-14","Program","24","44"
"SAU","14-15","Program","24","58"
"SAU","15-16","Program","24","57"
"SAU","12-13","Program","25","34"
"SAU","13-14","Program","25","32"
"SAU","14-15","Program","25","30"
"SAU","15-16","Program","25","29"
"SAU","12-13","Program","39","89"
"SAU","13-14","Program","39","96"
"SAU","14-15","Program","39","82"
"SAU","15-16","Program","39","70"
"SAU","12-13","Program","189","38"
"SAU","13-14","Program","189","37"
"SAU","14-15","Program","189","31"
"SAU","15-16","Program","189","27"
"SAU","12-13","Program","153","216"
"SAU","13-14","Program","153","221"
"SAU","14-15","Program","153","235"
"SAU","15-16","Program","153","248"
"SAU","12-13","Program","378","17"
"SAU","13-14","Program","378","30"
"SAU","14-15","Program","378","40"
"SAU","15-16","Program","378","36"
"SAU","12-13","Program","43","41"
"SAU","13-14","Program","43","44"
"SAU","14-15","Program","43","32"
"SAU","15-16","Program","43","36"
"SAU","12-13","Program","190",
"SAU","13-14","Program","190","15"
"SAU","14-15","Program","190",
"SAU","15-16","Program","190","16"
"SAU","12-13","Program","569","23"
"SAU","13-14","Program","569","19"
"SAU","14-15","Program","569",
"SAU","15-16","Program","569","16"
"SAU","12-13","Program","50","19"
"SAU","13-14","Program","50","25"
"SAU","14-15","Program","50","26"
"SAU","15-16","Program","50","21"
"SAU","12-13","Program","51","22"
"SAU","13-14","Program","51","12"
"SAU","14-15","Program","51",
"SAU","15-16","Program","51","15"
"SAU","12-13","Program","1023",
"SAU","13-14","Program","1023","26"
"SAU","14-15","Program","1023","46"
"SAU","15-16","Program","1023","36"
"SAU","12-13","Program","1024","34"
"SAU","13-14","Program","1024","29"
"SAU","14-15","Program","1024","24"
"SAU","15-16","Program","1024","16"
"SAU","12-13","Program","57","75"
"SAU","13-14","Program","57","93"
"SAU","14-15","Program","57","70"
"SAU","15-16","Program","57","65"
"SAU","12-13","Program","1025","17"
"SAU","13-14","Program","1025",
"SAU","14-15","Program","1025",
"SAU","15-16","Program","1025",
"SAU","12-13","Program","1026","34"
"SAU","13-14","Program","1026","38"
"SAU","14-15","Program","1026","51"
"SAU","15-16","Program","1026","46"
"SAU","12-13","Program","1027","45"
"SAU","13-14","Program","1027","55"
"SAU","14-15","Program","1027","50"
"SAU","15-16","Program","1027","62"
"SAU","12-13","Program","1028","13"
"SAU","13-14","Program","1028","19"
"SAU","14-15","Program","1028","15"
"SAU","15-16","Program","1028","18"
"SAU","12-13","Program","64","25"
"SAU","13-14","Program","64","26"
"SAU","14-15","Program","64","22"
"SAU","15-16","Program","64","19"
"SAU","12-13","Program","1029","95"
"SAU","13-14","Program","1029","93"
"SAU","14-15","Program","1029","103"
"SAU","15-16","Program","1029","102"
"SAU","12-13","Program","66","26"
"SAU","13-14","Program","66","31"
"SAU","14-15","Program","66","30"
"SAU","15-16","Program","66","38"
"SAU","12-13","Program","1030","18"
"SAU","13-14","Program","1030","23"
"SAU","14-15","Program","1030","36"
"SAU","15-16","Program","1030","51"
"SAU","12-13","Program","71","28"
"SAU","13-14","Program","71","20"
"SAU","14-15","Program","71","15"
"SAU","15-16","Program","71","16"
"SAU","12-13","Program","73","50"
"SAU","13-14","Program","73","36"
"SAU","14-15","Program","73","71"
"SAU","15-16","Program","73","34"
"SAU","12-13","Program","1031","20"
"SAU","13-14","Program","1031","11"
"SAU","14-15","Program","1031",
"SAU","15-16","Program","1031",
"SAU","12-13","Program","76","31"
"SAU","13-14","Program","76","29"
"SAU","14-15","Program","76","33"
"SAU","15-16","Program","76","31"
"SAU","12-13","Program","640",
"SAU","13-14","Program","640","27"
"SAU","14-15","Program","640","20"
"SAU","15-16","Program","640","17"
"SAU","12-13","Program","1032","38"
"SAU","13-14","Program","1032",
"SAU","14-15","Program","1032",
"SAU","15-16","Program","1032",
"SAU","12-13","Program","334","12"
"SAU","13-14","Program","334","12"
"SAU","14-15","Program","334","14"
"SAU","15-16","Program","334",
"SAU","12-13","Program","208","24"
"SAU","13-14","Program","208","29"
"SAU","14-15","Program","208","34"
"SAU","15-16","Program","208","43"
"SAU","12-13","Program","1033","43"
"SAU","13-14","Program","1033","48"
"SAU","14-15","Program","1033","49"
"SAU","15-16","Program","1033","51"
"SAU","12-13","Program","1034","44"
"SAU","13-14","Program","1034","55"
"SAU","14-15","Program","1034","52"
"SAU","15-16","Program","1034","38"
"SAU","12-13","Program","1035",
"SAU","13-14","Program","1035",
"SAU","14-15","Program","1035",
"SAU","15-16","Program","1035","11"
"SAU","12-13","Program","1036",
"SAU","13-14","Program","1036",
"SAU","14-15","Program","1036","13"
"SAU","15-16","Program","1036",
"SAU","12-13","Program","1037",
"SAU","13-14","Program","1037","13"
"SAU","14-15","Program","1037",
"SAU","15-16","Program","1037",
"SAU","12-13","Program","1038","33"
"SAU","13-14","Program","1038","42"
"SAU","14-15","Program","1038","40"
"SAU","15-16","Program","1038","29"
"SAU","12-13","Program","1039","32"
"SAU","13-14","Program","1039","40"
"SAU","14-15","Program","1039","37"
"SAU","15-16","Program","1039","32"
"SAU","12-13","Program","1040","32"
"SAU","13-14","Program","1040","30"
"SAU","14-15","Program","1040","31"
"SAU","15-16","Program","1040","26"
"SAU","12-13","Program","1041","18"
"SAU","13-14","Program","1041",
"SAU","14-15","Program","1041","17"
"SAU","15-16","Program","1041","11"
"SAU","12-13","Program","1041",
"SAU","13-14","Program","1041","16"
"SAU","14-15","Program","1041",
"SAU","15-16","Program","1041",
"SAU","12-13","Program","468","64"
"SAU","13-14","Program","468","58"
"SAU","14-15","Program","468","53"
"SAU","15-16","Program","468","62"
"SAU","12-13","Program","109","24"
"SAU","13-14","Program","109","24"
"SAU","14-15","Program","109","34"
"SAU","15-16","Program","109","19"
"SAU","12-13","Program","1042","17"
"SAU","13-14","Program","1042","10"
"SAU","14-15","Program","1042",
"SAU","15-16","Program","1042","12"
"SAU","12-13","Program","121","56"
"SAU","13-14","Program","121","73"
"SAU","14-15","Program","121","54"
"SAU","15-16","Program","121","34"
"SAU","12-13","Program","167","43"
"SAU","13-14","Program","167","42"
"SAU","14-15","Program","167","31"
"SAU","15-16","Program","167","21"
"SAU","12-13","Program","123","116"
"SAU","13-14","Program","123","90"
"SAU","14-15","Program","123","70"
"SAU","15-16","Program","123","78"
"SAU","12-13","Program","125","127"
"SAU","13-14","Program","125","151"
"SAU","14-15","Program","125","133"
"SAU","15-16","Program","125","150"
"SAU","12-13","Program","170","76"
"SAU","13-14","Program","170","90"
"SAU","14-15","Program","170","80"
"SAU","15-16","Program","170","81"
"SAU","12-13","Program","1043","25"
"SAU","13-14","Program","1043","37"
"SAU","14-15","Program","1043","25"
"SAU","15-16","Program","1043","34"
"SAU","12-13","Program","1044",
"SAU","13-14","Program","1044","14"
"SAU","14-15","Program","1044",
"SAU","15-16","Program","1044","15"
"SAU","12-13","Program","1045","11"
"SAU","13-14","Program","1045",
"SAU","14-15","Program","1045",
"SAU","15-16","Program","1045",
"SAU","12-13","Program","1046",
"SAU","13-14","Program","1046",
"SAU","14-15","Program","1046","31"
"SAU","15-16","Program","1046","17"
"SAU","12-13","Program","1047",
"SAU","13-14","Program","1047","22"
"SAU","14-15","Program","1047",
"SAU","15-16","Program","1047",
"SAU","12-13","Program","136","58"
"SAU","13-14","Program","136","57"
"SAU","14-15","Program","136","51"
"SAU","15-16","Program","136","67"
"SAU","12-13","Program","1048","44"
"SAU","13-14","Program","1048","46"
"SAU","14-15","Program","1048","45"
"SAU","15-16","Program","1048","49"
"SAU","12-13","Program","1049","32"
"SAU","13-14","Program","1049","23"
"SAU","14-15","Program","1049","21"
"SAU","15-16","Program","1049","21"
"SAU","12-13","Program","396","23"
"SAU","13-14","Program","396",
"SAU","14-15","Program","396","16"
"SAU","15-16","Program","396","15"
"SEN","12-13","Program","1050",
"SEN","13-14","Program","1050",
"SEN","14-15","Program","1050",
"SEN","15-16","Program","1050","13"
"SEN","12-13","Program","1051","39"
"SEN","13-14","Program","1051","42"
"SEN","14-15","Program","1051","37"
"SEN","15-16","Program","1051","46"
"SEN","12-13","Program","1052","649"
"SEN","13-14","Program","1052","602"
"SEN","14-15","Program","1052","509"
"SEN","15-16","Program","1052","441"
"SEN","12-13","Program","1053","599"
"SEN","13-14","Program","1053","580"
"SEN","14-15","Program","1053","540"
"SEN","15-16","Program","1053","550"
"SEN","12-13","Program","1054","114"
"SEN","13-14","Program","1054","118"
"SEN","14-15","Program","1054","94"
"SEN","15-16","Program","1054","113"
"SEN","12-13","Program","1055","19"
"SEN","13-14","Program","1055","21"
"SEN","14-15","Program","1055","15"
"SEN","15-16","Program","1055","15"
"SEN","12-13","Program","1056","54"
"SEN","13-14","Program","1056","72"
"SEN","14-15","Program","1056","76"
"SEN","15-16","Program","1056","73"
"SEN","12-13","Program","1057","32"
"SEN","13-14","Program","1057","29"
"SEN","14-15","Program","1057","26"
"SEN","15-16","Program","1057","23"
"SEN","12-13","Program","5","123"
"SEN","13-14","Program","5","122"
"SEN","14-15","Program","5","137"
"SEN","15-16","Program","5","161"
"SEN","12-13","Program","1058","70"
"SEN","13-14","Program","1058","97"
"SEN","14-15","Program","1058","99"
"SEN","15-16","Program","1058","65"
"SEN","12-13","Program","1059","105"
"SEN","13-14","Program","1059","140"
"SEN","14-15","Program","1059","110"
"SEN","15-16","Program","1059","103"
"SEN","12-13","Program","1060",
"SEN","13-14","Program","1060",
"SEN","14-15","Program","1060",
"SEN","15-16","Program","1060","43"
"SEN","12-13","Program","1061","77"
"SEN","13-14","Program","1061","134"
"SEN","14-15","Program","1061","140"
"SEN","15-16","Program","1061","157"
"SEN","12-13","Program","1062","223"
"SEN","13-14","Program","1062","241"
"SEN","14-15","Program","1062","259"
"SEN","15-16","Program","1062","230"
"SEN","12-13","Program","1063","243"
"SEN","13-14","Program","1063","343"
"SEN","14-15","Program","1063","354"
"SEN","15-16","Program","1063","316"
"SEN","12-13","Program","1064","72"
"SEN","13-14","Program","1064","159"
"SEN","14-15","Program","1064","178"
"SEN","15-16","Program","1064","190"
"SEN","12-13","Program","1065","125"
"SEN","13-14","Program","1065","114"
"SEN","14-15","Program","1065","136"
"SEN","15-16","Program","1065","125"
"SEN","12-13","Program","1066","144"
"SEN","13-14","Program","1066","144"
"SEN","14-15","Program","1066","122"
"SEN","15-16","Program","1066","109"
"SEN","12-13","Program","1067","230"
"SEN","13-14","Program","1067","289"
"SEN","14-15","Program","1067","314"
"SEN","15-16","Program","1067","319"
"SEN","12-13","Program","1068","56"
"SEN","13-14","Program","1068","144"
"SEN","14-15","Program","1068","205"
"SEN","15-16","Program","1068","239"
"SEN","12-13","Program","1069","0"
"SEN","13-14","Program","1069","15"
"SEN","14-15","Program","1069","18"
"SEN","15-16","Program","1069","26"
"SEN","12-13","Program","1070","100"
"SEN","13-14","Program","1070","112"
"SEN","14-15","Program","1070",
"SEN","15-16","Program","1070",
"SEN","12-13","Program","1070",
"SEN","13-14","Program","1070",
"SEN","14-15","Program","1070","138"
"SEN","15-16","Program","1070","151"
"SEN","12-13","Program","1071","167"
