"School","Year","Level","Metric","Value","Headcount"
"OTT","15-16","U","Program","9511",13
"OTT","12-13","U","Program","9514",15
"OTT","13-14","U","Program","9514",16
"OTT","14-15","U","Program","9514",14
"OTT","15-16","U","Program","9514",13
"OTT","12-13","U","Program","9516",46
"OTT","13-14","U","Program","9516",40
"OTT","14-15","U","Program","9516",40
"OTT","15-16","U","Program","9516",36
"OTT","12-13","U","Program","9517",25
"OTT","13-14","U","Program","9517",24
"OTT","14-15","U","Program","9517",29
"OTT","15-16","U","Program","9517",28
"OTT","12-13","U","Program","9519",14
"OTT","13-14","U","Program","9519",15
"OTT","15-16","U","Program","9519",12
"OTT","13-14","U","Program","9522",12
"OTT","15-16","U","Program","9522",10
"OTT","13-14","U","Program","9523",12
"OTT","14-15","U","Program","9523",13
"OTT","15-16","U","Program","9523",11
"OTT","13-14","U","Program","9525",10
"OTT","14-15","U","Program","9525",12
"OTT","15-16","U","Program","9525",13
"OTT","12-13","U","Program","9529",28
"OTT","13-14","U","Program","9529",39
"OTT","14-15","U","Program","9529",31
"OTT","15-16","U","Program","9529",40
"OTT","15-16","U","Program","9534",10
"OTT","12-13","U","Program","9542",12
"OTT","13-14","U","Program","9542",15
"OTT","14-15","U","Program","9542",10
"OTT","15-16","U","Program","9542",14
"OTT","13-14","U","Program","9545",10
"OTT","12-13","U","Program","9548",34
"OTT","13-14","U","Program","9548",29
"OTT","14-15","U","Program","9548",23
"OTT","15-16","U","Program","9548",31
"OTT","12-13","U","Program","9550",24
"OTT","13-14","U","Program","9550",28
"OTT","14-15","U","Program","9550",30
"OTT","15-16","U","Program","9550",26
"OTT","14-15","U","Program","9551",10
"OTT","15-16","U","Program","9551",11
"OTT","12-13","U","Program","9554",21
"OTT","13-14","U","Program","9554",29
"OTT","14-15","U","Program","9554",23
"OTT","15-16","U","Program","9554",25
"OTT","12-13","U","Program","9556",35
"OTT","13-14","U","Program","9556",34
"OTT","14-15","U","Program","9556",30
"OTT","15-16","U","Program","9556",34
"OTT","12-13","U","Program","9557",70
"OTT","13-14","U","Program","9557",68
"OTT","14-15","U","Program","9557",58
"OTT","15-16","U","Program","9557",54
"OTT","12-13","U","Program","9558",11
"OTT","13-14","U","Program","9558",13
"OTT","14-15","U","Program","9558",18
"OTT","15-16","U","Program","9558",11
"OTT","12-13","U","Program","9560",22
"OTT","13-14","U","Program","9560",25
"OTT","14-15","U","Program","9560",23
"OTT","15-16","U","Program","9560",20
"OTT","12-13","U","Program","9561",26
"OTT","13-14","U","Program","9561",34
"OTT","14-15","U","Program","9561",29
"OTT","15-16","U","Program","9561",31
"OTT","12-13","U","Program","9565",46
"OTT","13-14","U","Program","9565",41
"OTT","14-15","U","Program","9565",25
"OTT","15-16","U","Program","9565",29
"OTT","12-13","U","Program","9566",12
"OTT","13-14","U","Program","9566",15
"OTT","14-15","U","Program","9566",21
"OTT","15-16","U","Program","9566",14
"OTT","12-13","U","Program","9567",117
"OTT","13-14","U","Program","9567",127
"OTT","14-15","U","Program","9567",122
"OTT","15-16","U","Program","9567",113
"OTT","12-13","U","Program","9569",28
"OTT","13-14","U","Program","9569",26
"OTT","14-15","U","Program","9569",22
"OTT","15-16","U","Program","9569",25
"OTT","12-13","U","Program","9570",23
"OTT","13-14","U","Program","9570",14
"OTT","14-15","U","Program","9570",11
"OTT","15-16","U","Program","9570",11
"OTT","12-13","U","Program","9572",33
"OTT","13-14","U","Program","9572",31
"OTT","14-15","U","Program","9572",34
"OTT","15-16","U","Program","9572",48
"OTT","12-13","U","Program","9573",29
"OTT","13-14","U","Program","9573",29
"OTT","14-15","U","Program","9573",20
"OTT","15-16","U","Program","9573",21
"OTT","12-13","U","Program","9575",16
"OTT","13-14","U","Program","9575",11
"OTT","14-15","U","Program","9575",16
"OTT","15-16","U","Program","9575",16
"OTT","12-13","U","Program","9577",12
"OTT","13-14","U","Program","9577",10
"OTT","14-15","U","Program","9577",10
"OTT","15-16","U","Program","9577",14
"OTT","12-13","U","Program","9579",12
"OTT","13-14","U","Program","9579",14
"OTT","14-15","U","Program","9579",13
"OTT","13-14","U","Program","9581",13
"OTT","14-15","U","Program","9581",16
"OTT","15-16","U","Program","9581",16
"OTT","12-13","U","Program","9582",978
"OTT","13-14","U","Program","9582",978
"OTT","14-15","U","Program","9582",938
"OTT","15-16","U","Program","9582",956
"OTT","12-13","U","Program","9584",12
"OTT","13-14","U","Program","9584",23
"OTT","14-15","U","Program","9584",30
"OTT","15-16","U","Program","9584",29
"OTT","12-13","U","Program","9585",15
"OTT","13-14","U","Program","9585",16
"OTT","14-15","U","Program","9585",20
"OTT","15-16","U","Program","9585",21
"OTT","12-13","U","Program","9586",38
"OTT","13-14","U","Program","9586",33
"OTT","14-15","U","Program","9586",36
"OTT","15-16","U","Program","9586",36
"OTT","12-13","U","Program","9589",476
"OTT","13-14","U","Program","9589",434
"OTT","14-15","U","Program","9589",473
"OTT","15-16","U","Program","9589",512
"OTT","12-13","U","Program","9590",90
"OTT","13-14","U","Program","9590",100
"OTT","14-15","U","Program","9590",53
"OTT","15-16","U","Program","9590",38
"OTT","12-13","U","Program","9592",16
"OTT","13-14","U","Program","9592",16
"OTT","14-15","U","Program","9592",20
"OTT","15-16","U","Program","9592",15
"OTT","12-13","G","Program","9595",27
"OTT","13-14","G","Program","9595",27
"OTT","14-15","G","Program","9595",33
"OTT","15-16","G","Program","9595",17
"OTT","12-13","G","Program","9602",12
"OTT","13-14","G","Program","9602",17
"OTT","14-15","G","Program","9602",14
"OTT","15-16","G","Program","9602",18
"OTT","12-13","G","Program","9603",38
"OTT","13-14","G","Program","9603",37
"OTT","14-15","G","Program","9603",34
"OTT","15-16","G","Program","9603",19
"OTT","12-13","G","Program","9604",14
"OTT","13-14","G","Program","9604",36
"OTT","14-15","G","Program","9604",35
"OTT","15-16","G","Program","9604",36
"OTT","12-13","G","Program","9606",71
"OTT","13-14","G","Program","9606",82
"OTT","14-15","G","Program","9606",78
"OTT","15-16","G","Program","9606",89
"OTT","14-15","G","Program","9608",12
"OTT","12-13","G","Program","9609",44
"OTT","13-14","G","Program","9609",15
"OTT","12-13","G","Program","9612",47
"OTT","13-14","G","Program","9612",48
"OTT","14-15","G","Program","9612",40
"OTT","15-16","G","Program","9612",43
"OTT","12-13","G","Program","9614",15
"OTT","13-14","G","Program","9614",15
"OTT","14-15","G","Program","9614",29
"OTT","15-16","G","Program","9614",27
"OTT","12-13","G","Program","9615",23
"OTT","13-14","G","Program","9615",29
"OTT","14-15","G","Program","9615",29
"OTT","15-16","G","Program","9615",27
"OTT","13-14","G","Program","9620",12
"OTT","14-15","G","Program","9620",10
"OTT","12-13","G","Program","9622",75
"OTT","13-14","G","Program","9622",75
"OTT","14-15","G","Program","9622",56
"OTT","15-16","G","Program","9622",39
"OTT","12-13","G","Program","9623",52
"OTT","13-14","G","Program","9623",48
"OTT","14-15","G","Program","9623",68
"OTT","15-16","G","Program","9623",59
"OTT","12-13","G","Program","9624",75
"OTT","13-14","G","Program","9624",87
"OTT","14-15","G","Program","9624",114
"OTT","15-16","G","Program","9624",124
"OTT","12-13","G","Program","9628",57
"OTT","13-14","G","Program","9628",77
"OTT","14-15","G","Program","9628",83
"OTT","15-16","G","Program","9628",95
"OTT","12-13","G","Program","9629",97
"OTT","13-14","G","Program","9629",93
"OTT","14-15","G","Program","9629",80
"OTT","15-16","G","Program","9629",80
"OTT","12-13","G","Program","9632",14
"OTT","13-14","G","Program","9632",15
"OTT","14-15","G","Program","9632",19
"OTT","15-16","G","Program","9632",19
"OTT","12-13","G","Program","9634",16
"OTT","13-14","G","Program","9634",15
"OTT","14-15","G","Program","9634",14
"OTT","15-16","G","Program","9634",14
"OTT","13-14","G","Program","9638",13
"OTT","14-15","G","Program","9638",13
"OTT","12-13","G","Program","9642",20
"OTT","13-14","G","Program","9642",15
"OTT","14-15","G","Program","9642",14
"OTT","15-16","G","Program","9642",17
"OTT","13-14","G","Program","9644",12
"OTT","14-15","G","Program","9644",14
"OTT","15-16","G","Program","9644",11
"OTT","12-13","G","Program","9646",32
"OTT","13-14","G","Program","9646",33
"OTT","14-15","G","Program","9646",25
"OTT","15-16","G","Program","9646",27
"OTT","12-13","G","Program","9651",40
"OTT","13-14","G","Program","9651",31
"OTT","14-15","G","Program","9651",30
"OTT","15-16","G","Program","9651",33
"OTT","12-13","G","Program","9652",17
"OTT","13-14","G","Program","9652",22
"OTT","14-15","G","Program","9652",19
"OTT","15-16","G","Program","9652",22
"OTT","12-13","G","Program","9656",18
"OTT","13-14","G","Program","9656",18
"OTT","14-15","G","Program","9656",28
"OTT","15-16","G","Program","9656",24
"OTT","12-13","G","Program","9657",17
"OTT","13-14","G","Program","9657",13
"OTT","14-15","G","Program","9657",10
"OTT","12-13","G","Program","9662",15
"OTT","13-14","G","Program","9662",17
"OTT","14-15","G","Program","9662",22
"OTT","15-16","G","Program","9662",24
"OTT","12-13","G","Program","9665",54
"OTT","13-14","G","Program","9665",56
"OTT","14-15","G","Program","9665",51
"OTT","15-16","G","Program","9665",53
"OTT","12-13","G","Program","9666",32
"OTT","12-13","G","Program","9669",10
"OTT","12-13","G","Program","9671",35
"OTT","13-14","G","Program","9671",29
"OTT","14-15","G","Program","9671",32
"OTT","15-16","G","Program","9671",31
"OTT","12-13","G","Program","9678",10
"OTT","13-14","G","Program","9678",11
"OTT","12-13","G","Program","9679",25
"OTT","13-14","G","Program","9679",19
"OTT","14-15","G","Program","9679",17
"OTT","15-16","G","Program","9679",15
"OTT","15-16","G","Program","9680",10
"OTT","13-14","G","Program","9681",13
"OTT","14-15","G","Program","9681",14
"OTT","15-16","G","Program","9681",15
"OTT","13-14","G","Program","9682",12
"OTT","14-15","G","Program","9682",14
"OTT","15-16","G","Program","9682",12
"OTT","12-13","G","Program","9685",40
"OTT","13-14","G","Program","9685",40
"OTT","14-15","G","Program","9685",27
"OTT","15-16","G","Program","9685",25
"OTT","12-13","G","Program","9686",41
"OTT","13-14","G","Program","9686",42
"OTT","14-15","G","Program","9686",60
"OTT","15-16","G","Program","9686",51
"OTT","12-13","G","Program","9688",14
"OTT","13-14","G","Program","9688",10
"OTT","14-15","G","Program","9688",11
"OTT","12-13","G","Program","9689",61
"OTT","13-14","G","Program","9689",47
"OTT","14-15","G","Program","9689",50
"OTT","15-16","G","Program","9689",25
"OTT","12-13","G","Program","9690",20
"OTT","13-14","G","Program","9690",20
"OTT","14-15","G","Program","9690",25
"OTT","15-16","G","Program","9690",22
"OTT","12-13","G","Program","9691",91
"OTT","13-14","G","Program","9691",91
"OTT","14-15","G","Program","9691",94
"OTT","15-16","G","Program","9691",74
"OTT","12-13","G","Program","2525",157
"OTT","13-14","G","Program","2525",164
"OTT","14-15","G","Program","2525",147
"OTT","15-16","G","Program","2525",177
"OTT","12-13","U","Program","9697",632
"OTT","13-14","U","Program","9697",642
"OTT","14-15","U","Program","9697",646
"OTT","15-16","U","Program","9697",643
"OTT","12-13","G","Program","9705",26
"OTT","13-14","G","Program","9705",25
"OTT","14-15","G","Program","9705",22
"OTT","12-13","G","Program","9707",60
"OTT","13-14","G","Program","9707",72
"OTT","14-15","G","Program","9707",49
"OTT","15-16","G","Program","9707",61
"OTT","12-13","G","Program","9708",39
"OTT","13-14","G","Program","9708",49
"OTT","14-15","G","Program","9708",37
"OTT","15-16","G","Program","9708",22
"OTT","12-13","G","Program","9709",56
"OTT","13-14","G","Program","9709",39
"OTT","14-15","G","Program","9709",41
"OTT","15-16","G","Program","9709",14
"OTT","15-16","G","Program","9712",32
"OTT","15-16","G","Program","9714",23
"OTT","15-16","G","Program","9716",27
"OTT","12-13","G","Program","9717",29
"OTT","13-14","G","Program","9717",26
"OTT","12-13","G","Program","9718",39
"OTT","13-14","G","Program","9718",57
"OTT","14-15","G","Program","9718",52
"OTT","15-16","G","Program","9718",44
"OTT","12-13","G","Program","9720",40
"OTT","13-14","G","Program","9720",59
"OTT","14-15","G","Program","9720",71
"OTT","15-16","G","Program","9720",62
"OTT","12-13","G","Program","9721",102
"OTT","13-14","G","Program","9721",231
"OTT","14-15","G","Program","9721",230
"OTT","15-16","G","Program","9721",179
"OTT","12-13","G","Program","9722",83
"OTT","13-14","G","Program","9722",143
"OTT","14-15","G","Program","9722",142
"OTT","15-16","G","Program","9722",117
"OTT","12-13","G","Program","9723",21
"OTT","13-14","G","Program","9723",37
"OTT","14-15","G","Program","9723",46
"OTT","15-16","G","Program","9723",53
"OTT","12-13","G","Program","9724",35
"OTT","13-14","G","Program","9724",63
"OTT","14-15","G","Program","9724",87
"OTT","15-16","G","Program","9724",92
"OTT","12-13","G","Program","9726",13
"OTT","13-14","G","Program","9726",11
"OTT","14-15","G","Program","9726",11
"OTT","15-16","G","Program","9726",13
"OTT","12-13","G","Program","9727",35
"OTT","13-14","G","Program","9727",30
"OTT","14-15","G","Program","9727",36
"OTT","15-16","G","Program","9727",31
"OTT","12-13","G","Program","9728",27
"OTT","13-14","G","Program","9728",28
"OTT","14-15","G","Program","9728",32
"OTT","15-16","G","Program","9728",32
"OTT","12-13","G","Program","9729",31
"OTT","13-14","G","Program","9729",26
"OTT","14-15","G","Program","9729",24
"OTT","15-16","G","Program","9729",26
"OTT","12-13","G","Program","9731",26
"OTT","13-14","G","Program","9731",15
"OTT","14-15","G","Program","9731",20
"OTT","15-16","G","Program","9731",20
"OTT","14-15","G","Program","9732",10
"OTT","12-13","G","Program","9735",15
"OTT","13-14","G","Program","9735",13
"OTT","14-15","G","Program","9735",19
"OTT","15-16","G","Program","9735",15
"OTT","12-13","G","Program","9736",42
"OTT","13-14","G","Program","9736",39
"OTT","14-15","G","Program","9736",39
"OTT","15-16","G","Program","9736",34
"OTT","12-13","G","Program","9740",58
"OTT","13-14","G","Program","9740",47
"OTT","14-15","G","Program","9740",49
"OTT","15-16","G","Program","9740",52
"OTT","12-13","G","Program","9741",62
"OTT","13-14","G","Program","9741",63
"OTT","14-15","G","Program","9741",62
"OTT","15-16","G","Program","9741",55
"OTT","12-13","G","Program","9744",19
"OTT","13-14","G","Program","9744",20
"OTT","14-15","G","Program","9744",27
"OTT","15-16","G","Program","9744",32
"OTT","12-13","G","Program","9747",31
"OTT","13-14","G","Program","9747",30
"OTT","14-15","G","Program","9747",18
"OTT","14-15","G","Program","9748",19
"OTT","15-16","G","Program","9748",31
"OTT","12-13","G","Program","9749",38
"OTT","13-14","G","Program","9749",40
"OTT","14-15","G","Program","9749",46
"OTT","15-16","G","Program","9749",46
"OTT","12-13","G","Program","9750",15
"OTT","13-14","G","Program","9750",12
"OTT","14-15","G","Program","9750",12
"OTT","15-16","G","Program","9750",13
"OTT","12-13","G","Program","9752",39
"OTT","13-14","G","Program","9752",37
"OTT","14-15","G","Program","9752",39
"OTT","15-16","G","Program","9752",45
"OTT","12-13","G","Program","9753",29
"OTT","13-14","G","Program","9753",33
"OTT","14-15","G","Program","9753",45
"OTT","15-16","G","Program","9753",47
"OTT","12-13","G","Program","9755",25
"OTT","13-14","G","Program","9755",23
"OTT","14-15","G","Program","9755",25
"OTT","15-16","G","Program","9755",21
"OTT","12-13","G","Program","9756",24
"OTT","13-14","G","Program","9756",26
"OTT","14-15","G","Program","9756",30
"OTT","15-16","G","Program","9756",23
"OTT","12-13","G","Program","9758",29
"OTT","13-14","G","Program","9758",27
"OTT","14-15","G","Program","9758",34
"OTT","15-16","G","Program","9758",40
"OTT","12-13","G","Program","9759",32
"OTT","13-14","G","Program","9759",36
"OTT","14-15","G","Program","9759",37
"OTT","15-16","G","Program","9759",29
"OTT","12-13","G","Program","9760",28
"OTT","13-14","G","Program","9760",25
"OTT","14-15","G","Program","9760",16
"OTT","15-16","G","Program","9760",14
"OTT","12-13","G","Program","9762",56
"OTT","13-14","G","Program","9762",66
"OTT","14-15","G","Program","9762",55
"OTT","15-16","G","Program","9762",52
"OTT","12-13","G","Program","9765",18
"OTT","13-14","G","Program","9765",38
"OTT","14-15","G","Program","9765",45
"OTT","15-16","G","Program","9765",39
"OTT","12-13","G","Program","9767",17
"OTT","13-14","G","Program","9767",21
"OTT","14-15","G","Program","9767",26
"OTT","15-16","G","Program","9767",21
"OTT","12-13","G","Program","9768",19
"OTT","13-14","G","Program","9768",19
"OTT","14-15","G","Program","9768",19
"OTT","15-16","G","Program","9768",20
"OTT","12-13","G","Program","9770",78
"OTT","13-14","G","Program","9771",74
"OTT","14-15","G","Program","9771",74
"OTT","15-16","G","Program","9772",73
"OTT","12-13","G","Program","9773",51
"OTT","13-14","G","Program","9773",49
"OTT","14-15","G","Program","9773",49
"OTT","15-16","G","Program","9773",49
"OTT","12-13","G","Program","9775",69
"OTT","13-14","G","Program","9776",73
"OTT","14-15","G","Program","9776",74
"OTT","15-16","G","Program","9777",67
"OTT","12-13","G","Program","9780",25
"OTT","13-14","G","Program","9780",14
"OTT","15-16","G","Program","9780",11
"OTT","12-13","G","Program","9783",59
"OTT","13-14","G","Program","9783",43
"OTT","14-15","G","Program","9783",41
"OTT","15-16","G","Program","9783",44
"OTT","12-13","G","Program","9784",42
"OTT","13-14","G","Program","9784",33
"OTT","14-15","G","Program","9784",20
"OTT","15-16","G","Program","9784",29
"OTT","12-13","G","Program","9785",133
"OTT","13-14","G","Program","9785",111
"OTT","14-15","G","Program","9785",113
"OTT","15-16","G","Program","9785",108
"OTT","12-13","G","Program","9788",33
"OTT","13-14","G","Program","9788",43
"OTT","14-15","G","Program","9788",42
"OTT","15-16","G","Program","9788",35
"OTT","12-13","G","Program","9790",12
"OTT","13-14","G","Program","9790",19
"OTT","14-15","G","Program","9790",28
"OTT","15-16","G","Program","9790",20
"OTT","12-13","G","Program","9791",14
"OTT","13-14","G","Program","9791",16
"OTT","14-15","G","Program","9791",19
"OTT","15-16","G","Program","9791",17
"OTT","12-13","G","Program","9792",26
"OTT","13-14","G","Program","9792",16
"OTT","14-15","G","Program","9792",18
"OTT","15-16","G","Program","9792",20
"OTT","12-13","G","Program","9796",48
"OTT","13-14","G","Program","9796",43
"OTT","14-15","G","Program","9796",49
"OTT","15-16","G","Program","9796",56
"OTT","12-13","G","Program","9799",16
"OTT","13-14","G","Program","9799",18
"OTT","14-15","G","Program","9799",17
"OTT","15-16","G","Program","9799",19
"OTT","12-13","G","Program","9801",20
"OTT","13-14","G","Program","9801",21
"OTT","14-15","G","Program","9801",18
"OTT","15-16","G","Program","9801",15
"OTT","12-13","G","Program","9806",37
"OTT","13-14","G","Program","9806",33
"OTT","14-15","G","Program","9806",37
"OTT","15-16","G","Program","9806",57
"OTT","12-13","G","Program","9810",33
"OTT","13-14","G","Program","9810",38
"OTT","14-15","G","Program","9810",31
"OTT","15-16","G","Program","9810",32
"OTT","12-13","G","Program","9811",16
"OTT","13-14","G","Program","9811",16
"OTT","14-15","G","Program","9811",16
"OTT","15-16","G","Program","9811",12
"OTT","12-13","G","Program","9812",35
"OTT","13-14","G","Program","9812",33
"OTT","14-15","G","Program","9812",36
"OTT","15-16","G","Program","9812",34
"OTT","12-13","G","Program","9813",11
"OTT","13-14","G","Program","9813",13
"OTT","14-15","G","Program","9813",15
"OTT","15-16","G","Program","9813",15
"OTT","12-13","G","Program","9814",16
"OTT","13-14","G","Program","9814",13
"OTT","14-15","G","Program","9814",20
"OTT","15-16","G","Program","9814",18
"OTT","12-13","G","Program","9815",23
"OTT","13-14","G","Program","9815",27
"OTT","14-15","G","Program","9815",27
"OTT","15-16","G","Program","9815",25
"OTT","12-13","G","Program","9816",57
"OTT","13-14","G","Program","9816",58
"OTT","14-15","G","Program","9816",62
"OTT","15-16","G","Program","9816",59
"OTT","12-13","G","Program","9818",10
"OTT","12-13","G","Program","9819",53
"OTT","13-14","G","Program","9819",62
"OTT","14-15","G","Program","9819",68
"OTT","15-16","G","Program","9819",73
"OTT","12-13","G","Program","9820",87
"OTT","13-14","G","Program","9820",85
"OTT","14-15","G","Program","9820",82
"OTT","15-16","G","Program","9820",76
"OTT","12-13","G","Program","9823",47
"OTT","13-14","G","Program","9823",58
"OTT","14-15","G","Program","9823",53
"OTT","15-16","G","Program","9823",50
"OTT","15-16","G","Program","9826",14
"OTT","12-13","G","Program","9827",17
"OTT","13-14","G","Program","9827",22
"OTT","14-15","G","Program","9827",27
"OTT","15-16","G","Program","9827",29
"OTT","15-16","G","Program","9828",25
"OTT","14-15","G","Program","9829",17
"OTT","13-14","G","Program","9830",10
"OTT","14-15","G","Program","9830",13
"OTT","15-16","G","Program","9830",16
"OTT","12-13","G","Program","9833",35
"OTT","13-14","G","Program","9833",42
"OTT","14-15","G","Program","9833",50
"OTT","15-16","G","Program","9833",66
"OTT","12-13","G","Program","9834",10
"OTT","13-14","G","Program","9834",10
"OTT","14-15","G","Program","9834",11
"OTT","12-13","G","Program","9837",33
"OTT","13-14","G","Program","9837",40
"OTT","14-15","G","Program","9837",41
"OTT","15-16","G","Program","9837",36
"OTT","12-13","G","Program","9842",29
"OTT","13-14","G","Program","9842",29
"OTT","14-15","G","Program","9842",29
"OTT","15-16","G","Program","9842",25
"OTT","12-13","G","Program","9844",107
"OTT","13-14","G","Program","9844",104
"OTT","14-15","G","Program","9844",106
"OTT","15-16","G","Program","9844",104
"OTT","14-15","G","Program","9846",13
"OTT","15-16","G","Program","9846",33
"OTT","12-13","G","Program","9848",38
"OTT","13-14","G","Program","9848",22
"OTT","14-15","G","Program","9848",23
"OTT","15-16","G","Program","9848",21
"OTT","14-15","G","Program","9849",10
"OTT","15-16","G","Program","9849",17
"OTT","12-13","G","Program","9850",15
"OTT","13-14","G","Program","9850",20
"OTT","14-15","G","Program","9850",25
"OTT","15-16","G","Program","9850",28
"OTT","12-13","G","Program","9853",15
"OTT","13-14","G","Program","9853",19
"OTT","14-15","G","Program","9853",19
"OTT","15-16","G","Program","9853",19
"OTT","12-13","G","Program","9855",35
"OTT","13-14","G","Program","9855",31
"OTT","14-15","G","Program","9855",27
"OTT","15-16","G","Program","9855",24
"OTT","12-13","G","Program","9858",56
"OTT","13-14","G","Program","9858",56
"OTT","14-15","G","Program","9858",62
"OTT","15-16","G","Program","9858",66
"OTT","12-13","G","Program","9859",29
"OTT","13-14","G","Program","9859",28
"OTT","14-15","G","Program","9859",30
"OTT","15-16","G","Program","9859",23
"OTT","12-13","G","Program","9860",41
"OTT","13-14","G","Program","9860",43
"OTT","14-15","G","Program","9860",52
"OTT","15-16","G","Program","9860",54
"OTT","12-13","G","Program","9861",16
"OTT","13-14","G","Program","9861",10
"OTT","14-15","G","Program","9861",13
"OTT","15-16","G","Program","9861",15
"OTT","12-13","G","Program","9863",17
"OTT","13-14","G","Program","9863",24
"OTT","14-15","G","Program","9863",25
"OTT","15-16","G","Program","9863",28
"OTT","12-13","G","Program","9864",39
"OTT","13-14","G","Program","9864",38
"OTT","14-15","G","Program","9864",41
"OTT","15-16","G","Program","9864",37
"OTT","12-13","G","Program","9865",33
"OTT","13-14","G","Program","9865",35
"OTT","14-15","G","Program","9865",32
"OTT","15-16","G","Program","9865",31
"OTT","12-13","G","Program","9866",24
"OTT","13-14","G","Program","9866",21
"OTT","14-15","G","Program","9866",25
"OTT","15-16","G","Program","9866",25
"OTT","12-13","G","Program","9867",35
"OTT","13-14","G","Program","9867",29
"OTT","14-15","G","Program","9867",28
"OTT","15-16","G","Program","9867",19
"OTT","12-13","G","Program","9868",28
"OTT","13-14","G","Program","9868",31
"OTT","14-15","G","Program","9868",40
"OTT","15-16","G","Program","9868",43
"OTT","12-13","G","Program","9871",33
"OTT","13-14","G","Program","9871",26
"OTT","14-15","G","Program","9871",24
"OTT","15-16","G","Program","9871",20
"OTT","12-13","G","Program","9872",45
"OTT","13-14","G","Program","9872",39
"OTT","14-15","G","Program","9872",35
"OTT","15-16","G","Program","9872",43
"OTT","12-13","G","Program","9873",75
"OTT","13-14","G","Program","9873",77
"OTT","14-15","G","Program","9873",80
"OTT","15-16","G","Program","9873",70
"OTT","12-13","G","Program","9875",41
"OTT","13-14","G","Program","9875",46
"OTT","14-15","G","Program","9875",44
"OTT","15-16","G","Program","9875",45
"OTT","12-13","G","Program","9879",54
"OTT","13-14","G","Program","9879",69
"OTT","14-15","G","Program","9879",71
"OTT","15-16","G","Program","9879",73
"OTT","12-13","G","Program","9880",13
"OTT","13-14","G","Program","9880",15
"OTT","14-15","G","Program","9880",18
"OTT","15-16","G","Program","9880",26
"OTT","12-13","G","Program","9881",17
"OTT","13-14","G","Program","9881",18
"OTT","14-15","G","Program","9881",21
"OTT","15-16","G","Program","9881",15
"OTT","12-13","G","Program","9882",12
"OTT","13-14","G","Program","9882",12
"OTT","14-15","G","Program","9882",12
"OTT","15-16","G","Program","9882",17
"OTT","12-13","G","Program","9885",44
"OTT","13-14","G","Program","9886",41
"OTT","14-15","G","Program","9886",42
"OTT","15-16","G","Program","9886",39
"OTT","12-13","G","Program","9887",18
"OTT","13-14","G","Program","9887",21
"OTT","14-15","G","Program","9887",21
"OTT","15-16","G","Program","9887",18
"OTT","12-13","G","Program","9894",21
"OTT","13-14","G","Program","9894",26
"OTT","14-15","G","Program","9894",29
"OTT","15-16","G","Program","9894",28
"OTT","12-13","G","Program","9895",19
"OTT","13-14","G","Program","9895",20
"OTT","14-15","G","Program","9895",23
"OTT","15-16","G","Program","9895",28
"OTT","12-13","G","Program","9901",65
"OTT","13-14","G","Program","9901",57
"OTT","14-15","G","Program","9901",54
"OTT","15-16","G","Program","9901",55
"OTT","12-13","U","Program","9946",25
"OTT","13-14","U","Program","9946",25
"OTT","15-16","U","Program","9946",14
"OTT","12-13","U","Program","9949",64
"OTT","13-14","U","Program","9949",68
"OTT","14-15","U","Program","9949",61
"OTT","15-16","U","Program","9949",61
"OTT","15-16","U","Program","9950",12
"OTT","12-13","U","Program","9951",30
"OTT","13-14","U","Program","9951",31
"OTT","14-15","U","Program","9951",35
"OTT","15-16","U","Program","9951",32
"OTT","12-13","U","Program","9957",14
"OTT","13-14","U","Program","9957",15
"OTT","14-15","U","Program","9957",14
"OTT","15-16","U","Program","9957",18
"OTT","12-13","U","Program","9958",51
"OTT","13-14","U","Program","9958",51
"OTT","14-15","U","Program","9958",47
"OTT","15-16","U","Program","9958",46
"OTT","12-13","U","Program","9960",46
"OTT","13-14","U","Program","9960",48
"OTT","14-15","U","Program","9960",52
"OTT","15-16","U","Program","9960",53
"OTT","12-13","U","Program","9962",140
"OTT","13-14","U","Program","9962",153
"OTT","14-15","U","Program","9962",151
"OTT","15-16","U","Program","9962",155
"OTT","12-13","U","Program","9964",32
"OTT","13-14","U","Program","9964",37
"OTT","14-15","U","Program","9964",34
"OTT","15-16","U","Program","9964",38
"OTT","12-13","U","Program","9972",11
"OTT","13-14","U","Program","9972",10
"OTT","14-15","U","Program","9972",12
"OTT","15-16","U","Program","9972",12
"OTT","12-13","U","Program","9974",75
"OTT","13-14","U","Program","9974",78
"OTT","14-15","U","Program","9974",80
"OTT","15-16","U","Program","9974",81
"OTT","13-14","U","Program","9975",15
"OTT","14-15","U","Program","9975",12
"OTT","15-16","U","Program","9975",11
"OTT","12-13","U","Program","9976",10
"OTT","14-15","U","Program","9976",12
"OTT","12-13","U","Program","9980",17
"OTT","13-14","U","Program","9980",16
"OTT","14-15","U","Program","9980",14
"OTT","15-16","U","Program","9980",17
"OTT","12-13","U","Program","9981",22
"OTT","13-14","U","Program","9981",24
"OTT","14-15","U","Program","9981",24
"OTT","15-16","U","Program","9981",26
"OTT","12-13","U","Program","9983",39
"OTT","13-14","U","Program","9983",39
"OTT","14-15","U","Program","9983",46
"OTT","15-16","U","Program","9983",42
"OTT","12-13","U","Program","9984",19
"OTT","13-14","U","Program","9984",20
"OTT","14-15","U","Program","9984",19
"OTT","15-16","U","Program","9984",21
"OTT","12-13","U","Program","9985",16
"OTT","13-14","U","Program","9985",14
