"AcademicYear","University","Question","StudentYear","Score","Percentage"
2011,"LAK","Q2","Sr","S3",.36
2011,"LAK","Q2","Sr","S2",.41
2011,"LAK","Q2","Sr","S1",.17
2011,"LAK","Q2","Sr","S0",.06
2011,"LAU","Q2","Sr","S3",.351
2011,"LAU","Q2","Sr","S2",.401
2011,"LAU","Q2","Sr","S1",.153
2011,"LAU","Q2","Sr","S0",.095
2011,"MCM","Q2","Sr","S3",.403
2011,"MCM","Q2","Sr","S2",.405
2011,"MCM","Q2","Sr","S1",.148
2011,"MCM","Q2","Sr","S0",.044
2011,"NIP","Q2","Sr","S3",.47
2011,"NIP","Q2","Sr","S2",.35
2011,"NIP","Q2","Sr","S1",.14
2011,"NIP","Q2","Sr","S0",.04
2011,"OCA","Q2","Sr","S3",.37
2011,"OCA","Q2","Sr","S2",.39
2011,"OCA","Q2","Sr","S1",.18
2011,"OCA","Q2","Sr","S0",.06
2011,"OTT","Q2","Sr","S3",.21
2011,"OTT","Q2","Sr","S2",.47
2011,"OTT","Q2","Sr","S1",.23
2011,"OTT","Q2","Sr","S0",.09
2011,"UOI","Q2","Sr","S3",.29
2011,"UOI","Q2","Sr","S2",.49
2011,"UOI","Q2","Sr","S1",.15
2011,"UOI","Q2","Sr","S0",.07
2011,"QUE","Q2","Sr","S3",.55
2011,"QUE","Q2","Sr","S2",.29
2011,"QUE","Q2","Sr","S1",.11
2011,"QUE","Q2","Sr","S0",.05
2011,"RYE","Q2","Sr","S3",.35
2011,"RYE","Q2","Sr","S2",.43
2011,"RYE","Q2","Sr","S1",.16
2011,"RYE","Q2","Sr","S0",.06
2011,"TAC","Q2","Sr","S3",.307
2011,"TAC","Q2","Sr","S2",.386
2011,"TAC","Q2","Sr","S1",.203
2011,"TAC","Q2","Sr","S0",.105
2011,"TSG","Q2","Sr","S3",.319
2011,"TSG","Q2","Sr","S2",.381
2011,"TSG","Q2","Sr","S1",.198
2011,"TSG","Q2","Sr","S0",.102
2011,"TMI","Q2","Sr","S3",.266
2011,"TMI","Q2","Sr","S2",.41
2011,"TMI","Q2","Sr","S1",.197
2011,"TMI","Q2","Sr","S0",.127
2011,"TSC","Q2","Sr","S3",.302
2011,"TSC","Q2","Sr","S2",.385
2011,"TSC","Q2","Sr","S1",.221
2011,"TSC","Q2","Sr","S0",.092
2011,"TRE","Q2","Sr","S3",.483
2011,"TRE","Q2","Sr","S2",.359
2011,"TRE","Q2","Sr","S1",.114
2011,"TRE","Q2","Sr","S0",.044
2011,"WAT","Q2","Sr","S3",.37
2011,"WAT","Q2","Sr","S2",.41
2011,"WAT","Q2","Sr","S1",.15
2011,"WAT","Q2","Sr","S0",.07
2011,"WMC","Q2","Sr","S3",.49
2011,"WMC","Q2","Sr","S2",.35
2011,"WMC","Q2","Sr","S1",.12
2011,"WMC","Q2","Sr","S0",.04
2011,"WBC","Q2","Sr","S3",.58
2011,"WBC","Q2","Sr","S2",.36
2011,"WBC","Q2","Sr","S1",.05
2011,"WBC","Q2","Sr","S0",.01
2011,"WHC","Q2","Sr","S3",.75
2011,"WHC","Q2","Sr","S2",.19
2011,"WHC","Q2","Sr","S1",.05
2011,"WHC","Q2","Sr","S0",.01
2011,"WKC","Q2","Sr","S3",.6
2011,"WKC","Q2","Sr","S2",.29
2011,"WKC","Q2","Sr","S1",.08
2011,"WKC","Q2","Sr","S0",.03
2011,"WLA","Q2","Sr","S3",.46
2011,"WLA","Q2","Sr","S2",.34
2011,"WLA","Q2","Sr","S1",.15
2011,"WLA","Q2","Sr","S0",.05
2011,"WIN","Q2","Sr","S3",.29
2011,"WIN","Q2","Sr","S2",.47
2011,"WIN","Q2","Sr","S1",.17
2011,"WIN","Q2","Sr","S0",.07
2011,"YOR","Q2","Sr","S3",.224
2011,"YOR","Q2","Sr","S2",.414
2011,"YOR","Q2","Sr","S1",.237
2011,"YOR","Q2","Sr","S0",.125
2008,"BRO","Q2","Sr","S3",.373
2008,"BRO","Q2","Sr","S2",.418
2008,"BRO","Q2","Sr","S1",.155
2008,"BRO","Q2","Sr","S0",.054
2008,"CAR","Q2","Sr","S3",.33
2008,"CAR","Q2","Sr","S2",.45
2008,"CAR","Q2","Sr","S1",.167
2008,"CAR","Q2","Sr","S0",.053
2008,"GUE","Q2","Sr","S3",.54
2008,"GUE","Q2","Sr","S2",.34
2008,"GUE","Q2","Sr","S1",.1
2008,"GUE","Q2","Sr","S0",.03
2008,"LAK","Q2","Sr","S3",.31
2008,"LAK","Q2","Sr","S2",.41
2008,"LAK","Q2","Sr","S1",.21
2008,"LAK","Q2","Sr","S0",.07
2008,"LAU","Q2","Sr","S3",.33
2008,"LAU","Q2","Sr","S2",.45
2008,"LAU","Q2","Sr","S1",.13
2008,"LAU","Q2","Sr","S0",.09
2008,"MCM","Q2","Sr","S3",.45
2008,"MCM","Q2","Sr","S2",.32
2008,"MCM","Q2","Sr","S1",.18
2008,"MCM","Q2","Sr","S0",.05
2008,"NIP","Q2","Sr","S3",.54
2008,"NIP","Q2","Sr","S2",.33
2008,"NIP","Q2","Sr","S1",.09
2008,"NIP","Q2","Sr","S0",.04
2008,"OCA","Q2","Sr","S3",.26
2008,"OCA","Q2","Sr","S2",.464
2008,"OCA","Q2","Sr","S1",.189
2008,"OCA","Q2","Sr","S0",.086
2008,"OTT","Q2","Sr","S3",.19
2008,"OTT","Q2","Sr","S2",.47
2008,"OTT","Q2","Sr","S1",.24
2008,"OTT","Q2","Sr","S0",.1
2008,"UOI","Q2","Sr","S3",.36
2008,"UOI","Q2","Sr","S2",.47
2008,"UOI","Q2","Sr","S1",.11
2008,"UOI","Q2","Sr","S0",.06
2008,"QUE","Q2","Sr","S3",.51
2008,"QUE","Q2","Sr","S2",.33
2008,"QUE","Q2","Sr","S1",.12
2008,"QUE","Q2","Sr","S0",.04
2008,"RYE","Q2","Sr","S3",.36
2008,"RYE","Q2","Sr","S2",.44
2008,"RYE","Q2","Sr","S1",.15
2008,"RYE","Q2","Sr","S0",.06
2008,"TAC","Q2","Sr","S3",.294
2008,"TAC","Q2","Sr","S2",.377
2008,"TAC","Q2","Sr","S1",.218
2008,"TAC","Q2","Sr","S0",.111
2008,"TSG","Q2","Sr","S3",.303
2008,"TSG","Q2","Sr","S2",.367
2008,"TSG","Q2","Sr","S1",.217
2008,"TSG","Q2","Sr","S0",.113
2008,"TMI","Q2","Sr","S3",.304
2008,"TMI","Q2","Sr","S2",.376
2008,"TMI","Q2","Sr","S1",.217
2008,"TMI","Q2","Sr","S0",.104
2008,"TSC","Q2","Sr","S3",.223
2008,"TSC","Q2","Sr","S2",.467
2008,"TSC","Q2","Sr","S1",.218
2008,"TSC","Q2","Sr","S0",.092
2008,"TRE","Q2","Sr","S3",.46
2008,"TRE","Q2","Sr","S2",.39
2008,"TRE","Q2","Sr","S1",.1
2008,"TRE","Q2","Sr","S0",.06
2008,"WAT","Q2","Sr","S3",.45
2008,"WAT","Q2","Sr","S2",.38
2008,"WAT","Q2","Sr","S1",.12
2008,"WAT","Q2","Sr","S0",.04
2008,"WMC","Q2","Sr","S3",.49
2008,"WMC","Q2","Sr","S2",.35
2008,"WMC","Q2","Sr","S1",.12
2008,"WMC","Q2","Sr","S0",.05
2008,"WBC","Q2","Sr","S3",.53
2008,"WBC","Q2","Sr","S2",.32
2008,"WBC","Q2","Sr","S1",.11
2008,"WBC","Q2","Sr","S0",.04
2008,"WHC","Q2","Sr","S3",.63
2008,"WHC","Q2","Sr","S2",.23
2008,"WHC","Q2","Sr","S1",.11
2008,"WHC","Q2","Sr","S0",.03
2008,"WKC","Q2","Sr","S3",.55
2008,"WKC","Q2","Sr","S2",.31
2008,"WKC","Q2","Sr","S1",.12
2008,"WKC","Q2","Sr","S0",.02
2008,"WLA","Q2","Sr","S3",.5
2008,"WLA","Q2","Sr","S2",.33
2008,"WLA","Q2","Sr","S1",.13
2008,"WLA","Q2","Sr","S0",.04
2008,"WIN","Q2","Sr","S3",.24
2008,"WIN","Q2","Sr","S2",.46
2008,"WIN","Q2","Sr","S1",.21
2008,"WIN","Q2","Sr","S0",.09
2008,"YOR","Q2","Sr","S3",.26
2008,"YOR","Q2","Sr","S2",.45
2008,"YOR","Q2","Sr","S1",.21
2008,"YOR","Q2","Sr","S0",.09
2006,"BRO","Q2","Sr","S3",.45
2006,"BRO","Q2","Sr","S2",.38
2006,"BRO","Q2","Sr","S1",.12
2006,"BRO","Q2","Sr","S0",.06
2006,"CAR","Q2","Sr","S3",.304
2006,"CAR","Q2","Sr","S2",.464
2006,"CAR","Q2","Sr","S1",.175
2006,"CAR","Q2","Sr","S0",.056
2006,"GUE","Q2","Sr","S3",.54
2006,"GUE","Q2","Sr","S2",.34
2006,"GUE","Q2","Sr","S1",.1
2006,"GUE","Q2","Sr","S0",.03
2006,"LAK","Q2","Sr","S3",.281
2006,"LAK","Q2","Sr","S2",.439
2006,"LAK","Q2","Sr","S1",.199
2006,"LAK","Q2","Sr","S0",.082
2006,"LAU","Q2","Sr","S3",.3
2006,"LAU","Q2","Sr","S2",.41
2006,"LAU","Q2","Sr","S1",.2
2006,"LAU","Q2","Sr","S0",.09
2006,"MCM","Q2","Sr","S3",.409
2006,"MCM","Q2","Sr","S2",.393
2006,"MCM","Q2","Sr","S1",.146
2006,"MCM","Q2","Sr","S0",.052
2006,"NIP","Q2","Sr","S3",.43
2006,"NIP","Q2","Sr","S2",.41
2006,"NIP","Q2","Sr","S1",.1
2006,"NIP","Q2","Sr","S0",.05
2006,"OCA","Q2","Sr","S3",.37
2006,"OCA","Q2","Sr","S2",.45
2006,"OCA","Q2","Sr","S1",.11
2006,"OCA","Q2","Sr","S0",.07
2006,"OTT","Q2","Sr","S3",.224
2006,"OTT","Q2","Sr","S2",.455
2006,"OTT","Q2","Sr","S1",.226
2006,"OTT","Q2","Sr","S0",.095
2006,"QUE","Q2","Sr","S3",.45
2006,"QUE","Q2","Sr","S2",.38
2006,"QUE","Q2","Sr","S1",.13
2006,"QUE","Q2","Sr","S0",.04
2006,"RYE","Q2","Sr","S3",.33
2006,"RYE","Q2","Sr","S2",.44
2006,"RYE","Q2","Sr","S1",.16
2006,"RYE","Q2","Sr","S0",.06
2006,"TAC","Q2","Sr","S3",.297
2006,"TAC","Q2","Sr","S2",.399
2006,"TAC","Q2","Sr","S1",.2
2006,"TAC","Q2","Sr","S0",.104
2006,"TSG","Q2","Sr","S3",.305
2006,"TSG","Q2","Sr","S2",.385
2006,"TSG","Q2","Sr","S1",.195
2006,"TSG","Q2","Sr","S0",.115
2006,"TMI","Q2","Sr","S3",.223
2006,"TMI","Q2","Sr","S2",.473
2006,"TMI","Q2","Sr","S1",.228
2006,"TMI","Q2","Sr","S0",.076
2006,"TSC","Q2","Sr","S3",.366
2006,"TSC","Q2","Sr","S2",.359
2006,"TSC","Q2","Sr","S1",.186
2006,"TSC","Q2","Sr","S0",.09
2006,"WAT","Q2","Sr","S3",.438
2006,"WAT","Q2","Sr","S2",.372
2006,"WAT","Q2","Sr","S1",.134
2006,"WAT","Q2","Sr","S0",.056
2006,"WMC","Q2","Sr","S3",.45
2006,"WMC","Q2","Sr","S2",.38
2006,"WMC","Q2","Sr","S1",.12
2006,"WMC","Q2","Sr","S0",.05
2006,"WLA","Q2","Sr","S3",.46
2006,"WLA","Q2","Sr","S2",.363
2006,"WLA","Q2","Sr","S1",.13
2006,"WLA","Q2","Sr","S0",.047
2006,"WIN","Q2","Sr","S3",.28
2006,"WIN","Q2","Sr","S2",.45
2006,"WIN","Q2","Sr","S1",.21
2006,"WIN","Q2","Sr","S0",.06
2006,"YOR","Q2","Sr","S3",.237
2006,"YOR","Q2","Sr","S2",.454
2006,"YOR","Q2","Sr","S1",.221
2006,"YOR","Q2","Sr","S0",.088
