"Year","University","Subject","Metric","OSSD","Count"
2015,"LAU","PHE","RA","N",9
2015,"LAU","EAS","A1","Y",76
2015,"LAU","EAS","A1","N",64
2015,"LAU","EAS","R1","Y",46
2015,"LAU","EAS","R1","N",12
2015,"LAU","EAS","AA","Y",419
2015,"LAU","EAS","AA","N",194
2015,"LAU","EAS","RA","Y",91
2015,"LAU","EAS","RA","N",45
2015,"LAU","FAA","A1","Y",7
2015,"LAU","FAA","AA","Y",44
2015,"LAU","FAA","AA","N",12
2015,"LAU","MUS","A1","Y",7
2015,"LAU","MUS","AA","Y",22
2015,"LAU","MUS","AA","N",3
2015,"LAU","NUR","A1","Y",129
2015,"LAU","NUR","A1","N",43
2015,"LAU","NUR","R1","Y",36
2015,"LAU","NUR","R1","N",6
2015,"LAU","NUR","AA","Y",599
2015,"LAU","NUR","AA","N",156
2015,"LAU","NUR","RA","Y",73
2015,"LAU","NUR","RA","N",70
2015,"LAU","SWO","A1","Y",42
2015,"LAU","SWO","A1","N",130
2015,"LAU","SWO","R1","Y",24
2015,"LAU","SWO","R1","N",34
2015,"LAU","SWO","AA","Y",247
2015,"LAU","SWO","AA","N",270
2015,"LAU","SWO","RA","Y",46
2015,"LAU","SWO","RA","N",86
2015,"LAU","OAD","A1","Y",85
2015,"LAU","OAD","A1","N",18
2015,"LAU","OAD","R1","Y",38
2015,"LAU","OAD","R1","N",6
2015,"LAU","OAD","AA","Y",232
2015,"LAU","OAD","AA","N",48
2015,"LAU","OAD","RA","Y",50
2015,"LAU","OAD","RA","N",11
2015,"LAU","ODE","A1","Y",45
2015,"LAU","ODE","A1","N",108
2015,"LAU","ODE","R1","N",18
2015,"LAU","ODE","AA","Y",75
2015,"LAU","ODE","AA","N",127
2015,"LAU","ODE","RA","N",21
2014,"LAU","ARC","A1","Y",36
2014,"LAU","ARC","A1","N",18
2014,"LAU","ARC","R1","Y",21
2014,"LAU","ARC","AA","Y",233
2014,"LAU","ARC","AA","N",73
2014,"LAU","ARC","RA","Y",57
2014,"LAU","ARC","RA","N",11
2014,"LAU","AHS","A1","Y",294
2014,"LAU","AHS","A1","N",201
2014,"LAU","AHS","R1","Y",139
2014,"LAU","AHS","R1","N",76
2014,"LAU","AHS","AA","Y",1645
2014,"LAU","AHS","AA","N",530
2014,"LAU","AHS","RA","Y",249
2014,"LAU","AHS","RA","N",160
2014,"LAU","SCI","A1","Y",303
2014,"LAU","SCI","A1","N",101
2014,"LAU","SCI","R1","Y",174
2014,"LAU","SCI","R1","N",25
2014,"LAU","SCI","AA","Y",1484
2014,"LAU","SCI","AA","N",332
2014,"LAU","SCI","RA","Y",327
2014,"LAU","SCI","RA","N",82
2014,"LAU","CMB","A1","Y",70
2014,"LAU","CMB","A1","N",84
2014,"LAU","CMB","R1","Y",39
2014,"LAU","CMB","R1","N",26
2014,"LAU","CMB","AA","Y",426
2014,"LAU","CMB","AA","N",170
2014,"LAU","CMB","RA","Y",82
2014,"LAU","CMB","RA","N",105
2014,"LAU","EDU","A1","Y",121
2014,"LAU","EDU","A1","N",19
2014,"LAU","EDU","R1","Y",59
2014,"LAU","EDU","AA","Y",611
2014,"LAU","EDU","AA","N",50
2014,"LAU","EDU","RA","Y",102
2014,"LAU","PHE","A1","Y",89
2014,"LAU","PHE","A1","N",41
2014,"LAU","PHE","R1","Y",46
2014,"LAU","PHE","AA","Y",377
2014,"LAU","PHE","AA","N",104
2014,"LAU","PHE","RA","Y",77
2014,"LAU","PHE","RA","N",12
2014,"LAU","EAS","A1","Y",110
2014,"LAU","EAS","A1","N",78
2014,"LAU","EAS","R1","Y",64
2014,"LAU","EAS","R1","N",14
2014,"LAU","EAS","AA","Y",523
2014,"LAU","EAS","AA","N",182
2014,"LAU","EAS","RA","Y",123
2014,"LAU","EAS","RA","N",49
2014,"LAU","FAA","AA","Y",54
2014,"LAU","FAA","AA","N",7
2014,"LAU","FAA","RA","Y",7
2014,"LAU","MUS","AA","Y",17
2014,"LAU","NUR","A1","Y",146
2014,"LAU","NUR","A1","N",65
2014,"LAU","NUR","R1","Y",21
2014,"LAU","NUR","R1","N",13
2014,"LAU","NUR","AA","Y",705
2014,"LAU","NUR","AA","N",203
2014,"LAU","NUR","RA","Y",69
2014,"LAU","NUR","RA","N",72
2014,"LAU","SWO","A1","Y",61
2014,"LAU","SWO","A1","N",120
2014,"LAU","SWO","R1","Y",39
2014,"LAU","SWO","R1","N",36
2014,"LAU","SWO","AA","Y",269
2014,"LAU","SWO","AA","N",258
2014,"LAU","SWO","RA","Y",63
2014,"LAU","SWO","RA","N",79
2014,"LAU","OAD","A1","Y",93
2014,"LAU","OAD","A1","N",17
2014,"LAU","OAD","R1","Y",51
2014,"LAU","OAD","AA","Y",262
2014,"LAU","OAD","AA","N",45
2014,"LAU","OAD","RA","Y",71
2014,"LAU","ODE","A1","Y",46
2014,"LAU","ODE","A1","N",100
2014,"LAU","ODE","R1","Y",8
2014,"LAU","ODE","R1","N",16
2014,"LAU","ODE","AA","Y",73
2014,"LAU","ODE","AA","N",113
2014,"LAU","ODE","RA","Y",10
2014,"LAU","ODE","RA","N",18
2013,"LAU","ARC","A1","Y",31
2013,"LAU","ARC","A1","N",21
2013,"LAU","ARC","R1","N",8
2013,"LAU","ARC","AA","Y",216
2013,"LAU","ARC","AA","N",63
2013,"LAU","ARC","RA","Y",51
2013,"LAU","ARC","RA","N",13
2013,"LAU","AHS","A1","Y",355
2013,"LAU","AHS","A1","N",213
2013,"LAU","AHS","R1","Y",177
2013,"LAU","AHS","R1","N",72
2013,"LAU","AHS","AA","Y",1883
2013,"LAU","AHS","AA","N",556
2013,"LAU","AHS","RA","Y",272
2013,"LAU","AHS","RA","N",119
2013,"LAU","SCI","A1","Y",293
2013,"LAU","SCI","A1","N",114
2013,"LAU","SCI","R1","Y",180
2013,"LAU","SCI","R1","N",22
2013,"LAU","SCI","AA","Y",1416
2013,"LAU","SCI","AA","N",326
2013,"LAU","SCI","RA","Y",309
2013,"LAU","SCI","RA","N",53
2013,"LAU","CMB","A1","Y",49
2013,"LAU","CMB","A1","N",74
2013,"LAU","CMB","R1","Y",35
2013,"LAU","CMB","R1","N",25
2013,"LAU","CMB","AA","Y",400
2013,"LAU","CMB","AA","N",156
2013,"LAU","CMB","RA","Y",74
2013,"LAU","CMB","RA","N",50
2013,"LAU","EDU","A1","Y",198
2013,"LAU","EDU","A1","N",39
2013,"LAU","EDU","R1","Y",57
2013,"LAU","EDU","AA","Y",1153
2013,"LAU","EDU","AA","N",111
2013,"LAU","EDU","RA","Y",97
2013,"LAU","EDU","RA","N",7
2013,"LAU","PHE","A1","Y",116
2013,"LAU","PHE","A1","N",33
2013,"LAU","PHE","R1","Y",50
2013,"LAU","PHE","AA","Y",429
2013,"LAU","PHE","AA","N",84
2013,"LAU","PHE","RA","Y",83
2013,"LAU","PHE","RA","N",9
2013,"LAU","EAS","A1","Y",89
2013,"LAU","EAS","A1","N",66
2013,"LAU","EAS","R1","Y",48
2013,"LAU","EAS","R1","N",11
2013,"LAU","EAS","AA","Y",459
2013,"LAU","EAS","AA","N",165
2013,"LAU","EAS","RA","Y",94
2013,"LAU","EAS","RA","N",38
2013,"LAU","FAA","A1","N",6
2013,"LAU","FAA","AA","Y",9
2013,"LAU","FAA","AA","N",8
2013,"LAU","MUS","AA","Y",25
2013,"LAU","MUS","AA","N",9
2013,"LAU","NUR","A1","Y",150
2013,"LAU","NUR","A1","N",41
2013,"LAU","NUR","R1","Y",26
2013,"LAU","NUR","R1","N",6
2013,"LAU","NUR","AA","Y",639
2013,"LAU","NUR","AA","N",158
2013,"LAU","NUR","RA","Y",59
2013,"LAU","NUR","RA","N",15
2013,"LAU","SWO","A1","Y",70
2013,"LAU","SWO","A1","N",155
2013,"LAU","SWO","R1","Y",34
2013,"LAU","SWO","R1","N",46
2013,"LAU","SWO","AA","Y",295
2013,"LAU","SWO","AA","N",284
2013,"LAU","SWO","RA","Y",57
2013,"LAU","SWO","RA","N",67
2013,"LAU","OAD","A1","Y",82
2013,"LAU","OAD","A1","N",21
2013,"LAU","OAD","R1","Y",34
2013,"LAU","OAD","AA","Y",232
2013,"LAU","OAD","AA","N",38
2013,"LAU","OAD","RA","Y",52
2013,"LAU","ODE","A1","Y",35
2013,"LAU","ODE","A1","N",87
2013,"LAU","ODE","R1","N",16
2013,"LAU","ODE","AA","Y",56
2013,"LAU","ODE","AA","N",95
2013,"LAU","ODE","RA","N",17
2012,"LAU","AHS","A1","Y",286
2012,"LAU","AHS","A1","N",226
2012,"LAU","AHS","R1","Y",160
2012,"LAU","AHS","R1","N",76
2012,"LAU","AHS","AA","Y",1245
2012,"LAU","AHS","AA","N",464
2012,"LAU","AHS","RA","Y",232
2012,"LAU","AHS","RA","N",122
2012,"LAU","SCI","A1","Y",278
2012,"LAU","SCI","A1","N",121
2012,"LAU","SCI","R1","Y",157
2012,"LAU","SCI","R1","N",37
2012,"LAU","SCI","AA","Y",1078
2012,"LAU","SCI","AA","N",320
2012,"LAU","SCI","RA","Y",268
2012,"LAU","SCI","RA","N",74
2012,"LAU","CMB","A1","Y",73
2012,"LAU","CMB","A1","N",84
2012,"LAU","CMB","R1","Y",40
2012,"LAU","CMB","R1","N",21
2012,"LAU","CMB","AA","Y",337
2012,"LAU","CMB","AA","N",162
2012,"LAU","CMB","RA","Y",74
2012,"LAU","CMB","RA","N",47
2012,"LAU","EDU","A1","Y",176
2012,"LAU","EDU","A1","N",39
2012,"LAU","EDU","R1","Y",94
2012,"LAU","EDU","R1","N",6
2012,"LAU","EDU","AA","Y",921
2012,"LAU","EDU","AA","N",111
2012,"LAU","EDU","RA","Y",148
2012,"LAU","EDU","RA","N",12
2012,"LAU","PHE","A1","Y",95
2012,"LAU","PHE","A1","N",33
2012,"LAU","PHE","R1","Y",44
2012,"LAU","PHE","R1","N",11
2012,"LAU","PHE","AA","Y",411
2012,"LAU","PHE","AA","N",99
2012,"LAU","PHE","RA","Y",71
2012,"LAU","PHE","RA","N",18
2012,"LAU","EAS","A1","Y",81
2012,"LAU","EAS","A1","N",65
2012,"LAU","EAS","R1","Y",45
2012,"LAU","EAS","R1","N",7
2012,"LAU","EAS","AA","Y",331
2012,"LAU","EAS","AA","N",154
2012,"LAU","EAS","RA","Y",86
2012,"LAU","EAS","RA","N",28
2012,"LAU","FAA","A1","N",1
2012,"LAU","FAA","AA","Y",7
2012,"LAU","FAA","AA","N",2
2012,"LAU","MUS","A1","Y",9
2012,"LAU","MUS","A1","N",4
2012,"LAU","MUS","R1","Y",1
2012,"LAU","MUS","R1","N",1
2012,"LAU","MUS","AA","Y",25
2012,"LAU","MUS","AA","N",8
2012,"LAU","MUS","RA","Y",3
2012,"LAU","MUS","RA","N",2
2012,"LAU","NUR","A1","Y",134
2012,"LAU","NUR","A1","N",44
2012,"LAU","NUR","R1","Y",44
2012,"LAU","NUR","R1","N",6
2012,"LAU","NUR","AA","Y",549
2012,"LAU","NUR","AA","N",147
2012,"LAU","NUR","RA","Y",72
2012,"LAU","NUR","RA","N",13
2012,"LAU","SWO","A1","Y",68
2012,"LAU","SWO","A1","N",106
2012,"LAU","SWO","R1","Y",33
2012,"LAU","SWO","R1","N",26
2012,"LAU","SWO","AA","Y",282
2012,"LAU","SWO","AA","N",218
2012,"LAU","SWO","RA","Y",47
2012,"LAU","SWO","RA","N",43
2012,"LAU","OAD","A1","Y",69
2012,"LAU","OAD","A1","N",9
2012,"LAU","OAD","R1","Y",27
2012,"LAU","OAD","R1","N",3
2012,"LAU","OAD","AA","Y",207
2012,"LAU","OAD","AA","N",42
2012,"LAU","OAD","RA","Y",35
2012,"LAU","OAD","RA","N",3
2012,"LAU","ODE","A1","Y",33
2012,"LAU","ODE","A1","N",86
2012,"LAU","ODE","R1","Y",5
2012,"LAU","ODE","R1","N",13
2012,"LAU","ODE","AA","Y",61
2012,"LAU","ODE","AA","N",89
2012,"LAU","ODE","RA","Y",6
2012,"LAU","ODE","RA","N",15
2011,"LAU","AHS","A1","Y",339
2011,"LAU","AHS","A1","N",275
2011,"LAU","AHS","R1","Y",183
2011,"LAU","AHS","R1","N",107
2011,"LAU","AHS","AA","Y",1383
2011,"LAU","AHS","AA","N",524
2011,"LAU","AHS","RA","Y",282
2011,"LAU","AHS","RA","N",158
2011,"LAU","SCI","A1","Y",256
2011,"LAU","SCI","A1","N",89
2011,"LAU","SCI","R1","Y",159
2011,"LAU","SCI","R1","N",22
2011,"LAU","SCI","AA","Y",1054
2011,"LAU","SCI","AA","N",282
2011,"LAU","SCI","RA","Y",275
2011,"LAU","SCI","RA","N",63
2011,"LAU","CMB","A1","Y",68
2011,"LAU","CMB","A1","N",73
2011,"LAU","CMB","R1","Y",34
2011,"LAU","CMB","R1","N",16
2011,"LAU","CMB","AA","Y",362
2011,"LAU","CMB","AA","N",138
2011,"LAU","CMB","RA","Y",78
2011,"LAU","CMB","RA","N",57
2011,"LAU","EDU","A1","Y",209
2011,"LAU","EDU","A1","N",55
2011,"LAU","EDU","R1","Y",97
2011,"LAU","EDU","R1","N",13
2011,"LAU","EDU","AA","Y",1008
2011,"LAU","EDU","AA","N",154
2011,"LAU","EDU","RA","Y",154
2011,"LAU","EDU","RA","N",24
2011,"LAU","PHE","A1","Y",102
2011,"LAU","PHE","A1","N",27
2011,"LAU","PHE","R1","Y",43
2011,"LAU","PHE","R1","N",6
2011,"LAU","PHE","AA","Y",409
2011,"LAU","PHE","AA","N",103
2011,"LAU","PHE","RA","Y",76
2011,"LAU","PHE","RA","N",17
2011,"LAU","EAS","A1","Y",52
2011,"LAU","EAS","A1","N",40
2011,"LAU","EAS","R1","Y",29
2011,"LAU","EAS","R1","N",9
2011,"LAU","EAS","AA","Y",213
2011,"LAU","EAS","AA","N",106
2011,"LAU","EAS","RA","Y",42
2011,"LAU","EAS","RA","N",25
2011,"LAU","FAA","A1","Y",8
2011,"LAU","FAA","A1","N",1
2011,"LAU","FAA","R1","Y",3
2011,"LAU","FAA","R1","N",1
2011,"LAU","FAA","AA","Y",38
2011,"LAU","FAA","AA","N",5
2011,"LAU","FAA","RA","Y",4
2011,"LAU","FAA","RA","N",1
2011,"LAU","MUS","A1","Y",7
2011,"LAU","MUS","A1","N",3
2011,"LAU","MUS","R1","Y",2
2011,"LAU","MUS","R1","N",1
2011,"LAU","MUS","AA","Y",38
2011,"LAU","MUS","AA","N",9
2011,"LAU","MUS","RA","Y",3
2011,"LAU","MUS","RA","N",3
2011,"LAU","NUR","A1","Y",122
2011,"LAU","NUR","A1","N",36
2011,"LAU","NUR","R1","Y",41
2011,"LAU","NUR","R1","N",10
2011,"LAU","NUR","AA","Y",514
2011,"LAU","NUR","AA","N",111
2011,"LAU","NUR","RA","Y",62
2011,"LAU","NUR","RA","N",14
2011,"LAU","SWO","A1","Y",53
2011,"LAU","SWO","A1","N",105
2011,"LAU","SWO","R1","Y",29
2011,"LAU","SWO","R1","N",34
2011,"LAU","SWO","AA","Y",281
2011,"LAU","SWO","AA","N",191
2011,"LAU","SWO","RA","Y",46
2011,"LAU","SWO","RA","N",53
2011,"LAU","OAD","A1","Y",84
2011,"LAU","OAD","A1","N",18
2011,"LAU","OAD","R1","Y",30
2011,"LAU","OAD","R1","N",3
2011,"LAU","OAD","AA","Y",237
2011,"LAU","OAD","AA","N",40
2011,"LAU","OAD","RA","Y",45
2011,"LAU","OAD","RA","N",4
2011,"LAU","ODE","A1","Y",20
2011,"LAU","ODE","A1","N",65
2011,"LAU","ODE","R1","Y",2
2011,"LAU","ODE","R1","N",19
2011,"LAU","ODE","AA","Y",46
2011,"LAU","ODE","AA","N",69
2011,"LAU","ODE","RA","Y",2
2011,"LAU","ODE","RA","N",20
2010,"LAU","AHS","A1","Y",351
2010,"LAU","AHS","A1","N",272
2010,"LAU","AHS","R1","Y",167
2010,"LAU","AHS","R1","N",45
2010,"LAU","AHS","AA","Y",1916
2010,"LAU","AHS","AA","N",586
2010,"LAU","AHS","RA","Y",254
2010,"LAU","AHS","RA","N",100
2010,"LAU","SCI","A1","Y",264
2010,"LAU","SCI","A1","N",89
2010,"LAU","SCI","R1","Y",164
2010,"LAU","SCI","R1","N",27
2010,"LAU","SCI","AA","Y",1201
2010,"LAU","SCI","AA","N",302
2010,"LAU","SCI","RA","Y",247
2010,"LAU","SCI","RA","N",60
2010,"LAU","CMB","A1","Y",79
2010,"LAU","CMB","A1","N",73
2010,"LAU","CMB","R1","Y",35
2010,"LAU","CMB","R1","N",7
2010,"LAU","CMB","AA","Y",393
2010,"LAU","CMB","AA","N",165
2010,"LAU","CMB","RA","Y",60
2010,"LAU","CMB","RA","N",14
2010,"LAU","EDU","A1","Y",244
2010,"LAU","EDU","A1","N",68
2010,"LAU","EDU","R1","Y",118
2010,"LAU","EDU","R1","N",18
2010,"LAU","EDU","AA","Y",1342
2010,"LAU","EDU","AA","N",196
2010,"LAU","EDU","RA","Y",204
2010,"LAU","EDU","RA","N",32
2010,"LAU","PHE","A1","Y",100
2010,"LAU","PHE","A1","N",28
2010,"LAU","PHE","R1","Y",47
2010,"LAU","PHE","R1","N",4
2010,"LAU","PHE","AA","Y",427
2010,"LAU","PHE","AA","N",73
2010,"LAU","PHE","RA","Y",67
2010,"LAU","PHE","RA","N",7
2010,"LAU","EAS","A1","Y",51
2010,"LAU","EAS","A1","N",40
2010,"LAU","EAS","R1","Y",34
2010,"LAU","EAS","R1","N",4
2010,"LAU","EAS","AA","Y",217
2010,"LAU","EAS","AA","N",111
2010,"LAU","EAS","RA","Y",57
2010,"LAU","EAS","RA","N",11
2010,"LAU","FAA","A1","Y",5
2010,"LAU","FAA","A1","N",2
2010,"LAU","FAA","R1","Y",2
2010,"LAU","FAA","AA","Y",37
2010,"LAU","FAA","AA","N",8
2010,"LAU","FAA","RA","Y",2
2010,"LAU","FAA","RA","N",1
2010,"LAU","MUS","A1","Y",7
2010,"LAU","MUS","A1","N",1
2010,"LAU","MUS","R1","Y",2
2010,"LAU","MUS","AA","Y",25
2010,"LAU","MUS","AA","N",6
2010,"LAU","MUS","RA","Y",6
2010,"LAU","NUR","A1","Y",107
2010,"LAU","NUR","A1","N",53
2010,"LAU","NUR","R1","Y",38
2010,"LAU","NUR","R1","N",7
2010,"LAU","NUR","AA","Y",483
2010,"LAU","NUR","AA","N",156
2010,"LAU","NUR","RA","Y",68
2010,"LAU","NUR","RA","N",15
2010,"LAU","SWO","A1","Y",60
2010,"LAU","SWO","A1","N",86
2010,"LAU","SWO","R1","Y",25
2010,"LAU","SWO","R1","N",14
2010,"LAU","SWO","AA","Y",260
2010,"LAU","SWO","AA","N",193
2010,"LAU","SWO","RA","Y",45
2010,"LAU","SWO","RA","N",22
2010,"LAU","OAD","A1","Y",70
2010,"LAU","OAD","A1","N",14
2010,"LAU","OAD","R1","Y",31
2010,"LAU","OAD","R1","N",2
2010,"LAU","OAD","AA","Y",191
2010,"LAU","OAD","AA","N",31
2010,"LAU","OAD","RA","Y",42
2010,"LAU","OAD","RA","N",3
2010,"LAU","ODE","A1","Y",23
2010,"LAU","ODE","A1","N",61
2010,"LAU","ODE","R1","Y",1
2010,"LAU","ODE","R1","N",16
2010,"LAU","ODE","AA","Y",50
2010,"LAU","ODE","AA","N",74
2010,"LAU","ODE","RA","Y",4
2010,"LAU","ODE","RA","N",17
2009,"LAU","AHS","A1","Y",291
2009,"LAU","AHS","A1","N",254
2009,"LAU","AHS","R1","Y",137
2009,"LAU","AHS","R1","N",41
2009,"LAU","AHS","AA","Y",1205
2009,"LAU","AHS","AA","N",420
2009,"LAU","AHS","RA","Y",221
2009,"LAU","AHS","RA","N",89
2009,"LAU","SCI","A1","Y",175
2009,"LAU","SCI","A1","N",67
2009,"LAU","SCI","R1","Y",113
2009,"LAU","SCI","R1","N",24
2009,"LAU","SCI","AA","Y",706
2009,"LAU","SCI","AA","N",164
2009,"LAU","SCI","RA","Y",193
2009,"LAU","SCI","RA","N",65
2009,"LAU","CMB","A1","Y",78
2009,"LAU","CMB","A1","N",65
2009,"LAU","CMB","R1","Y",31
2009,"LAU","CMB","R1","N",14
2009,"LAU","CMB","AA","Y",297
2009,"LAU","CMB","AA","N",118
2009,"LAU","CMB","RA","Y",57
2009,"LAU","CMB","RA","N",33
2009,"LAU","EDU","A1","Y",143
2009,"LAU","EDU","A1","N",56
2009,"LAU","EDU","R1","Y",93
2009,"LAU","EDU","R1","N",23
2009,"LAU","EDU","AA","Y",721
2009,"LAU","EDU","AA","N",92
2009,"LAU","EDU","RA","Y",186
2009,"LAU","EDU","RA","N",35
2009,"LAU","PHE","A1","Y",45
2009,"LAU","PHE","A1","N",31
2009,"LAU","PHE","R1","Y",35
2009,"LAU","PHE","R1","N",12
2009,"LAU","PHE","AA","Y",124
2009,"LAU","PHE","AA","N",49
2009,"LAU","PHE","RA","Y",65
2009,"LAU","PHE","RA","N",14
2009,"LAU","EAS","A1","Y",38
2009,"LAU","EAS","A1","N",27
2009,"LAU","EAS","R1","Y",26
2009,"LAU","EAS","R1","N",15
2009,"LAU","EAS","AA","Y",153
2009,"LAU","EAS","AA","N",87
2009,"LAU","EAS","RA","Y",38
2009,"LAU","EAS","RA","N",38
2009,"LAU","FAA","A1","Y",4
2009,"LAU","FAA","R1","Y",2
2009,"LAU","FAA","AA","Y",17
2009,"LAU","FAA","AA","N",2
2009,"LAU","FAA","RA","Y",3
2009,"LAU","FAA","RA","N",1
2009,"LAU","MUS","A1","Y",5
2009,"LAU","MUS","A1","N",3
2009,"LAU","MUS","R1","Y",4
2009,"LAU","MUS","R1","N",1
2009,"LAU","MUS","AA","Y",18
2009,"LAU","MUS","AA","N",8
2009,"LAU","MUS","RA","Y",6
2009,"LAU","MUS","RA","N",5
2009,"LAU","NUR","A1","Y",68
2009,"LAU","NUR","A1","N",29
2009,"LAU","NUR","R1","Y",52
2009,"LAU","NUR","R1","N",9
2009,"LAU","NUR","AA","Y",238
2009,"LAU","NUR","AA","N",86
2009,"LAU","NUR","RA","Y",85
2009,"LAU","NUR","RA","N",16
2009,"LAU","SWO","A1","Y",26
2009,"LAU","SWO","A1","N",63
2009,"LAU","SWO","R1","Y",11
2009,"LAU","SWO","R1","N",17
2009,"LAU","SWO","AA","Y",152
2009,"LAU","SWO","AA","N",105
2009,"LAU","SWO","RA","Y",22
2009,"LAU","SWO","RA","N",28
2009,"LAU","OAD","A1","Y",45
2009,"LAU","OAD","A1","N",13
2009,"LAU","OAD","R1","Y",27
2009,"LAU","OAD","R1","N",4
2009,"LAU","OAD","AA","Y",114
2009,"LAU","OAD","AA","N",19
2009,"LAU","OAD","RA","Y",49
2009,"LAU","OAD","RA","N",6
2009,"LAU","ODE","A1","Y",7
2009,"LAU","ODE","A1","N",39
2009,"LAU","ODE","R1","Y",5
2009,"LAU","ODE","R1","N",18
2009,"LAU","ODE","AA","Y",8
2009,"LAU","ODE","AA","N",40
2009,"LAU","ODE","RA","Y",8
2009,"LAU","ODE","RA","N",20
2008,"LAU","AHS","A1","Y",434
2008,"LAU","AHS","A1","N",369
2008,"LAU","AHS","R1","Y",297
2008,"LAU","AHS","R1","N",203
2008,"LAU","AHS","AA","Y",1752
2008,"LAU","AHS","AA","N",650
2008,"LAU","AHS","RA","Y",418
2008,"LAU","AHS","RA","N",230
2008,"LAU","SCI","A1","Y",215
2008,"LAU","SCI","A1","N",100
2008,"LAU","SCI","R1","Y",125
2008,"LAU","SCI","R1","N",39
2008,"LAU","SCI","AA","Y",915
2008,"LAU","SCI","AA","N",256
2008,"LAU","SCI","RA","Y",203
2008,"LAU","SCI","RA","N",49
2008,"LAU","CMB","A1","Y",85
2008,"LAU","CMB","A1","N",101
2008,"LAU","CMB","R1","Y",51
2008,"LAU","CMB","R1","N",55
2008,"LAU","CMB","AA","Y",426
2008,"LAU","CMB","AA","N",182
2008,"LAU","CMB","RA","Y",82
2008,"LAU","CMB","RA","N",64
2008,"LAU","EDU","A1","Y",228
2008,"LAU","EDU","A1","N",55
2008,"LAU","EDU","R1","Y",102
2008,"LAU","EDU","R1","N",5
2008,"LAU","EDU","AA","Y",1162
2008,"LAU","EDU","AA","N",197
2008,"LAU","EDU","RA","Y",175
2008,"LAU","EDU","RA","N",7
2008,"LAU","PHE","A1","Y",76
2008,"LAU","PHE","A1","N",28
2008,"LAU","PHE","R1","Y",30
2008,"LAU","PHE","R1","N",5
2008,"LAU","PHE","AA","Y",378
2008,"LAU","PHE","AA","N",97
2008,"LAU","PHE","RA","Y",43
2008,"LAU","PHE","RA","N",5
2008,"LAU","EAS","A1","Y",46
2008,"LAU","EAS","A1","N",59
2008,"LAU","EAS","R1","Y",31
2008,"LAU","EAS","R1","N",21
2008,"LAU","EAS","AA","Y",188
2008,"LAU","EAS","AA","N",118
2008,"LAU","EAS","RA","Y",50
2008,"LAU","EAS","RA","N",28
2008,"LAU","FAA","A1","Y",4
2008,"LAU","FAA","A1","N",6
2008,"LAU","FAA","R1","Y",4
2008,"LAU","FAA","R1","N",3
2008,"LAU","FAA","AA","Y",40
2008,"LAU","FAA","AA","N",11
2008,"LAU","FAA","RA","Y",7
2008,"LAU","FAA","RA","N",3
2008,"LAU","MUS","A1","Y",10
2008,"LAU","MUS","A1","N",8
2008,"LAU","MUS","R1","Y",3
2008,"LAU","MUS","R1","N",3
2008,"LAU","MUS","AA","Y",30
2008,"LAU","MUS","AA","N",21
2008,"LAU","MUS","RA","Y",7
2008,"LAU","MUS","RA","N",3
2008,"LAU","NUR","A1","Y",81
2008,"LAU","NUR","A1","N",51
2008,"LAU","NUR","R1","Y",29
2008,"LAU","NUR","R1","N",15
2008,"LAU","NUR","AA","Y",326
2008,"LAU","NUR","AA","N",120
2008,"LAU","NUR","RA","Y",51
2008,"LAU","NUR","RA","N",18
2008,"LAU","SWO","A1","Y",60
2008,"LAU","SWO","A1","N",79
2008,"LAU","SWO","R1","Y",30
2008,"LAU","SWO","R1","N",27
2008,"LAU","SWO","AA","Y",238
2008,"LAU","SWO","AA","N",159
2008,"LAU","SWO","RA","Y",47
2008,"LAU","SWO","RA","N",31
2008,"LAU","OAD","A1","Y",64
2008,"LAU","OAD","A1","N",12
2008,"LAU","OAD","R1","Y",34
2008,"LAU","OAD","R1","N",4
2008,"LAU","OAD","AA","Y",191
2008,"LAU","OAD","AA","N",32
2008,"LAU","OAD","RA","Y",44
2008,"LAU","OAD","RA","N",5
2008,"LAU","ODE","A1","Y",16
2008,"LAU","ODE","A1","N",59
2008,"LAU","ODE","R1","Y",9
2008,"LAU","ODE","R1","N",23
2008,"LAU","ODE","AA","Y",65
2008,"LAU","ODE","AA","N",76
2008,"LAU","ODE","RA","Y",10
2008,"LAU","ODE","RA","N",25
2007,"LAU","AHS","A1","Y",340
2007,"LAU","AHS","A1","N",342
2007,"LAU","AHS","R1","Y",209
2007,"LAU","AHS","R1","N",162
2007,"LAU","AHS","AA","Y",1467
2007,"LAU","AHS","AA","N",686
2007,"LAU","AHS","RA","Y",302
2007,"LAU","AHS","RA","N",188
2007,"LAU","SCI","A1","Y",217
2007,"LAU","SCI","A1","N",83
2007,"LAU","SCI","R1","Y",134
2007,"LAU","SCI","R1","N",31
2007,"LAU","SCI","AA","Y",905
2007,"LAU","SCI","AA","N",218
2007,"LAU","SCI","RA","Y",176
2007,"LAU","SCI","RA","N",40
2007,"LAU","CMB","A1","Y",69
2007,"LAU","CMB","A1","N",53
2007,"LAU","CMB","R1","Y",44
2007,"LAU","CMB","R1","N",24
2007,"LAU","CMB","AA","Y",367
2007,"LAU","CMB","AA","N",119
2007,"LAU","CMB","RA","Y",67
2007,"LAU","CMB","RA","N",28
2007,"LAU","EDU","A1","Y",267
2007,"LAU","EDU","A1","N",77
2007,"LAU","EDU","R1","Y",108
2007,"LAU","EDU","R1","N",6
