"Year","University","Subject","Metric","OSSD","Count"
2007,"MUO","CMB","AA","Y",2527
2007,"MUO","CMB","AA","N",935
2007,"MUO","CMB","RA","Y",249
2007,"MUO","CMB","RA","N",68
2007,"MUO","FAA","A1","Y",142
2007,"MUO","FAA","A1","N",87
2007,"MUO","FAA","R1","Y",39
2007,"MUO","FAA","R1","N",13
2007,"MUO","FAA","AA","Y",722
2007,"MUO","FAA","AA","N",231
2007,"MUO","FAA","RA","Y",55
2007,"MUO","FAA","RA","N",15
2006,"MUO","AHS","A1","Y",643
2006,"MUO","AHS","A1","N",464
2006,"MUO","AHS","R1","Y",346
2006,"MUO","AHS","R1","N",129
2006,"MUO","AHS","AA","Y",3044
2006,"MUO","AHS","AA","N",1301
2006,"MUO","AHS","RA","Y",697
2006,"MUO","AHS","RA","N",207
2006,"MUO","SCI","A1","Y",585
2006,"MUO","SCI","A1","N",358
2006,"MUO","SCI","R1","Y",318
2006,"MUO","SCI","R1","N",61
2006,"MUO","SCI","AA","Y",2739
2006,"MUO","SCI","AA","N",1012
2006,"MUO","SCI","RA","Y",572
2006,"MUO","SCI","RA","N",107
2006,"MUO","CMB","A1","Y",346
2006,"MUO","CMB","A1","N",331
2006,"MUO","CMB","R1","Y",120
2006,"MUO","CMB","R1","N",40
2006,"MUO","CMB","AA","Y",1975
2006,"MUO","CMB","AA","N",916
2006,"MUO","CMB","RA","Y",279
2006,"MUO","CMB","RA","N",74
2006,"MUO","FAA","A1","Y",143
2006,"MUO","FAA","A1","N",73
2006,"MUO","FAA","R1","Y",49
2006,"MUO","FAA","R1","N",12
2006,"MUO","FAA","AA","Y",724
2006,"MUO","FAA","AA","N",199
2006,"MUO","FAA","RA","Y",83
2006,"MUO","FAA","RA","N",18
2005,"MUO","AHS","A1","Y",785
2005,"MUO","AHS","A1","N",493
2005,"MUO","AHS","R1","Y",412
2005,"MUO","AHS","R1","N",171
2005,"MUO","AHS","AA","Y",3509
2005,"MUO","AHS","AA","N",1354
2005,"MUO","AHS","RA","Y",786
2005,"MUO","AHS","RA","N",269
2005,"MUO","SCI","A1","Y",626
2005,"MUO","SCI","A1","N",384
2005,"MUO","SCI","R1","Y",241
2005,"MUO","SCI","R1","N",84
2005,"MUO","SCI","AA","Y",2657
2005,"MUO","SCI","AA","N",1037
2005,"MUO","SCI","RA","Y",411
2005,"MUO","SCI","RA","N",123
2005,"MUO","CMB","A1","Y",273
2005,"MUO","CMB","A1","N",241
2005,"MUO","CMB","R1","Y",77
2005,"MUO","CMB","R1","N",26
2005,"MUO","CMB","AA","Y",1778
2005,"MUO","CMB","AA","N",878
2005,"MUO","CMB","RA","Y",191
2005,"MUO","CMB","RA","N",50
2005,"MUO","FAA","A1","Y",139
2005,"MUO","FAA","A1","N",97
2005,"MUO","FAA","R1","Y",39
2005,"MUO","FAA","R1","N",13
2005,"MUO","FAA","AA","Y",667
2005,"MUO","FAA","AA","N",252
2005,"MUO","FAA","RA","Y",73
2005,"MUO","FAA","RA","N",18
2015,"NIP","AHS","A1","Y",175
2015,"NIP","AHS","A1","N",137
2015,"NIP","AHS","R1","Y",108
2015,"NIP","AHS","R1","N",56
2015,"NIP","AHS","AA","Y",749
2015,"NIP","AHS","AA","N",302
2015,"NIP","AHS","RA","Y",163
2015,"NIP","AHS","RA","N",72
2015,"NIP","SCI","A1","Y",38
2015,"NIP","SCI","A1","N",23
2015,"NIP","SCI","R1","Y",21
2015,"NIP","SCI","R1","N",9
2015,"NIP","SCI","AA","Y",218
2015,"NIP","SCI","AA","N",74
2015,"NIP","SCI","RA","Y",65
2015,"NIP","SCI","RA","N",12
2015,"NIP","CMB","A1","Y",67
2015,"NIP","CMB","A1","N",70
2015,"NIP","CMB","R1","Y",24
2015,"NIP","CMB","R1","N",19
2015,"NIP","CMB","AA","Y",431
2015,"NIP","CMB","AA","N",155
2015,"NIP","CMB","RA","Y",51
2015,"NIP","CMB","RA","N",22
2015,"NIP","EDU","A1","Y",205
2015,"NIP","EDU","A1","N",26
2015,"NIP","EDU","AA","Y",673
2015,"NIP","EDU","AA","N",76
2015,"NIP","EDU","RA","Y",10
2015,"NIP","PHE","A1","Y",56
2015,"NIP","PHE","A1","N",26
2015,"NIP","PHE","R1","Y",34
2015,"NIP","PHE","R1","N",26
2015,"NIP","PHE","AA","Y",166
2015,"NIP","PHE","AA","N",37
2015,"NIP","PHE","RA","Y",54
2015,"NIP","PHE","RA","N",29
2015,"NIP","FAA","A1","Y",6
2015,"NIP","FAA","AA","Y",33
2015,"NIP","FAA","RA","Y",9
2015,"NIP","NUR","A1","Y",132
2015,"NIP","NUR","A1","N",64
2015,"NIP","NUR","R1","Y",42
2015,"NIP","NUR","R1","N",24
2015,"NIP","NUR","AA","Y",513
2015,"NIP","NUR","AA","N",170
2015,"NIP","NUR","RA","Y",63
2015,"NIP","NUR","RA","N",34
2014,"NIP","AHS","A1","Y",189
2014,"NIP","AHS","A1","N",148
2014,"NIP","AHS","R1","Y",95
2014,"NIP","AHS","R1","N",76
2014,"NIP","AHS","AA","Y",791
2014,"NIP","AHS","AA","N",280
2014,"NIP","AHS","RA","Y",161
2014,"NIP","AHS","RA","N",87
2014,"NIP","SCI","A1","Y",36
2014,"NIP","SCI","A1","N",35
2014,"NIP","SCI","R1","Y",29
2014,"NIP","SCI","R1","N",15
2014,"NIP","SCI","AA","Y",234
2014,"NIP","SCI","AA","N",74
2014,"NIP","SCI","RA","Y",57
2014,"NIP","SCI","RA","N",18
2014,"NIP","CMB","A1","Y",82
2014,"NIP","CMB","A1","N",77
2014,"NIP","CMB","R1","Y",31
2014,"NIP","CMB","R1","N",29
2014,"NIP","CMB","AA","Y",407
2014,"NIP","CMB","AA","N",173
2014,"NIP","CMB","RA","Y",52
2014,"NIP","CMB","RA","N",31
2014,"NIP","EDU","A1","Y",101
2014,"NIP","EDU","A1","N",13
2014,"NIP","EDU","AA","Y",450
2014,"NIP","EDU","AA","N",47
2014,"NIP","PHE","A1","Y",62
2014,"NIP","PHE","A1","N",33
2014,"NIP","PHE","R1","Y",34
2014,"NIP","PHE","R1","N",13
2014,"NIP","PHE","AA","Y",212
2014,"NIP","PHE","AA","N",56
2014,"NIP","PHE","RA","Y",63
2014,"NIP","PHE","RA","N",18
2014,"NIP","FAA","A1","Y",11
2014,"NIP","FAA","R1","Y",9
2014,"NIP","FAA","AA","Y",36
2014,"NIP","FAA","AA","N",9
2014,"NIP","FAA","RA","Y",10
2014,"NIP","NUR","A1","Y",127
2014,"NIP","NUR","A1","N",61
2014,"NIP","NUR","R1","Y",37
2014,"NIP","NUR","R1","N",14
2014,"NIP","NUR","AA","Y",554
2014,"NIP","NUR","AA","N",181
2014,"NIP","NUR","RA","Y",77
2014,"NIP","NUR","RA","N",22
2013,"NIP","AHS","A1","Y",220
2013,"NIP","AHS","A1","N",169
2013,"NIP","AHS","R1","Y",121
2013,"NIP","AHS","R1","N",83
2013,"NIP","AHS","AA","Y",832
2013,"NIP","AHS","AA","N",323
2013,"NIP","AHS","RA","Y",198
2013,"NIP","AHS","RA","N",99
2013,"NIP","SCI","A1","Y",45
2013,"NIP","SCI","A1","N",28
2013,"NIP","SCI","R1","Y",31
2013,"NIP","SCI","R1","N",9
2013,"NIP","SCI","AA","Y",222
2013,"NIP","SCI","AA","N",70
2013,"NIP","SCI","RA","Y",57
2013,"NIP","SCI","RA","N",12
2013,"NIP","CMB","A1","Y",63
2013,"NIP","CMB","A1","N",62
2013,"NIP","CMB","R1","Y",38
2013,"NIP","CMB","R1","N",26
2013,"NIP","CMB","AA","Y",364
2013,"NIP","CMB","AA","N",153
2013,"NIP","CMB","RA","Y",65
2013,"NIP","CMB","RA","N",31
2013,"NIP","EDU","A1","Y",117
2013,"NIP","EDU","A1","N",10
2013,"NIP","EDU","AA","Y",422
2013,"NIP","EDU","AA","N",51
2013,"NIP","EDU","RA","Y",12
2013,"NIP","PHE","A1","Y",64
2013,"NIP","PHE","A1","N",28
2013,"NIP","PHE","R1","Y",41
2013,"NIP","PHE","R1","N",17
2013,"NIP","PHE","AA","Y",230
2013,"NIP","PHE","AA","N",39
2013,"NIP","PHE","RA","Y",70
2013,"NIP","PHE","RA","N",18
2013,"NIP","FAA","A1","Y",18
2013,"NIP","FAA","A1","N",11
2013,"NIP","FAA","R1","Y",7
2013,"NIP","FAA","AA","Y",51
2013,"NIP","FAA","AA","N",20
2013,"NIP","FAA","RA","Y",11
2013,"NIP","NUR","A1","Y",132
2013,"NIP","NUR","A1","N",65
2013,"NIP","NUR","R1","Y",40
2013,"NIP","NUR","R1","N",20
2013,"NIP","NUR","AA","Y",486
2013,"NIP","NUR","AA","N",175
2013,"NIP","NUR","RA","Y",84
2013,"NIP","NUR","RA","N",30
2012,"NIP","AHS","A1","Y",204
2012,"NIP","AHS","A1","N",182
2012,"NIP","AHS","R1","Y",139
2012,"NIP","AHS","R1","N",108
2012,"NIP","AHS","AA","Y",832
2012,"NIP","AHS","AA","N",382
2012,"NIP","AHS","RA","Y",203
2012,"NIP","AHS","RA","N",126
2012,"NIP","SCI","A1","Y",33
2012,"NIP","SCI","A1","N",38
2012,"NIP","SCI","R1","Y",18
2012,"NIP","SCI","R1","N",22
2012,"NIP","SCI","AA","Y",218
2012,"NIP","SCI","AA","N",84
2012,"NIP","SCI","RA","Y",42
2012,"NIP","SCI","RA","N",23
2012,"NIP","CMB","A1","Y",48
2012,"NIP","CMB","A1","N",58
2012,"NIP","CMB","R1","Y",26
2012,"NIP","CMB","R1","N",23
2012,"NIP","CMB","AA","Y",332
2012,"NIP","CMB","AA","N",129
2012,"NIP","CMB","RA","Y",58
2012,"NIP","CMB","RA","N",30
2012,"NIP","EDU","A1","Y",146
2012,"NIP","EDU","A1","N",25
2012,"NIP","EDU","R1","Y",5
2012,"NIP","EDU","R1","N",3
2012,"NIP","EDU","AA","Y",581
2012,"NIP","EDU","AA","N",73
2012,"NIP","EDU","RA","Y",14
2012,"NIP","EDU","RA","N",3
2012,"NIP","PHE","A1","Y",55
2012,"NIP","PHE","A1","N",33
2012,"NIP","PHE","R1","Y",32
2012,"NIP","PHE","R1","N",20
2012,"NIP","PHE","AA","Y",228
2012,"NIP","PHE","AA","N",51
2012,"NIP","PHE","RA","Y",67
2012,"NIP","PHE","RA","N",23
2012,"NIP","FAA","A1","Y",17
2012,"NIP","FAA","A1","N",14
2012,"NIP","FAA","R1","Y",9
2012,"NIP","FAA","R1","N",5
2012,"NIP","FAA","AA","Y",57
2012,"NIP","FAA","AA","N",19
2012,"NIP","FAA","RA","Y",13
2012,"NIP","FAA","RA","N",6
2012,"NIP","NUR","A1","Y",98
2012,"NIP","NUR","A1","N",45
2012,"NIP","NUR","R1","Y",39
2012,"NIP","NUR","R1","N",18
2012,"NIP","NUR","AA","Y",399
2012,"NIP","NUR","AA","N",137
2012,"NIP","NUR","RA","Y",76
2012,"NIP","NUR","RA","N",24
2011,"NIP","AHS","A1","Y",230
2011,"NIP","AHS","A1","N",203
2011,"NIP","AHS","R1","Y",166
2011,"NIP","AHS","R1","N",129
2011,"NIP","AHS","AA","Y",894
2011,"NIP","AHS","AA","N",366
2011,"NIP","AHS","RA","Y",253
2011,"NIP","AHS","RA","N",148
2011,"NIP","SCI","A1","Y",28
2011,"NIP","SCI","A1","N",42
2011,"NIP","SCI","R1","Y",28
2011,"NIP","SCI","R1","N",30
2011,"NIP","SCI","AA","Y",184
2011,"NIP","SCI","AA","N",79
2011,"NIP","SCI","RA","Y",46
2011,"NIP","SCI","RA","N",33
2011,"NIP","CMB","A1","Y",35
2011,"NIP","CMB","A1","N",52
2011,"NIP","CMB","R1","Y",21
2011,"NIP","CMB","R1","N",24
2011,"NIP","CMB","AA","Y",246
2011,"NIP","CMB","AA","N",119
2011,"NIP","CMB","RA","Y",42
2011,"NIP","CMB","RA","N",28
2011,"NIP","EDU","A1","Y",157
2011,"NIP","EDU","A1","N",22
2011,"NIP","EDU","R1","Y",49
2011,"NIP","EDU","R1","N",7
2011,"NIP","EDU","AA","Y",619
2011,"NIP","EDU","AA","N",61
2011,"NIP","EDU","RA","Y",88
2011,"NIP","EDU","RA","N",8
2011,"NIP","PHE","A1","Y",79
2011,"NIP","PHE","A1","N",24
2011,"NIP","PHE","R1","Y",41
2011,"NIP","PHE","R1","N",12
2011,"NIP","PHE","AA","Y",253
2011,"NIP","PHE","AA","N",42
2011,"NIP","PHE","RA","Y",76
2011,"NIP","PHE","RA","N",14
2011,"NIP","FAA","A1","Y",17
2011,"NIP","FAA","A1","N",10
2011,"NIP","FAA","R1","Y",9
2011,"NIP","FAA","R1","N",7
2011,"NIP","FAA","AA","Y",60
2011,"NIP","FAA","AA","N",20
2011,"NIP","FAA","RA","Y",16
2011,"NIP","FAA","RA","N",8
2011,"NIP","NUR","A1","Y",88
2011,"NIP","NUR","A1","N",45
2011,"NIP","NUR","R1","Y",33
2011,"NIP","NUR","R1","N",10
2011,"NIP","NUR","AA","Y",358
2011,"NIP","NUR","AA","N",130
2011,"NIP","NUR","RA","Y",68
2011,"NIP","NUR","RA","N",13
2010,"NIP","AHS","A1","Y",243
2010,"NIP","AHS","A1","N",274
2010,"NIP","AHS","R1","Y",138
2010,"NIP","AHS","R1","N",154
2010,"NIP","AHS","AA","Y",1053
2010,"NIP","AHS","AA","N",504
2010,"NIP","AHS","RA","Y",235
2010,"NIP","AHS","RA","N",176
2010,"NIP","SCI","A1","Y",32
2010,"NIP","SCI","A1","N",32
2010,"NIP","SCI","R1","Y",19
2010,"NIP","SCI","R1","N",14
2010,"NIP","SCI","AA","Y",207
2010,"NIP","SCI","AA","N",74
2010,"NIP","SCI","RA","Y",37
2010,"NIP","SCI","RA","N",16
2010,"NIP","CMB","A1","Y",42
2010,"NIP","CMB","A1","N",54
2010,"NIP","CMB","R1","Y",17
2010,"NIP","CMB","R1","N",26
2010,"NIP","CMB","AA","Y",325
2010,"NIP","CMB","AA","N",118
2010,"NIP","CMB","RA","Y",39
2010,"NIP","CMB","RA","N",29
2010,"NIP","EDU","A1","Y",181
2010,"NIP","EDU","A1","N",22
2010,"NIP","EDU","R1","Y",79
2010,"NIP","EDU","R1","N",7
2010,"NIP","EDU","AA","Y",758
2010,"NIP","EDU","AA","N",72
2010,"NIP","EDU","RA","Y",127
2010,"NIP","EDU","RA","N",9
2010,"NIP","PHE","A1","Y",90
2010,"NIP","PHE","A1","N",28
2010,"NIP","PHE","R1","Y",55
2010,"NIP","PHE","R1","N",10
2010,"NIP","PHE","AA","Y",297
2010,"NIP","PHE","AA","N",44
2010,"NIP","PHE","RA","Y",75
2010,"NIP","PHE","RA","N",10
2010,"NIP","FAA","A1","Y",18
2010,"NIP","FAA","A1","N",8
2010,"NIP","FAA","R1","Y",8
2010,"NIP","FAA","R1","N",4
2010,"NIP","FAA","AA","Y",70
2010,"NIP","FAA","AA","N",20
2010,"NIP","FAA","RA","Y",12
2010,"NIP","FAA","RA","N",5
2010,"NIP","NUR","A1","Y",78
2010,"NIP","NUR","A1","N",47
2010,"NIP","NUR","R1","Y",29
2010,"NIP","NUR","R1","N",12
2010,"NIP","NUR","AA","Y",317
2010,"NIP","NUR","AA","N",125
2010,"NIP","NUR","RA","Y",61
2010,"NIP","NUR","RA","N",18
2009,"NIP","AHS","A1","Y",246
2009,"NIP","AHS","A1","N",195
2009,"NIP","AHS","R1","Y",159
2009,"NIP","AHS","R1","N",69
2009,"NIP","AHS","AA","Y",983
2009,"NIP","AHS","AA","N",420
2009,"NIP","AHS","RA","Y",251
2009,"NIP","AHS","RA","N",79
2009,"NIP","SCI","A1","Y",34
2009,"NIP","SCI","A1","N",19
2009,"NIP","SCI","R1","Y",17
2009,"NIP","SCI","R1","N",6
2009,"NIP","SCI","AA","Y",170
2009,"NIP","SCI","AA","N",70
2009,"NIP","SCI","RA","Y",28
2009,"NIP","SCI","RA","N",9
2009,"NIP","CMB","A1","Y",63
2009,"NIP","CMB","A1","N",39
2009,"NIP","CMB","R1","Y",32
2009,"NIP","CMB","R1","N",11
2009,"NIP","CMB","AA","Y",376
2009,"NIP","CMB","AA","N",99
2009,"NIP","CMB","RA","Y",54
2009,"NIP","CMB","RA","N",13
2009,"NIP","EDU","A1","Y",184
2009,"NIP","EDU","A1","N",25
2009,"NIP","EDU","R1","Y",68
2009,"NIP","EDU","R1","N",4
2009,"NIP","EDU","AA","Y",763
2009,"NIP","EDU","AA","N",77
2009,"NIP","EDU","RA","Y",118
2009,"NIP","EDU","RA","N",5
2009,"NIP","PHE","A1","Y",67
2009,"NIP","PHE","A1","N",24
2009,"NIP","PHE","R1","Y",37
2009,"NIP","PHE","R1","N",5
2009,"NIP","PHE","AA","Y",289
2009,"NIP","PHE","AA","N",48
2009,"NIP","PHE","RA","Y",85
2009,"NIP","PHE","RA","N",6
2009,"NIP","FAA","A1","Y",9
2009,"NIP","FAA","A1","N",4
2009,"NIP","FAA","R1","Y",6
2009,"NIP","FAA","R1","N",1
2009,"NIP","FAA","AA","Y",62
2009,"NIP","FAA","AA","N",7
2009,"NIP","FAA","RA","Y",8
2009,"NIP","FAA","RA","N",1
2009,"NIP","NUR","A1","Y",66
2009,"NIP","NUR","A1","N",64
2009,"NIP","NUR","R1","Y",24
2009,"NIP","NUR","R1","N",6
2009,"NIP","NUR","AA","Y",298
2009,"NIP","NUR","AA","N",131
2009,"NIP","NUR","RA","Y",56
2009,"NIP","NUR","RA","N",7
2008,"NIP","AHS","A1","Y",303
2008,"NIP","AHS","A1","N",184
2008,"NIP","AHS","R1","Y",225
2008,"NIP","AHS","R1","N",71
2008,"NIP","AHS","AA","Y",1251
2008,"NIP","AHS","AA","N",416
2008,"NIP","AHS","RA","Y",368
2008,"NIP","AHS","RA","N",90
2008,"NIP","SCI","A1","Y",53
2008,"NIP","SCI","A1","N",35
2008,"NIP","SCI","R1","Y",32
2008,"NIP","SCI","R1","N",7
2008,"NIP","SCI","AA","Y",275
2008,"NIP","SCI","AA","N",104
2008,"NIP","SCI","RA","Y",53
2008,"NIP","SCI","RA","N",7
2008,"NIP","CMB","A1","Y",72
2008,"NIP","CMB","A1","N",19
2008,"NIP","CMB","R1","Y",35
2008,"NIP","CMB","R1","N",3
2008,"NIP","CMB","AA","Y",378
2008,"NIP","CMB","AA","N",73
2008,"NIP","CMB","RA","Y",61
2008,"NIP","CMB","RA","N",7
2008,"NIP","EDU","A1","Y",231
2008,"NIP","EDU","R1","Y",84
2008,"NIP","EDU","R1","N",3
2008,"NIP","EDU","AA","Y",787
2008,"NIP","EDU","RA","Y",127
2008,"NIP","EDU","RA","N",3
2008,"NIP","PHE","A1","Y",70
2008,"NIP","PHE","A1","N",11
2008,"NIP","PHE","R1","Y",41
2008,"NIP","PHE","R1","N",2
2008,"NIP","PHE","AA","Y",342
2008,"NIP","PHE","AA","N",37
2008,"NIP","PHE","RA","Y",69
2008,"NIP","PHE","RA","N",6
2008,"NIP","NUR","A1","Y",66
2008,"NIP","NUR","A1","N",38
2008,"NIP","NUR","R1","Y",27
2008,"NIP","NUR","R1","N",5
2008,"NIP","NUR","AA","Y",248
2008,"NIP","NUR","AA","N",105
2008,"NIP","NUR","RA","Y",54
2008,"NIP","NUR","RA","N",7
2007,"NIP","AHS","A1","Y",272
2007,"NIP","AHS","A1","N",287
2007,"NIP","AHS","R1","Y",203
2007,"NIP","AHS","R1","N",154
2007,"NIP","AHS","AA","Y",1190
2007,"NIP","AHS","AA","N",531
2007,"NIP","AHS","RA","Y",365
2007,"NIP","AHS","RA","N",168
2007,"NIP","SCI","A1","Y",35
2007,"NIP","SCI","A1","N",52
2007,"NIP","SCI","R1","Y",22
2007,"NIP","SCI","R1","N",20
2007,"NIP","SCI","AA","Y",279
2007,"NIP","SCI","AA","N",147
2007,"NIP","SCI","RA","Y",42
2007,"NIP","SCI","RA","N",22
2007,"NIP","CMB","A1","Y",65
2007,"NIP","CMB","A1","N",40
2007,"NIP","CMB","R1","Y",31
2007,"NIP","CMB","R1","N",12
2007,"NIP","CMB","AA","Y",452
2007,"NIP","CMB","AA","N",138
2007,"NIP","CMB","RA","Y",56
2007,"NIP","CMB","RA","N",17
2007,"NIP","EDU","A1","Y",511
2007,"NIP","EDU","A1","N",12
2007,"NIP","EDU","R1","Y",175
2007,"NIP","EDU","R1","N",4
2007,"NIP","EDU","AA","Y",1703
2007,"NIP","EDU","AA","N",53
2007,"NIP","EDU","RA","Y",290
2007,"NIP","EDU","RA","N",4
2007,"NIP","PHE","A1","Y",60
2007,"NIP","PHE","A1","N",23
2007,"NIP","PHE","R1","Y",26
2007,"NIP","PHE","R1","N",7
2007,"NIP","PHE","AA","Y",230
2007,"NIP","PHE","AA","N",45
2007,"NIP","PHE","RA","Y",47
2007,"NIP","PHE","RA","N",9
2007,"NIP","NUR","A1","Y",41
2007,"NIP","NUR","A1","N",21
2007,"NIP","NUR","R1","Y",22
2007,"NIP","NUR","R1","N",6
2007,"NIP","NUR","AA","Y",204
2007,"NIP","NUR","AA","N",55
2007,"NIP","NUR","RA","Y",51
2007,"NIP","NUR","RA","N",8
2006,"NIP","AHS","A1","Y",295
2006,"NIP","AHS","A1","N",184
2006,"NIP","AHS","R1","Y",209
2006,"NIP","AHS","R1","N",77
2006,"NIP","AHS","AA","Y",1193
2006,"NIP","AHS","AA","N",423
2006,"NIP","AHS","RA","Y",344
2006,"NIP","AHS","RA","N",100
2006,"NIP","SCI","A1","Y",51
2006,"NIP","SCI","A1","N",36
2006,"NIP","SCI","R1","Y",25
2006,"NIP","SCI","R1","N",7
2006,"NIP","SCI","AA","Y",258
2006,"NIP","SCI","AA","N",118
2006,"NIP","SCI","RA","Y",53
2006,"NIP","SCI","RA","N",10
2006,"NIP","CMB","A1","Y",54
2006,"NIP","CMB","A1","N",31
2006,"NIP","CMB","R1","Y",21
2006,"NIP","CMB","R1","N",4
2006,"NIP","CMB","AA","Y",386
2006,"NIP","CMB","AA","N",109
2006,"NIP","CMB","RA","Y",32
2006,"NIP","CMB","RA","N",7
2006,"NIP","EDU","A1","Y",374
2006,"NIP","EDU","A1","N",31
2006,"NIP","EDU","R1","Y",181
2006,"NIP","EDU","R1","N",6
2006,"NIP","EDU","AA","Y",1365
2006,"NIP","EDU","AA","N",87
2006,"NIP","EDU","RA","Y",292
2006,"NIP","EDU","RA","N",6
2006,"NIP","NUR","A1","Y",39
2006,"NIP","NUR","A1","N",29
2006,"NIP","NUR","R1","Y",25
2006,"NIP","NUR","R1","N",8
2006,"NIP","NUR","AA","Y",130
2006,"NIP","NUR","AA","N",79
2006,"NIP","NUR","RA","Y",36
2006,"NIP","NUR","RA","N",9
2005,"NIP","AHS","A1","Y",372
2005,"NIP","AHS","A1","N",283
2005,"NIP","AHS","R1","Y",225
2005,"NIP","AHS","R1","N",171
2005,"NIP","AHS","AA","Y",1370
2005,"NIP","AHS","AA","N",577
2005,"NIP","AHS","RA","Y",347
2005,"NIP","AHS","RA","N",201
2005,"NIP","SCI","A1","Y",69
2005,"NIP","SCI","A1","N",37
2005,"NIP","SCI","R1","Y",39
2005,"NIP","SCI","R1","N",19
2005,"NIP","SCI","AA","Y",347
2005,"NIP","SCI","AA","N",138
2005,"NIP","SCI","RA","Y",68
2005,"NIP","SCI","RA","N",22
2005,"NIP","CMB","A1","Y",66
2005,"NIP","CMB","A1","N",31
2005,"NIP","CMB","R1","Y",36
2005,"NIP","CMB","R1","N",13
2005,"NIP","CMB","AA","Y",306
2005,"NIP","CMB","AA","N",95
2005,"NIP","CMB","RA","Y",48
2005,"NIP","CMB","RA","N",19
2005,"NIP","EDU","A1","Y",124
2005,"NIP","EDU","A1","N",22
2005,"NIP","EDU","R1","Y",60
2005,"NIP","EDU","R1","N",1
2005,"NIP","EDU","AA","Y",494
2005,"NIP","EDU","AA","N",54
2005,"NIP","EDU","RA","Y",97
2005,"NIP","EDU","RA","N",1
2005,"NIP","NUR","A1","Y",34
2005,"NIP","NUR","R1","Y",21
2005,"NIP","NUR","R1","N",7
2005,"NIP","NUR","AA","Y",162
2005,"NIP","NUR","RA","Y",36
2005,"NIP","NUR","RA","N",11
2005,"NIP","DPR","A1","N",2
2005,"NIP","DPR","R1","N",11
2005,"NIP","DPR","AA","N",2
2005,"NIP","DPR","RA","N",13
2015,"OCA","AHS","A1","Y",8
2015,"OCA","AHS","A1","N",17
2015,"OCA","AHS","R1","N",9
2015,"OCA","AHS","AA","Y",31
2015,"OCA","AHS","AA","N",23
2015,"OCA","AHS","RA","N",10
2015,"OCA","FAA","A1","Y",813
2015,"OCA","FAA","A1","N",928
2015,"OCA","FAA","R1","Y",430
2015,"OCA","FAA","R1","N",451
2015,"OCA","FAA","AA","Y",1807
2015,"OCA","FAA","AA","N",1175
2015,"OCA","FAA","RA","Y",587
2015,"OCA","FAA","RA","N",509
2014,"OCA","FAA","A1","Y",830
2014,"OCA","FAA","A1","N",801
2014,"OCA","FAA","R1","Y",409
2014,"OCA","FAA","R1","N",330
2014,"OCA","FAA","AA","Y",1655
2014,"OCA","FAA","AA","N",1008
2014,"OCA","FAA","RA","Y",533
2014,"OCA","FAA","RA","N",362
2013,"OCA","FAA","A1","Y",870
2013,"OCA","FAA","A1","N",803
2013,"OCA","FAA","R1","Y",455
2013,"OCA","FAA","R1","N",340
2013,"OCA","FAA","AA","Y",1797
2013,"OCA","FAA","AA","N",1012
2013,"OCA","FAA","RA","Y",624
2013,"OCA","FAA","RA","N",374
2012,"OCA","FAA","A1","Y",878
2012,"OCA","FAA","A1","N",775
2012,"OCA","FAA","R1","Y",440
2012,"OCA","FAA","R1","N",405
2012,"OCA","FAA","AA","Y",1815
2012,"OCA","FAA","AA","N",1011
2012,"OCA","FAA","RA","Y",620
2012,"OCA","FAA","RA","N",456
2011,"OCA","FAA","A1","Y",874
2011,"OCA","FAA","A1","N",663
2011,"OCA","FAA","R1","Y",462
2011,"OCA","FAA","R1","N",347
2011,"OCA","FAA","AA","Y",1859
2011,"OCA","FAA","AA","N",883
2011,"OCA","FAA","RA","Y",657
2011,"OCA","FAA","RA","N",412
2010,"OCA","FAA","A1","Y",867
2010,"OCA","FAA","A1","N",671
2010,"OCA","FAA","R1","Y",444
2010,"OCA","FAA","R1","N",357
2010,"OCA","FAA","AA","Y",1887
2010,"OCA","FAA","AA","N",908
2010,"OCA","FAA","RA","Y",609
2010,"OCA","FAA","RA","N",415
2009,"OCA","FAA","A1","Y",861
2009,"OCA","FAA","A1","N",608
2009,"OCA","FAA","R1","Y",419
2009,"OCA","FAA","R1","N",326
2009,"OCA","FAA","AA","Y",1848
2009,"OCA","FAA","AA","N",844
2009,"OCA","FAA","RA","Y",562
2009,"OCA","FAA","RA","N",383
2008,"OCA","FAA","A1","Y",726
2008,"OCA","FAA","A1","N",574
2008,"OCA","FAA","R1","Y",306
2008,"OCA","FAA","R1","N",266
2008,"OCA","FAA","AA","Y",1763
2008,"OCA","FAA","AA","N",822
2008,"OCA","FAA","RA","Y",427
2008,"OCA","FAA","RA","N",323
2007,"OCA","FAA","A1","Y",716
2007,"OCA","FAA","A1","N",514
2007,"OCA","FAA","R1","Y",335
2007,"OCA","FAA","R1","N",284
2007,"OCA","FAA","AA","Y",1752
2007,"OCA","FAA","AA","N",753
2007,"OCA","FAA","RA","Y",487
2007,"OCA","FAA","RA","N",339
2006,"OCA","FAA","A1","Y",651
2006,"OCA","FAA","A1","N",501
2006,"OCA","FAA","R1","Y",247
2006,"OCA","FAA","R1","N",242
2006,"OCA","FAA","AA","Y",1706
2006,"OCA","FAA","AA","N",666
2006,"OCA","FAA","RA","Y",383
2006,"OCA","FAA","RA","N",278
2005,"OCA","FAA","A1","Y",685
2005,"OCA","FAA","A1","N",485
2005,"OCA","FAA","R1","Y",331
2005,"OCA","FAA","R1","N",235
