"College","Program","PrerequisiteGroup","PrerequisitePicks","PrerequisiteSubject","PrerequisiteLevel","PrerequisiteType","PrerequisiteMinGrade","PrerequisiteRecommended"
"SHE","PPNSG",1,1,"ENG","4","U/C",,
"SHE","PPNSG",2,1,"MATH","4","U/C",70,
"SHE","PPNSG",3,1,"BIO","3","U/C",,
"SHE","PPNSG",4,1,"CHEM","3","U",,
"SHE","PPNSG",4,1,"CHEM","4","U/C",,
"SHE","PPNSG",5,2,"Any","3/4","",,
"SHE","PVETT",1,1,"ENG","4","U/C",,
"SHE","PVETT",2,1,"MATH","4","U/C",,
"SHE","PVETT",3,1,"BIO","3","U/C",,
"SHE","PVETT",4,1,"CHEM","3","U",,
"SHE","PVETT",4,1,"CHEM","4","U/C",,
"SHE","PVETT",5,2,"Any","3/4","",,
