"Grade","Years","Sex","Credential","Field","Measure","Value"
2007,2,"M","DEG","All","Mean",56200
2007,2,"M","DEG","All","Mean L",55400
2007,2,"M","DEG","All","Mean H",57000
2007,2,"M","DEG","All","Count",5860
2007,3,"M","DEG","All","P10",19900
2007,3,"M","DEG","All","P90",98200
2007,3,"M","DEG","All","P20",36500
2007,3,"M","DEG","All","P40",54300
2007,3,"M","DEG","All","P60",67700
2007,3,"M","DEG","All","P80",82700
2007,3,"M","DEG","All","P25",42500
2007,3,"M","DEG","All","P50",61400
2007,3,"M","DEG","All","P75",78000
2007,3,"M","DEG","All","Mean",62600
2007,3,"M","DEG","All","Mean L",61600
2007,3,"M","DEG","All","Mean H",63700
2007,3,"M","DEG","All","Count",5240
2007,4,"M","DEG","All","P10",23100
2007,4,"M","DEG","All","P90",105600
2007,4,"M","DEG","All","P20",41500
2007,4,"M","DEG","All","P40",59400
2007,4,"M","DEG","All","P60",73300
2007,4,"M","DEG","All","P80",89500
2007,4,"M","DEG","All","P25",46500
2007,4,"M","DEG","All","P50",66400
2007,4,"M","DEG","All","P75",84200
2007,4,"M","DEG","All","Mean",68600
2007,4,"M","DEG","All","Mean L",67300
2007,4,"M","DEG","All","Mean H",69800
2007,4,"M","DEG","All","Count",4920
2007,5,"M","DEG","All","P10",26500
2007,5,"M","DEG","All","P90",115500
2007,5,"M","DEG","All","P20",44700
2007,5,"M","DEG","All","P40",63800
2007,5,"M","DEG","All","P60",78200
2007,5,"M","DEG","All","P80",96800
2007,5,"M","DEG","All","P25",50100
2007,5,"M","DEG","All","P50",71400
2007,5,"M","DEG","All","P75",90900
2007,5,"M","DEG","All","Mean",73900
2007,5,"M","DEG","All","Mean L",72700
2007,5,"M","DEG","All","Mean H",75200
2007,5,"M","DEG","All","Count",4680
2007,6,"M","DEG","All","P10",27800
2007,6,"M","DEG","All","P90",124900
2007,6,"M","DEG","All","P20",46400
2007,6,"M","DEG","All","P40",67800
2007,6,"M","DEG","All","P60",83700
2007,6,"M","DEG","All","P80",103600
2007,6,"M","DEG","All","P25",52600
2007,6,"M","DEG","All","P50",76000
2007,6,"M","DEG","All","P75",97200
2007,6,"M","DEG","All","Mean",80000
2007,6,"M","DEG","All","Mean L",78200
2007,6,"M","DEG","All","Mean H",81800
2007,6,"M","DEG","All","Count",4480
2008,1,"M","DEG","All","P10",13100
2008,1,"M","DEG","All","P90",80100
2008,1,"M","DEG","All","P20",22700
2008,1,"M","DEG","All","P40",40100
2008,1,"M","DEG","All","P60",54200
2008,1,"M","DEG","All","P80",67900
2008,1,"M","DEG","All","P25",27200
2008,1,"M","DEG","All","P50",47400
2008,1,"M","DEG","All","P75",64100
2008,1,"M","DEG","All","Mean",48000
2008,1,"M","DEG","All","Mean L",47400
2008,1,"M","DEG","All","Mean H",48700
2008,1,"M","DEG","All","Count",6930
2008,2,"M","DEG","All","P10",15400
2008,2,"M","DEG","All","P90",88400
2008,2,"M","DEG","All","P20",28300
2008,2,"M","DEG","All","P40",47200
2008,2,"M","DEG","All","P60",60600
2008,2,"M","DEG","All","P80",74600
2008,2,"M","DEG","All","P25",34100
2008,2,"M","DEG","All","P50",54400
2008,2,"M","DEG","All","P75",70400
2008,2,"M","DEG","All","Mean",54500
2008,2,"M","DEG","All","Mean L",53700
2008,2,"M","DEG","All","Mean H",55300
2008,2,"M","DEG","All","Count",6030
2008,3,"M","DEG","All","P10",18900
2008,3,"M","DEG","All","P90",97000
2008,3,"M","DEG","All","P20",34000
2008,3,"M","DEG","All","P40",53400
2008,3,"M","DEG","All","P60",67000
2008,3,"M","DEG","All","P80",82100
2008,3,"M","DEG","All","P25",40000
2008,3,"M","DEG","All","P50",61000
2008,3,"M","DEG","All","P75",77100
2008,3,"M","DEG","All","Mean",61500
2008,3,"M","DEG","All","Mean L",60500
2008,3,"M","DEG","All","Mean H",62500
2008,3,"M","DEG","All","Count",5530
2008,4,"M","DEG","All","P10",23000
2008,4,"M","DEG","All","P90",107400
2008,4,"M","DEG","All","P20",39200
2008,4,"M","DEG","All","P40",59200
2008,4,"M","DEG","All","P60",72700
2008,4,"M","DEG","All","P80",89800
2008,4,"M","DEG","All","P25",45200
2008,4,"M","DEG","All","P50",66400
2008,4,"M","DEG","All","P75",83700
2008,4,"M","DEG","All","Mean",68100
2008,4,"M","DEG","All","Mean L",66900
2008,4,"M","DEG","All","Mean H",69300
2008,4,"M","DEG","All","Count",5120
2008,5,"M","DEG","All","P10",24500
2008,5,"M","DEG","All","P90",118800
2008,5,"M","DEG","All","P20",42200
2008,5,"M","DEG","All","P40",63100
2008,5,"M","DEG","All","P60",78400
2008,5,"M","DEG","All","P80",96700
2008,5,"M","DEG","All","P25",47800
2008,5,"M","DEG","All","P50",71500
2008,5,"M","DEG","All","P75",91000
2008,5,"M","DEG","All","Mean",74300
2008,5,"M","DEG","All","Mean L",72800
2008,5,"M","DEG","All","Mean H",75700
2008,5,"M","DEG","All","Count",4890
2009,1,"M","DEG","All","P10",12100
2009,1,"M","DEG","All","P90",77500
2009,1,"M","DEG","All","P20",20200
2009,1,"M","DEG","All","P40",35000
2009,1,"M","DEG","All","P60",50100
2009,1,"M","DEG","All","P80",65800
2009,1,"M","DEG","All","P25",23900
2009,1,"M","DEG","All","P50",42900
2009,1,"M","DEG","All","P75",61200
2009,1,"M","DEG","All","Mean",44600
2009,1,"M","DEG","All","Mean L",44000
2009,1,"M","DEG","All","Mean H",45300
2009,1,"M","DEG","All","Count",6600
2009,2,"M","DEG","All","P10",15700
2009,2,"M","DEG","All","P90",87200
2009,2,"M","DEG","All","P20",28000
2009,2,"M","DEG","All","P40",45100
2009,2,"M","DEG","All","P60",58600
2009,2,"M","DEG","All","P80",73800
2009,2,"M","DEG","All","P25",32900
2009,2,"M","DEG","All","P50",52300
2009,2,"M","DEG","All","P75",69900
2009,2,"M","DEG","All","Mean",53200
2009,2,"M","DEG","All","Mean L",52400
2009,2,"M","DEG","All","Mean H",53900
2009,2,"M","DEG","All","Count",5920
2009,3,"M","DEG","All","P10",19000
2009,3,"M","DEG","All","P90",97400
2009,3,"M","DEG","All","P20",33400
2009,3,"M","DEG","All","P40",51600
2009,3,"M","DEG","All","P60",66200
2009,3,"M","DEG","All","P80",81600
2009,3,"M","DEG","All","P25",39100
2009,3,"M","DEG","All","P50",58800
2009,3,"M","DEG","All","P75",77100
2009,3,"M","DEG","All","Mean",60300
2009,3,"M","DEG","All","Mean L",59400
2009,3,"M","DEG","All","Mean H",61100
2009,3,"M","DEG","All","Count",5340
2009,4,"M","DEG","All","P10",19700
2009,4,"M","DEG","All","P90",108400
2009,4,"M","DEG","All","P20",37400
2009,4,"M","DEG","All","P40",56800
2009,4,"M","DEG","All","P60",72500
2009,4,"M","DEG","All","P80",89500
2009,4,"M","DEG","All","P25",42900
2009,4,"M","DEG","All","P50",65000
2009,4,"M","DEG","All","P75",84900
2009,4,"M","DEG","All","Mean",66700
2009,4,"M","DEG","All","Mean L",65500
2009,4,"M","DEG","All","Mean H",67800
2009,4,"M","DEG","All","Count",4940
2010,1,"M","DEG","All","P10",12100
2010,1,"M","DEG","All","P90",76900
2010,1,"M","DEG","All","P20",20800
2010,1,"M","DEG","All","P40",36200
2010,1,"M","DEG","All","P60",50100
2010,1,"M","DEG","All","P80",64700
2010,1,"M","DEG","All","P25",25100
2010,1,"M","DEG","All","P50",43400
2010,1,"M","DEG","All","P75",60700
2010,1,"M","DEG","All","Mean",45200
2010,1,"M","DEG","All","Mean L",44600
2010,1,"M","DEG","All","Mean H",45900
2010,1,"M","DEG","All","Count",7020
2010,2,"M","DEG","All","P10",15800
2010,2,"M","DEG","All","P90",88700
2010,2,"M","DEG","All","P20",27800
2010,2,"M","DEG","All","P40",45400
2010,2,"M","DEG","All","P60",59000
2010,2,"M","DEG","All","P80",74400
2010,2,"M","DEG","All","P25",32900
2010,2,"M","DEG","All","P50",52400
2010,2,"M","DEG","All","P75",69800
2010,2,"M","DEG","All","Mean",53900
2010,2,"M","DEG","All","Mean L",53100
2010,2,"M","DEG","All","Mean H",54700
2010,2,"M","DEG","All","Count",6200
2010,3,"M","DEG","All","P10",19500
2010,3,"M","DEG","All","P90",98900
2010,3,"M","DEG","All","P20",33100
2010,3,"M","DEG","All","P40",51500
2010,3,"M","DEG","All","P60",66200
2010,3,"M","DEG","All","P80",83100
2010,3,"M","DEG","All","P25",39100
2010,3,"M","DEG","All","P50",59100
2010,3,"M","DEG","All","P75",77900
2010,3,"M","DEG","All","Mean",61200
2010,3,"M","DEG","All","Mean L",60100
2010,3,"M","DEG","All","Mean H",62300
2010,3,"M","DEG","All","Count",5690
2011,1,"M","DEG","All","P10",12000
2011,1,"M","DEG","All","P90",79400
2011,1,"M","DEG","All","P20",20500
2011,1,"M","DEG","All","P40",37200
2011,1,"M","DEG","All","P60",50700
2011,1,"M","DEG","All","P80",66200
2011,1,"M","DEG","All","P25",24800
2011,1,"M","DEG","All","P50",44000
2011,1,"M","DEG","All","P75",62200
2011,1,"M","DEG","All","Mean",45800
2011,1,"M","DEG","All","Mean L",45200
2011,1,"M","DEG","All","Mean H",46400
2011,1,"M","DEG","All","Count",7470
2011,2,"M","DEG","All","P10",15500
2011,2,"M","DEG","All","P90",91300
2011,2,"M","DEG","All","P20",27400
2011,2,"M","DEG","All","P40",45700
2011,2,"M","DEG","All","P60",59600
2011,2,"M","DEG","All","P80",75800
2011,2,"M","DEG","All","P25",32600
2011,2,"M","DEG","All","P50",52500
2011,2,"M","DEG","All","P75",70800
2011,2,"M","DEG","All","Mean",54900
2011,2,"M","DEG","All","Mean L",53900
2011,2,"M","DEG","All","Mean H",55900
2011,2,"M","DEG","All","Count",6670
2012,1,"M","DEG","All","P10",11900
2012,1,"M","DEG","All","P90",83100
2012,1,"M","DEG","All","P20",20600
2012,1,"M","DEG","All","P40",37000
2012,1,"M","DEG","All","P60",51600
2012,1,"M","DEG","All","P80",67500
2012,1,"M","DEG","All","P25",25000
2012,1,"M","DEG","All","P50",44300
2012,1,"M","DEG","All","P75",63200
2012,1,"M","DEG","All","Mean",46900
2012,1,"M","DEG","All","Mean L",46200
2012,1,"M","DEG","All","Mean H",47500
2012,1,"M","DEG","All","Count",7820
2005,1,"F","DEG","All","P10",13200
2005,1,"F","DEG","All","P90",72600
2005,1,"F","DEG","All","P20",22200
2005,1,"F","DEG","All","P40",36600
2005,1,"F","DEG","All","P60",48900
2005,1,"F","DEG","All","P80",63300
2005,1,"F","DEG","All","P25",26500
2005,1,"F","DEG","All","P50",42700
2005,1,"F","DEG","All","P75",59700
2005,1,"F","DEG","All","Mean",44000
2005,1,"F","DEG","All","Mean L",43300
2005,1,"F","DEG","All","Mean H",44600
2005,1,"F","DEG","All","Count",8020
2005,2,"F","DEG","All","P10",17100
2005,2,"F","DEG","All","P90",80400
2005,2,"F","DEG","All","P20",28600
2005,2,"F","DEG","All","P40",42900
2005,2,"F","DEG","All","P60",56400
2005,2,"F","DEG","All","P80",69700
2005,2,"F","DEG","All","P25",33000
2005,2,"F","DEG","All","P50",49600
2005,2,"F","DEG","All","P75",66200
2005,2,"F","DEG","All","Mean",50200
2005,2,"F","DEG","All","Mean L",49600
2005,2,"F","DEG","All","Mean H",50900
2005,2,"F","DEG","All","Count",6910
2005,3,"F","DEG","All","P10",17900
2005,3,"F","DEG","All","P90",86200
2005,3,"F","DEG","All","P20",31300
2005,3,"F","DEG","All","P40",46700
2005,3,"F","DEG","All","P60",60600
2005,3,"F","DEG","All","P80",74300
2005,3,"F","DEG","All","P25",35900
2005,3,"F","DEG","All","P50",53600
2005,3,"F","DEG","All","P75",70500
2005,3,"F","DEG","All","Mean",54100
2005,3,"F","DEG","All","Mean L",53400
2005,3,"F","DEG","All","Mean H",54800
2005,3,"F","DEG","All","Count",6190
2005,4,"F","DEG","All","P10",17300
2005,4,"F","DEG","All","P90",90800
2005,4,"F","DEG","All","P20",32600
2005,4,"F","DEG","All","P40",50300
2005,4,"F","DEG","All","P60",65600
2005,4,"F","DEG","All","P80",79700
2005,4,"F","DEG","All","P25",37600
2005,4,"F","DEG","All","P50",57500
2005,4,"F","DEG","All","P75",75500
2005,4,"F","DEG","All","Mean",57400
2005,4,"F","DEG","All","Mean L",56600
2005,4,"F","DEG","All","Mean H",58100
2005,4,"F","DEG","All","Count",5640
2005,5,"F","DEG","All","P10",16100
2005,5,"F","DEG","All","P90",92400
2005,5,"F","DEG","All","P20",29900
2005,5,"F","DEG","All","P40",50200
2005,5,"F","DEG","All","P60",65600
2005,5,"F","DEG","All","P80",80800
2005,5,"F","DEG","All","P25",36000
2005,5,"F","DEG","All","P50",57600
2005,5,"F","DEG","All","P75",77000
2005,5,"F","DEG","All","Mean",57500
2005,5,"F","DEG","All","Mean L",56600
2005,5,"F","DEG","All","Mean H",58400
2005,5,"F","DEG","All","Count",5240
2005,6,"F","DEG","All","P10",15400
2005,6,"F","DEG","All","P90",95800
2005,6,"F","DEG","All","P20",29100
2005,6,"F","DEG","All","P40",50400
2005,6,"F","DEG","All","P60",67400
2005,6,"F","DEG","All","P80",83600
2005,6,"F","DEG","All","P25",36000
2005,6,"F","DEG","All","P50",59000
2005,6,"F","DEG","All","P75",79100
2005,6,"F","DEG","All","Mean",59200
2005,6,"F","DEG","All","Mean L",58200
2005,6,"F","DEG","All","Mean H",60100
2005,6,"F","DEG","All","Count",4990
2005,7,"F","DEG","All","P10",15300
2005,7,"F","DEG","All","P90",98700
2005,7,"F","DEG","All","P20",29300
2005,7,"F","DEG","All","P40",51600
2005,7,"F","DEG","All","P60",68400
2005,7,"F","DEG","All","P80",85300
2005,7,"F","DEG","All","P25",36200
2005,7,"F","DEG","All","P50",60100
2005,7,"F","DEG","All","P75",81300
2005,7,"F","DEG","All","Mean",60400
2005,7,"F","DEG","All","Mean L",59400
2005,7,"F","DEG","All","Mean H",61400
2005,7,"F","DEG","All","Count",4760
2005,8,"F","DEG","All","P10",15800
2005,8,"F","DEG","All","P90",102800
2005,8,"F","DEG","All","P20",29500
2005,8,"F","DEG","All","P40",52200
2005,8,"F","DEG","All","P60",70800
2005,8,"F","DEG","All","P80",88900
2005,8,"F","DEG","All","P25",35700
2005,8,"F","DEG","All","P50",62100
2005,8,"F","DEG","All","P75",84200
2005,8,"F","DEG","All","Mean",62500
2005,8,"F","DEG","All","Mean L",61400
2005,8,"F","DEG","All","Mean H",63600
2005,8,"F","DEG","All","Count",4580
2006,1,"F","DEG","All","P10",14200
2006,1,"F","DEG","All","P90",76500
2006,1,"F","DEG","All","P20",23600
2006,1,"F","DEG","All","P40",38200
2006,1,"F","DEG","All","P60",50600
2006,1,"F","DEG","All","P80",65500
2006,1,"F","DEG","All","P25",27600
2006,1,"F","DEG","All","P50",43800
2006,1,"F","DEG","All","P75",62000
2006,1,"F","DEG","All","Mean",45600
2006,1,"F","DEG","All","Mean L",45100
2006,1,"F","DEG","All","Mean H",46100
2006,1,"F","DEG","All","Count",8760
2006,2,"F","DEG","All","P10",17300
2006,2,"F","DEG","All","P90",83900
2006,2,"F","DEG","All","P20",29200
2006,2,"F","DEG","All","P40",44500
2006,2,"F","DEG","All","P60",57500
2006,2,"F","DEG","All","P80",71700
2006,2,"F","DEG","All","P25",34200
2006,2,"F","DEG","All","P50",50900
2006,2,"F","DEG","All","P75",67700
2006,2,"F","DEG","All","Mean",51800
2006,2,"F","DEG","All","Mean L",51100
2006,2,"F","DEG","All","Mean H",52400
2006,2,"F","DEG","All","Count",7410
2006,3,"F","DEG","All","P10",17400
2006,3,"F","DEG","All","P90",89600
2006,3,"F","DEG","All","P20",31400
2006,3,"F","DEG","All","P40",48200
2006,3,"F","DEG","All","P60",62800
2006,3,"F","DEG","All","P80",77600
2006,3,"F","DEG","All","P25",36900
2006,3,"F","DEG","All","P50",55200
2006,3,"F","DEG","All","P75",73500
2006,3,"F","DEG","All","Mean",55700
2006,3,"F","DEG","All","Mean L",55000
2006,3,"F","DEG","All","Mean H",56400
2006,3,"F","DEG","All","Count",6430
2006,4,"F","DEG","All","P10",17200
2006,4,"F","DEG","All","P90",91900
2006,4,"F","DEG","All","P20",32000
2006,4,"F","DEG","All","P40",49900
2006,4,"F","DEG","All","P60",65000
2006,4,"F","DEG","All","P80",80000
2006,4,"F","DEG","All","P25",38000
2006,4,"F","DEG","All","P50",57200
2006,4,"F","DEG","All","P75",75700
2006,4,"F","DEG","All","Mean",57300
2006,4,"F","DEG","All","Mean L",56500
2006,4,"F","DEG","All","Mean H",58000
2006,4,"F","DEG","All","Count",5810
2006,5,"F","DEG","All","P10",16800
2006,5,"F","DEG","All","P90",94000
2006,5,"F","DEG","All","P20",30800
2006,5,"F","DEG","All","P40",49900
2006,5,"F","DEG","All","P60",66000
2006,5,"F","DEG","All","P80",81700
2006,5,"F","DEG","All","P25",37100
2006,5,"F","DEG","All","P50",58200
2006,5,"F","DEG","All","P75",77500
2006,5,"F","DEG","All","Mean",58200
2006,5,"F","DEG","All","Mean L",57400
2006,5,"F","DEG","All","Mean H",59100
2006,5,"F","DEG","All","Count",5500
2006,6,"F","DEG","All","P10",16600
2006,6,"F","DEG","All","P90",95900
2006,6,"F","DEG","All","P20",30400
2006,6,"F","DEG","All","P40",50400
2006,6,"F","DEG","All","P60",67600
2006,6,"F","DEG","All","P80",83600
2006,6,"F","DEG","All","P25",36900
2006,6,"F","DEG","All","P50",59200
2006,6,"F","DEG","All","P75",79400
2006,6,"F","DEG","All","Mean",59400
2006,6,"F","DEG","All","Mean L",58500
2006,6,"F","DEG","All","Mean H",60300
2006,6,"F","DEG","All","Count",5200
2006,7,"F","DEG","All","P10",15100
2006,7,"F","DEG","All","P90",98700
2006,7,"F","DEG","All","P20",30300
2006,7,"F","DEG","All","P40",51600
2006,7,"F","DEG","All","P60",69200
2006,7,"F","DEG","All","P80",86600
2006,7,"F","DEG","All","P25",36400
2006,7,"F","DEG","All","P50",60600
2006,7,"F","DEG","All","P75",82300
2006,7,"F","DEG","All","Mean",60600
2006,7,"F","DEG","All","Mean L",59600
2006,7,"F","DEG","All","Mean H",61500
2006,7,"F","DEG","All","Count",4970
2007,1,"F","DEG","All","P10",14000
2007,1,"F","DEG","All","P90",77800
2007,1,"F","DEG","All","P20",23900
2007,1,"F","DEG","All","P40",38500
2007,1,"F","DEG","All","P60",51400
2007,1,"F","DEG","All","P80",66400
2007,1,"F","DEG","All","P25",28200
2007,1,"F","DEG","All","P50",44600
2007,1,"F","DEG","All","P75",63100
2007,1,"F","DEG","All","Mean",46300
2007,1,"F","DEG","All","Mean L",45800
2007,1,"F","DEG","All","Mean H",46800
2007,1,"F","DEG","All","Count",9630
2007,2,"F","DEG","All","P10",16200
2007,2,"F","DEG","All","P90",84800
2007,2,"F","DEG","All","P20",28100
2007,2,"F","DEG","All","P40",44100
2007,2,"F","DEG","All","P60",58300
2007,2,"F","DEG","All","P80",73100
2007,2,"F","DEG","All","P25",33400
2007,2,"F","DEG","All","P50",50600
2007,2,"F","DEG","All","P75",69300
2007,2,"F","DEG","All","Mean",51700
2007,2,"F","DEG","All","Mean L",51200
2007,2,"F","DEG","All","Mean H",52300
2007,2,"F","DEG","All","Count",8070
2007,3,"F","DEG","All","P10",17500
2007,3,"F","DEG","All","P90",86500
2007,3,"F","DEG","All","P20",30300
2007,3,"F","DEG","All","P40",46900
2007,3,"F","DEG","All","P60",61500
2007,3,"F","DEG","All","P80",75200
2007,3,"F","DEG","All","P25",35500
2007,3,"F","DEG","All","P50",54100
2007,3,"F","DEG","All","P75",71600
2007,3,"F","DEG","All","Mean",54000
2007,3,"F","DEG","All","Mean L",53400
2007,3,"F","DEG","All","Mean H",54600
2007,3,"F","DEG","All","Count",7050
2007,4,"F","DEG","All","P10",17200
2007,4,"F","DEG","All","P90",90500
2007,4,"F","DEG","All","P20",30800
2007,4,"F","DEG","All","P40",48800
2007,4,"F","DEG","All","P60",64300
2007,4,"F","DEG","All","P80",78600
2007,4,"F","DEG","All","P25",36800
2007,4,"F","DEG","All","P50",56200
2007,4,"F","DEG","All","P75",75000
2007,4,"F","DEG","All","Mean",56300
2007,4,"F","DEG","All","Mean L",55600
2007,4,"F","DEG","All","Mean H",57000
2007,4,"F","DEG","All","Count",6500
2007,5,"F","DEG","All","P10",17100
2007,5,"F","DEG","All","P90",93900
2007,5,"F","DEG","All","P20",31400
2007,5,"F","DEG","All","P40",49800
2007,5,"F","DEG","All","P60",65700
2007,5,"F","DEG","All","P80",81300
2007,5,"F","DEG","All","P25",37200
2007,5,"F","DEG","All","P50",57100
2007,5,"F","DEG","All","P75",77200
2007,5,"F","DEG","All","Mean",58100
2007,5,"F","DEG","All","Mean L",57300
2007,5,"F","DEG","All","Mean H",58800
2007,5,"F","DEG","All","Count",6110
2007,6,"F","DEG","All","P10",15600
2007,6,"F","DEG","All","P90",97500
2007,6,"F","DEG","All","P20",29800
2007,6,"F","DEG","All","P40",51600
2007,6,"F","DEG","All","P60",68300
2007,6,"F","DEG","All","P80",85100
2007,6,"F","DEG","All","P25",36300
2007,6,"F","DEG","All","P50",59500
2007,6,"F","DEG","All","P75",80700
2007,6,"F","DEG","All","Mean",60000
2007,6,"F","DEG","All","Mean L",59100
2007,6,"F","DEG","All","Mean H",60900
2007,6,"F","DEG","All","Count",5760
2008,1,"F","DEG","All","P10",12800
2008,1,"F","DEG","All","P90",78000
2008,1,"F","DEG","All","P20",21600
2008,1,"F","DEG","All","P40",37500
2008,1,"F","DEG","All","P60",51000
2008,1,"F","DEG","All","P80",67100
2008,1,"F","DEG","All","P25",25700
2008,1,"F","DEG","All","P50",43800
2008,1,"F","DEG","All","P75",63600
2008,1,"F","DEG","All","Mean",45500
2008,1,"F","DEG","All","Mean L",45000
2008,1,"F","DEG","All","Mean H",46000
2008,1,"F","DEG","All","Count",9220
2008,2,"F","DEG","All","P10",14800
2008,2,"F","DEG","All","P90",81900
2008,2,"F","DEG","All","P20",25500
2008,2,"F","DEG","All","P40",42000
2008,2,"F","DEG","All","P60",56200
2008,2,"F","DEG","All","P80",70600
2008,2,"F","DEG","All","P25",30700
2008,2,"F","DEG","All","P50",48400
2008,2,"F","DEG","All","P75",67200
2008,2,"F","DEG","All","Mean",49600
2008,2,"F","DEG","All","Mean L",49000
2008,2,"F","DEG","All","Mean H",50200
