"Year","EducationLevel","Metric","AgeGroup","Sex","Count"
2009,"E3","PRT","15-24","F",69.2
2009,"E3","PRT","25-34","M",88.5
2009,"E3","PRT","25-34","F",75
2009,"E3","PRT","55+","M",44.1
2009,"E3","PRT","55+","F",30.7
2009,"E3","PRT","55-64","M",69.8
2009,"E3","PRT","55-64","F",57.7
2009,"E3","ERT","15-24","M",58.9
2009,"E3","ERT","15-24","F",60.1
2009,"E3","ERT","25-34","M",76.1
2009,"E3","ERT","25-34","F",66.6
2009,"E3","ERT","55+","M",40.2
2009,"E3","ERT","55+","F",29.2
2009,"E3","ERT","55-64","M",63.1
2009,"E3","ERT","55-64","F",54.5
2009,"E4","LFO","15-24","M",103.5
2009,"E4","LFO","15-24","F",119.4
2009,"E4","LFO","25-34","M",55.5
2009,"E4","LFO","25-34","F",41.2
2009,"E4","LFO","55+","M",29.4
2009,"E4","LFO","55+","F",31.1
2009,"E4","LFO","55-64","M",23.7
2009,"E4","LFO","55-64","F",27.6
2009,"E4","EFT","15-24","M",40
2009,"E4","EFT","15-24","F",32.4
2009,"E4","EFT","25-34","M",41.9
2009,"E4","EFT","25-34","F",26.8
2009,"E4","EFT","55+","M",22.4
2009,"E4","EFT","55+","F",20.5
2009,"E4","EFT","55-64","M",19.6
2009,"E4","EFT","55-64","F",19.3
2009,"E4","EPT","15-24","M",44.4
2009,"E4","EPT","15-24","F",71.5
2009,"E4","EPT","25-34","M",6.4
2009,"E4","EPT","25-34","F",10.6
2009,"E4","EPT","55+","M",4.3
2009,"E4","EPT","55+","F",9.2
2009,"E4","EPT","55-64","M",2.3
2009,"E4","EPT","55-64","F",7
2009,"E4","UNE","15-24","M",19.1
2009,"E4","UNE","15-24","F",15.5
2009,"E4","UNE","25-34","M",7.2
2009,"E4","UNE","25-34","F",3.8
2009,"E4","UNE","55+","M",2.6
2009,"E4","UNE","55-64","M",1.7
2009,"E4","NLF","15-24","M",60.3
2009,"E4","NLF","15-24","F",71.1
2009,"E4","NLF","25-34","M",8.4
2009,"E4","NLF","25-34","F",14
2009,"E4","NLF","55+","M",38
2009,"E4","NLF","55+","F",45.2
2009,"E4","NLF","55-64","M",12.4
2009,"E4","NLF","55-64","F",15.5
2009,"E4","URT","15-24","M",18.5
2009,"E4","URT","15-24","F",13
2009,"E4","URT","25-34","M",13
2009,"E4","URT","25-34","F",9.2
2009,"E4","URT","55+","M",8.8
2009,"E4","URT","55-64","M",7.2
2009,"E4","PRT","15-24","M",63.2
2009,"E4","PRT","15-24","F",62.7
2009,"E4","PRT","25-34","M",86.9
2009,"E4","PRT","25-34","F",74.6
2009,"E4","PRT","55+","M",43.6
2009,"E4","PRT","55+","F",40.7
2009,"E4","PRT","55-64","M",65.7
2009,"E4","PRT","55-64","F",64
2009,"E4","ERT","15-24","M",51.5
2009,"E4","ERT","15-24","F",54.5
2009,"E4","ERT","25-34","M",75.6
2009,"E4","ERT","25-34","F",67.8
2009,"E4","ERT","55+","M",39.6
2009,"E4","ERT","55+","F",38.9
2009,"E4","ERT","55-64","M",60.7
2009,"E4","ERT","55-64","F",61
2009,"E5","LFO","15-24","M",21
2009,"E5","LFO","15-24","F",9.4
2009,"E5","LFO","25-34","M",57
2009,"E5","LFO","25-34","F",22
2009,"E5","LFO","55+","M",73.6
2009,"E5","LFO","55+","F",32.9
2009,"E5","LFO","55-64","M",60.2
2009,"E5","LFO","55-64","F",26.3
2009,"E5","EFT","15-24","M",15.2
2009,"E5","EFT","15-24","F",5.8
2009,"E5","EFT","25-34","M",47.9
2009,"E5","EFT","25-34","F",15.2
2009,"E5","EFT","55+","M",57.3
2009,"E5","EFT","55+","F",20.2
2009,"E5","EFT","55-64","M",49
2009,"E5","EFT","55-64","F",16.9
2009,"E5","EPT","15-24","M",2.5
2009,"E5","EPT","15-24","F",2.7
2009,"E5","EPT","25-34","M",2.3
2009,"E5","EPT","25-34","F",4.7
2009,"E5","EPT","55+","M",10.3
2009,"E5","EPT","55+","F",11
2009,"E5","EPT","55-64","M",5.7
2009,"E5","EPT","55-64","F",8
2009,"E5","UNE","15-24","M",3.4
2009,"E5","UNE","25-34","M",6.8
2009,"E5","UNE","25-34","F",2.1
2009,"E5","UNE","55+","M",6
2009,"E5","UNE","55+","F",1.7
2009,"E5","UNE","55-64","M",5.5
2009,"E5","NLF","15-24","M",2.2
2009,"E5","NLF","25-34","M",2.9
2009,"E5","NLF","25-34","F",5.1
2009,"E5","NLF","55+","M",116.6
2009,"E5","NLF","55+","F",68
2009,"E5","NLF","55-64","M",29.4
2009,"E5","NLF","55-64","F",16.7
2009,"E5","URT","15-24","M",16.2
2009,"E5","URT","25-34","M",11.9
2009,"E5","URT","25-34","F",9.5
2009,"E5","URT","55+","M",8.2
2009,"E5","URT","55+","F",5.2
2009,"E5","URT","55-64","M",9.1
2009,"E5","PRT","15-24","M",90.1
2009,"E5","PRT","15-24","F",86.2
2009,"E5","PRT","25-34","M",95.2
2009,"E5","PRT","25-34","F",81.2
2009,"E5","PRT","55+","M",38.7
2009,"E5","PRT","55+","F",32.6
2009,"E5","PRT","55-64","M",67.2
2009,"E5","PRT","55-64","F",61.3
2009,"E5","ERT","15-24","M",76
2009,"E5","ERT","15-24","F",78
2009,"E5","ERT","25-34","M",83.8
2009,"E5","ERT","25-34","F",73.4
2009,"E5","ERT","55+","M",35.5
2009,"E5","ERT","55+","F",30.9
2009,"E5","ERT","55-64","M",61
2009,"E5","ERT","55-64","F",58
2009,"E6","LFO","15-24","M",63.1
2009,"E6","LFO","15-24","F",77.8
2009,"E6","LFO","25-34","M",207.9
2009,"E6","LFO","25-34","F",227.8
2009,"E6","LFO","55+","M",100.2
2009,"E6","LFO","55+","F",136.1
2009,"E6","LFO","55-64","M",86.2
2009,"E6","LFO","55-64","F",120.2
2009,"E6","EFT","15-24","M",42.9
2009,"E6","EFT","15-24","F",45.6
2009,"E6","EFT","25-34","M",177
2009,"E6","EFT","25-34","F",177.3
2009,"E6","EFT","55+","M",76.2
2009,"E6","EFT","55+","F",87
2009,"E6","EFT","55-64","M",68.1
2009,"E6","EFT","55-64","F",80.7
2009,"E6","EPT","15-24","M",11.1
2009,"E6","EPT","15-24","F",24.6
2009,"E6","EPT","25-34","M",11
2009,"E6","EPT","25-34","F",36.4
2009,"E6","EPT","55+","M",14.9
2009,"E6","EPT","55+","F",43
2009,"E6","EPT","55-64","M",10.3
2009,"E6","EPT","55-64","F",34.1
2009,"E6","UNE","15-24","M",9.1
2009,"E6","UNE","15-24","F",7.6
2009,"E6","UNE","25-34","M",19.9
2009,"E6","UNE","25-34","F",14.1
2009,"E6","UNE","55+","M",9.1
2009,"E6","UNE","55+","F",6.2
2009,"E6","UNE","55-64","M",7.8
2009,"E6","UNE","55-64","F",5.4
2009,"E6","NLF","15-24","M",9.3
2009,"E6","NLF","15-24","F",11.5
2009,"E6","NLF","25-34","M",13
2009,"E6","NLF","25-34","F",33
2009,"E6","NLF","55+","M",90.2
2009,"E6","NLF","55+","F",181.7
2009,"E6","NLF","55-64","M",36.4
2009,"E6","NLF","55-64","F",65.7
2009,"E6","URT","15-24","M",14.4
2009,"E6","URT","15-24","F",9.8
2009,"E6","URT","25-34","M",9.6
2009,"E6","URT","25-34","F",6.2
2009,"E6","URT","55+","M",9.1
2009,"E6","URT","55+","F",4.6
2009,"E6","URT","55-64","M",9
2009,"E6","URT","55-64","F",4.5
2009,"E6","PRT","15-24","M",87.2
2009,"E6","PRT","15-24","F",87.2
2009,"E6","PRT","25-34","M",94.1
2009,"E6","PRT","25-34","F",87.3
2009,"E6","PRT","55+","M",52.6
2009,"E6","PRT","55+","F",42.8
2009,"E6","PRT","55-64","M",70.4
2009,"E6","PRT","55-64","F",64.7
2009,"E6","ERT","15-24","M",74.6
2009,"E6","ERT","15-24","F",78.7
2009,"E6","ERT","25-34","M",85.1
2009,"E6","ERT","25-34","F",81.9
2009,"E6","ERT","55+","M",47.8
2009,"E6","ERT","55+","F",40.9
2009,"E6","ERT","55-64","M",63.9
2009,"E6","ERT","55-64","F",61.8
2009,"E7","LFO","15-24","M",8.1
2009,"E7","LFO","15-24","F",10.1
2009,"E7","LFO","25-34","M",12.3
2009,"E7","LFO","25-34","F",14.1
2009,"E7","LFO","55+","M",9.6
2009,"E7","LFO","55+","F",11
2009,"E7","LFO","55-64","M",7.6
2009,"E7","LFO","55-64","F",9.6
2009,"E7","EFT","15-24","M",3.3
2009,"E7","EFT","15-24","F",3.3
2009,"E7","EFT","25-34","M",9.4
2009,"E7","EFT","25-34","F",10.4
2009,"E7","EFT","55+","M",6.6
2009,"E7","EFT","55+","F",7.6
2009,"E7","EFT","55-64","M",5.8
2009,"E7","EFT","55-64","F",6.9
2009,"E7","EPT","15-24","M",3.6
2009,"E7","EPT","15-24","F",5.6
2009,"E7","EPT","25-34","F",2.5
2009,"E7","EPT","55+","M",2.1
2009,"E7","EPT","55+","F",3.2
2009,"E7","EPT","55-64","F",2.4
2009,"E7","UNE","25-34","M",1.5
2009,"E7","NLF","15-24","M",6
2009,"E7","NLF","15-24","F",5.5
2009,"E7","NLF","25-34","F",3.3
2009,"E7","NLF","55+","M",18.1
2009,"E7","NLF","55+","F",16.8
2009,"E7","NLF","55-64","M",4
2009,"E7","NLF","55-64","F",4.4
2009,"E7","URT","25-34","M",12.2
2009,"E7","PRT","15-24","M",57.4
2009,"E7","PRT","15-24","F",64.7
2009,"E7","PRT","25-34","M",93.2
2009,"E7","PRT","25-34","F",81
2009,"E7","PRT","55+","M",34.8
2009,"E7","PRT","55+","F",39.6
2009,"E7","PRT","55-64","M",65.5
2009,"E7","PRT","55-64","F",68.1
2009,"E7","ERT","15-24","M",48.9
2009,"E7","ERT","15-24","F",57.1
2009,"E7","ERT","25-34","M",81.1
2009,"E7","ERT","25-34","F",74.1
2009,"E7","ERT","55+","M",31.9
2009,"E7","ERT","55+","F",38.8
2009,"E7","ERT","55-64","M",60.3
2009,"E7","ERT","55-64","F",66.7
2009,"E8","LFO","15-24","M",32.9
2009,"E8","LFO","15-24","F",62.4
2009,"E8","LFO","25-34","M",147.3
2009,"E8","LFO","25-34","F",187.5
2009,"E8","LFO","55+","M",101.3
2009,"E8","LFO","55+","F",75.4
2009,"E8","LFO","55-64","M",84
2009,"E8","LFO","55-64","F",68.1
2009,"E8","EFT","15-24","M",23.1
2009,"E8","EFT","15-24","F",38.9
2009,"E8","EFT","25-34","M",128
2009,"E8","EFT","25-34","F",147.3
2009,"E8","EFT","55+","M",76.3
2009,"E8","EFT","55+","F",52.9
2009,"E8","EFT","55-64","M",66.7
2009,"E8","EFT","55-64","F",49.1
2009,"E8","EPT","15-24","M",6.4
2009,"E8","EPT","15-24","F",18.5
2009,"E8","EPT","25-34","M",9.6
2009,"E8","EPT","25-34","F",28.2
2009,"E8","EPT","55+","M",18.7
2009,"E8","EPT","55+","F",19.3
2009,"E8","EPT","55-64","M",11.3
2009,"E8","EPT","55-64","F",15.8
2009,"E8","UNE","15-24","M",3.4
2009,"E8","UNE","15-24","F",5
2009,"E8","UNE","25-34","M",9.8
2009,"E8","UNE","25-34","F",12
2009,"E8","UNE","55+","M",6.2
2009,"E8","UNE","55+","F",3.2
2009,"E8","UNE","55-64","M",6
2009,"E8","UNE","55-64","F",3.1
2009,"E8","NLF","15-24","M",7
2009,"E8","NLF","15-24","F",16.9
2009,"E8","NLF","25-34","M",15.5
2009,"E8","NLF","25-34","F",30.2
2009,"E8","NLF","55+","M",82.8
2009,"E8","NLF","55+","F",89.1
2009,"E8","NLF","55-64","M",31.5
2009,"E8","NLF","55-64","F",40.1
2009,"E8","URT","15-24","M",10.3
2009,"E8","URT","15-24","F",8
2009,"E8","URT","25-34","M",6.7
2009,"E8","URT","25-34","F",6.4
2009,"E8","URT","55+","M",6.1
2009,"E8","URT","55+","F",4.2
2009,"E8","URT","55-64","M",7.1
2009,"E8","URT","55-64","F",4.6
2009,"E8","PRT","15-24","M",82.5
2009,"E8","PRT","15-24","F",78.7
2009,"E8","PRT","25-34","M",90.5
2009,"E8","PRT","25-34","F",86.1
2009,"E8","PRT","55+","M",55
2009,"E8","PRT","55+","F",45.8
2009,"E8","PRT","55-64","M",72.7
2009,"E8","PRT","55-64","F",62.9
2009,"E8","ERT","15-24","M",73.9
2009,"E8","ERT","15-24","F",72.3
2009,"E8","ERT","25-34","M",84.5
2009,"E8","ERT","25-34","F",80.6
2009,"E8","ERT","55+","M",51.6
2009,"E8","ERT","55+","F",43.9
2009,"E8","ERT","55-64","M",67.5
2009,"E8","ERT","55-64","F",60
2009,"E9","LFO","15-24","M",4.3
2009,"E9","LFO","15-24","F",8.2
2009,"E9","LFO","25-34","M",66.5
2009,"E9","LFO","25-34","F",86.9
2009,"E9","LFO","55+","M",82.9
2009,"E9","LFO","55+","F",44.8
2009,"E9","LFO","55-64","M",62.3
2009,"E9","LFO","55-64","F",37.9
2009,"E9","EFT","15-24","M",3.3
2009,"E9","EFT","15-24","F",5.5
2009,"E9","EFT","25-34","M",54.8
2009,"E9","EFT","25-34","F",66.7
2009,"E9","EFT","55+","M",66.9
2009,"E9","EFT","55+","F",30.8
2009,"E9","EFT","55-64","M",53.5
2009,"E9","EFT","55-64","F",28.3
2009,"E9","EPT","15-24","F",1.9
2009,"E9","EPT","25-34","M",7.6
2009,"E9","EPT","25-34","F",15.4
2009,"E9","EPT","55+","M",13.1
2009,"E9","EPT","55+","F",12.2
2009,"E9","EPT","55-64","M",6.9
2009,"E9","EPT","55-64","F",8
2009,"E9","UNE","25-34","M",4.2
2009,"E9","UNE","25-34","F",4.8
2009,"E9","UNE","55+","M",2.9
2009,"E9","UNE","55+","F",1.8
2009,"E9","UNE","55-64","M",1.9
2009,"E9","UNE","55-64","F",1.6
2009,"E9","NLF","15-24","F",1.7
2009,"E9","NLF","25-34","M",6.2
2009,"E9","NLF","25-34","F",11.5
2009,"E9","NLF","55+","M",61.1
2009,"E9","NLF","55+","F",39
2009,"E9","NLF","55-64","M",18.4
2009,"E9","NLF","55-64","F",15.2
2009,"E9","URT","25-34","M",6.3
2009,"E9","URT","25-34","F",5.5
2009,"E9","URT","55+","M",3.5
2009,"E9","URT","55+","F",4
2009,"E9","URT","55-64","M",3
2009,"E9","URT","55-64","F",4.2
2009,"E9","PRT","15-24","M",81.1
2009,"E9","PRT","15-24","F",82.8
2009,"E9","PRT","25-34","M",91.5
2009,"E9","PRT","25-34","F",88.3
2009,"E9","PRT","55+","M",57.6
2009,"E9","PRT","55+","F",53.5
2009,"E9","PRT","55-64","M",77.3
2009,"E9","PRT","55-64","F",71.4
2009,"E9","ERT","15-24","M",79.2
2009,"E9","ERT","15-24","F",74.7
2009,"E9","ERT","25-34","M",85.7
2009,"E9","ERT","25-34","F",83.4
2009,"E9","ERT","55+","M",55.6
2009,"E9","ERT","55+","F",51.2
2009,"E9","ERT","55-64","M",74.9
2009,"E9","ERT","55-64","F",68.4
2010,"E0","LFO","15-24","M",9.3
2010,"E0","LFO","15-24","F",7.2
2010,"E0","LFO","25-34","M",7.5
2010,"E0","LFO","25-34","F",3.1
2010,"E0","LFO","55+","M",35.6
2010,"E0","LFO","55+","F",20.1
2010,"E0","LFO","55-64","M",23.1
2010,"E0","LFO","55-64","F",16.4
2010,"E0","EFT","15-24","M",4.4
2010,"E0","EFT","15-24","F",1.6
2010,"E0","EFT","25-34","M",6.4
2010,"E0","EFT","25-34","F",1.7
2010,"E0","EFT","55+","M",27.3
2010,"E0","EFT","55+","F",12.5
2010,"E0","EFT","55-64","M",19
2010,"E0","EFT","55-64","F",10.2
2010,"E0","EPT","15-24","M",2.5
2010,"E0","EPT","15-24","F",4
2010,"E0","EPT","55+","M",5.3
2010,"E0","EPT","55+","F",5.2
2010,"E0","EPT","55-64","F",3.9
2010,"E0","UNE","15-24","M",2.4
2010,"E0","UNE","15-24","F",1.6
2010,"E0","UNE","55+","M",2.9
2010,"E0","UNE","55+","F",2.3
2010,"E0","UNE","55-64","M",2.7
2010,"E0","UNE","55-64","F",2.3
2010,"E0","NLF","15-24","M",18
2010,"E0","NLF","15-24","F",19.4
2010,"E0","NLF","25-34","M",2.1
2010,"E0","NLF","25-34","F",8.2
2010,"E0","NLF","55+","M",156.6
2010,"E0","NLF","55+","F",239.5
2010,"E0","NLF","55-64","M",22.9
2010,"E0","NLF","55-64","F",38.2
2010,"E0","URT","15-24","M",25.8
2010,"E0","URT","15-24","F",22.2
2010,"E0","URT","55+","M",8.1
2010,"E0","URT","55+","F",11.4
2010,"E0","URT","55-64","M",11.7
2010,"E0","URT","55-64","F",14
2010,"E0","PRT","15-24","M",34.1
2010,"E0","PRT","15-24","F",27.1
2010,"E0","PRT","25-34","M",78.9
2010,"E0","PRT","25-34","F",27.7
2010,"E0","PRT","55+","M",18.5
2010,"E0","PRT","55+","F",7.7
2010,"E0","PRT","55-64","M",50.2
2010,"E0","PRT","55-64","F",30
2010,"E0","ERT","15-24","M",25.6
2010,"E0","ERT","15-24","F",21.1
2010,"E0","ERT","25-34","M",71.6
2010,"E0","ERT","25-34","F",24.1
2010,"E0","ERT","55+","M",17
2010,"E0","ERT","55+","F",6.9
2010,"E0","ERT","55-64","M",44.3
2010,"E0","ERT","55-64","F",25.8
2010,"E1+2","LFO","15-24","M",142
2010,"E1+2","LFO","15-24","F",133.5
2010,"E1+2","LFO","25-34","M",42.1
2010,"E1+2","LFO","25-34","F",19.6
2010,"E1+2","LFO","55+","M",57.2
2010,"E1+2","LFO","55+","F",43.9
2010,"E1+2","LFO","55-64","M",43.3
2010,"E1+2","LFO","55-64","F",34.8
2010,"E1+2","EFT","15-24","M",28.4
2010,"E1+2","EFT","15-24","F",13.3
2010,"E1+2","EFT","25-34","M",30.3
2010,"E1+2","EFT","25-34","F",11.3
2010,"E1+2","EFT","55+","M",42
2010,"E1+2","EFT","55+","F",27.9
2010,"E1+2","EFT","55-64","M",33.8
2010,"E1+2","EFT","55-64","F",23.8
2010,"E1+2","EPT","15-24","M",71
2010,"E1+2","EPT","15-24","F",88.3
2010,"E1+2","EPT","25-34","M",2.9
2010,"E1+2","EPT","25-34","F",4.2
2010,"E1+2","EPT","55+","M",9.9
2010,"E1+2","EPT","55+","F",13.2
2010,"E1+2","EPT","55-64","M",5
2010,"E1+2","EPT","55-64","F",8.4
2010,"E1+2","UNE","15-24","M",42.7
2010,"E1+2","UNE","15-24","F",31.9
2010,"E1+2","UNE","25-34","M",8.9
2010,"E1+2","UNE","25-34","F",4.1
2010,"E1+2","UNE","55+","M",5.3
2010,"E1+2","UNE","55+","F",2.7
2010,"E1+2","UNE","55-64","M",4.4
2010,"E1+2","UNE","55-64","F",2.5
2010,"E1+2","NLF","15-24","M",181
2010,"E1+2","NLF","15-24","F",151.2
2010,"E1+2","NLF","25-34","M",10.5
2010,"E1+2","NLF","25-34","F",15.8
2010,"E1+2","NLF","55+","M",138.6
2010,"E1+2","NLF","55+","F",211.6
2010,"E1+2","NLF","55-64","M",35.3
2010,"E1+2","NLF","55-64","F",44.4
2010,"E1+2","URT","15-24","M",30.1
2010,"E1+2","URT","15-24","F",23.9
2010,"E1+2","URT","25-34","M",21.1
2010,"E1+2","URT","25-34","F",20.9
2010,"E1+2","URT","55+","M",9.3
2010,"E1+2","URT","55+","F",6.2
2010,"E1+2","URT","55-64","M",10.2
2010,"E1+2","URT","55-64","F",7.2
2010,"E1+2","PRT","15-24","M",44
2010,"E1+2","PRT","15-24","F",46.9
2010,"E1+2","PRT","25-34","M",80
2010,"E1+2","PRT","25-34","F",55.4
2010,"E1+2","PRT","55+","M",29.2
2010,"E1+2","PRT","55+","F",17.2
2010,"E1+2","PRT","55-64","M",55.1
2010,"E1+2","PRT","55-64","F",43.9
2010,"E1+2","ERT","15-24","M",30.7
2010,"E1+2","ERT","15-24","F",35.7
2010,"E1+2","ERT","25-34","M",63.1
2010,"E1+2","ERT","25-34","F",43.8
2010,"E1+2","ERT","55+","M",26.5
2010,"E1+2","ERT","55+","F",16.1
2010,"E1+2","ERT","55-64","M",49.4
2010,"E1+2","ERT","55-64","F",40.7
2010,"E3","LFO","15-24","M",154.2
2010,"E3","LFO","15-24","F",116.5
2010,"E3","LFO","25-34","M",152
2010,"E3","LFO","25-34","F",101.4
2010,"E3","LFO","55+","M",127.3
2010,"E3","LFO","55+","F",135.3
2010,"E3","LFO","55-64","M",103.4
2010,"E3","LFO","55-64","F",111.9
2010,"E3","EFT","15-24","M",80.7
2010,"E3","EFT","15-24","F",40.7
2010,"E3","EFT","25-34","M",126.7
2010,"E3","EFT","25-34","F",70.9
2010,"E3","EFT","55+","M",101.6
2010,"E3","EFT","55+","F",89.7
2010,"E3","EFT","55-64","M",85.7
2010,"E3","EFT","55-64","F",79.2
2010,"E3","EPT","15-24","M",46.1
2010,"E3","EPT","15-24","F",58.7
2010,"E3","EPT","25-34","M",8.8
2010,"E3","EPT","25-34","F",21
2010,"E3","EPT","55+","M",15.7
2010,"E3","EPT","55+","F",38.1
2010,"E3","EPT","55-64","M",8.7
2010,"E3","EPT","55-64","F",26.3
2010,"E3","UNE","15-24","M",27.5
2010,"E3","UNE","15-24","F",17.1
2010,"E3","UNE","25-34","M",16.6
2010,"E3","UNE","25-34","F",9.5
2010,"E3","UNE","55+","M",10
2010,"E3","UNE","55+","F",7.6
2010,"E3","UNE","55-64","M",9
2010,"E3","UNE","55-64","F",6.5
2010,"E3","NLF","15-24","M",56.3
2010,"E3","NLF","15-24","F",57.4
2010,"E3","NLF","25-34","M",20.2
2010,"E3","NLF","25-34","F",33.1
2010,"E3","NLF","55+","M",159.8
2010,"E3","NLF","55+","F",280.1
2010,"E3","NLF","55-64","M",51.4
2010,"E3","NLF","55-64","F",81.2
2010,"E3","URT","15-24","M",17.8
2010,"E3","URT","15-24","F",14.7
2010,"E3","URT","25-34","M",10.9
2010,"E3","URT","25-34","F",9.4
2010,"E3","URT","55+","M",7.9
2010,"E3","URT","55+","F",5.6
2010,"E3","URT","55-64","M",8.7
2010,"E3","URT","55-64","F",5.8
2010,"E3","PRT","15-24","M",73.3
2010,"E3","PRT","15-24","F",67
2010,"E3","PRT","25-34","M",88.3
2010,"E3","PRT","25-34","F",75.4
2010,"E3","PRT","55+","M",44.3
2010,"E3","PRT","55+","F",32.6
2010,"E3","PRT","55-64","M",66.8
2010,"E3","PRT","55-64","F",57.9
2010,"E3","ERT","15-24","M",60.2
2010,"E3","ERT","15-24","F",57.2
2010,"E3","ERT","25-34","M",78.7
2010,"E3","ERT","25-34","F",68.4
2010,"E3","ERT","55+","M",40.9
2010,"E3","ERT","55+","F",30.8
2010,"E3","ERT","55-64","M",61
2010,"E3","ERT","55-64","F",54.6
2010,"E4","LFO","15-24","M",109.6
2010,"E4","LFO","15-24","F",119.1
2010,"E4","LFO","25-34","M",58.2
2010,"E4","LFO","25-34","F",38
2010,"E4","LFO","55+","M",35.6
2010,"E4","LFO","55+","F",30.7
2010,"E4","LFO","55-64","M",28.9
2010,"E4","LFO","55-64","F",26.8
2010,"E4","EFT","15-24","M",44
2010,"E4","EFT","15-24","F",30.9
2010,"E4","EFT","25-34","M",43
2010,"E4","EFT","25-34","F",24.5
2010,"E4","EFT","55+","M",26.5
2010,"E4","EFT","55+","F",18.5
2010,"E4","EFT","55-64","M",23.3
2010,"E4","EFT","55-64","F",17.5
2010,"E4","EPT","15-24","M",47.6
2010,"E4","EPT","15-24","F",70.9
2010,"E4","EPT","25-34","M",7.1
2010,"E4","EPT","25-34","F",8.7
2010,"E4","EPT","55+","M",6.1
2010,"E4","EPT","55+","F",10.2
2010,"E4","EPT","55-64","M",3.3
2010,"E4","EPT","55-64","F",7.4
2010,"E4","UNE","15-24","M",18
2010,"E4","UNE","15-24","F",17.3
2010,"E4","UNE","25-34","M",8.1
2010,"E4","UNE","25-34","F",4.8
2010,"E4","UNE","55+","M",3
2010,"E4","UNE","55+","F",2
2010,"E4","UNE","55-64","M",2.3
2010,"E4","UNE","55-64","F",1.9
2010,"E4","NLF","15-24","M",67.3
2010,"E4","NLF","15-24","F",63.8
2010,"E4","NLF","25-34","M",8.1
2010,"E4","NLF","25-34","F",11.7
2010,"E4","NLF","55+","M",37.8
2010,"E4","NLF","55+","F",50.5
2010,"E4","NLF","55-64","M",12.8
2010,"E4","NLF","55-64","F",16.6
2010,"E4","URT","15-24","M",16.4
2010,"E4","URT","15-24","F",14.5
2010,"E4","URT","25-34","M",13.9
2010,"E4","URT","25-34","F",12.6
2010,"E4","URT","55+","M",8.4
2010,"E4","URT","55+","F",6.5
2010,"E4","URT","55-64","M",8
2010,"E4","URT","55-64","F",7.1
2010,"E4","PRT","15-24","M",62
2010,"E4","PRT","15-24","F",65.1
2010,"E4","PRT","25-34","M",87.8
2010,"E4","PRT","25-34","F",76.5
2010,"E4","PRT","55+","M",48.6
2010,"E4","PRT","55+","F",37.8
2010,"E4","PRT","55-64","M",69.3
2010,"E4","PRT","55-64","F",61.8
2010,"E4","ERT","15-24","M",51.8
2010,"E4","ERT","15-24","F",55.6
2010,"E4","ERT","25-34","M",75.6
2010,"E4","ERT","25-34","F",66.8
2010,"E4","ERT","55+","M",44.5
2010,"E4","ERT","55+","F",35.3
2010,"E4","ERT","55-64","M",63.8
2010,"E4","ERT","55-64","F",57.4
2010,"E5","LFO","15-24","M",17.7
2010,"E5","LFO","15-24","F",9.3
2010,"E5","LFO","25-34","M",55.1
2010,"E5","LFO","25-34","F",22.7
2010,"E5","LFO","55+","M",78
2010,"E5","LFO","55+","F",34.1
2010,"E5","LFO","55-64","M",60.9
2010,"E5","LFO","55-64","F",27.4
2010,"E5","EFT","15-24","M",13.4
2010,"E5","EFT","15-24","F",5.3
2010,"E5","EFT","25-34","M",48.5
2010,"E5","EFT","25-34","F",16.8
2010,"E5","EFT","55+","M",62.1
2010,"E5","EFT","55+","F",20.9
2010,"E5","EFT","55-64","M",50.8
2010,"E5","EFT","55-64","F",18.1
2010,"E5","EPT","15-24","M",2.2
2010,"E5","EPT","15-24","F",3
2010,"E5","EPT","25-34","M",2.2
2010,"E5","EPT","25-34","F",3.5
2010,"E5","EPT","55+","M",10.3
2010,"E5","EPT","55+","F",11.4
2010,"E5","EPT","55-64","M",5.3
2010,"E5","EPT","55-64","F",7.6
2010,"E5","UNE","15-24","M",2.2
2010,"E5","UNE","25-34","M",4.4
2010,"E5","UNE","25-34","F",2.4
2010,"E5","UNE","55+","M",5.5
2010,"E5","UNE","55+","F",1.8
2010,"E5","UNE","55-64","M",4.9
2010,"E5","UNE","55-64","F",1.6
2010,"E5","NLF","15-24","M",1.9
2010,"E5","NLF","15-24","F",2
2010,"E5","NLF","25-34","M",3.4
2010,"E5","NLF","25-34","F",5.7
2010,"E5","NLF","55+","M",115.3
2010,"E5","NLF","55+","F",69.9
2010,"E5","NLF","55-64","M",27.4
2010,"E5","NLF","55-64","F",17.1
2010,"E5","URT","15-24","M",12.4
2010,"E5","URT","25-34","M",8
2010,"E5","URT","25-34","F",10.6
2010,"E5","URT","55+","M",7.1
2010,"E5","URT","55+","F",5.3
2010,"E5","URT","55-64","M",8
2010,"E5","URT","55-64","F",5.8
2010,"E5","PRT","15-24","M",90.3
2010,"E5","PRT","15-24","F",82.3
2010,"E5","PRT","25-34","M",94
2010,"E5","PRT","25-34","F",79.9
2010,"E5","PRT","55+","M",40.4
2010,"E5","PRT","55+","F",32.8
2010,"E5","PRT","55-64","M",69
2010,"E5","PRT","55-64","F",61.6
2010,"E5","ERT","15-24","M",79.1
2010,"E5","ERT","15-24","F",73.5
2010,"E5","ERT","25-34","M",86.5
2010,"E5","ERT","25-34","F",71.5
2010,"E5","ERT","55+","M",37.5
2010,"E5","ERT","55+","F",31.1
2010,"E5","ERT","55-64","M",63.4
2010,"E5","ERT","55-64","F",57.8
