"Year","EducationLevel","Metric","AgeGroup","Sex","Count"
2005,"E3","EFT","55-64","M",67.8
2005,"E3","EFT","55-64","F",59
2005,"E3","EPT","15-24","M",36.8
2005,"E3","EPT","15-24","F",56
2005,"E3","EPT","25-34","M",6.4
2005,"E3","EPT","25-34","F",17.2
2005,"E3","EPT","55+","M",10
2005,"E3","EPT","55+","F",28.4
2005,"E3","EPT","55-64","M",5.4
2005,"E3","EPT","55-64","F",23
2005,"E3","UNE","15-24","M",23.6
2005,"E3","UNE","15-24","F",12.2
2005,"E3","UNE","25-34","M",9.7
2005,"E3","UNE","25-34","F",6.6
2005,"E3","UNE","55+","M",4.6
2005,"E3","UNE","55+","F",5.3
2005,"E3","UNE","55-64","M",4.2
2005,"E3","UNE","55-64","F",5.2
2005,"E3","NLF","15-24","M",42.2
2005,"E3","NLF","15-24","F",44.9
2005,"E3","NLF","25-34","M",11.6
2005,"E3","NLF","25-34","F",39.1
2005,"E3","NLF","55+","M",131.5
2005,"E3","NLF","55+","F",251.4
2005,"E3","NLF","55-64","M",36
2005,"E3","NLF","55-64","F",73.6
2005,"E3","URT","15-24","M",15.1
2005,"E3","URT","15-24","F",9.6
2005,"E3","URT","25-34","M",6.3
2005,"E3","URT","25-34","F",6
2005,"E3","URT","55+","M",5
2005,"E3","URT","55+","F",5.4
2005,"E3","URT","55-64","M",5.4
2005,"E3","URT","55-64","F",6
2005,"E3","PRT","15-24","M",78.8
2005,"E3","PRT","15-24","F",73.8
2005,"E3","PRT","25-34","M",93
2005,"E3","PRT","25-34","F",73.8
2005,"E3","PRT","55+","M",41
2005,"E3","PRT","55+","F",28
2005,"E3","PRT","55-64","M",68.2
2005,"E3","PRT","55-64","F",54.3
2005,"E3","ERT","15-24","M",67
2005,"E3","ERT","15-24","F",66.7
2005,"E3","ERT","25-34","M",87.1
2005,"E3","ERT","25-34","F",69.4
2005,"E3","ERT","55+","M",38.9
2005,"E3","ERT","55+","F",26.4
2005,"E3","ERT","55-64","M",64.6
2005,"E3","ERT","55-64","F",51.1
2005,"E4","LFO","15-24","M",104.4
2005,"E4","LFO","15-24","F",116
2005,"E4","LFO","25-34","M",71.6
2005,"E4","LFO","25-34","F",52.1
2005,"E4","LFO","55+","M",26.9
2005,"E4","LFO","55+","F",20.7
2005,"E4","LFO","55-64","M",22.8
2005,"E4","LFO","55-64","F",18.3
2005,"E4","EFT","15-24","M",51
2005,"E4","EFT","15-24","F",39.6
2005,"E4","EFT","25-34","M",59.6
2005,"E4","EFT","25-34","F",35.6
2005,"E4","EFT","55+","M",21.7
2005,"E4","EFT","55+","F",14.4
2005,"E4","EFT","55-64","M",19.8
2005,"E4","EFT","55-64","F",13.5
2005,"E4","EPT","15-24","M",39.1
2005,"E4","EPT","15-24","F",64.8
2005,"E4","EPT","25-34","M",5.9
2005,"E4","EPT","25-34","F",12.7
2005,"E4","EPT","55+","M",4
2005,"E4","EPT","55+","F",5.3
2005,"E4","EPT","55-64","M",2.1
2005,"E4","EPT","55-64","F",4.1
2005,"E4","UNE","15-24","M",14.3
2005,"E4","UNE","15-24","F",11.5
2005,"E4","UNE","25-34","M",6.2
2005,"E4","UNE","25-34","F",3.8
2005,"E4","NLF","15-24","M",54.3
2005,"E4","NLF","15-24","F",56.4
2005,"E4","NLF","25-34","M",7.2
2005,"E4","NLF","25-34","F",12.3
2005,"E4","NLF","55+","M",40
2005,"E4","NLF","55+","F",46.1
2005,"E4","NLF","55-64","M",14
2005,"E4","NLF","55-64","F",12.8
2005,"E4","URT","15-24","M",13.7
2005,"E4","URT","15-24","F",9.9
2005,"E4","URT","25-34","M",8.7
2005,"E4","URT","25-34","F",7.3
2005,"E4","PRT","15-24","M",65.8
2005,"E4","PRT","15-24","F",67.3
2005,"E4","PRT","25-34","M",90.7
2005,"E4","PRT","25-34","F",80.9
2005,"E4","PRT","55+","M",40.2
2005,"E4","PRT","55+","F",31
2005,"E4","PRT","55-64","M",62
2005,"E4","PRT","55-64","F",58.8
2005,"E4","ERT","15-24","M",56.8
2005,"E4","ERT","15-24","F",60.6
2005,"E4","ERT","25-34","M",83
2005,"E4","ERT","25-34","F",75
2005,"E4","ERT","55+","M",38.4
2005,"E4","ERT","55+","F",29.7
2005,"E4","ERT","55-64","M",59.5
2005,"E4","ERT","55-64","F",56.6
2005,"E5","LFO","15-24","M",17
2005,"E5","LFO","15-24","F",9.9
2005,"E5","LFO","25-34","M",67.5
2005,"E5","LFO","25-34","F",27.7
2005,"E5","LFO","55+","M",74.7
2005,"E5","LFO","55+","F",31.9
2005,"E5","LFO","55-64","M",59.7
2005,"E5","LFO","55-64","F",28.1
2005,"E5","EFT","15-24","M",13.2
2005,"E5","EFT","15-24","F",6.5
2005,"E5","EFT","25-34","M",62.1
2005,"E5","EFT","25-34","F",19.9
2005,"E5","EFT","55+","M",63.1
2005,"E5","EFT","55+","F",20.9
2005,"E5","EFT","55-64","M",53.8
2005,"E5","EFT","55-64","F",19.7
2005,"E5","EPT","15-24","M",2.3
2005,"E5","EPT","15-24","F",2.9
2005,"E5","EPT","25-34","M",2.2
2005,"E5","EPT","25-34","F",5.8
2005,"E5","EPT","55+","M",9.3
2005,"E5","EPT","55+","F",8.3
2005,"E5","EPT","55-64","M",4.2
2005,"E5","EPT","55-64","F",6.5
2005,"E5","UNE","25-34","M",3.2
2005,"E5","UNE","25-34","F",2
2005,"E5","UNE","55+","M",2.2
2005,"E5","UNE","55+","F",2.6
2005,"E5","UNE","55-64","M",1.7
2005,"E5","UNE","55-64","F",1.9
2005,"E5","NLF","15-24","M",2.6
2005,"E5","NLF","15-24","F",2.6
2005,"E5","NLF","25-34","M",3
2005,"E5","NLF","25-34","F",5.5
2005,"E5","NLF","55+","M",109.7
2005,"E5","NLF","55+","F",73.6
2005,"E5","NLF","55-64","M",26.4
2005,"E5","NLF","55-64","F",17.3
2005,"E5","URT","25-34","M",4.7
2005,"E5","URT","25-34","F",7.2
2005,"E5","URT","55+","M",2.9
2005,"E5","URT","55+","F",8.2
2005,"E5","URT","55-64","M",2.8
2005,"E5","URT","55-64","F",6.8
2005,"E5","PRT","15-24","M",86.7
2005,"E5","PRT","15-24","F",79.8
2005,"E5","PRT","25-34","M",95.7
2005,"E5","PRT","25-34","F",83.4
2005,"E5","PRT","55+","M",40.5
2005,"E5","PRT","55+","F",30.2
2005,"E5","PRT","55-64","M",69.4
2005,"E5","PRT","55-64","F",61.9
2005,"E5","ERT","15-24","M",79.1
2005,"E5","ERT","15-24","F",75.8
2005,"E5","ERT","25-34","M",91.1
2005,"E5","ERT","25-34","F",77.4
2005,"E5","ERT","55+","M",39.3
2005,"E5","ERT","55+","F",27.8
2005,"E5","ERT","55-64","M",67.4
2005,"E5","ERT","55-64","F",57.7
2005,"E6","LFO","15-24","M",59.3
2005,"E6","LFO","15-24","F",70.2
2005,"E6","LFO","25-34","M",186.7
2005,"E6","LFO","25-34","F",207.3
2005,"E6","LFO","55+","M",76.1
2005,"E6","LFO","55+","F",86.9
2005,"E6","LFO","55-64","M",66.5
2005,"E6","LFO","55-64","F",77
2005,"E6","EFT","15-24","M",42.8
2005,"E6","EFT","15-24","F",47.2
2005,"E6","EFT","25-34","M",168.2
2005,"E6","EFT","25-34","F",162.8
2005,"E6","EFT","55+","M",63.7
2005,"E6","EFT","55+","F",55.2
2005,"E6","EFT","55-64","M",57.8
2005,"E6","EFT","55-64","F",51.2
2005,"E6","EPT","15-24","M",10.8
2005,"E6","EPT","15-24","F",19.5
2005,"E6","EPT","25-34","M",9.2
2005,"E6","EPT","25-34","F",35.1
2005,"E6","EPT","55+","M",8.6
2005,"E6","EPT","55+","F",26.3
2005,"E6","EPT","55-64","M",5.4
2005,"E6","EPT","55-64","F",20.8
2005,"E6","UNE","15-24","M",5.7
2005,"E6","UNE","15-24","F",3.4
2005,"E6","UNE","25-34","M",9.2
2005,"E6","UNE","25-34","F",9.3
2005,"E6","UNE","55+","M",3.8
2005,"E6","UNE","55+","F",5.4
2005,"E6","UNE","55-64","M",3.3
2005,"E6","UNE","55-64","F",4.9
2005,"E6","NLF","15-24","M",8.8
2005,"E6","NLF","15-24","F",12.4
2005,"E6","NLF","25-34","M",8.3
2005,"E6","NLF","25-34","F",30.5
2005,"E6","NLF","55+","M",67.3
2005,"E6","NLF","55+","F",141.4
2005,"E6","NLF","55-64","M",22.5
2005,"E6","NLF","55-64","F",51.2
2005,"E6","URT","15-24","M",9.6
2005,"E6","URT","15-24","F",4.8
2005,"E6","URT","25-34","M",4.9
2005,"E6","URT","25-34","F",4.5
2005,"E6","URT","55+","M",5
2005,"E6","URT","55+","F",6.2
2005,"E6","URT","55-64","M",5
2005,"E6","URT","55-64","F",6.4
2005,"E6","PRT","15-24","M",87.2
2005,"E6","PRT","15-24","F",85
2005,"E6","PRT","25-34","M",95.7
2005,"E6","PRT","25-34","F",87.2
2005,"E6","PRT","55+","M",53.1
2005,"E6","PRT","55+","F",38.1
2005,"E6","PRT","55-64","M",74.7
2005,"E6","PRT","55-64","F",60.1
2005,"E6","ERT","15-24","M",78.8
2005,"E6","ERT","15-24","F",80.8
2005,"E6","ERT","25-34","M",91
2005,"E6","ERT","25-34","F",83.2
2005,"E6","ERT","55+","M",50.4
2005,"E6","ERT","55+","F",35.7
2005,"E6","ERT","55-64","M",71
2005,"E6","ERT","55-64","F",56.2
2005,"E7","LFO","15-24","M",9.4
2005,"E7","LFO","15-24","F",16.2
2005,"E7","LFO","25-34","M",18.1
2005,"E7","LFO","25-34","F",18
2005,"E7","LFO","55+","M",17.3
2005,"E7","LFO","55+","F",14.4
2005,"E7","LFO","55-64","M",14.5
2005,"E7","LFO","55-64","F",12.1
2005,"E7","EFT","15-24","M",5
2005,"E7","EFT","15-24","F",6.4
2005,"E7","EFT","25-34","M",15.9
2005,"E7","EFT","25-34","F",13.4
2005,"E7","EFT","55+","M",14.5
2005,"E7","EFT","55+","F",9.3
2005,"E7","EFT","55-64","M",12.6
2005,"E7","EFT","55-64","F",8.4
2005,"E7","EPT","15-24","M",3.9
2005,"E7","EPT","15-24","F",8.8
2005,"E7","EPT","25-34","F",3.1
2005,"E7","EPT","55+","M",2.1
2005,"E7","EPT","55+","F",4.3
2005,"E7","EPT","55-64","F",2.9
2005,"E7","UNE","25-34","F",1.5
2005,"E7","NLF","15-24","M",5.9
2005,"E7","NLF","15-24","F",7.2
2005,"E7","NLF","25-34","M",1.9
2005,"E7","NLF","25-34","F",3.5
2005,"E7","NLF","55+","M",17.4
2005,"E7","NLF","55+","F",19.1
2005,"E7","NLF","55-64","M",5.3
2005,"E7","NLF","55-64","F",5.9
2005,"E7","URT","25-34","F",8.3
2005,"E7","PRT","15-24","M",61.4
2005,"E7","PRT","15-24","F",69.2
2005,"E7","PRT","25-34","M",90.5
2005,"E7","PRT","25-34","F",84.1
2005,"E7","PRT","55+","M",49.9
2005,"E7","PRT","55+","F",42.9
2005,"E7","PRT","55-64","M",73.2
2005,"E7","PRT","55-64","F",67.2
2005,"E7","ERT","15-24","M",58.2
2005,"E7","ERT","15-24","F",65
2005,"E7","ERT","25-34","M",85
2005,"E7","ERT","25-34","F",77.1
2005,"E7","ERT","55+","M",47.8
2005,"E7","ERT","55+","F",40.8
2005,"E7","ERT","55-64","M",70.7
2005,"E7","ERT","55-64","F",62.8
2005,"E8","LFO","15-24","M",21.6
2005,"E8","LFO","15-24","F",38.5
2005,"E8","LFO","25-34","M",152
2005,"E8","LFO","25-34","F",171.4
2005,"E8","LFO","55+","M",67.9
2005,"E8","LFO","55+","F",48.2
2005,"E8","LFO","55-64","M",60.3
2005,"E8","LFO","55-64","F",44.2
2005,"E8","EFT","15-24","M",14.9
2005,"E8","EFT","15-24","F",23.7
2005,"E8","EFT","25-34","M",133.2
2005,"E8","EFT","25-34","F",138.6
2005,"E8","EFT","55+","M",53.7
2005,"E8","EFT","55+","F",34.1
2005,"E8","EFT","55-64","M",49.7
2005,"E8","EFT","55-64","F",32
2005,"E8","EPT","15-24","M",3.7
2005,"E8","EPT","15-24","F",12
2005,"E8","EPT","25-34","M",9
2005,"E8","EPT","25-34","F",24.4
2005,"E8","EPT","55+","M",11.2
2005,"E8","EPT","55+","F",12.9
2005,"E8","EPT","55-64","M",8
2005,"E8","EPT","55-64","F",11.1
2005,"E8","UNE","15-24","M",2.9
2005,"E8","UNE","15-24","F",2.8
2005,"E8","UNE","25-34","M",9.8
2005,"E8","UNE","25-34","F",8.4
2005,"E8","UNE","55+","M",3
2005,"E8","UNE","55-64","M",2.7
2005,"E8","NLF","15-24","M",6.4
2005,"E8","NLF","15-24","F",10.5
2005,"E8","NLF","25-34","M",12.3
2005,"E8","NLF","25-34","F",28.7
2005,"E8","NLF","55+","M",64
2005,"E8","NLF","55+","F",62.7
2005,"E8","NLF","55-64","M",23.2
2005,"E8","NLF","55-64","F",28.3
2005,"E8","URT","15-24","M",13.4
2005,"E8","URT","15-24","F",7.3
2005,"E8","URT","25-34","M",6.4
2005,"E8","URT","25-34","F",4.9
2005,"E8","URT","55+","M",4.4
2005,"E8","URT","55-64","M",4.5
2005,"E8","PRT","15-24","M",77.1
2005,"E8","PRT","15-24","F",78.4
2005,"E8","PRT","25-34","M",92.5
2005,"E8","PRT","25-34","F",85.7
2005,"E8","PRT","55+","M",51.5
2005,"E8","PRT","55+","F",43.5
2005,"E8","PRT","55-64","M",72.1
2005,"E8","PRT","55-64","F",61
2005,"E8","ERT","15-24","M",66.4
2005,"E8","ERT","15-24","F",72.9
2005,"E8","ERT","25-34","M",86.5
2005,"E8","ERT","25-34","F",81.5
2005,"E8","ERT","55+","M",49.2
2005,"E8","ERT","55+","F",42.4
2005,"E8","ERT","55-64","M",68.9
2005,"E8","ERT","55-64","F",59.6
2005,"E9","LFO","15-24","M",4.2
2005,"E9","LFO","15-24","F",8.1
2005,"E9","LFO","25-34","M",63.7
2005,"E9","LFO","25-34","F",73.2
2005,"E9","LFO","55+","M",68.4
2005,"E9","LFO","55+","F",30.7
2005,"E9","LFO","55-64","M",55.2
2005,"E9","LFO","55-64","F",25.8
2005,"E9","EFT","15-24","M",2.5
2005,"E9","EFT","15-24","F",3.8
2005,"E9","EFT","25-34","M",54.1
2005,"E9","EFT","25-34","F",59.1
2005,"E9","EFT","55+","M",54.8
2005,"E9","EFT","55+","F",18.8
2005,"E9","EFT","55-64","M",46.5
2005,"E9","EFT","55-64","F",16.9
2005,"E9","EPT","15-24","F",3.7
2005,"E9","EPT","25-34","M",6.7
2005,"E9","EPT","25-34","F",9.7
2005,"E9","EPT","55+","M",12
2005,"E9","EPT","55+","F",11.3
2005,"E9","EPT","55-64","M",7.3
2005,"E9","EPT","55-64","F",8.3
2005,"E9","UNE","25-34","M",3
2005,"E9","UNE","25-34","F",4.5
2005,"E9","UNE","55+","M",1.6
2005,"E9","NLF","15-24","M",2.5
2005,"E9","NLF","15-24","F",3.7
2005,"E9","NLF","25-34","M",4.8
2005,"E9","NLF","25-34","F",10.4
2005,"E9","NLF","55+","M",52.7
2005,"E9","NLF","55+","F",31.5
2005,"E9","NLF","55-64","M",17.4
2005,"E9","NLF","55-64","F",14.8
2005,"E9","URT","25-34","M",4.7
2005,"E9","URT","25-34","F",6.1
2005,"E9","URT","55+","M",2.3
2005,"E9","PRT","15-24","M",62.7
2005,"E9","PRT","15-24","F",68.6
2005,"E9","PRT","25-34","M",93
2005,"E9","PRT","25-34","F",87.6
2005,"E9","PRT","55+","M",56.5
2005,"E9","PRT","55+","F",49.4
2005,"E9","PRT","55-64","M",75.9
2005,"E9","PRT","55-64","F",63.4
2005,"E9","ERT","15-24","M",58.2
2005,"E9","ERT","15-24","F",63.6
2005,"E9","ERT","25-34","M",88.8
2005,"E9","ERT","25-34","F",82.2
2005,"E9","ERT","55+","M",55.1
2005,"E9","ERT","55+","F",48.4
2005,"E9","ERT","55-64","M",74
2005,"E9","ERT","55-64","F",61.9
2006,"E0","LFO","15-24","M",11.4
2006,"E0","LFO","15-24","F",7.3
2006,"E0","LFO","25-34","M",9.5
2006,"E0","LFO","25-34","F",2.7
2006,"E0","LFO","55+","M",40.9
2006,"E0","LFO","55+","F",26.2
2006,"E0","LFO","55-64","M",29.2
2006,"E0","LFO","55-64","F",20.5
2006,"E0","EFT","15-24","M",5.6
2006,"E0","EFT","15-24","F",2
2006,"E0","EFT","25-34","M",8.3
2006,"E0","EFT","55+","M",32.7
2006,"E0","EFT","55+","F",17.7
2006,"E0","EFT","55-64","M",26
2006,"E0","EFT","55-64","F",15.4
2006,"E0","EPT","15-24","M",3.8
2006,"E0","EPT","15-24","F",3.2
2006,"E0","EPT","55+","M",6.8
2006,"E0","EPT","55+","F",7.4
2006,"E0","EPT","55-64","M",2
2006,"E0","EPT","55-64","F",4.1
2006,"E0","UNE","15-24","M",2.1
2006,"E0","UNE","15-24","F",2.1
2006,"E0","NLF","15-24","M",18.4
2006,"E0","NLF","15-24","F",18.3
2006,"E0","NLF","25-34","M",2
2006,"E0","NLF","25-34","F",6.4
2006,"E0","NLF","55+","M",174.3
2006,"E0","NLF","55+","F",280.3
2006,"E0","NLF","55-64","M",25.2
2006,"E0","NLF","55-64","F",47.6
2006,"E0","URT","15-24","M",18.4
2006,"E0","URT","15-24","F",28.8
2006,"E0","PRT","15-24","M",38.4
2006,"E0","PRT","15-24","F",28.5
2006,"E0","PRT","25-34","M",82.6
2006,"E0","PRT","25-34","F",29.7
2006,"E0","PRT","55+","M",19
2006,"E0","PRT","55+","F",8.5
2006,"E0","PRT","55-64","M",53.8
2006,"E0","PRT","55-64","F",30.1
2006,"E0","ERT","15-24","M",31.3
2006,"E0","ERT","15-24","F",20.3
2006,"E0","ERT","25-34","M",79.1
2006,"E0","ERT","25-34","F",25.3
2006,"E0","ERT","55+","M",18.4
2006,"E0","ERT","55+","F",8.2
2006,"E0","ERT","55-64","M",51.6
2006,"E0","ERT","55-64","F",28.8
2006,"E1+2","LFO","15-24","M",173.4
2006,"E1+2","LFO","15-24","F",150.9
2006,"E1+2","LFO","25-34","M",52.4
2006,"E1+2","LFO","25-34","F",25.6
2006,"E1+2","LFO","55+","M",52.9
2006,"E1+2","LFO","55+","F",48.2
2006,"E1+2","LFO","55-64","M",41.7
2006,"E1+2","LFO","55-64","F",41.7
2006,"E1+2","EFT","15-24","M",46.9
2006,"E1+2","EFT","15-24","F",21.7
2006,"E1+2","EFT","25-34","M",43.3
2006,"E1+2","EFT","25-34","F",16.9
2006,"E1+2","EFT","55+","M",43.1
2006,"E1+2","EFT","55+","F",29.7
2006,"E1+2","EFT","55-64","M",35.6
2006,"E1+2","EFT","55-64","F",27.4
2006,"E1+2","EPT","15-24","M",87.4
2006,"E1+2","EPT","15-24","F",100.5
2006,"E1+2","EPT","25-34","M",2.1
2006,"E1+2","EPT","25-34","F",4.5
2006,"E1+2","EPT","55+","M",6.6
2006,"E1+2","EPT","55+","F",15.8
2006,"E1+2","EPT","55-64","M",3.4
2006,"E1+2","EPT","55-64","F",12.2
2006,"E1+2","UNE","15-24","M",39.1
2006,"E1+2","UNE","15-24","F",28.7
2006,"E1+2","UNE","25-34","M",6.9
2006,"E1+2","UNE","25-34","F",4.2
2006,"E1+2","UNE","55+","M",3.2
2006,"E1+2","UNE","55+","F",2.8
2006,"E1+2","UNE","55-64","M",2.7
2006,"E1+2","UNE","55-64","F",2.1
2006,"E1+2","NLF","15-24","M",164.6
2006,"E1+2","NLF","15-24","F",140.9
2006,"E1+2","NLF","25-34","M",10.6
2006,"E1+2","NLF","25-34","F",18.6
2006,"E1+2","NLF","55+","M",128.8
2006,"E1+2","NLF","55+","F",201.5
2006,"E1+2","NLF","55-64","M",31.8
2006,"E1+2","NLF","55-64","F",48
2006,"E1+2","URT","15-24","M",22.5
2006,"E1+2","URT","15-24","F",19
2006,"E1+2","URT","25-34","M",13.2
2006,"E1+2","URT","25-34","F",16.4
2006,"E1+2","URT","55+","M",6
2006,"E1+2","URT","55+","F",5.8
2006,"E1+2","URT","55-64","M",6.5
2006,"E1+2","URT","55-64","F",5
2006,"E1+2","PRT","15-24","M",51.3
2006,"E1+2","PRT","15-24","F",51.7
2006,"E1+2","PRT","25-34","M",83.2
2006,"E1+2","PRT","25-34","F",57.9
2006,"E1+2","PRT","55+","M",29.1
2006,"E1+2","PRT","55+","F",19.3
2006,"E1+2","PRT","55-64","M",56.8
2006,"E1+2","PRT","55-64","F",46.5
2006,"E1+2","ERT","15-24","M",39.7
2006,"E1+2","ERT","15-24","F",41.9
2006,"E1+2","ERT","25-34","M",72.1
2006,"E1+2","ERT","25-34","F",48.4
2006,"E1+2","ERT","55+","M",27.4
2006,"E1+2","ERT","55+","F",18.2
2006,"E1+2","ERT","55-64","M",53.1
2006,"E1+2","ERT","55-64","F",44.1
2006,"E3","LFO","15-24","M",150.8
2006,"E3","LFO","15-24","F",116.8
2006,"E3","LFO","25-34","M",163.7
2006,"E3","LFO","25-34","F",104.7
2006,"E3","LFO","55+","M",98.7
2006,"E3","LFO","55+","F",105.5
2006,"E3","LFO","55-64","M",84.3
2006,"E3","LFO","55-64","F",95.3
2006,"E3","EFT","15-24","M",94.8
2006,"E3","EFT","15-24","F",54.3
2006,"E3","EFT","25-34","M",145.4
2006,"E3","EFT","25-34","F",78.3
2006,"E3","EFT","55+","M",80.4
2006,"E3","EFT","55+","F",74.4
2006,"E3","EFT","55-64","M",72.1
2006,"E3","EFT","55-64","F",70.3
2006,"E3","EPT","15-24","M",37.8
2006,"E3","EPT","15-24","F",50.3
2006,"E3","EPT","25-34","M",6.5
2006,"E3","EPT","25-34","F",18
2006,"E3","EPT","55+","M",13.9
2006,"E3","EPT","55+","F",25.6
2006,"E3","EPT","55-64","M",8.2
2006,"E3","EPT","55-64","F",19.7
2006,"E3","UNE","15-24","M",18.2
2006,"E3","UNE","15-24","F",12.2
2006,"E3","UNE","25-34","M",11.7
2006,"E3","UNE","25-34","F",8.4
2006,"E3","UNE","55+","M",4.3
2006,"E3","UNE","55+","F",5.5
2006,"E3","UNE","55-64","M",3.9
2006,"E3","UNE","55-64","F",5.2
2006,"E3","NLF","15-24","M",48.2
2006,"E3","NLF","15-24","F",45.5
2006,"E3","NLF","25-34","M",16.6
2006,"E3","NLF","25-34","F",36.3
2006,"E3","NLF","55+","M",130.7
2006,"E3","NLF","55+","F",248.5
2006,"E3","NLF","55-64","M",42.1
2006,"E3","NLF","55-64","F",74.2
2006,"E3","URT","15-24","M",12.1
2006,"E3","URT","15-24","F",10.4
2006,"E3","URT","25-34","M",7.1
2006,"E3","URT","25-34","F",8
2006,"E3","URT","55+","M",4.4
2006,"E3","URT","55+","F",5.2
2006,"E3","URT","55-64","M",4.6
2006,"E3","URT","55-64","F",5.5
2006,"E3","PRT","15-24","M",75.8
2006,"E3","PRT","15-24","F",72
2006,"E3","PRT","25-34","M",90.7
2006,"E3","PRT","25-34","F",74.3
2006,"E3","PRT","55+","M",43
2006,"E3","PRT","55+","F",29.8
2006,"E3","PRT","55-64","M",66.7
2006,"E3","PRT","55-64","F",56.3
2006,"E3","ERT","15-24","M",66.7
2006,"E3","ERT","15-24","F",64.4
2006,"E3","ERT","25-34","M",84.3
2006,"E3","ERT","25-34","F",68.2
2006,"E3","ERT","55+","M",41.1
2006,"E3","ERT","55+","F",28.2
2006,"E3","ERT","55-64","M",63.5
2006,"E3","ERT","55-64","F",53.1
2006,"E4","LFO","15-24","M",100.6
2006,"E4","LFO","15-24","F",119.5
2006,"E4","LFO","25-34","M",57.5
2006,"E4","LFO","25-34","F",38.4
2006,"E4","LFO","55+","M",28.1
2006,"E4","LFO","55+","F",18.7
2006,"E4","LFO","55-64","M",22.8
2006,"E4","LFO","55-64","F",16.9
2006,"E4","EFT","15-24","M",49.5
2006,"E4","EFT","15-24","F",39.7
2006,"E4","EFT","25-34","M",47.4
2006,"E4","EFT","25-34","F",27.1
2006,"E4","EFT","55+","M",23.4
2006,"E4","EFT","55+","F",13
2006,"E4","EFT","55-64","M",20.5
2006,"E4","EFT","55-64","F",12.3
2006,"E4","EPT","15-24","M",41.1
2006,"E4","EPT","15-24","F",69.4
2006,"E4","EPT","25-34","M",4.6
2006,"E4","EPT","25-34","F",8.1
2006,"E4","EPT","55+","M",3.4
2006,"E4","EPT","55+","F",4.5
2006,"E4","EPT","55-64","F",3.4
2006,"E4","UNE","15-24","M",10
2006,"E4","UNE","15-24","F",10.4
2006,"E4","UNE","25-34","M",5.5
2006,"E4","UNE","25-34","F",3.2
2006,"E4","NLF","15-24","M",58.7
2006,"E4","NLF","15-24","F",57.8
2006,"E4","NLF","25-34","M",9.6
2006,"E4","NLF","25-34","F",10.4
2006,"E4","NLF","55+","M",34
2006,"E4","NLF","55+","F",44.4
2006,"E4","NLF","55-64","M",11.5
2006,"E4","NLF","55-64","F",14
2006,"E4","URT","15-24","M",9.9
2006,"E4","URT","15-24","F",8.7
2006,"E4","URT","25-34","M",9.6
2006,"E4","URT","25-34","F",8.3
2006,"E4","PRT","15-24","M",63.2
2006,"E4","PRT","15-24","F",67.4
2006,"E4","PRT","25-34","M",85.7
2006,"E4","PRT","25-34","F",78.7
2006,"E4","PRT","55+","M",45.2
2006,"E4","PRT","55+","F",29.6
2006,"E4","PRT","55-64","M",66.5
2006,"E4","PRT","55-64","F",54.9
2006,"E4","ERT","15-24","M",56.9
2006,"E4","ERT","15-24","F",61.5
2006,"E4","ERT","25-34","M",77.5
2006,"E4","ERT","25-34","F",72.1
2006,"E4","ERT","55+","M",43.1
2006,"E4","ERT","55+","F",27.7
2006,"E4","ERT","55-64","M",63.6
2006,"E4","ERT","55-64","F",50.6
2006,"E5","LFO","15-24","M",17.2
2006,"E5","LFO","15-24","F",8.7
2006,"E5","LFO","25-34","M",52.7
2006,"E5","LFO","25-34","F",26.3
2006,"E5","LFO","55+","M",74.7
2006,"E5","LFO","55+","F",30.1
2006,"E5","LFO","55-64","M",64.4
2006,"E5","LFO","55-64","F",26.9
2006,"E5","EFT","15-24","M",14.2
2006,"E5","EFT","15-24","F",5.6
2006,"E5","EFT","25-34","M",48.3
2006,"E5","EFT","25-34","F",20.5
2006,"E5","EFT","55+","M",61.8
2006,"E5","EFT","55+","F",18.9
2006,"E5","EFT","55-64","M",56.2
2006,"E5","EFT","55-64","F",17.7
2006,"E5","EPT","15-24","M",1.5
2006,"E5","EPT","15-24","F",2.5
2006,"E5","EPT","25-34","F",4
2006,"E5","EPT","55+","M",9.1
2006,"E5","EPT","55+","F",9.7
2006,"E5","EPT","55-64","M",5.1
2006,"E5","EPT","55-64","F",7.9
2006,"E5","UNE","15-24","M",1.5
2006,"E5","UNE","25-34","M",3
2006,"E5","UNE","25-34","F",1.8
2006,"E5","UNE","55+","M",3.7
2006,"E5","UNE","55+","F",1.5
2006,"E5","UNE","55-64","M",3.1
2006,"E5","NLF","15-24","F",2.6
2006,"E5","NLF","25-34","M",3.7
2006,"E5","NLF","25-34","F",7.4
2006,"E5","NLF","55+","M",115.2
2006,"E5","NLF","55+","F",74
2006,"E5","NLF","55-64","M",28.5
2006,"E5","NLF","55-64","F",20.9
2006,"E5","URT","15-24","M",8.7
2006,"E5","URT","25-34","M",5.7
2006,"E5","URT","25-34","F",6.8
2006,"E5","URT","55+","M",5
2006,"E5","URT","55+","F",5
2006,"E5","URT","55-64","M",4.8
2006,"E5","PRT","15-24","M",94
2006,"E5","PRT","15-24","F",77
2006,"E5","PRT","25-34","M",93.4
2006,"E5","PRT","25-34","F",77.8
2006,"E5","PRT","55+","M",39.4
2006,"E5","PRT","55+","F",28.9
2006,"E5","PRT","55-64","M",69.3
2006,"E5","PRT","55-64","F",56.3
2006,"E5","ERT","15-24","M",85.8
2006,"E5","ERT","15-24","F",72.6
2006,"E5","ERT","25-34","M",88.1
