Credentials / Accréditations
----------------------------

ATC	Apprenticeship or trades certificate or diploma                     	Certificat ou diplôme technique ou d'apprentissage
BDE	Bachelor's degree                                                   	Baccalauréat
CCO	College, CEGEP or other non-university certificate or diploma       	Certificat ou diplôme non-universitaire
CDB	University certificate or diploma below bachelor level              	Certificat ou diplôme universitaire inférieur au baccalauréat
CDD	University certificate, diploma or degree above bachelor level      	Certificat ou diplôme universitaire supérieur au baccalauréat
HSD	High school diploma or equivalent                                   	Études secondaires ou equivalent
NCD	No certificate, diploma or degree                                   	Aucun certificat ou diplôme


Occupations (NOC / CNP)
-----------------------

13.10	Special education and teaching                                                                      	Éducation spécialisée et enseignement spécial
13.11	Student counselling and personnel services                                                          	Services de counseling aux étudiants et services du personnel
13.12	Teacher education and professional development, specific levels and methods                         	Formation et perfectionnement professionnel des enseignants, niveaux spécifiques et méthodes spécifiques
13.13	Teacher education and professional development, specific subject areas                              	Formation et perfectionnement professionnel des enseignants, matières spécifiques
13.14	Teaching English or French as a second or foreign language                                          	Enseignement de l'anglais ou du français comme langue seconde ou langue étrangère
13.15	Teaching assistants/aides                                                                           	Aides-enseignants/adjoints à l'enseignement
13.99	Education, other                                                                                    	Éducation (autres)
14.01	Engineering, general                                                                                	Génie (général)
14.02	Aerospace, aeronautical and astronautical/space engineering                                         	Génie aérospatial, génie aéronautique et génie astronautique/spatial
14.03	Agricultural engineering                                                                            	Génie agricole
14.04	Architectural engineering                                                                           	Génie architectural
14.05	Bioengineering and biomedical engineering                                                           	Bio-ingénierie et génie biomédical
14.06	Ceramic sciences and engineering                                                                    	Sciences et génie de la céramique
14.07	Chemical engineering                                                                                	Génie chimique
14.08	Civil engineering                                                                                   	Génie civil
14.09	Computer engineering                                                                                	Génie informatique
14.10	Electrical, electronics and communications engineering                                              	Génie électrique, génie électronique et génie des communications
14.11	Engineering mechanics                                                                               	Génie de la mécanique appliquée
14.12	Engineering physics/applied physics                                                                 	Génie physique/physique appliquée
14.13	Engineering science                                                                                 	Science de l'ingénierie
14.14	Environmental/environmental health engineering                                                      	Génie de l'environnement et de l'hygiène du milieu
14.18	Materials engineering                                                                               	Génie des matériaux
14.19	Mechanical engineering                                                                              	Génie mécanique
14.20	Metallurgical engineering                                                                           	Génie métallurgique
14.21	Mining and mineral engineering                                                                      	Génie minier
14.22	Naval architecture and marine engineering                                                           	Architecture navale et génie maritime
14.23	Nuclear engineering                                                                                 	Génie nucléaire
14.24	Ocean engineering                                                                                   	Génie océanique
14.25	Petroleum engineering                                                                               	Génie pétrolier
14.27	Systems engineering                                                                                 	Génie des systèmes
14.28	Textile sciences and engineering                                                                    	Sciences et génie des textiles
14.32	Polymer/plastics engineering                                                                        	Génie de la plasturgie/génie des polymères
14.33	Construction engineering                                                                            	Génie de la construction
14.34	Forest engineering                                                                                  	Génie forestier
14.35	Industrial engineering                                                                              	Génie industriel
14.36	Manufacturing engineering                                                                           	Génie manufacturier
14.37	Operations research                                                                                 	Recherche opérationnelle
14.38	Surveying engineering                                                                               	Génie de l'arpentage
14.39	Geological/geophysical engineering                                                                  	Génie géologique/géophysique
14.40	Paper science and engineering                                                                       	Sciences du papier et génie papetier
14.41	Electromechanical engineering                                                                       	Génie électromécanique
14.42	Mechatronics, robotics, and automation engineering                                                  	Mécatronique, robotique et génie de l'automatisation
14.43	Biochemical engineering                                                                             	Génie biochimique
14.44	Engineering chemistry                                                                               	Chimie appliquée
14.45	Biological/biosystems engineering                                                                   	Génie biologique/génie des biosystèmes
14.99	Engineering, other                                                                                  	Génie (autres)
15.00	Engineering technology, general                                                                     	Techniques/technologie du génie (général)
15.01	Architectural engineering technology/technician                                                     	Génie architectural - technologue/technicien
15.02	Civil engineering technology/technician                                                             	Génie civil - technologue/technicien
15.03	Electrical and electronic engineering technologies/technicians                                      	Génie électrique et génie électronique - technologue/technicien
15.04	Electromechanical and instrumentation and maintenance technologies/technicians                      	Utilisation et entretien d'instruments et d'appareils électromécaniques - technologue/technicien
15.05	Environmental control technologies/technicians                                                      	Contrôle de l'environnement - technologue/technicien
15.06	Industrial production technologies/technicians                                                      	Production industrielle - technologue/technicien
15.07	Quality control and safety technologies/technicians                                                 	Contrôle de la qualité et sécurité - technologue/technicien
15.08	Mechanical engineering related technologies/technicians                                             	Technologie et techniques liées au génie mécanique
15.09	Mining and petroleum technologies/technicians                                                       	Exploitation minière et exploitation pétrolière - technologue/technicien
15.10	Construction engineering technology/technician                                                      	Génie construction - technologue/technicien
15.11	Engineering-related technologies                                                                    	Technologies liées au génie
15.12	Computer engineering technologies/technicians                                                       	Génie informatique - technologue/technicien
15.13	Drafting/design engineering technologies/technicians                                                	Conception et dessin technique - technologue/technicien
15.14	Nuclear engineering technology/technician                                                           	Génie nucléaire - technologue/technicien
15.15	Engineering-related fields                                                                          	Domaines liés au génie
15.16	Nanotechnology                                                                                      	Nanotechnologie
15.99	Engineering technologies and engineering-related fields, other                                      	Techniques/technologies du génie et domaines liés au génie (autres)
16.01	Linguistic, comparative and related language studies and services                                   	Études linguistiques, études de linguistique comparée et études connexes
16.02	African languages, literatures and linguistics                                                      	Linguistique et langues et littératures africaines
16.03	East Asian languages, literatures and linguistics                                                   	Linguistique et langues et littératures est-asiatiques
16.04	Slavic, Baltic and Albanian languages, literatures and linguistics                                  	Linguistique et langues et littératures slaves, baltes et albanaises
16.05	Germanic languages, literatures and linguistics                                                     	Linguistique et langues et littératures germaniques
16.06	Modern Greek language and literature                                                                	Langue et littérature grecques modernes
16.07	South Asian languages, literatures and linguistics                                                  	Linguistique et langues et littératures sud-asiatiques
16.08	Iranian languages, literatures and linguistics                                                      	Linguistique et langues et littératures iraniennes
16.09	Romance languages, literatures and linguistics                                                      	Linguistique et langues et littératures romanes
16.10	Aboriginal languages, literatures and linguistics                                                   	Linguistique et langues et littératures autochtones
16.11	Middle/Near Eastern and Semitic languages, literatures and linguistics                              	Linguistique et langues et littératures sémitiques, proche-orientales et moyen-orientales
16.12	Classics and classical languages, literatures and linguistics                                       	Linguistique et langues et littératures classiques
16.13	Celtic languages, literatures and linguistics                                                       	Linguistique et langues et littératures celtiques
16.14	Southeast Asian and Australasian/Pacific languages, literatures and linguistics                     	Linguistique et langues et littératures de l'Asie du Sud-Est et de l'Australasie/du Pacifique
16.15	Turkic, Uralic-Altaic, Caucasian and Central Asian languages, literatures and linguistics           	Linguistique et langues et littératures turques, ouraliques-altaïques, caucasiennes et centrasiatiques
16.16	Sign language                                                                                       	Langage gestuel
16.17	Second language learning                                                                            	Apprentissage des langues secondes
16.99	Aboriginal and foreign languages, literatures and linguistics, other                                	Linguistique, langues et littératures autochtones et étrangères (autres)
19.00	Work and family studies                                                                             	Études de la famille et du travail
19.01	Family and consumer sciences/human sciences, general                                                	Sciences de la famille et de la consommation/sciences humaines (général)
19.02	Family and consumer sciences/human sciences business services                                       	Sciences de la famille et de la consommation/sciences humaines et services commerciaux
19.04	Family and consumer economics and related services                                                  	Économie domestique et études connexes
19.05	Foods, nutrition and related services                                                               	Alimentation, nutrition et services connexes
19.06	Housing and human environments                                                                      	Logement et environnements humains
19.07	Human development, family studies and related services                                              	Études du développement humain et de la famille et services connexes
19.09	Apparel and textiles                                                                                	Vêtements et textiles
19.99	Family and consumer sciences/human sciences, other                                                  	Sciences de la famille et de la consommation/sciences humaines (autres)
22.00	Non-professional general legal studies (undergraduate)                                              	Études générales du droit pour les non-juristes (premier cycle)
22.01	Law (LLB, JD, BCL)                                                                                  	Droit (LL.B., J.D., B.C.L.)
22.02	Legal research and advanced professional studies (post-LLB/JD)                                      	Recherche juridique et études du droit avancées (post-LL.B./J.D.)
22.03	Legal support services                                                                              	Services de soutien juridique
22.99	Legal professions and studies, other                                                                	Droit, professions connexes et études du droit (autres)
23.01	English language and literature, general                                                            	Langue et littérature anglaises (général)
23.13	English rhetoric and composition/writing studies                                                    	Rhétorique et composition/rédaction en anglais
23.14	English literature                                                                                  	Littérature anglaise
23.99	English language and literature/letters, other                                                      	Langue et littérature/lettres anglaises (autres)
24.01	Liberal arts and sciences, general studies and humanities                                           	Arts libéraux et sciences, études générales et lettres et sciences humaines
25.01	Library science and administration                                                                  	Bibliothéconomie et administration de bibliothèques
25.03	Library and archives assisting                                                                      	Assistance dans les bibliothèques et les services d'archives
25.99	Library science, other                                                                              	Bibliothéconomie (autres)
26.01	Biology, general                                                                                    	Biologie (général)
26.02	Biochemistry/biophysics and molecular biology                                                       	Biochimie, biophysique et biologie moléculaire
26.03	Botany/plant biology                                                                                	Botanique/biologie végétale
26.04	Cell/cellular biology and anatomical sciences                                                       	Biologie cellulaire et sciences anatomiques
26.05	Microbiological sciences and immunology                                                             	Sciences microbiologiques et immunologie
26.07	Zoology/animal biology                                                                              	Zoologie/biologie animale
26.08	Genetics                                                                                            	Génétique
26.09	Physiology, pathology and related sciences                                                          	Physiologie, pathologie et sciences connexes
26.10	Pharmacology and toxicology                                                                         	Pharmacologie et toxicologie
26.11	Biomathematics, bioinformatics, and computational biology                                           	Biomathématique, bioinformatique et biologie computationnelle
26.12	Biotechnology                                                                                       	Biotechnologie
26.13	Ecology, evolution, systematics and population biology                                              	Écologie, évolution, systématique et biologie des populations
26.14	Molecular medicine                                                                                  	Médecine moléculaire
26.15	Neurobiology and neurosciences                                                                      	Neurobiologie et neurosciences
26.99	Biological and biomedical sciences, other                                                           	Sciences biologiques et biomédicales (autres)
27.01	Mathematics                                                                                         	Mathématiques
27.03	Applied mathematics                                                                                 	Mathématiques appliquées
27.05	Statistics                                                                                          	Statistique
27.99	Mathematics and statistics, other                                                                   	Mathématiques et statistique (autres)
28.08	Military science, leadership and operational art                                                    	Science militaire, leadership et art opérationnel
29.05	Military technologies and applied sciences                                                          	Technologies et sciences appliquées militaires
30.01	Biological and physical sciences                                                                    	Sciences biologiques et sciences physiques
30.05	Peace studies and conflict resolution                                                               	Études de la paix et résolution de conflits
30.06	Systems science and theory                                                                          	Théorie et science des systèmes
30.08	Mathematics and computer science                                                                    	Mathématiques et informatique
30.10	Biopsychology                                                                                       	Biopsychologie
30.11	Gerontology                                                                                         	Gérontologie
30.12	Historic preservation and conservation                                                              	Préservation historique et conservation
30.13	Medieval and renaissance studies                                                                    	Études médiévales et de la Renaissance
30.14	Museology/museum studies                                                                            	Muséologie/techniques de muséologie
30.15	Science, technology and society                                                                     	Science, technologie et société
30.16	Accounting and computer science                                                                     	Comptabilité et informatique
30.17	Behavioural sciences                                                                                	Sciences du comportement
30.18	Natural sciences                                                                                    	Sciences naturelles
30.19	Nutrition sciences                                                                                  	Sciences de la nutrition
30.20	International/global studies                                                                        	Études internationales/mondiales
30.21	Holocaust and related studies                                                                       	Holocauste et études connexes
30.22	Classical and ancient studies                                                                       	Études classiques et anciennes
30.23	Intercultural/multicultural and diversity studies                                                   	Études interculturelles/multiculturelles et de la diversité
30.25	Cognitive science                                                                                   	Sciences cognitives
30.26	Cultural studies/critical theory and analysis                                                       	Études culturelles/théorie et analyse critique
30.27	Human biology                                                                                       	Biologie humaine
30.28	Dispute resolution                                                                                  	Résolution des différends
30.29	Maritime studies                                                                                    	Études maritimes
30.30	Computational science                                                                               	Science computationnelle
30.31	Human computer interaction                                                                          	Interaction homme­ordinateur
30.32	Marine sciences                                                                                     	Sciences de la mer
30.33	Sustainability studies                                                                              	Études en durabilité
30.99	Multidisciplinary/interdisciplinary studies, other                                                  	Études multidisciplinaires/interdisciplinaires (autres)
31.01	Parks, recreation and leisure studies                                                               	Études des parcs, de la récréologie et des loisirs
31.03	Parks, recreation and leisure facilities management                                                 	Gestion d'installations - parcs, récréologie et loisirs
31.05	Health and physical education/fitness                                                               	Santé et éducation physique/conditionnement physique
31.06	Outdoor education                                                                                   	Enseignement du plein air
31.99	Parks, recreation, leisure and fitness studies, other                                               	Études des parcs, de la récréologie, des loisirs et du conditionnement physique (autres)
38.00	Philosophy and religious studies, general                                                           	Philosophie et études religieuses (général)
38.01	Philosophy, logic and ethics                                                                        	Philosophie, logique et éthique
38.02	Religion/religious studies                                                                          	Religion/études religieuses
38.99	Philosophy and religious studies, other                                                             	Philosophie et études religieuses (autres)
39.02	Bible/Biblical studies                                                                              	Bible/études bibliques
39.03	Missions/missionary studies and missiology                                                          	Études missionnaires et missiologie
39.04	Religious education                                                                                 	Éducation religieuse
39.05	Religious/sacred music                                                                              	Musique religieuse/sacrée
39.06	Theological and ministerial studies                                                                 	Études théologiques et ecclésiastiques
39.07	Pastoral counselling and specialized ministries                                                     	Counseling pastoral et cultes spécialisés
39.99	Theology and religious vocations, other                                                             	Théologie et vocations religieuses (autres)
40.01	Physical sciences, general                                                                          	Sciences physiques (général)
40.02	Astronomy and astrophysics                                                                          	Astronomie et astrophysique
40.04	Atmospheric sciences and meteorology                                                                	Sciences atmosphériques et météorologie
40.05	Chemistry                                                                                           	Chimie
40.06	Geological and Earth sciences/geosciences                                                           	Sciences géologiques et de la Terre/géosciences
40.08	Physics                                                                                             	Physique
40.10	Materials sciences                                                                                  	Sciences des matériaux
40.99	Physical sciences, other                                                                            	Sciences physiques (autres)
41.00	Science technologies/technicians, general                                                           	Technologue/technicien en sciences (général)
41.01	Biology technician/biotechnology laboratory technician                                              	Technicien en biologie/technicien de laboratoire en biotechnologie
41.02	Nuclear and industrial radiologic technologies/technicians                                          	Technologue/technicien en radiologie nucléaire et industrielle
41.03	Physical science technologies/technicians                                                           	Technologue/technicien en science physique
41.99	Science technologies/technicians, other                                                             	Technologue/technicien en sciences (autres)
42.01	Psychology, general                                                                                 	Psychologie (général)
42.27	Research and experimental psychology                                                                	Recherche en psychologie et psychologie expérimentale
42.28	Clinical, counselling and applied psychology                                                        	Psychologie clinique, du counseling et appliquée
42.99	Psychology, other                                                                                   	Psychologie (autres)
43.01	Criminal justice and corrections                                                                    	Justice pénale et services correctionnels
43.02	Fire protection                                                                                     	Protection contre les incendies
43.03	Security and protective services, specialized programs                                              	Services de sécurité et de protection, programmes spécialisés
43.99	Security and protective services, other                                                             	Sécurité et services de protection (autres)
44.00	Human services, general                                                                             	Services humains (général)
44.02	Community organization and advocacy                                                                 	Organisation et défense communautaires
44.04	Public administration                                                                               	Administration publique
44.05	Public policy analysis                                                                              	Analyse des politiques publiques
44.07	Social work                                                                                         	Travail social
44.99	Public administration and social service professions, other                                         	Administration publique et professions en services sociaux (autres)
45.01	Social sciences, general                                                                            	Sciences sociales (général)
45.02	Anthropology                                                                                        	Anthropologie
45.03	Archaeology                                                                                         	Archéologie
45.04	Criminology                                                                                         	Criminologie
45.05	Demography and population studies                                                                   	Démographie et études de la population
45.06	Economics                                                                                           	Économie
45.07	Geography and cartography                                                                           	Géographie et cartographie
45.09	International relations and national security studies                                               	Relations internationales et études de sécurité nationale
45.10	Political science and government                                                                    	Science politique et gouvernement
45.11	Sociology                                                                                           	Sociologie
45.12	Urban studies/affairs                                                                               	Études/affaires urbaines
45.13	Sociology and anthropology                                                                          	Sociologie et anthropologie
45.14	Rural sociology                                                                                     	Sociologie rurale
45.99	Social sciences, other                                                                              	Sciences sociales (autres)
46.00	Construction trades, general                                                                        	Métiers de la construction (général)
46.01	Masonry/mason                                                                                       	Maçonnerie/maçon
46.02	Carpentry/carpenter                                                                                 	Charpenterie/charpentier
46.03	Electrical and power transmission installers                                                        	Installation/installateur de systèmes de transmission d'énergie et d'électricité
46.04	Building/construction finishing, management and inspection                                          	Bâtiment/construction - finition, gestion et inspection
46.05	Plumbing and related water supply services                                                          	Plomberie et services d'approvisionnement en eau connexes
46.99	Construction trades, other                                                                          	Métiers de la construction (autres)
47.00	Mechanics and repairers, general                                                                    	Mécaniciens et réparateurs (général)
47.01	Electrical/electronics maintenance and repair technology                                            	Entretien et réparation d'équipement électrique ou électronique
47.02	Heating, air conditioning, ventilation and refrigeration maintenance technology/technician          	Entretien de systèmes de chauffage, de climatisation, de ventilation et de réfrigération - technologue/technicien
47.03	Heavy/industrial equipment maintenance technologies                                                 	Entretien et réparation d'équipement lourd/industriel - technologue/technicien
47.04	Precision systems maintenance and repair technologies                                               	Entretien et réparation de systèmes de précision - technologue/technicien
47.05	Stationary energy sources installer and operator                                                    	Installateur et opérateur de machines fixes
47.06	Vehicle maintenance and repair technologies                                                         	Entretien et réparation de véhicules
47.99	Mechanic and repair technologies/technicians, other                                                 	Technologue et technicien, mécanique et réparation (autres)
48.00	Precision production trades, general                                                                	Travail de précision (général)
48.03	Leatherworking and upholstery                                                                       	Travail du cuir et rembourrage
48.05	Precision metal working                                                                             	Travail de précision des métaux
48.07	Woodworking                                                                                         	Travail du bois
48.08	Boilermaking/boilermaker                                                                            	Chaudronnerie/chaudronnier
48.99	Precision production, other                                                                         	Travail de précision (autres)
49.01	Air transportation                                                                                  	Transport aérien
49.02	Ground transportation                                                                               	Transport terrestre
49.03	Marine transportation                                                                               	Transport maritime
49.99	Transportation and materials moving, other                                                          	Transport de personnes et de matériel (autres)
50.01	Visual, digital and performing arts, general                                                        	Arts visuels, numériques et d'interprétation (général)
50.02	Crafts/craft design, folk art and artisanry                                                         	Artisanat et arts populaires
50.03	Dance                                                                                               	Danse
50.04	Design and applied arts                                                                             	Design et arts appliqués
50.05	Drama/theatre arts and stagecraft                                                                   	Art dramatique/arts de la scène/théâtre
50.06	Film/video and photographic arts                                                                    	Arts de la cinématographie, de la vidéographie et de la photographie
50.07	Fine arts and art studies                                                                           	Beaux-arts et arts plastiques
50.09	Music                                                                                               	Musique
50.10	Arts, entertainment, and media management                                                           	Gestion des arts, divertissements et médias
50.99	Visual and performing arts, other                                                                   	Arts visuels et arts d'interprétation (autres)
51.00	Health services/allied health/health sciences, general                                              	Services de santé/services paramédicaux/sciences de la santé (général)
51.01	Chiropractic (DC)                                                                                   	Chiropratique (D.C.)
51.02	Communication disorders sciences and services                                                       	Troubles de la communication - sciences et services
51.04	Dentistry (DDS, DMD)                                                                                	Dentisterie (D.D.S., D.M.D.)
51.05	Advanced/graduate dentistry and oral sciences (Cert., MS, MSc, PhD)                                 	Programme de cycle supérieur en dentisterie (Cert., M.S., M.Sc., Ph.D.)
51.06	Dental support services and allied professions                                                      	Services dentaires de soutien et professions connexes
51.07	Health and medical administrative services                                                          	Services d'administration/de gestion de la santé et médicale
51.08	Allied health and medical assisting services                                                        	Services médicaux ou sanitaires de soutien
51.09	Allied health diagnostic, intervention and treatment professions                                    	Services de diagnostic, d'intervention et de traitement connexes au domaine de la santé
51.10	Clinical/medical laboratory science/research and allied professions                                 	Sciences/recherche de laboratoire médical/clinique et professions connexes
51.11	Health/medical preparatory programs                                                                 	Programmes préparatoires aux études en médecine ou en sciences de la santé
51.12	Medicine (MD)                                                                                       	Médecine (M.D.)
51.14	Medical scientist (MS, MSc, PhD)                                                                    	Scientifique médical (M.S., M.Sc., Ph.D.)
51.15	Mental and social health services and allied professions                                            	Services en santé mentale et sociale et professions connexes
51.17	Optometry (OD)                                                                                      	Optométrie (O.D.)
51.18	Ophthalmic and optometric support services and allied professions                                   	Services ophtalmologiques et optométriques et professions connexes
51.19	Osteopathic medicine/osteopathy (DO)                                                                	Ostéopathie (D.O.)
51.20	Pharmacy, pharmaceutical sciences and administration                                                	Pharmacie, sciences pharmaceutiques et administration
51.21	Podiatric medicine/podiatry (DPM)                                                                   	Podiatrie (D.P.M.)
51.22	Public health                                                                                       	Santé publique
51.23	Rehabilitation and therapeutic professions                                                          	Professions dans les domaines de la réadaptation et de la thérapeutique
51.24	Veterinary medicine (DVM)                                                                           	Médecine vétérinaire (D.M.V.)
51.25	Veterinary biomedical and clinical sciences (Cert., MS, MSc, PhD)                                   	Sciences vétérinaires biomédicales et cliniques (Cert., M.S., M.Sc., Ph.D.)
51.26	Health aides/attendants/orderlies                                                                   	Aides en soins/préposés aux soins/préposés aux malades
51.27	Medical illustration and informatics                                                                	Illustration et informatique médicales
51.31	Dietetics and clinical nutrition services                                                           	Diététique et nutrition clinique
51.32	Bioethics/medical ethics                                                                            	Bioéthique/éthique médicale
51.33	Alternative and complementary medicine and medical systems                                          	Médecines alternatives et douces
51.34	Alternative and complementary medical support services                                              	Services de soutien dans le domaine des médecines alternatives et douces
51.35	Somatic bodywork and related therapeutic services                                                   	Thérapies corporelles somatiques et services thérapeutiques connexes
51.36	Movement and mind-body therapies                                                                    	Thérapies par le mouvement et thérapies psychocorporelles
51.37	Energy-based and biologically-based therapies                                                       	Thérapies fondées sur l'énergie et la biologie
51.38	Registered nursing, nursing administration, nursing research and clinical nursing                   	Infirmiers autorisés, administration en sciences infirmières, recherches en sciences infirmières et soins infirmiers cliniques
51.39	Practical nursing, vocational nursing and nursing assistants                                        	Infirmier auxiliaire/auxiliaire autorisé et aide-infirmier
51.99	Health professions and related clinical sciences, other                                             	Professions dans le domaine de la santé et sciences cliniques connexes (autres)
52.01	Business/commerce, general                                                                          	Commerce (général)
52.02	Business administration, management and operations                                                  	Administration/gestion commerciale
52.03	Accounting and related services                                                                     	Comptabilité et services connexes
52.04	Business operations support and assistant services                                                  	Services de soutien administratifs
52.05	Business/corporate communications                                                                   	Communications d'entreprise
52.06	Business/managerial economics                                                                       	Économie d'entreprise
52.07	Entrepreneurial and small business operations                                                       	Entrepreneuriat et exploitation de petites entreprises
52.08	Finance and financial management services                                                           	Finance et services de gestion financière
52.09	Hospitality administration/management                                                               	Gestion touristique
52.10	Human resources management and services                                                             	Gestion des ressources humaines et services en ressources humaines
52.11	International business/trade/commerce                                                               	Commerce international
52.12	Management information systems and services                                                         	Systèmes et services d'information de gestion
52.13	Management sciences and quantitative methods                                                        	Science de la gestion et méthodes quantitatives
52.14	Marketing                                                                                           	Marketing
52.15	Real estate                                                                                         	Immobilier
52.16	Taxation                                                                                            	Fiscalité
52.17	Insurance                                                                                           	Assurance
52.18	General sales, merchandising and related marketing operations                                       	Vente générale, marchandisage et activités de marketing connexes
52.19	Specialized sales, merchandising and marketing operations                                           	Vente spécialisée, marchandisage et marketing
52.20	Construction management                                                                             	Gestion de construction
52.21	Telecommunications management                                                                       	Gestion des télécommunications
52.99	Business, management, marketing and related support services, other                                 	Commerce, gestion, marketing et services de soutien connexes (autres)
54.01	History                                                                                             	Histoire
55.01	French language and literature, general                                                             	Langue et littérature françaises (général)
55.13	French rhetoric and composition/writing studies                                                     	Rhétorique et composition/rédaction en français
55.14	French literature                                                                                   	Littérature française
55.99	French language and literature/letters, other                                                       	Langue et littérature/lettres françaises (autres)
60.01	Dental residency programs                                                                           	Programmes de résidence en médecine dentaire
60.03	Veterinary residency programs                                                                       	Programmes de résidence en médecine vétérinaire
60.04	Medical residency programs - general certificates                                                   	Programmes de résidence en médecine - certificats généraux
60.05	Medical residency programs - subspecialty certificates                                              	Programmes de résidence en médecine - certificats en sous-spécialité
60.06	Podiatric medicine residency programs                                                               	Programmes de résidence en médecine podiatrique
60.99	Dental, medical and veterinary residency programs, other                                            	Programmes de résidence en médecine, en médecine dentaire et en médecine vétérinaire (autres)


Source: Statistics Canada

The Ministry of Advanced Education and Skills Development has endeavored to keep the information provided up to date and correct, but makes no representations or warranties of any kind, express or implied, about the completeness, accuracy, reliability, suitability or availability with respect to the information for any purpose.
