Credentials / Accréditations
----------------------------

ATC	Apprenticeship or trades certificate or diploma                     	Certificat ou diplôme technique ou d'apprentissage
BDE	Bachelor's degree                                                   	Baccalauréat
CCO	College, CEGEP or other non-university certificate or diploma       	Certificat ou diplôme non-universitaire
CDB	University certificate or diploma below bachelor level              	Certificat ou diplôme universitaire inférieur au baccalauréat
CDD	University certificate, diploma or degree above bachelor level      	Certificat ou diplôme universitaire supérieur au baccalauréat
HSD	High school diploma or equivalent                                   	Études secondaires ou equivalent
NCD	No certificate, diploma or degree                                   	Aucun certificat ou diplôme


Occupations (NOC / CNP)
-----------------------

6344	Jewellers, jewellery and watch repairers and related occupations                                                     	Bijoutiers/bijoutières, réparateurs/réparatrices de bijoux, horlogers-rhabilleurs/horlogères-rhabilleuses et personnel assimilé
6345	Upholsterers                                                                                                         	Tapissiers-garnisseurs/tapissières-garnisseuses
6346	Funeral directors and embalmers                                                                                      	Directeurs/directrices de funérailles et embaumeurs/embaumeuses
6411	Sales and account representatives - wholesale trade (non-technical)                                                  	Représentants/représentantes des ventes et des comptes - commerce de gros (non-technique)
6421	Retail salespersons                                                                                                  	Vendeurs/vendeuses - commerce de détail
6511	Maîtres d'hôtel and hosts/hostesses                                                                                  	Maîtres d'hôtel et hôtes/hôtesses
6512	Bartenders                                                                                                           	Barmans/barmaids
6513	Food and beverage servers                                                                                            	Serveurs/serveuses d'aliments et de boissons
6521	Travel counsellors                                                                                                   	Conseillers/conseillères en voyages
6522	Pursers and flight attendants                                                                                        	Commissaires et agents/agentes de bord
6523	Airline ticket and service agents                                                                                    	Agents/agentes à la billetterie et aux services aériens
6524	Ground and water transport ticket agents, cargo service representatives and related clerks                           	Agents/agentes à la billetterie, représentants/représentantes du service en matière de fret et personnel assimilé dans le transport routier et maritime
6525	Hotel front desk clerks                                                                                              	Réceptionnistes d'hôtel
6531	Tour and travel guides                                                                                               	Guides touristiques et guides itinérants/guides itinérantes
6532	Outdoor sport and recreational guides                                                                                	Guides d'activités récréatives et sportives de plein air
6533	Casino occupations                                                                                                   	Personnel préposé au jeu dans les casinos
6541	Security guards and related security service occupations                                                             	Agents/agentes de sécurité et personnel assimilé des services de sécurité
6551	Customer services representatives - financial institutions                                                           	Représentants/représentantes au service à la clientèle - institutions financières
6552	Other customer and information services representatives                                                              	Autres préposés/autres préposées aux services d'information et aux services à la clientèle
6561	Image, social and other personal consultants                                                                         	Conseillers/conseillères imagistes, conseillers mondains/conseillères mondaines et autres conseillers/conseillères en soins personnalisés
6562	Estheticians, electrologists and related occupations                                                                 	Esthéticiens/esthéticiennes, électrolystes et personnel assimilé
6563	Pet groomers and animal care workers                                                                                 	Soigneurs/soigneuses d'animaux et travailleurs/travailleuses en soins des animaux
6564	Other personal service occupations                                                                                   	Autre personnel de services personnalisés
6611	Cashiers                                                                                                             	Caissiers/caissières
6621	Service station attendants                                                                                           	Préposés/préposées de stations-service
6622	Store shelf stockers, clerks and order fillers                                                                       	Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins
6623	Other sales related occupations                                                                                      	Autre personnel assimilé des ventes
6711	Food counter attendants, kitchen helpers and related support occupations                                             	Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé
6721	Support occupations in accommodation, travel and facilities set-up services                                          	Personnel de soutien en services d'hébergement, de voyage et en services de montage d'installation
6722	Operators and attendants in amusement, recreation and sport                                                          	Opérateurs/opératrices et préposés/préposées aux sports, aux loisirs et dans les parcs d'attractions
6731	Light duty cleaners                                                                                                  	Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers
6732	Specialized cleaners                                                                                                 	Nettoyeurs spécialisés/nettoyeuses spécialisées
6733	Janitors, caretakers and building superintendents                                                                    	Concierges et surintendants/surintendantes d'immeubles
6741	Dry cleaning, laundry and related occupations                                                                        	Personnel de blanchisseries et d'établissements de nettoyage à sec et personnel assimilé
6742	Other service support occupations, n.e.c.                                                                            	Autre personnel de soutien en service, n.c.a.
7201	Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations           	Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé
7202	Contractors and supervisors, electrical trades and telecommunications occupations                                    	Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en électricité et en télécommunications
7203	Contractors and supervisors, pipefitting trades                                                                      	Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en tuyauterie
7204	Contractors and supervisors, carpentry trades                                                                        	Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en charpenterie
7205	Contractors and supervisors, other construction trades, installers, repairers and servicers                          	Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des autres métiers de la construction et des services de réparation et d'installation
7231	Machinists and machining and tooling inspectors                                                                      	Machinistes et vérificateurs/vérificatrices d'usinage et d'outillage
7232	Tool and die makers                                                                                                  	Outilleurs-ajusteurs/outilleuses-ajusteuses
7233	Sheet metal workers                                                                                                  	Tôliers/tôlières
7234	Boilermakers                                                                                                         	Chaudronniers/chaudronnières
7235	Structural metal and platework fabricators and fitters                                                               	Assembleurs/assembleuses et ajusteurs/ajusteuses de plaques et de charpentes métalliques
7236	Ironworkers                                                                                                          	Monteurs/monteuses de charpentes métalliques
7237	Welders and related machine operators                                                                                	Soudeurs/soudeuses et opérateurs/opératrices de machines à souder et à braser
7241	Electricians (except industrial and power system)                                                                    	Électriciens/électriciennes (sauf électriciens industriels/électriciennes industrielles et de réseaux électriques)
7242	Industrial electricians                                                                                              	Électriciens industriels/électriciennes industrielles
7243	Power system electricians                                                                                            	Électriciens/électriciennes de réseaux électriques
7244	Electrical power line and cable workers                                                                              	Monteurs/monteuses de lignes électriques et de câbles
7245	Telecommunications line and cable workers                                                                            	Monteurs/monteuses de lignes et de câbles de télécommunications
7246	Telecommunications installation and repair workers                                                                   	Installateurs/installatrices et réparateurs/réparatrices de matériel de télécommunications
7247	Cable television service and maintenance technicians                                                                 	Techniciens/techniciennes en montage et en entretien d'installations de câblodistribution
7251	Plumbers                                                                                                             	Plombiers/plombières
7252	Steamfitters, pipefitters and sprinkler system installers                                                            	Tuyauteurs/tuyauteuses, monteurs/monteuses d'appareils de chauffage et poseurs/poseuses de gicleurs
7253	Gas fitters                                                                                                          	Monteurs/monteuses d'installations au gaz
7271	Carpenters                                                                                                           	Charpentiers-menuisiers/charpentières-menuisières
7272	Cabinetmakers                                                                                                        	Ébénistes
7281	Bricklayers                                                                                                          	Briqueteurs-maçons/briqueteuses-maçonnes
7282	Concrete finishers                                                                                                   	Finisseurs/finisseuses de béton
7283	Tilesetters                                                                                                          	Carreleurs/carreleuses
7284	Plasterers, drywall installers and finishers and lathers                                                             	Plâtriers/plâtrières, poseurs/poseuses et finisseurs/finisseuses de systèmes intérieurs et latteurs/latteuses
7291	Roofers and shinglers                                                                                                	Couvreurs/couvreuses et poseurs/poseuses de bardeaux
7292	Glaziers                                                                                                             	Vitriers/vitrières
7293	Insulators                                                                                                           	Calorifugeurs/calorifugeuses
7294	Painters and decorators (except interior decorators)                                                                 	Peintres et décorateurs/décoratrices (sauf décorateurs/décoratrices d'intérieur)
7295	Floor covering installers                                                                                            	Poseurs/poseuses de revêtements d'intérieur
7301	Contractors and supervisors, mechanic trades                                                                         	Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses en mécanique
7302	Contractors and supervisors, heavy equipment operator crews                                                          	Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des équipes d'opérateurs d'équipement lourd
7303	Supervisors, printing and related occupations                                                                        	Surveillants/surveillantes de l'imprimerie et du personnel assimilé
7304	Supervisors, railway transport operations                                                                            	Surveillants/surveillantes des opérations du transport ferroviaire
7305	Supervisors, motor transport and other ground transit operators                                                      	Surveillants/surveillantes du transport routier et du transport en commun
7311	Construction millwrights and industrial mechanics                                                                    	Mécaniciens/mécaniciennes de chantier et mécaniciens industriels/mécaniciennes industrielles
7312	Heavy-duty equipment mechanics                                                                                       	Mécaniciens/mécaniciennes d'équipement lourd
7313	Refrigeration and air conditioning mechanics                                                                         	Mécaniciens/mécaniciennes en chauffage, réfrigération et climatisation
7314	Railway carmen/women                                                                                                 	Réparateurs/réparatrices de wagons
7315	Aircraft mechanics and aircraft inspectors                                                                           	Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs
7316	Machine fitters                                                                                                      	Ajusteurs/ajusteuses de machines
7318	Elevator constructors and mechanics                                                                                  	Constructeurs/constructrices et mécaniciens/mécaniciennes d'ascenseurs
7321	Automotive service technicians, truck and bus mechanics and mechanical repairers                                     	Mécaniciens/mécaniciennes et réparateurs/réparatrices de véhicules automobiles, de camions et d'autobus
7322	Motor vehicle body repairers                                                                                         	Débosseleurs/débosseleuses et réparateurs/réparatrices de carrosserie
7331	Oil and solid fuel heating mechanics                                                                                 	Installateurs/installatrices de brûleurs à l'huile et à combustibles solides
7332	Appliance servicers and repairers                                                                                    	Réparateurs/réparatrices et préposés/préposées à l'entretien d'appareils
7333	Electrical mechanics                                                                                                 	Électromécaniciens/électromécaniciennes
7334	Motorcycle, all-terrain vehicle and other related mechanics                                                          	Mécaniciens/mécaniciennes de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé
7335	Other small engine and small equipment repairers                                                                     	Autres réparateurs/réparatrices de petits moteurs et de petits équipements
7361	Railway and yard locomotive engineers                                                                                	Mécaniciens/mécaniciennes de locomotive et de cour de triage
7362	Railway conductors and brakemen/women                                                                                	Chefs de train et serre-freins
7371	Crane operators                                                                                                      	Grutiers/grutières
7372	Drillers and blasters - surface mining, quarrying and construction                                                   	Foreurs/foreuses et dynamiteurs/dynamiteuses de mines à ciel ouvert, de carrières et de chantiers de construction
7373	Water well drillers                                                                                                  	Foreurs/foreuses de puits d'eau
7381	Printing press operators                                                                                             	Opérateurs/opératrices de presses à imprimer
7384	Other trades and related occupations, n.e.c.                                                                         	Autre personnel des métiers et personnel assimilé, n.c.a.
7441	Residential and commercial installers and servicers                                                                  	Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial
7442	Waterworks and gas maintenance workers                                                                               	Personnel d'entretien des canalisations d'eau et de gaz
7444	Pest controllers and fumigators                                                                                      	Fumigateurs/fumigatrices et préposés/préposées au contrôle de la vermine
7445	Other repairers and servicers                                                                                        	Autres réparateurs/réparatrices et préposés/préposées à l'entretien
7451	Longshore workers                                                                                                    	Débardeurs/débardeuses
7452	Material handlers                                                                                                    	Manutentionnaires
7511	Transport truck drivers                                                                                              	Conducteurs/conductrices de camions de transport
7512	Bus drivers, subway operators and other transit operators                                                            	Conducteurs/conductrices d'autobus et opérateurs/opératrices de métro et autres transports en commun
7513	Taxi and limousine drivers and chauffeurs                                                                            	Chauffeurs/chauffeuses de taxi, chauffeurs/chauffeuses de limousine et chauffeurs/chauffeuses
7514	Delivery and courier service drivers                                                                                 	Chauffeurs-livreurs/chauffeuses-livreuses - services de livraison et de messagerie
7521	Heavy equipment operators (except crane)                                                                             	Conducteurs/conductrices d'équipement lourd (sauf les grues)
7522	Public works maintenance equipment operators and related workers                                                     	Conducteurs/conductrices de machinerie d'entretien public et personnel assimilé
7531	Railway yard and track maintenance workers                                                                           	Ouvriers/ouvrières de gares de triage et à l'entretien de la voie ferrée
7532	Water transport deck and engine room crew                                                                            	Matelots de pont et matelots de salle des machines du transport par voies navigables
7533	Boat and cable ferry operators and related occupations                                                               	Opérateurs/opératrices de bateau à moteur, de bac à câble et personnel assimilé
7534	Air transport ramp attendants                                                                                        	Agents/agentes de piste dans le transport aérien
7535	Other automotive mechanical installers and servicers                                                                 	Autres préposés/préposées à la pose et à l'entretien des pièces mécaniques d'automobiles
7611	Construction trades helpers and labourers                                                                            	Aides de soutien des métiers et manoeuvres en construction
7612	Other trades helpers and labourers                                                                                   	Autres manoeuvres et aides de soutien de métiers
7621	Public works and maintenance labourers                                                                               	Manoeuvres à l'entretien des travaux publics
7622	Railway and motor transport labourers                                                                                	Manoeuvres dans le transport ferroviaire et routier
8211	Supervisors, logging and forestry                                                                                    	Surveillants/surveillantes de l'exploitation forestière
8221	Supervisors, mining and quarrying                                                                                    	Surveillants/surveillantes de l'exploitation des mines et des carrières
8222	Contractors and supervisors, oil and gas drilling and services                                                       	Entrepreneurs/entrepreneuses et surveillants/surveillantes du forage et des services reliés à l'extraction de pétrole et de gaz
8231	Underground production and development miners                                                                        	Mineurs/mineuses d'extraction et de préparation, mines souterraines
8232	Oil and gas well drillers, servicers, testers and related workers                                                    	Foreurs/foreuses et personnel de mise à l'essai et des autres services reliés à l'extraction de pétrole et de gaz
8241	Logging machinery operators                                                                                          	Conducteurs/conductrices de machines d'abattage d'arbres
8252	Agricultural service contractors, farm supervisors and specialized livestock workers                                 	Entrepreneurs/entrepreneuses de services agricoles, surveillants/surveillantes d'exploitations agricoles et ouvriers spécialisés/ouvrières spécialisées dans l'élevage
8255	Contractors and supervisors, landscaping, grounds maintenance and horticulture services                              	Entrepreneurs/entrepreneuses et superviseurs/superviseures des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture
8261	Fishing masters and officers                                                                                         	Capitaines et officiers/officières de bateaux de pêche
8262	Fishermen/women                                                                                                      	Pêcheurs indépendants/pêcheuses indépendantes
8411	Underground mine service and support workers                                                                         	Personnel d'entretien et de soutien des mines souterraines
8412	Oil and gas well drilling and related workers and services operators                                                 	Personnel du forage et de l'entretien des puits de pétrole et de gaz et personnel assimilé
8421	Chain saw and skidder operators                                                                                      	Opérateurs/opératrices de scies à chaîne et d'engins de débardage
8422	Silviculture and forestry workers                                                                                    	Ouvriers/ouvrières en sylviculture et en exploitation forestière
8431	General farm workers                                                                                                 	Ouvriers/ouvrières agricoles
8432	Nursery and greenhouse workers                                                                                       	Ouvriers/ouvrières de pépinières et de serres
8441	Fishing vessel deckhands                                                                                             	Matelots de pont sur les bateaux de pêche
8442	Trappers and hunters                                                                                                 	Trappeurs/trappeuses et chasseurs/chasseuses
8611	Harvesting labourers                                                                                                 	Manoeuvres à la récolte
8612	Landscaping and grounds maintenance labourers                                                                        	Manoeuvres en aménagement paysager et en entretien des terrains
8613	Aquaculture and marine harvest labourers                                                                             	Manoeuvres de l'aquaculture et de la mariculture
8614	Mine labourers                                                                                                       	Manoeuvres des mines
8615	Oil and gas drilling, servicing and related labourers                                                                	Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé
8616	Logging and forestry labourers                                                                                       	Manoeuvres de l'exploitation forestière
9211	Supervisors, mineral and metal processing                                                                            	Surveillants/surveillantes dans la transformation des métaux et des minerais
9212	Supervisors, petroleum, gas and chemical processing and utilities                                                    	Surveillants/surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique
9213	Supervisors, food, beverage and associated products processing                                                       	Surveillants/surveillantes dans la transformation des aliments et des boissons
9214	Supervisors, plastic and rubber products manufacturing                                                               	Surveillants/surveillantes dans la fabrication de produits en caoutchouc et en plastique
9215	Supervisors, forest products processing                                                                              	Surveillants/surveillantes dans la transformation des produits forestiers
9217	Supervisors, textile, fabric, fur and leather products processing and manufacturing                                  	Surveillants/surveillantes dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir
9221	Supervisors, motor vehicle assembling                                                                                	Surveillants/surveillantes dans la fabrication de véhicules automobiles
9222	Supervisors, electronics manufacturing                                                                               	Surveillants/surveillantes dans la fabrication de matériel électronique
9223	Supervisors, electrical products manufacturing                                                                       	Surveillants/surveillantes dans la fabrication d'appareils électriques
9224	Supervisors, furniture and fixtures manufacturing                                                                    	Surveillants/surveillantes dans la fabrication de meubles et d'accessoires
9226	Supervisors, other mechanical and metal products manufacturing                                                       	Surveillants/surveillantes dans la fabrication d'autres produits métalliques et de pièces mécaniques
9227	Supervisors, other products manufacturing and assembly                                                               	Surveillants/surveillantes dans la fabrication et le montage de produits divers
9231	Central control and process operators, mineral and metal processing                                                  	Opérateurs/opératrices de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais
9232	Petroleum, gas and chemical process operators                                                                        	Opérateurs/opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques
9235	Pulping, papermaking and coating control operators                                                                   	Opérateurs/opératrices au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage
9241	Power engineers and power systems operators                                                                          	Mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux électriques
9243	Water and waste treatment plant operators                                                                            	Opérateurs/opératrices d'installations du traitement de l'eau et des déchets
9411	Machine operators, mineral and metal processing                                                                      	Opérateurs/opératrices de machines dans le traitement des métaux et des minerais
9412	Foundry workers                                                                                                      	Ouvriers/ouvrières de fonderies
9413	Glass forming and finishing machine operators and glass cutters                                                      	Opérateurs/opératrices de machines à former et à finir le verre et coupeurs/coupeuses de verre
9414	Concrete, clay and stone forming operators                                                                           	Opérateurs/opératrices de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre
9415	Inspectors and testers, mineral and metal processing                                                                 	Contrôleurs/contrôleuses et essayeurs/essayeuses dans la transformation des métaux et des minerais
9416	Metalworking and forging machine operators                                                                           	Opérateurs/opératrices de machines à forger et à travailler les métaux
9417	Machining tool operators                                                                                             	Opérateurs/opératrices de machines d'usinage
9418	Other metal products machine operators                                                                               	Opérateurs/opératrices de machines d'autres produits métalliques
9421	Chemical plant machine operators                                                                                     	Opérateurs/opératrices d'installations de traitement des produits chimiques
9422	Plastics processing machine operators                                                                                	Opérateurs/opératrices de machines de traitement des matières plastiques
9423	Rubber processing machine operators and related workers                                                              	Opérateurs/opératrices de machines de transformation du caoutchouc et personnel assimilé
9431	Sawmill machine operators                                                                                            	Opérateurs/opératrices de machines à scier dans les scieries
9432	Pulp mill machine operators                                                                                          	Opérateurs/opératrices de machines dans les usines de pâte à papier
9433	Papermaking and finishing machine operators                                                                          	Opérateurs/opératrices de machines dans la fabrication et la finition du papier
9434	Other wood processing machine operators                                                                              	Autres opérateurs/opératrices de machines dans la transformation du bois
9435	Paper converting machine operators                                                                                   	Opérateurs/opératrices de machines à façonner le papier
9436	Lumber graders and other wood processing inspectors and graders                                                      	Classeurs/classeuses de bois d'oeuvre et autres vérificateurs/vérificatrices et classeurs/classeuses dans la transformation du bois
9437	Woodworking machine operators                                                                                        	Opérateurs/opératrices de machines à travailler le bois
9441	Textile fibre and yarn, hide and pelt processing machine operators and workers                                       	Opérateurs/opératrices de machines et travailleurs/travailleuses de traitement des fibres et des fils textiles, du cuir et des peaux
9442	Weavers, knitters and other fabric making occupations                                                                	Tisseurs/tisseuses, tricoteurs/tricoteuses et autres opérateurs/opératrices de machines textiles
9445	Fabric, fur and leather cutters                                                                                      	Coupeurs/coupeuses de tissu, de fourrure et de cuir
9446	Industrial sewing machine operators                                                                                  	Opérateurs/opératrices de machines à coudre industrielles
9447	Inspectors and graders, textile, fabric, fur and leather products manufacturing                                      	Contrôleurs/contrôleuses et trieurs/trieuses dans la fabrication de produits textiles, de tissus, de fourrure et de cuir
9461	Process control and machine operators, food, beverage and associated products processing                             	Opérateurs/opératrices de machines et de procédés industriels dans la transformation des aliments et des boissons
9462	Industrial butchers and meat cutters, poultry preparers and related workers                                          	Bouchers industriels/bouchères industrielles, dépeceurs-découpeurs/dépeceuses-découpeuses de viande, préparateurs/préparatrices de volaille et personnel assimilé
9463	Fish and seafood plant workers                                                                                       	Ouvriers/ouvrières dans les usines de transformation du poisson et de fruits de mer
9465	Testers and graders, food, beverage and associated products processing                                               	Échantillonneurs/échantillonneuses et trieurs/trieuses dans la transformation des aliments et des boissons
9471	Plateless printing equipment operators                                                                               	Opérateurs/opératrices d'équipement d'impression sans plaque
9472	Camera, platemaking and other prepress occupations                                                                   	Photograveurs-clicheurs/photograveuses-clicheuses, photograveurs-reporteurs/photograveuses-reporteuses et autre personnel de prépresse
9473	Binding and finishing machine operators                                                                              	Opérateurs/opératrices de machines à relier et de finition
9474	Photographic and film processors                                                                                     	Développeurs/développeuses de films et de photographies
9521	Aircraft assemblers and aircraft assembly inspectors                                                                 	Monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs
9522	Motor vehicle assemblers, inspectors and testers                                                                     	Assembleurs/assembleuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de véhicules automobiles
9523	Electronics assemblers, fabricators, inspectors and testers                                                          	Assembleurs/assembleuses, monteurs/monteuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de matériel électronique
9524	Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing                               	Monteurs/monteuses et contrôleurs/contrôleuses dans la fabrication de matériel, d'appareils et d'accessoires électriques
9525	Assemblers, fabricators and inspectors, industrial electrical motors and transformers                                	Assembleurs/assembleuses, monteurs/monteuses et contrôleurs/contrôleuses dans la fabrication de transformateurs et de moteurs électriques industriels
9526	Mechanical assemblers and inspectors                                                                                 	Monteurs/monteuses et contrôleurs/contrôleuses de matériel mécanique
9527	Machine operators and inspectors, electrical apparatus manufacturing                                                 	Opérateurs/opératrices de machines et contrôleurs/contrôleuses dans la fabrication d'appareils électriques
9531	Boat assemblers and inspectors                                                                                       	Monteurs/monteuses de bateaux et contrôleurs/contrôleuses de montage de bateaux
9532	Furniture and fixture assemblers and inspectors                                                                      	Monteurs/monteuses et contrôleurs/contrôleuses de meubles et d'accessoires
9533	Other wood products assemblers and inspectors                                                                        	Monteurs/monteuses et contrôleurs/contrôleuses d'autres produits en bois
9534	Furniture finishers and refinishers                                                                                  	Finisseurs/finisseuses et restaurateurs/restauratrices de meubles
9535	Plastic products assemblers, finishers and inspectors                                                                	Assembleurs/assembleuses, finisseurs/finisseuses et contrôleurs/contrôleuses de produits en plastique
9536	Industrial painters, coaters and metal finishing process operators                                                   	Peintres, enduiseurs/enduiseuses et opérateurs/opératrices de procédés dans le finissage du métal - secteur industriel*
9537	Other products assemblers, finishers and inspectors                                                                  	Monteurs/monteuses, finisseurs/finisseuses et contrôleurs/contrôleuses de produits divers
9611	Labourers in mineral and metal processing                                                                            	Manoeuvres dans le traitement des métaux et des minerais
9612	Labourers in metal fabrication                                                                                       	Manoeuvres en métallurgie
9613	Labourers in chemical products processing and utilities                                                              	Manoeuvres dans le traitement des produits chimiques et les services d'utilité publique
9614	Labourers in wood, pulp and paper processing                                                                         	Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois
9615	Labourers in rubber and plastic products manufacturing                                                               	Manoeuvres dans la fabrication des produits en caoutchouc et en plastique
9616	Labourers in textile processing                                                                                      	Manoeuvres des produits du textile
9617	Labourers in food, beverage and associated products processing                                                       	Manoeuvres dans la transformation des aliments et des boissons
9618	Labourers in fish and seafood processing                                                                             	Manoeuvres dans la transformation du poisson et des fruits de mer
9619	Other labourers in processing, manufacturing and utilities                                                           	Autres manoeuvres des services de transformation, de fabrication et d'utilité publique
NA  	Occupation - Not applicable                                                                                          	Occupation - Non applicable


Programs / Programmes
---------------------

01.00	Agriculture, general                                                                                	Agriculture (général)
01.01	Agricultural business and management                                                                	Gestion et affaires agricoles
01.02	Agricultural mechanization                                                                          	Mécanisation agricole
01.03	Agricultural production operations                                                                  	Gestion et exploitation d'entreprise agricole
01.04	Agricultural and food products processing                                                           	Transformation des produits agricoles et des produits alimentaires
01.05	Agricultural and domestic animal services                                                           	Services pour les animaux domestiques et de la ferme
01.06	Applied horticulture/horticultural business services                                                	Exploitation et gestion de services d'horticulture
01.07	International agriculture                                                                           	Agriculture internationale
01.08	Agricultural public services                                                                        	Services publics en matière d'agriculture
01.09	Animal sciences                                                                                     	Sciences animales
01.10	Food science and technology                                                                         	Science et techniques alimentaires
01.11	Plant sciences                                                                                      	Phytologie
01.12	Soil sciences                                                                                       	Science des sols
01.99	Agriculture, agriculture operations and related sciences, other                                     	Agriculture, exploitation agricole et sciences connexes (autres)
03.01	Natural resources conservation and research                                                         	Conservation et recherche des ressources naturelles
03.02	Natural resources management and policy                                                             	Gestion et politique des ressources naturelles
03.03	Fishing and fisheries sciences and management                                                       	Sciences halieutiques et gestion des pêches
03.05	Forestry                                                                                            	Sciences forestières
03.06	Wildlife and wildlands science and management                                                       	Science et gestion de la faune sauvage, aquatique, et des terres en friche
03.99	Natural resources and conservation, other                                                           	Ressources naturelles et conservation (autres)
04.02	Architecture (BArch, BA, BS, BSc, MArch, MA, MS, MSc, PhD)                                          	Architecture (B.Arch., B.A., B.S., B.Sc., M.Arch., M.A., M.S., M.Sc., Ph.D.)
04.03	City/urban, community and regional planning                                                         	Planification urbaine, communautaire et régionale
04.04	Environmental design/architecture                                                                   	Design de l'environnement/architecture
04.05	Interior architecture                                                                               	Architecture d'intérieur
04.06	Landscape architecture (BS, BSc, BSLA, BLA, MSLA, MLA, PhD)                                         	Architecture de paysage (B.S., B.Sc., B.Sc.A.P., B.A.P., M.S.A.P., M.Sc.A.P., M.A.P., Ph.D.)
04.08	Architectural history and criticism                                                                 	Histoire de l'architecture et critique architecturale
04.09	Architectural sciences and technology                                                               	Sciences et technologie architecturales
04.10	Real estate development                                                                             	Développement immobilier
04.99	Architecture and related services, other                                                            	Architecture et services connexes (autres)
05.01	Area studies                                                                                        	Études régionales
05.02	Ethnic, cultural minority, gender, and group studies                                                	Études ethniques, des minorités culturelles, des sexes et des groupes
05.99	Area, ethnic, cultural, gender, and group studies, other                                            	Études régionales, ethniques, culturelles, des sexes et des groupes (autres)
09.01	Communication and media studies                                                                     	Étude de la communication et des médias
09.04	Journalism                                                                                          	Journalisme
09.07	Radio, television and digital communication                                                         	Radio, télévision et communication numérique
09.09	Public relations, advertising and applied communication                                             	Relations publiques, publicité et communication appliquée
09.10	Publishing                                                                                          	Édition
09.99	Communication, journalism and related programs, other                                               	Communications, journalisme et programmes connexes (autres)
10.01	Communications technology/technician                                                                	Technologie des communications/technicien en communications
10.02	Audiovisual communications technologies/technicians                                                 	Communications audiovisuelles - technologue/technicien
10.03	Graphic communications                                                                              	Communications graphiques
10.99	Communications technologies/technicians and support services, other                                 	Technologie des communications/technicien en communications et services de soutien technique connexes (autres)
11.01	Computer and information sciences and support services, general                                     	Informatique, sciences de l'information et services de soutien connexes (général)
11.02	Computer programming                                                                                	Programmation informatique
11.03	Data processing and data processing technology/technician                                           	Traitement des données - technologue/technicien
11.04	Information science/studies                                                                         	Sciences de l'information/études sur l'information
11.05	Computer systems analysis/analyst                                                                   	Analyse de systèmes informatiques/analyste de systèmes informatiques
11.06	Data entry/microcomputer applications                                                               	Entrée des données/applications micro-informatiques
11.07	Computer science                                                                                    	Informatique
11.08	Computer software and media applications                                                            	Applications liées aux logiciels et aux supports informatiques
11.09	Computer systems networking and telecommunications                                                  	Réseautage de systèmes informatiques et télécommunications
11.10	Computer/information technology administration and management                                       	Technologie informatique/technologie de l'information - administration et gestion
11.99	Computer and information sciences and support services, other                                       	Informatique, sciences de l'information et services de soutien connexes (autres)
12.03	Funeral service and mortuary science                                                                	Services de pompes funèbres et science mortuaire
12.04	Cosmetology and related personal grooming services                                                  	Services de soins de beauté et de soins personnels connexes
12.05	Culinary arts and related services                                                                  	Arts culinaires et services connexes
12.99	Personal and culinary services, other                                                               	Services personnels et culinaires (autres)
13.01	Education, general                                                                                  	Éducation (général)
13.02	Bilingual, multilingual and multicultural education                                                 	Éducation bilingue, multilingue et multiculturelle
13.03	Curriculum and instruction                                                                          	Programme d'études et enseignement
13.04	Educational administration and supervision                                                          	Éducation - administration et supervision
13.05	Educational/instructional media design                                                              	Conception de médias didactiques/pédagogiques
13.06	Educational assessment, evaluation and research                                                     	Évaluation et recherche dans le domaine de l'éducation
13.07	International and comparative education                                                             	Éducation comparée et internationale
13.09	Social and philosophical foundations of education                                                   	Fondements sociaux et philosophiques de l'éducation
