"Occupation","Credential","AgeGroup","Program","Count"
"NA","ATC","15-24","13.99",15
"NA","ATC","15-24","10.02",15
"NA","ATC","15-24","10.03",45
"NA","ATC","15-24","50.04",65
"NA","ATC","15-24","50.09",55
"NA","ATC","15-24","24.01",135
"NA","ATC","15-24","55.99",45
"NA","ATC","15-24","19.01",45
"NA","ATC","15-24","19.07",130
"NA","ATC","15-24","22.03",80
"NA","ATC","15-24","52.01",110
"NA","ATC","15-24","52.02",75
"NA","ATC","15-24","52.03",65
"NA","ATC","15-24","52.04",40
"NA","ATC","15-24","52.09",35
"NA","ATC","15-24","52.10",25
"NA","ATC","15-24","52.19",30
"NA","ATC","15-24","41.00",60
"NA","ATC","15-24","11.01",40
"NA","ATC","15-24","11.02",15
"NA","ATC","15-24","11.10",30
"NA","ATC","15-24","15.00",50
"NA","ATC","15-24","15.03",60
"NA","ATC","15-24","15.04",25
"NA","ATC","15-24","15.07",50
"NA","ATC","15-24","15.08",30
"NA","ATC","15-24","15.09",45
"NA","ATC","15-24","15.12",55
"NA","ATC","15-24","46.00",80
"NA","ATC","15-24","46.01",35
"NA","ATC","15-24","46.02",195
"NA","ATC","15-24","46.03",205
"NA","ATC","15-24","46.04",75
"NA","ATC","15-24","46.05",95
"NA","ATC","15-24","46.99",20
"NA","ATC","15-24","47.00",85
"NA","ATC","15-24","47.02",160
"NA","ATC","15-24","47.06",550
"NA","ATC","15-24","48.05",180
"NA","ATC","15-24","01.05",30
"NA","ATC","15-24","31.01",20
"NA","ATC","15-24","31.05",95
"NA","ATC","15-24","51.00",55
"NA","ATC","15-24","51.06",25
"NA","ATC","15-24","51.07",105
"NA","ATC","15-24","51.08",85
"NA","ATC","15-24","51.26",350
"NA","ATC","15-24","51.39",50
"NA","ATC","15-24","12.04",940
"NA","ATC","15-24","12.05",465
"NA","ATC","15-24","29.05",35
"NA","ATC","15-24","43.01",135
"NA","ATC","15-24","43.02",30
"NA","ATC","15-24","49.02",180
"NA","ATC","25-34","50.04",50
"NA","ATC","25-34","50.06",25
"NA","ATC","25-34","50.07",15
"NA","ATC","25-34","23.99",30
"NA","ATC","25-34","24.01",85
"NA","ATC","25-34","19.07",230
"NA","ATC","25-34","19.09",80
"NA","ATC","25-34","22.03",110
"NA","ATC","25-34","44.00",50
"NA","ATC","25-34","52.01",80
"NA","ATC","25-34","52.02",65
"NA","ATC","25-34","52.03",130
"NA","ATC","25-34","52.04",135
"NA","ATC","25-34","52.08",30
"NA","ATC","25-34","52.09",120
"NA","ATC","25-34","52.10",20
"NA","ATC","25-34","52.15",20
"NA","ATC","25-34","52.17",30
"NA","ATC","25-34","52.18",20
"NA","ATC","25-34","52.19",70
"NA","ATC","25-34","41.00",65
"NA","ATC","25-34","11.01",165
"NA","ATC","25-34","11.02",25
"NA","ATC","25-34","11.06",25
"NA","ATC","25-34","11.10",35
"NA","ATC","25-34","15.00",55
"NA","ATC","25-34","15.03",35
"NA","ATC","25-34","15.04",30
"NA","ATC","25-34","15.05",15
"NA","ATC","25-34","15.08",40
"NA","ATC","25-34","15.09",65
"NA","ATC","25-34","15.12",30
"NA","ATC","25-34","15.13",30
"NA","ATC","25-34","46.00",30
"NA","ATC","25-34","46.01",25
"NA","ATC","25-34","46.02",95
"NA","ATC","25-34","46.03",135
"NA","ATC","25-34","46.04",170
"NA","ATC","25-34","46.05",65
"NA","ATC","25-34","47.00",85
"NA","ATC","25-34","47.01",30
"NA","ATC","25-34","47.02",35
"NA","ATC","25-34","47.03",45
"NA","ATC","25-34","47.06",405
"NA","ATC","25-34","48.05",505
"NA","ATC","25-34","48.07",35
"NA","ATC","25-34","01.06",80
"NA","ATC","25-34","03.05",30
"NA","ATC","25-34","31.05",35
"NA","ATC","25-34","51.06",80
"NA","ATC","25-34","51.07",225
"NA","ATC","25-34","51.08",110
"NA","ATC","25-34","51.09",30
"NA","ATC","25-34","51.10",80
"NA","ATC","25-34","51.15",10
"NA","ATC","25-34","51.26",1075
"NA","ATC","25-34","51.31",30
"NA","ATC","25-34","51.35",10
"NA","ATC","25-34","51.39",130
"NA","ATC","25-34","12.04",1695
"NA","ATC","25-34","12.05",350
"NA","ATC","25-34","43.01",195
"NA","ATC","25-34","43.02",20
"NA","ATC","25-34","43.99",20
"NA","ATC","25-34","49.01",30
"NA","ATC","25-34","49.02",265
"NA","ATC","35-44","13.99",25
"NA","ATC","35-44","10.03",45
"NA","ATC","35-44","50.04",80
"NA","ATC","35-44","50.06",20
"NA","ATC","35-44","50.07",40
"NA","ATC","35-44","24.01",95
"NA","ATC","35-44","19.06",20
"NA","ATC","35-44","19.07",320
"NA","ATC","35-44","19.09",130
"NA","ATC","35-44","22.03",135
"NA","ATC","35-44","44.00",30
"NA","ATC","35-44","44.07",15
"NA","ATC","35-44","52.01",130
"NA","ATC","35-44","52.02",165
"NA","ATC","35-44","52.03",400
"NA","ATC","35-44","52.04",305
"NA","ATC","35-44","52.08",75
"NA","ATC","35-44","52.09",80
"NA","ATC","35-44","52.15",30
"NA","ATC","35-44","52.17",15
"NA","ATC","35-44","52.18",30
"NA","ATC","35-44","52.19",115
"NA","ATC","35-44","41.03",15
"NA","ATC","35-44","11.01",185
"NA","ATC","35-44","11.02",100
"NA","ATC","35-44","11.06",50
"NA","ATC","35-44","11.08",15
"NA","ATC","35-44","11.10",50
"NA","ATC","35-44","27.03",20
"NA","ATC","35-44","15.00",70
"NA","ATC","35-44","15.03",105
"NA","ATC","35-44","15.05",15
"NA","ATC","35-44","15.07",25
"NA","ATC","35-44","15.08",20
"NA","ATC","35-44","15.09",100
"NA","ATC","35-44","15.12",30
"NA","ATC","35-44","15.13",40
"NA","ATC","35-44","46.00",65
"NA","ATC","35-44","46.01",120
"NA","ATC","35-44","46.02",105
"NA","ATC","35-44","46.03",250
"NA","ATC","35-44","46.04",165
"NA","ATC","35-44","46.05",235
"NA","ATC","35-44","47.00",170
"NA","ATC","35-44","47.01",55
"NA","ATC","35-44","47.02",30
"NA","ATC","35-44","47.03",115
"NA","ATC","35-44","47.04",20
"NA","ATC","35-44","47.05",30
"NA","ATC","35-44","47.06",800
"NA","ATC","35-44","48.05",740
"NA","ATC","35-44","48.07",45
"NA","ATC","35-44","01.06",80
"NA","ATC","35-44","03.05",15
"NA","ATC","35-44","31.05",80
"NA","ATC","35-44","51.00",40
"NA","ATC","35-44","51.06",200
"NA","ATC","35-44","51.07",160
"NA","ATC","35-44","51.08",205
"NA","ATC","35-44","51.10",80
"NA","ATC","35-44","51.15",20
"NA","ATC","35-44","51.18",25
"NA","ATC","35-44","51.26",1405
"NA","ATC","35-44","51.35",50
"NA","ATC","35-44","51.37",15
"NA","ATC","35-44","51.39",185
"NA","ATC","35-44","12.04",2145
"NA","ATC","35-44","12.05",680
"NA","ATC","35-44","43.01",115
"NA","ATC","35-44","43.02",45
"NA","ATC","35-44","43.99",35
"NA","ATC","35-44","49.01",60
"NA","ATC","35-44","49.02",430
"NA","ATC","45-54","13.12",15
"NA","ATC","45-54","13.13",60
"NA","ATC","45-54","10.02",20
"NA","ATC","45-54","10.03",135
"NA","ATC","45-54","50.04",160
"NA","ATC","45-54","50.06",40
"NA","ATC","45-54","50.07",50
"NA","ATC","45-54","24.01",45
"NA","ATC","45-54","19.06",25
"NA","ATC","45-54","19.07",360
"NA","ATC","45-54","19.09",130
"NA","ATC","45-54","22.03",80
"NA","ATC","45-54","44.00",30
"NA","ATC","45-54","52.01",305
"NA","ATC","45-54","52.02",160
"NA","ATC","45-54","52.03",610
"NA","ATC","45-54","52.04",735
"NA","ATC","45-54","52.08",95
"NA","ATC","45-54","52.09",115
"NA","ATC","45-54","52.10",90
"NA","ATC","45-54","52.14",55
"NA","ATC","45-54","52.15",120
"NA","ATC","45-54","52.17",95
"NA","ATC","45-54","52.18",35
"NA","ATC","45-54","52.19",110
"NA","ATC","45-54","41.00",35
"NA","ATC","45-54","11.01",205
"NA","ATC","45-54","11.02",120
"NA","ATC","45-54","11.06",125
"NA","ATC","45-54","11.10",95
"NA","ATC","45-54","25.03",15
"NA","ATC","45-54","15.00",160
"NA","ATC","45-54","15.02",25
"NA","ATC","45-54","15.03",170
"NA","ATC","45-54","15.04",30
"NA","ATC","45-54","15.05",65
"NA","ATC","45-54","15.06",70
"NA","ATC","45-54","15.07",170
"NA","ATC","45-54","15.08",145
"NA","ATC","45-54","15.09",125
"NA","ATC","45-54","15.11",20
"NA","ATC","45-54","15.12",65
"NA","ATC","45-54","15.13",70
"NA","ATC","45-54","46.00",105
"NA","ATC","45-54","46.01",155
"NA","ATC","45-54","46.02",550
"NA","ATC","45-54","46.03",485
"NA","ATC","45-54","46.04",340
"NA","ATC","45-54","46.05",565
"NA","ATC","45-54","47.00",405
"NA","ATC","45-54","47.01",125
"NA","ATC","45-54","47.02",295
"NA","ATC","45-54","47.03",590
"NA","ATC","45-54","47.04",60
"NA","ATC","45-54","47.05",125
"NA","ATC","45-54","47.06",1460
"NA","ATC","45-54","48.03",65
"NA","ATC","45-54","48.05",1675
"NA","ATC","45-54","48.07",175
"NA","ATC","45-54","48.08",25
"NA","ATC","45-54","01.00",45
"NA","ATC","45-54","01.02",20
"NA","ATC","45-54","01.05",60
"NA","ATC","45-54","01.06",145
"NA","ATC","45-54","03.05",130
"NA","ATC","45-54","31.05",35
"NA","ATC","45-54","51.00",35
"NA","ATC","45-54","51.06",200
"NA","ATC","45-54","51.07",160
"NA","ATC","45-54","51.08",190
"NA","ATC","45-54","51.10",80
"NA","ATC","45-54","51.15",25
"NA","ATC","45-54","51.26",1830
"NA","ATC","45-54","51.31",20
"NA","ATC","45-54","51.35",15
"NA","ATC","45-54","51.39",420
"NA","ATC","45-54","12.04",2865
"NA","ATC","45-54","12.05",825
"NA","ATC","45-54","29.05",55
"NA","ATC","45-54","43.01",120
"NA","ATC","45-54","43.02",25
"NA","ATC","45-54","43.99",15
"NA","ATC","45-54","49.01",55
"NA","ATC","45-54","49.02",990
"NA","ATC","45-54","49.03",40
"NA","ATC","45-54","49.99",25
"NA","ATC","55-64","13.12",10
"NA","ATC","55-64","13.13",125
"NA","ATC","55-64","13.15",35
"NA","ATC","55-64","13.99",125
"NA","ATC","55-64","10.01",60
"NA","ATC","55-64","10.02",70
"NA","ATC","55-64","10.03",260
"NA","ATC","55-64","10.99",15
"NA","ATC","55-64","50.04",325
"NA","ATC","55-64","50.06",95
"NA","ATC","55-64","50.07",70
"NA","ATC","55-64","23.99",30
"NA","ATC","55-64","24.01",205
"NA","ATC","55-64","19.01",20
"NA","ATC","55-64","19.05",15
"NA","ATC","55-64","19.06",65
"NA","ATC","55-64","19.07",205
"NA","ATC","55-64","19.09",555
"NA","ATC","55-64","19.99",30
"NA","ATC","55-64","22.03",175
"NA","ATC","55-64","45.07",30
"NA","ATC","55-64","44.00",65
"NA","ATC","55-64","52.01",600
"NA","ATC","55-64","52.02",225
"NA","ATC","55-64","52.03",750
"NA","ATC","55-64","52.04",1635
"NA","ATC","55-64","52.08",225
"NA","ATC","55-64","52.09",185
"NA","ATC","55-64","52.10",130
"NA","ATC","55-64","52.14",25
"NA","ATC","55-64","52.15",570
"NA","ATC","55-64","52.17",190
"NA","ATC","55-64","52.18",155
"NA","ATC","55-64","52.19",190
"NA","ATC","55-64","40.99",100
"NA","ATC","55-64","41.00",90
"NA","ATC","55-64","41.02",25
"NA","ATC","55-64","41.03",35
"NA","ATC","55-64","41.99",10
"NA","ATC","55-64","11.01",270
"NA","ATC","55-64","11.02",105
"NA","ATC","55-64","11.03",20
"NA","ATC","55-64","11.06",275
"NA","ATC","55-64","11.10",20
"NA","ATC","55-64","25.03",30
"NA","ATC","55-64","15.00",285
"NA","ATC","55-64","15.02",80
"NA","ATC","55-64","15.03",730
"NA","ATC","55-64","15.04",230
"NA","ATC","55-64","15.05",120
"NA","ATC","55-64","15.06",70
"NA","ATC","55-64","15.07",140
"NA","ATC","55-64","15.08",140
"NA","ATC","55-64","15.09",310
"NA","ATC","55-64","15.11",130
"NA","ATC","55-64","15.12",250
"NA","ATC","55-64","15.13",375
"NA","ATC","55-64","15.99",25
"NA","ATC","55-64","46.00",100
"NA","ATC","55-64","46.01",335
"NA","ATC","55-64","46.02",1300
"NA","ATC","55-64","46.03",2540
"NA","ATC","55-64","46.04",625
"NA","ATC","55-64","46.05",1265
"NA","ATC","55-64","46.99",75
"NA","ATC","55-64","47.00",840
"NA","ATC","55-64","47.01",445
"NA","ATC","55-64","47.02",485
"NA","ATC","55-64","47.03",1785
"NA","ATC","55-64","47.04",195
"NA","ATC","55-64","47.05",560
"NA","ATC","55-64","47.06",3085
"NA","ATC","55-64","48.03",80
"NA","ATC","55-64","48.05",4050
"NA","ATC","55-64","48.07",190
"NA","ATC","55-64","48.08",25
"NA","ATC","55-64","48.99",40
"NA","ATC","55-64","01.00",105
"NA","ATC","55-64","01.03",25
"NA","ATC","55-64","01.05",20
"NA","ATC","55-64","01.06",280
"NA","ATC","55-64","01.10",15
"NA","ATC","55-64","03.05",180
"NA","ATC","55-64","31.05",70
"NA","ATC","55-64","51.00",25
"NA","ATC","55-64","51.06",300
"NA","ATC","55-64","51.07",300
"NA","ATC","55-64","51.08",185
"NA","ATC","55-64","51.09",170
"NA","ATC","55-64","51.10",65
"NA","ATC","55-64","51.15",30
"NA","ATC","55-64","51.18",40
"NA","ATC","55-64","51.26",2415
"NA","ATC","55-64","51.31",40
"NA","ATC","55-64","51.35",45
"NA","ATC","55-64","51.39",1970
"NA","ATC","55-64","12.04",4620
"NA","ATC","55-64","12.05",1240
"NA","ATC","55-64","29.05",90
"NA","ATC","55-64","43.01",405
"NA","ATC","55-64","43.02",115
"NA","ATC","55-64","49.01",125
"NA","ATC","55-64","49.02",1215
"NA","ATC","55-64","49.03",90
"NA","ATC","55-64","49.99",25
"NA","ATC","65+","13.12",80
"NA","ATC","65+","13.13",220
"NA","ATC","65+","13.15",15
"NA","ATC","65+","13.99",575
"NA","ATC","65+","10.01",165
"NA","ATC","65+","10.02",275
"NA","ATC","65+","10.03",2445
"NA","ATC","65+","10.99",150
"NA","ATC","65+","50.02",75
"NA","ATC","65+","50.03",55
"NA","ATC","65+","50.04",975
"NA","ATC","65+","50.06",320
"NA","ATC","65+","50.07",720
"NA","ATC","65+","50.09",135
"NA","ATC","65+","16.99",40
"NA","ATC","65+","23.99",95
"NA","ATC","65+","24.01",365
"NA","ATC","65+","38.02",20
"NA","ATC","65+","39.06",55
"NA","ATC","65+","39.07",20
"NA","ATC","65+","19.00",25
"NA","ATC","65+","19.01",385
"NA","ATC","65+","19.05",35
"NA","ATC","65+","19.06",80
"NA","ATC","65+","19.07",785
"NA","ATC","65+","19.09",3590
"NA","ATC","65+","19.99",80
"NA","ATC","65+","22.03",245
"NA","ATC","65+","45.07",30
"NA","ATC","65+","44.04",20
"NA","ATC","65+","44.99",40
"NA","ATC","65+","52.01",2865
"NA","ATC","65+","52.02",1090
"NA","ATC","65+","52.03",3380
"NA","ATC","65+","52.04",7680
"NA","ATC","65+","52.08",385
"NA","ATC","65+","52.09",200
"NA","ATC","65+","52.10",65
"NA","ATC","65+","52.14",170
"NA","ATC","65+","52.15",1305
"NA","ATC","65+","52.17",690
"NA","ATC","65+","52.18",775
"NA","ATC","65+","52.19",225
"NA","ATC","65+","52.20",25
"NA","ATC","65+","52.99",50
"NA","ATC","65+","40.99",50
"NA","ATC","65+","41.00",145
"NA","ATC","65+","41.01",120
"NA","ATC","65+","41.02",75
"NA","ATC","65+","41.03",280
"NA","ATC","65+","11.01",320
"NA","ATC","65+","11.02",225
"NA","ATC","65+","11.03",170
"NA","ATC","65+","11.06",345
"NA","ATC","65+","11.10",15
"NA","ATC","65+","11.99",10
"NA","ATC","65+","25.03",150
"NA","ATC","65+","27.03",25
"NA","ATC","65+","04.09",200
"NA","ATC","65+","04.99",20
"NA","ATC","65+","15.00",1980
"NA","ATC","65+","15.02",470
"NA","ATC","65+","15.03",2985
"NA","ATC","65+","15.04",625
"NA","ATC","65+","15.05",345
"NA","ATC","65+","15.06",195
"NA","ATC","65+","15.07",380
"NA","ATC","65+","15.08",1535
"NA","ATC","65+","15.09",550
"NA","ATC","65+","15.10",70
"NA","ATC","65+","15.11",350
"NA","ATC","65+","15.12",260
"NA","ATC","65+","15.13",1390
"NA","ATC","65+","15.99",110
"NA","ATC","65+","46.00",515
"NA","ATC","65+","46.01",1525
"NA","ATC","65+","46.02",4765
"NA","ATC","65+","46.03",8120
"NA","ATC","65+","46.04",2125
"NA","ATC","65+","46.05",5395
"NA","ATC","65+","46.99",270
"NA","ATC","65+","47.00",3635
"NA","ATC","65+","47.01",1420
"NA","ATC","65+","47.02",1185
"NA","ATC","65+","47.03",3965
"NA","ATC","65+","47.04",620
"NA","ATC","65+","47.05",2420
"NA","ATC","65+","47.06",14430
"NA","ATC","65+","47.99",55
"NA","ATC","65+","48.03",520
"NA","ATC","65+","48.05",15580
"NA","ATC","65+","48.07",1240
"NA","ATC","65+","48.08",290
"NA","ATC","65+","48.99",330
"NA","ATC","65+","01.00",605
"NA","ATC","65+","01.01",105
"NA","ATC","65+","01.02",120
"NA","ATC","65+","01.03",405
"NA","ATC","65+","01.04",90
"NA","ATC","65+","01.05",25
"NA","ATC","65+","01.06",705
"NA","ATC","65+","01.10",45
"NA","ATC","65+","01.11",60
"NA","ATC","65+","03.01",40
"NA","ATC","65+","03.05",330
"NA","ATC","65+","31.05",75
"NA","ATC","65+","51.00",245
"NA","ATC","65+","51.06",680
"NA","ATC","65+","51.07",635
"NA","ATC","65+","51.08",330
"NA","ATC","65+","51.09",445
"NA","ATC","65+","51.10",215
"NA","ATC","65+","51.15",135
"NA","ATC","65+","51.18",115
"NA","ATC","65+","51.23",30
"NA","ATC","65+","51.26",3700
"NA","ATC","65+","51.31",40
"NA","ATC","65+","51.33",50
"NA","ATC","65+","51.35",40
"NA","ATC","65+","51.37",20
"NA","ATC","65+","51.39",7055
"NA","ATC","65+","12.03",105
"NA","ATC","65+","12.04",9975
"NA","ATC","65+","12.05",2740
"NA","ATC","65+","29.05",540
"NA","ATC","65+","43.01",790
"NA","ATC","65+","43.02",545
"NA","ATC","65+","49.01",690
"NA","ATC","65+","49.02",2365
"NA","ATC","65+","49.03",360
"NA","ATC","65+","49.99",65
"NA","ATC","65+","30.99",40
"NA","CCO","15-24","13.01",75
"NA","CCO","15-24","13.12",30
"NA","CCO","15-24","13.15",45
"NA","CCO","15-24","10.02",235
"NA","CCO","15-24","10.03",180
"NA","CCO","15-24","50.01",90
"NA","CCO","15-24","50.04",980
"NA","CCO","15-24","50.05",115
"NA","CCO","15-24","50.06",135
"NA","CCO","15-24","50.07",345
"NA","CCO","15-24","50.09",240
"NA","CCO","15-24","50.10",25
"NA","CCO","15-24","16.01",25
"NA","CCO","15-24","16.05",15
"NA","CCO","15-24","16.16",60
"NA","CCO","15-24","16.17",50
"NA","CCO","15-24","23.01",75
"NA","CCO","15-24","24.01",940
"NA","CCO","15-24","39.06",20
"NA","CCO","15-24","54.01",15
"NA","CCO","15-24","05.02",15
"NA","CCO","15-24","09.01",135
"NA","CCO","15-24","09.04",135
"NA","CCO","15-24","09.07",15
"NA","CCO","15-24","09.09",165
"NA","CCO","15-24","19.05",20
"NA","CCO","15-24","19.07",1115
"NA","CCO","15-24","19.09",50
"NA","CCO","15-24","22.03",360
"NA","CCO","15-24","42.01",50
"NA","CCO","15-24","45.01",30
"NA","CCO","15-24","45.06",165
"NA","CCO","15-24","45.07",55
"NA","CCO","15-24","45.10",25
"NA","CCO","15-24","44.00",340
"NA","CCO","15-24","44.07",450
"NA","CCO","15-24","52.01",960
"NA","CCO","15-24","52.02",635
"NA","CCO","15-24","52.03",765
"NA","CCO","15-24","52.04",245
"NA","CCO","15-24","52.08",185
"NA","CCO","15-24","52.09",405
"NA","CCO","15-24","52.10",255
"NA","CCO","15-24","52.11",150
"NA","CCO","15-24","52.14",380
"NA","CCO","15-24","52.15",15
"NA","CCO","15-24","52.17",90
"NA","CCO","15-24","52.18",20
"NA","CCO","15-24","52.19",310
"NA","CCO","15-24","26.01",80
"NA","CCO","15-24","26.12",50
"NA","CCO","15-24","30.01",115
"NA","CCO","15-24","41.00",30
"NA","CCO","15-24","11.01",265
"NA","CCO","15-24","11.02",170
"NA","CCO","15-24","11.06",15
"NA","CCO","15-24","11.07",180
"NA","CCO","15-24","11.08",55
"NA","CCO","15-24","11.10",125
"NA","CCO","15-24","04.09",145
"NA","CCO","15-24","15.00",245
"NA","CCO","15-24","15.02",75
"NA","CCO","15-24","15.03",240
"NA","CCO","15-24","15.04",80
"NA","CCO","15-24","15.05",60
"NA","CCO","15-24","15.06",55
"NA","CCO","15-24","15.08",140
"NA","CCO","15-24","15.12",300
"NA","CCO","15-24","15.99",50
"NA","CCO","15-24","46.00",45
"NA","CCO","15-24","46.02",55
"NA","CCO","15-24","46.03",155
"NA","CCO","15-24","46.04",30
"NA","CCO","15-24","46.05",40
"NA","CCO","15-24","47.00",65
"NA","CCO","15-24","47.01",30
"NA","CCO","15-24","47.02",90
"NA","CCO","15-24","47.03",85
"NA","CCO","15-24","47.06",385
"NA","CCO","15-24","48.05",110
"NA","CCO","15-24","01.05",35
"NA","CCO","15-24","01.06",45
"NA","CCO","15-24","03.01",25
"NA","CCO","15-24","03.05",35
"NA","CCO","15-24","31.01",120
"NA","CCO","15-24","31.05",150
"NA","CCO","15-24","51.00",185
"NA","CCO","15-24","51.06",525
"NA","CCO","15-24","51.07",420
"NA","CCO","15-24","51.08",295
"NA","CCO","15-24","51.09",110
"NA","CCO","15-24","51.10",80
"NA","CCO","15-24","51.11",200
"NA","CCO","15-24","51.15",75
"NA","CCO","15-24","51.23",45
"NA","CCO","15-24","51.26",585
"NA","CCO","15-24","51.35",75
"NA","CCO","15-24","51.38",340
"NA","CCO","15-24","51.39",190
"NA","CCO","15-24","12.04",655
"NA","CCO","15-24","12.05",615
"NA","CCO","15-24","43.01",960
"NA","CCO","15-24","43.02",210
"NA","CCO","15-24","43.03",25
"NA","CCO","15-24","49.01",75
"NA","CCO","15-24","49.02",15
"NA","CCO","25-34","13.01",145
"NA","CCO","25-34","13.12",20
"NA","CCO","25-34","13.13",70
"NA","CCO","25-34","13.15",125
"NA","CCO","25-34","10.02",170
"NA","CCO","25-34","10.03",125
"NA","CCO","25-34","50.01",30
"NA","CCO","25-34","50.04",1055
"NA","CCO","25-34","50.05",80
"NA","CCO","25-34","50.06",230
"NA","CCO","25-34","50.07",205
"NA","CCO","25-34","50.09",65
"NA","CCO","25-34","16.16",20
"NA","CCO","25-34","16.17",25
"NA","CCO","25-34","23.01",125
"NA","CCO","25-34","24.01",820
"NA","CCO","25-34","38.02",15
"NA","CCO","25-34","39.02",45
"NA","CCO","25-34","39.06",70
"NA","CCO","25-34","09.01",60
"NA","CCO","25-34","09.04",170
"NA","CCO","25-34","09.07",20
"NA","CCO","25-34","09.09",225
"NA","CCO","25-34","19.05",70
"NA","CCO","25-34","19.06",25
"NA","CCO","25-34","19.07",1950
"NA","CCO","25-34","19.09",60
"NA","CCO","25-34","22.03",885
"NA","CCO","25-34","30.11",30
"NA","CCO","25-34","30.17",25
"NA","CCO","25-34","42.01",40
"NA","CCO","25-34","42.27",40
"NA","CCO","25-34","45.01",75
"NA","CCO","25-34","45.04",20
"NA","CCO","25-34","45.06",105
"NA","CCO","25-34","45.07",25
"NA","CCO","25-34","45.11",35
"NA","CCO","25-34","30.16",25
"NA","CCO","25-34","44.00",520
"NA","CCO","25-34","44.07",535
"NA","CCO","25-34","52.01",1070
"NA","CCO","25-34","52.02",1415
"NA","CCO","25-34","52.03",1330
"NA","CCO","25-34","52.04",910
"NA","CCO","25-34","52.07",65
"NA","CCO","25-34","52.08",280
"NA","CCO","25-34","52.09",510
"NA","CCO","25-34","52.10",270
"NA","CCO","25-34","52.11",110
"NA","CCO","25-34","52.12",20
"NA","CCO","25-34","52.14",470
"NA","CCO","25-34","52.15",100
"NA","CCO","25-34","52.17",60
"NA","CCO","25-34","52.18",75
"NA","CCO","25-34","52.19",730
"NA","CCO","25-34","52.20",40
"NA","CCO","25-34","26.12",35
"NA","CCO","25-34","30.01",60
"NA","CCO","25-34","41.00",80
"NA","CCO","25-34","41.03",60
"NA","CCO","25-34","11.01",595
"NA","CCO","25-34","11.02",355
"NA","CCO","25-34","11.05",35
"NA","CCO","25-34","11.06",95
"NA","CCO","25-34","11.07",315
"NA","CCO","25-34","11.08",155
"NA","CCO","25-34","11.10",315
"NA","CCO","25-34","25.03",20
"NA","CCO","25-34","27.01",15
"NA","CCO","25-34","04.09",155
"NA","CCO","25-34","15.00",300
"NA","CCO","25-34","15.02",105
"NA","CCO","25-34","15.03",315
"NA","CCO","25-34","15.04",55
"NA","CCO","25-34","15.05",85
"NA","CCO","25-34","15.06",110
"NA","CCO","25-34","15.07",30
"NA","CCO","25-34","15.08",180
"NA","CCO","25-34","15.09",65
"NA","CCO","25-34","15.10",20
"NA","CCO","25-34","15.12",415
"NA","CCO","25-34","15.13",20
"NA","CCO","25-34","15.99",40
"NA","CCO","25-34","46.00",55
"NA","CCO","25-34","46.02",45
"NA","CCO","25-34","46.03",140
"NA","CCO","25-34","46.05",20
"NA","CCO","25-34","47.00",75
"NA","CCO","25-34","47.01",10
"NA","CCO","25-34","47.02",50
"NA","CCO","25-34","47.03",45
"NA","CCO","25-34","47.05",35
"NA","CCO","25-34","47.06",460
"NA","CCO","25-34","48.05",255
"NA","CCO","25-34","48.07",15
"NA","CCO","25-34","01.00",115
"NA","CCO","25-34","01.06",210
"NA","CCO","25-34","01.09",45
"NA","CCO","25-34","03.01",65
"NA","CCO","25-34","03.02",35
"NA","CCO","25-34","03.06",20
"NA","CCO","25-34","31.01",135
"NA","CCO","25-34","31.05",110
"NA","CCO","25-34","51.00",145
"NA","CCO","25-34","51.06",720
"NA","CCO","25-34","51.07",900
"NA","CCO","25-34","51.08",630
"NA","CCO","25-34","51.09",215
"NA","CCO","25-34","51.10",280
"NA","CCO","25-34","51.11",60
"NA","CCO","25-34","51.15",150
"NA","CCO","25-34","51.18",35
"NA","CCO","25-34","51.23",35
"NA","CCO","25-34","51.26",1545
"NA","CCO","25-34","51.31",35
"NA","CCO","25-34","51.33",35
"NA","CCO","25-34","51.35",190
"NA","CCO","25-34","51.38",855
"NA","CCO","25-34","51.39",385
"NA","CCO","25-34","12.03",10
"NA","CCO","25-34","12.04",950
"NA","CCO","25-34","12.05",495
"NA","CCO","25-34","43.01",975
"NA","CCO","25-34","43.02",135
"NA","CCO","25-34","43.03",20
"NA","CCO","25-34","43.99",95
"NA","CCO","25-34","49.01",60
"NA","CCO","25-34","49.02",45
"NA","CCO","35-44","13.01",375
"NA","CCO","35-44","13.10",15
"NA","CCO","35-44","13.12",65
"NA","CCO","35-44","13.13",70
"NA","CCO","35-44","13.15",120
"NA","CCO","35-44","10.02",215
"NA","CCO","35-44","10.03",90
"NA","CCO","35-44","50.01",25
"NA","CCO","35-44","50.04",1505
"NA","CCO","35-44","50.05",65
"NA","CCO","35-44","50.06",185
"NA","CCO","35-44","50.07",290
"NA","CCO","35-44","50.09",80
"NA","CCO","35-44","16.01",30
"NA","CCO","35-44","16.16",55
"NA","CCO","35-44","23.01",115
"NA","CCO","35-44","23.14",35
"NA","CCO","35-44","24.01",615
"NA","CCO","35-44","38.02",60
"NA","CCO","35-44","39.02",20
"NA","CCO","35-44","39.06",90
"NA","CCO","35-44","54.01",45
"NA","CCO","35-44","09.01",40
"NA","CCO","35-44","09.04",120
"NA","CCO","35-44","09.09",275
"NA","CCO","35-44","09.10",40
"NA","CCO","35-44","19.01",20
"NA","CCO","35-44","19.05",75
"NA","CCO","35-44","19.06",70
"NA","CCO","35-44","19.07",2475
