"Occupation","Credential","AgeGroup","Program","Count"
"1431","CCO","35-44","11.07",20
"1431","CCO","35-44","11.10",25
"1431","CCO","35-44","31.01",20
"1431","CCO","35-44","31.05",25
"1431","CCO","35-44","51.06",75
"1431","CCO","35-44","51.07",135
"1431","CCO","35-44","51.08",50
"1431","CCO","35-44","51.26",85
"1431","CCO","35-44","51.38",25
"1431","CCO","35-44","51.39",30
"1431","CCO","35-44","12.04",160
"1431","CCO","35-44","12.05",25
"1431","CCO","35-44","43.01",100
"1431","CCO","45-54","13.01",15
"1431","CCO","45-54","10.99",25
"1431","CCO","45-54","50.04",65
"1431","CCO","45-54","50.07",10
"1431","CCO","45-54","24.01",30
"1431","CCO","45-54","19.06",45
"1431","CCO","45-54","19.07",105
"1431","CCO","45-54","22.03",175
"1431","CCO","45-54","45.06",30
"1431","CCO","45-54","30.16",45
"1431","CCO","45-54","44.00",30
"1431","CCO","45-54","44.04",15
"1431","CCO","45-54","44.07",10
"1431","CCO","45-54","52.01",390
"1431","CCO","45-54","52.02",445
"1431","CCO","45-54","52.03",1905
"1431","CCO","45-54","52.04",540
"1431","CCO","45-54","52.08",165
"1431","CCO","45-54","52.09",45
"1431","CCO","45-54","52.10",85
"1431","CCO","45-54","52.14",55
"1431","CCO","45-54","52.15",20
"1431","CCO","45-54","52.17",15
"1431","CCO","45-54","52.18",35
"1431","CCO","45-54","52.19",105
"1431","CCO","45-54","11.01",60
"1431","CCO","45-54","11.02",55
"1431","CCO","45-54","11.03",20
"1431","CCO","45-54","11.06",25
"1431","CCO","45-54","25.03",25
"1431","CCO","45-54","15.12",40
"1431","CCO","45-54","01.06",15
"1431","CCO","45-54","51.06",50
"1431","CCO","45-54","51.07",135
"1431","CCO","45-54","51.08",40
"1431","CCO","45-54","51.10",60
"1431","CCO","45-54","51.26",95
"1431","CCO","45-54","51.38",55
"1431","CCO","45-54","51.39",45
"1431","CCO","45-54","12.04",75
"1431","CCO","45-54","12.05",35
"1431","CCO","45-54","43.01",45
"1431","CCO","55-64","13.01",20
"1431","CCO","55-64","50.04",45
"1431","CCO","55-64","09.07",30
"1431","CCO","55-64","19.07",25
"1431","CCO","55-64","22.03",80
"1431","CCO","55-64","45.06",20
"1431","CCO","55-64","30.16",25
"1431","CCO","55-64","44.00",15
"1431","CCO","55-64","44.04",15
"1431","CCO","55-64","52.01",180
"1431","CCO","55-64","52.02",225
"1431","CCO","55-64","52.03",1065
"1431","CCO","55-64","52.04",245
"1431","CCO","55-64","52.08",80
"1431","CCO","55-64","52.09",35
"1431","CCO","55-64","52.10",55
"1431","CCO","55-64","52.14",20
"1431","CCO","55-64","52.15",35
"1431","CCO","55-64","11.01",80
"1431","CCO","55-64","11.02",45
"1431","CCO","55-64","11.05",20
"1431","CCO","55-64","25.03",20
"1431","CCO","55-64","51.06",10
"1431","CCO","55-64","51.07",40
"1431","CCO","55-64","51.09",20
"1431","CCO","55-64","51.26",35
"1431","CCO","55-64","51.31",10
"1431","CCO","55-64","51.38",85
"1431","CCO","55-64","51.39",35
"1431","CCO","55-64","12.04",15
"1431","CCO","65+","13.01",60
"1431","CCO","65+","52.01",70
"1431","CCO","65+","52.02",50
"1431","CCO","65+","52.03",195
"1431","CCO","65+","52.04",70
"1431","CCO","65+","52.08",15
"1431","CCO","65+","51.38",40
"1431","CDB","15-24","24.01",15
"1431","CDB","15-24","52.01",50
"1431","CDB","15-24","52.03",60
"1431","CDB","15-24","52.08",30
"1431","CDB","25-34","52.01",60
"1431","CDB","25-34","52.02",80
"1431","CDB","25-34","52.03",245
"1431","CDB","25-34","52.04",15
"1431","CDB","25-34","52.08",65
"1431","CDB","25-34","52.10",20
"1431","CDB","25-34","52.14",30
"1431","CDB","25-34","27.01",20
"1431","CDB","25-34","03.01",30
"1431","CDB","35-44","13.13",10
"1431","CDB","35-44","23.01",15
"1431","CDB","35-44","24.01",15
"1431","CDB","35-44","45.06",20
"1431","CDB","35-44","52.01",70
"1431","CDB","35-44","52.02",25
"1431","CDB","35-44","52.03",380
"1431","CDB","35-44","52.08",45
"1431","CDB","35-44","52.09",25
"1431","CDB","35-44","52.10",35
"1431","CDB","35-44","27.01",20
"1431","CDB","45-54","13.12",20
"1431","CDB","45-54","24.01",45
"1431","CDB","45-54","45.06",55
"1431","CDB","45-54","52.01",70
"1431","CDB","45-54","52.02",90
"1431","CDB","45-54","52.03",340
"1431","CDB","45-54","52.04",45
"1431","CDB","45-54","52.08",30
"1431","CDB","45-54","11.07",10
"1431","CDB","45-54","51.38",20
"1431","CDB","55-64","13.01",10
"1431","CDB","55-64","24.01",55
"1431","CDB","55-64","52.01",80
"1431","CDB","55-64","52.02",80
"1431","CDB","55-64","52.03",265
"1431","CDB","55-64","52.06",15
"1431","CDB","55-64","52.08",15
"1431","CDB","55-64","52.10",10
"1431","CDB","55-64","11.01",20
"1431","CDB","55-64","11.07",20
"1431","CDB","55-64","51.38",10
"1431","CDB","65+","52.02",25
"1431","CDB","65+","52.03",50
"1431","CDB","65+","51.38",30
"1431","BDE","15-24","23.01",15
"1431","BDE","15-24","24.01",70
"1431","BDE","15-24","54.01",30
"1431","BDE","15-24","09.01",20
"1431","BDE","15-24","42.01",20
"1431","BDE","15-24","45.06",40
"1431","BDE","15-24","45.10",45
"1431","BDE","15-24","52.01",260
"1431","BDE","15-24","52.02",100
"1431","BDE","15-24","52.03",135
"1431","BDE","15-24","52.08",55
"1431","BDE","15-24","52.10",30
"1431","BDE","15-24","26.01",15
"1431","BDE","15-24","30.01",60
"1431","BDE","15-24","27.01",10
"1431","BDE","25-34","13.01",50
"1431","BDE","25-34","50.04",15
"1431","BDE","25-34","23.01",35
"1431","BDE","25-34","24.01",145
"1431","BDE","25-34","54.01",55
"1431","BDE","25-34","09.01",15
"1431","BDE","25-34","22.01",25
"1431","BDE","25-34","42.01",75
"1431","BDE","25-34","45.06",120
"1431","BDE","25-34","45.10",85
"1431","BDE","25-34","45.11",35
"1431","BDE","25-34","52.01",360
"1431","BDE","25-34","52.02",285
"1431","BDE","25-34","52.03",550
"1431","BDE","25-34","52.06",30
"1431","BDE","25-34","52.08",100
"1431","BDE","25-34","52.10",15
"1431","BDE","25-34","52.14",50
"1431","BDE","25-34","26.01",45
"1431","BDE","25-34","26.02",20
"1431","BDE","25-34","30.01",110
"1431","BDE","25-34","11.01",20
"1431","BDE","25-34","11.07",45
"1431","BDE","25-34","27.01",45
"1431","BDE","25-34","14.08",15
"1431","BDE","25-34","14.10",25
"1431","BDE","25-34","31.05",35
"1431","BDE","25-34","51.20",25
"1431","BDE","25-34","51.23",15
"1431","BDE","25-34","51.38",25
"1431","BDE","35-44","13.01",50
"1431","BDE","35-44","13.12",20
"1431","BDE","35-44","13.13",30
"1431","BDE","35-44","50.07",20
"1431","BDE","35-44","16.01",35
"1431","BDE","35-44","23.01",60
"1431","BDE","35-44","23.14",20
"1431","BDE","35-44","24.01",145
"1431","BDE","35-44","54.01",60
"1431","BDE","35-44","09.01",55
"1431","BDE","35-44","42.01",90
"1431","BDE","35-44","45.02",15
"1431","BDE","35-44","45.06",175
"1431","BDE","35-44","45.07",15
"1431","BDE","35-44","45.10",30
"1431","BDE","35-44","45.11",75
"1431","BDE","35-44","52.01",460
"1431","BDE","35-44","52.02",140
"1431","BDE","35-44","52.03",760
"1431","BDE","35-44","52.06",20
"1431","BDE","35-44","52.08",80
"1431","BDE","35-44","52.09",20
"1431","BDE","35-44","52.11",20
"1431","BDE","35-44","52.14",10
"1431","BDE","35-44","26.01",40
"1431","BDE","35-44","30.01",70
"1431","BDE","35-44","40.05",20
"1431","BDE","35-44","11.07",40
"1431","BDE","35-44","27.01",70
"1431","BDE","35-44","27.05",15
"1431","BDE","35-44","14.01",60
"1431","BDE","35-44","14.10",40
"1431","BDE","35-44","14.19",20
"1431","BDE","35-44","14.35",25
"1431","BDE","35-44","51.38",20
"1431","BDE","45-54","13.01",30
"1431","BDE","45-54","23.01",50
"1431","BDE","45-54","23.14",15
"1431","BDE","45-54","24.01",135
"1431","BDE","45-54","54.01",45
"1431","BDE","45-54","22.01",20
"1431","BDE","45-54","42.01",55
"1431","BDE","45-54","45.06",125
"1431","BDE","45-54","45.10",30
"1431","BDE","45-54","45.11",40
"1431","BDE","45-54","52.01",175
"1431","BDE","45-54","52.02",130
"1431","BDE","45-54","52.03",570
"1431","BDE","45-54","52.08",60
"1431","BDE","45-54","52.14",15
"1431","BDE","45-54","30.01",30
"1431","BDE","45-54","11.07",45
"1431","BDE","45-54","27.01",70
"1431","BDE","45-54","27.05",15
"1431","BDE","45-54","14.01",75
"1431","BDE","45-54","14.08",20
"1431","BDE","45-54","14.10",15
"1431","BDE","45-54","14.19",35
"1431","BDE","45-54","31.05",20
"1431","BDE","55-64","13.01",30
"1431","BDE","55-64","23.01",15
"1431","BDE","55-64","24.01",80
"1431","BDE","55-64","22.01",20
"1431","BDE","55-64","42.01",60
"1431","BDE","55-64","45.06",70
"1431","BDE","55-64","45.10",35
"1431","BDE","55-64","45.11",30
"1431","BDE","55-64","44.07",20
"1431","BDE","55-64","52.01",145
"1431","BDE","55-64","52.02",115
"1431","BDE","55-64","52.03",205
"1431","BDE","55-64","26.01",35
"1431","BDE","55-64","30.01",60
"1431","BDE","55-64","27.01",35
"1431","BDE","55-64","14.07",30
"1431","BDE","65+","13.01",15
"1431","BDE","65+","24.01",30
"1431","BDE","65+","52.02",15
"1431","BDE","65+","52.03",60
"1431","CDD","15-24","13.01",20
"1431","CDD","15-24","52.01",25
"1431","CDD","15-24","52.02",40
"1431","CDD","15-24","52.03",35
"1431","CDD","25-34","13.01",50
"1431","CDD","25-34","24.01",15
"1431","CDD","25-34","45.06",30
"1431","CDD","25-34","44.07",15
"1431","CDD","25-34","52.01",60
"1431","CDD","25-34","52.02",110
"1431","CDD","25-34","52.03",255
"1431","CDD","25-34","52.08",30
"1431","CDD","35-44","13.01",45
"1431","CDD","35-44","24.01",25
"1431","CDD","35-44","22.01",15
"1431","CDD","35-44","22.02",10
"1431","CDD","35-44","42.01",20
"1431","CDD","35-44","45.06",45
"1431","CDD","35-44","45.11",45
"1431","CDD","35-44","52.01",115
"1431","CDD","35-44","52.02",160
"1431","CDD","35-44","52.03",200
"1431","CDD","35-44","52.08",90
"1431","CDD","35-44","52.14",10
"1431","CDD","35-44","30.01",25
"1431","CDD","35-44","14.10",15
"1431","CDD","45-54","13.01",40
"1431","CDD","45-54","24.01",40
"1431","CDD","45-54","45.06",60
"1431","CDD","45-54","52.01",110
"1431","CDD","45-54","52.02",115
"1431","CDD","45-54","52.03",255
"1431","CDD","45-54","52.08",30
"1431","CDD","45-54","30.01",25
"1431","CDD","45-54","40.05",25
"1431","CDD","45-54","11.01",15
"1431","CDD","45-54","14.01",25
"1431","CDD","45-54","14.10",40
"1431","CDD","45-54","14.19",15
"1431","CDD","55-64","13.01",45
"1431","CDD","55-64","23.01",15
"1431","CDD","55-64","24.01",15
"1431","CDD","55-64","45.06",45
"1431","CDD","55-64","45.11",20
"1431","CDD","55-64","52.01",45
"1431","CDD","55-64","52.02",35
"1431","CDD","55-64","52.03",60
"1431","CDD","65+","13.01",70
"1431","CDD","65+","52.02",15
"1431","CDD","65+","52.03",35
"1432","ATC","35-44","52.03",15
"1432","ATC","35-44","12.04",15
"1432","ATC","45-54","52.03",40
"1432","ATC","45-54","52.10",15
"1432","ATC","45-54","12.04",45
"1432","ATC","55-64","52.10",10
"1432","CCO","15-24","52.10",20
"1432","CCO","25-34","19.07",15
"1432","CCO","25-34","22.03",65
"1432","CCO","25-34","52.01",85
"1432","CCO","25-34","52.02",115
"1432","CCO","25-34","52.03",175
"1432","CCO","25-34","52.04",15
"1432","CCO","25-34","52.08",60
"1432","CCO","25-34","52.09",50
"1432","CCO","25-34","52.10",170
"1432","CCO","25-34","52.14",45
"1432","CCO","25-34","52.19",65
"1432","CCO","25-34","51.07",25
"1432","CCO","25-34","43.01",15
"1432","CCO","35-44","50.04",90
"1432","CCO","35-44","19.07",60
"1432","CCO","35-44","22.03",60
"1432","CCO","35-44","44.07",15
"1432","CCO","35-44","52.01",65
"1432","CCO","35-44","52.02",110
"1432","CCO","35-44","52.03",290
"1432","CCO","35-44","52.04",95
"1432","CCO","35-44","52.08",25
"1432","CCO","35-44","52.09",30
"1432","CCO","35-44","52.10",230
"1432","CCO","35-44","52.14",20
"1432","CCO","35-44","52.19",60
"1432","CCO","35-44","51.06",45
"1432","CCO","35-44","51.07",25
"1432","CCO","35-44","51.26",50
"1432","CCO","35-44","12.05",20
"1432","CCO","35-44","43.01",30
"1432","CCO","45-54","19.07",30
"1432","CCO","45-54","22.03",20
"1432","CCO","45-54","52.01",120
"1432","CCO","45-54","52.02",75
"1432","CCO","45-54","52.03",465
"1432","CCO","45-54","52.04",90
"1432","CCO","45-54","52.08",20
"1432","CCO","45-54","52.09",25
"1432","CCO","45-54","52.10",515
"1432","CCO","45-54","52.19",45
"1432","CCO","45-54","11.02",20
"1432","CCO","45-54","51.07",40
"1432","CCO","45-54","51.26",25
"1432","CCO","45-54","12.05",25
"1432","CCO","55-64","13.01",20
"1432","CCO","55-64","52.01",35
"1432","CCO","55-64","52.02",60
"1432","CCO","55-64","52.03",230
"1432","CCO","55-64","52.04",80
"1432","CCO","55-64","52.10",170
"1432","CCO","55-64","51.06",15
"1432","CCO","55-64","51.07",25
"1432","CCO","55-64","51.38",20
"1432","CCO","55-64","51.39",25
"1432","CCO","65+","52.04",15
"1432","CCO","65+","52.10",10
"1432","CDB","35-44","52.03",80
"1432","CDB","35-44","52.10",25
"1432","CDB","45-54","24.01",20
"1432","CDB","45-54","52.03",100
"1432","CDB","45-54","52.10",40
"1432","CDB","55-64","52.03",20
"1432","CDB","55-64","52.10",25
"1432","BDE","15-24","52.02",15
"1432","BDE","15-24","52.03",40
"1432","BDE","25-34","24.01",25
"1432","BDE","25-34","42.01",45
"1432","BDE","25-34","45.06",15
"1432","BDE","25-34","45.10",20
"1432","BDE","25-34","52.01",60
"1432","BDE","25-34","52.02",40
"1432","BDE","25-34","52.03",55
"1432","BDE","25-34","52.10",65
"1432","BDE","25-34","30.01",15
"1432","BDE","25-34","27.01",25
"1432","BDE","35-44","13.01",20
"1432","BDE","35-44","23.01",20
"1432","BDE","35-44","24.01",40
"1432","BDE","35-44","42.01",55
"1432","BDE","35-44","45.06",60
"1432","BDE","35-44","45.10",15
"1432","BDE","35-44","45.11",20
"1432","BDE","35-44","52.01",55
"1432","BDE","35-44","52.02",50
"1432","BDE","35-44","52.03",35
"1432","BDE","35-44","52.10",20
"1432","BDE","45-54","13.01",25
"1432","BDE","45-54","24.01",30
"1432","BDE","45-54","42.01",20
"1432","BDE","45-54","45.06",25
"1432","BDE","45-54","45.11",30
"1432","BDE","45-54","52.01",65
"1432","BDE","45-54","52.02",55
"1432","BDE","45-54","52.03",85
"1432","BDE","55-64","13.01",20
"1432","BDE","55-64","24.01",30
"1432","BDE","55-64","45.06",25
"1432","BDE","55-64","45.11",15
"1432","BDE","55-64","52.03",25
"1432","BDE","55-64","27.01",20
"1432","CDD","25-34","13.01",15
"1432","CDD","25-34","52.02",25
"1432","CDD","35-44","52.02",25
"1432","CDD","35-44","52.03",20
"1432","CDD","45-54","52.01",10
"1432","CDD","55-64","52.03",10
"1434","ATC","45-54","52.04",35
"1434","ATC","45-54","51.07",35
"1434","ATC","55-64","52.03",20
"1434","CCO","15-24","22.03",40
"1434","CCO","15-24","52.03",15
"1434","CCO","15-24","52.17",15
"1434","CCO","15-24","52.19",15
"1434","CCO","25-34","50.04",45
"1434","CCO","25-34","19.07",15
"1434","CCO","25-34","22.03",55
"1434","CCO","25-34","52.01",55
"1434","CCO","25-34","52.02",50
"1434","CCO","25-34","52.03",60
"1434","CCO","25-34","52.04",20
"1434","CCO","25-34","52.08",35
"1434","CCO","25-34","52.09",10
"1434","CCO","25-34","52.10",20
"1434","CCO","25-34","52.14",20
"1434","CCO","25-34","52.17",40
"1434","CCO","25-34","52.19",45
"1434","CCO","25-34","51.08",60
"1434","CCO","25-34","51.38",30
"1434","CCO","25-34","12.05",20
"1434","CCO","25-34","43.01",15
"1434","CCO","35-44","50.04",20
"1434","CCO","35-44","19.07",25
"1434","CCO","35-44","22.03",60
"1434","CCO","35-44","52.01",35
"1434","CCO","35-44","52.02",90
"1434","CCO","35-44","52.03",115
"1434","CCO","35-44","52.04",40
"1434","CCO","35-44","52.08",65
"1434","CCO","35-44","52.09",25
"1434","CCO","35-44","52.10",70
"1434","CCO","35-44","52.14",20
"1434","CCO","35-44","52.17",40
"1434","CCO","35-44","52.19",60
"1434","CCO","35-44","11.01",30
"1434","CCO","35-44","15.00",15
"1434","CCO","35-44","51.06",25
"1434","CCO","35-44","51.07",20
"1434","CCO","45-54","22.03",30
"1434","CCO","45-54","52.01",70
"1434","CCO","45-54","52.02",110
"1434","CCO","45-54","52.03",115
"1434","CCO","45-54","52.04",130
"1434","CCO","45-54","52.08",55
"1434","CCO","45-54","52.09",20
"1434","CCO","45-54","52.15",20
"1434","CCO","45-54","52.17",70
"1434","CCO","45-54","11.02",15
"1434","CCO","55-64","52.01",35
"1434","CCO","55-64","52.02",15
"1434","CCO","55-64","52.03",85
"1434","CCO","55-64","52.04",80
"1434","CCO","55-64","52.08",35
"1434","CCO","55-64","52.17",25
"1434","CCO","55-64","11.01",20
"1434","CCO","55-64","51.26",25
"1434","CCO","65+","52.03",10
"1434","CCO","65+","52.04",20
"1434","CDB","25-34","52.01",20
"1434","CDB","25-34","52.02",35
"1434","CDB","25-34","52.03",30
"1434","CDB","35-44","24.01",25
"1434","CDB","35-44","45.06",30
"1434","CDB","35-44","52.02",20
"1434","CDB","35-44","52.03",30
"1434","CDB","35-44","52.08",25
"1434","CDB","45-54","52.02",20
"1434","CDB","45-54","52.03",30
"1434","CDB","45-54","52.08",30
"1434","CDB","55-64","13.01",10
"1434","CDB","55-64","52.01",25
"1434","CDB","55-64","52.03",25
"1434","CDB","55-64","52.08",20
"1434","BDE","15-24","24.01",30
"1434","BDE","15-24","42.01",20
"1434","BDE","15-24","45.06",30
"1434","BDE","15-24","52.01",40
"1434","BDE","15-24","52.02",30
"1434","BDE","25-34","13.01",15
"1434","BDE","25-34","23.01",15
"1434","BDE","25-34","24.01",65
"1434","BDE","25-34","54.01",30
"1434","BDE","25-34","42.01",45
"1434","BDE","25-34","45.04",15
"1434","BDE","25-34","45.06",75
"1434","BDE","25-34","45.10",25
"1434","BDE","25-34","45.11",70
"1434","BDE","25-34","52.01",130
"1434","BDE","25-34","52.02",100
"1434","BDE","25-34","52.08",45
"1434","BDE","25-34","52.10",15
"1434","BDE","25-34","30.01",45
"1434","BDE","25-34","27.01",15
"1434","BDE","25-34","31.05",15
"1434","BDE","35-44","13.01",15
"1434","BDE","35-44","24.01",50
"1434","BDE","35-44","42.01",40
"1434","BDE","35-44","45.02",15
"1434","BDE","35-44","45.06",20
"1434","BDE","35-44","45.10",25
"1434","BDE","35-44","45.11",50
"1434","BDE","35-44","52.01",135
"1434","BDE","35-44","52.02",50
"1434","BDE","35-44","52.03",35
"1434","BDE","35-44","52.08",10
"1434","BDE","35-44","30.01",30
"1434","BDE","35-44","11.07",30
"1434","BDE","35-44","27.01",20
"1434","BDE","45-54","50.07",25
"1434","BDE","45-54","24.01",70
"1434","BDE","45-54","42.01",15
"1434","BDE","45-54","45.06",90
"1434","BDE","45-54","52.01",55
"1434","BDE","45-54","52.02",25
"1434","BDE","45-54","52.03",65
"1434","BDE","45-54","52.08",25
"1434","BDE","45-54","52.11",30
"1434","BDE","45-54","30.01",15
"1434","BDE","45-54","27.01",10
"1434","BDE","55-64","24.01",20
"1434","BDE","55-64","42.01",15
"1434","BDE","55-64","45.06",15
"1434","BDE","55-64","52.01",30
"1434","BDE","55-64","52.08",20
"1434","CDD","25-34","13.01",20
"1434","CDD","25-34","45.06",55
"1434","CDD","25-34","52.01",55
"1434","CDD","25-34","52.02",115
"1434","CDD","25-34","30.01",20
"1434","CDD","35-44","13.01",15
"1434","CDD","35-44","24.01",30
"1434","CDD","35-44","45.06",15
"1434","CDD","35-44","52.01",25
"1434","CDD","35-44","52.02",80
"1434","CDD","35-44","52.03",20
"1434","CDD","45-54","24.01",15
"1434","CDD","45-54","45.06",15
"1434","CDD","45-54","52.01",40
"1434","CDD","45-54","52.02",50
"1434","CDD","45-54","52.03",20
"1434","CDD","45-54","52.08",20
"1434","CDD","55-64","52.01",20
"1435","ATC","25-34","52.01",10
"1435","ATC","25-34","12.04",15
"1435","ATC","45-54","51.26",40
"1435","ATC","45-54","12.04",45
"1435","CCO","15-24","22.03",15
"1435","CCO","15-24","43.01",20
"1435","CCO","25-34","22.03",25
"1435","CCO","25-34","52.01",25
"1435","CCO","25-34","52.02",25
"1435","CCO","25-34","52.03",95
"1435","CCO","25-34","52.08",40
"1435","CCO","25-34","52.19",25
"1435","CCO","25-34","11.01",20
"1435","CCO","25-34","51.26",30
"1435","CCO","25-34","12.05",50
"1435","CCO","25-34","43.01",15
"1435","CCO","35-44","22.03",15
"1435","CCO","35-44","52.01",20
"1435","CCO","35-44","52.03",90
"1435","CCO","35-44","52.04",45
"1435","CCO","35-44","52.08",25
"1435","CCO","35-44","52.09",20
"1435","CCO","35-44","52.19",40
"1435","CCO","35-44","43.01",30
"1435","CCO","45-54","50.04",15
"1435","CCO","45-54","22.03",15
"1435","CCO","45-54","52.01",15
"1435","CCO","45-54","52.02",50
"1435","CCO","45-54","52.03",130
"1435","CCO","45-54","52.04",35
"1435","CCO","45-54","52.19",30
"1435","CCO","45-54","11.02",20
"1435","CCO","45-54","51.07",15
"1435","CCO","45-54","43.01",15
"1435","CCO","55-64","52.01",30
"1435","CCO","55-64","52.03",35
"1435","CCO","55-64","52.04",30
"1435","CDB","35-44","52.01",30
"1435","CDB","45-54","52.03",20
"1435","BDE","15-24","52.02",25
"1435","BDE","25-34","24.01",15
"1435","BDE","25-34","42.01",35
"1435","BDE","25-34","52.01",50
"1435","BDE","25-34","52.03",20
"1435","BDE","25-34","52.08",25
"1435","BDE","35-44","16.01",15
"1435","BDE","35-44","24.01",15
"1435","BDE","35-44","52.01",10
"1435","BDE","35-44","52.02",30
"1435","BDE","45-54","42.01",30
"1435","BDE","45-54","45.06",45
"1435","BDE","55-64","52.03",30
"1435","CDD","35-44","52.08",20
"1451","ATC","45-54","12.04",15
"1451","CCO","25-34","25.03",15
"1451","CCO","35-44","50.04",15
"1451","CCO","35-44","52.19",20
"1451","CCO","35-44","25.03",55
"1451","CCO","45-54","19.07",30
"1451","CCO","45-54","52.02",25
"1451","CCO","45-54","52.03",20
"1451","CCO","45-54","52.04",55
"1451","CCO","45-54","52.19",15
"1451","CCO","45-54","25.03",110
"1451","CCO","55-64","13.01",25
"1451","CCO","55-64","52.01",20
"1451","CCO","55-64","52.04",30
"1451","CCO","55-64","25.03",60
"1451","CDB","55-64","25.01",15
"1451","BDE","15-24","24.01",20
"1451","BDE","15-24","42.01",30
"1451","BDE","15-24","45.10",20
"1451","BDE","15-24","26.01",15
"1451","BDE","15-24","30.01",20
"1451","BDE","25-34","23.01",20
"1451","BDE","25-34","24.01",25
"1451","BDE","25-34","54.01",15
"1451","BDE","35-44","13.01",10
"1451","BDE","35-44","23.01",45
"1451","BDE","35-44","24.01",15
"1451","BDE","35-44","54.01",15
"1451","BDE","35-44","26.01",20
"1451","BDE","45-54","13.01",20
"1451","BDE","45-54","23.01",30
"1451","BDE","45-54","23.14",25
"1451","BDE","45-54","24.01",10
"1451","BDE","45-54","54.01",20
"1451","BDE","45-54","45.11",15
"1451","BDE","55-64","23.01",15
"1451","BDE","55-64","23.14",20
"1451","BDE","55-64","24.01",50
"1451","BDE","55-64","42.01",30
"1451","CDD","25-34","13.01",15
"1451","CDD","25-34","23.01",15
"1451","CDD","25-34","11.01",25
"1451","CDD","25-34","25.01",65
"1451","CDD","45-54","13.01",10
"1451","CDD","55-64","13.01",25
"1451","CDD","55-64","23.14",10
"1452","ATC","45-54","52.02",20
"1452","ATC","45-54","51.07",40
"1452","ATC","65+","46.03",20
"1452","CCO","15-24","09.09",55
"1452","CCO","15-24","52.02",30
"1452","CCO","15-24","52.14",15
"1452","CCO","15-24","43.01",25
"1452","CCO","25-34","50.04",30
"1452","CCO","25-34","09.09",30
"1452","CCO","25-34","19.07",30
"1452","CCO","25-34","22.03",50
"1452","CCO","25-34","52.01",45
"1452","CCO","25-34","52.02",40
"1452","CCO","25-34","52.03",25
"1452","CCO","25-34","52.04",45
"1452","CCO","25-34","52.09",45
"1452","CCO","25-34","52.10",20
"1452","CCO","25-34","52.19",35
"1452","CCO","25-34","11.10",20
"1452","CCO","25-34","04.09",30
"1452","CCO","25-34","51.07",45
"1452","CCO","25-34","51.26",20
"1452","CCO","25-34","43.01",35
"1452","CCO","35-44","50.04",25
"1452","CCO","35-44","09.09",20
"1452","CCO","35-44","19.07",40
"1452","CCO","35-44","22.03",45
"1452","CCO","35-44","44.07",40
"1452","CCO","35-44","52.01",60
"1452","CCO","35-44","52.02",80
"1452","CCO","35-44","52.03",60
"1452","CCO","35-44","52.04",35
"1452","CCO","35-44","52.19",50
"1452","CCO","35-44","04.09",20
"1452","CCO","35-44","51.07",45
"1452","CCO","35-44","12.04",80
"1452","CCO","45-54","19.07",40
"1452","CCO","45-54","22.03",65
"1452","CCO","45-54","52.01",55
"1452","CCO","45-54","52.02",90
"1452","CCO","45-54","52.03",35
"1452","CCO","45-54","52.04",100
"1452","CCO","45-54","11.01",15
"1452","CCO","45-54","11.02",45
"1452","CCO","45-54","25.03",15
"1452","CCO","45-54","15.02",20
"1452","CCO","45-54","51.07",50
"1452","CCO","45-54","51.26",25
"1452","CCO","55-64","19.07",45
"1452","CCO","55-64","52.01",50
"1452","CCO","55-64","52.02",45
"1452","CCO","55-64","52.03",30
"1452","CCO","55-64","52.04",170
"1452","CCO","55-64","15.02",15
"1452","CCO","55-64","51.07",10
"1452","CCO","55-64","51.26",35
"1452","CCO","55-64","51.38",15
"1452","CCO","65+","52.01",15
"1452","BDE","15-24","23.01",20
"1452","BDE","15-24","24.01",45
"1452","BDE","15-24","38.01",20
"1452","BDE","15-24","09.01",30
"1452","BDE","15-24","45.10",30
"1452","BDE","15-24","45.11",20
"1452","BDE","15-24","52.01",55
"1452","BDE","25-34","16.01",25
"1452","BDE","25-34","23.01",70
"1452","BDE","25-34","24.01",30
"1452","BDE","25-34","54.01",25
"1452","BDE","25-34","09.01",20
"1452","BDE","25-34","42.01",55
"1452","BDE","25-34","45.04",10
"1452","BDE","25-34","45.06",15
"1452","BDE","25-34","45.10",30
"1452","BDE","25-34","45.11",25
"1452","BDE","25-34","52.01",35
"1452","BDE","25-34","52.02",35
"1452","BDE","25-34","52.08",30
"1452","BDE","25-34","26.01",30
"1452","BDE","25-34","30.01",30
"1452","BDE","25-34","11.01",45
"1452","BDE","25-34","03.01",15
"1452","BDE","35-44","23.01",35
"1452","BDE","35-44","24.01",40
"1452","BDE","35-44","54.01",25
"1452","BDE","35-44","22.01",30
"1452","BDE","35-44","42.01",45
"1452","BDE","35-44","45.06",20
"1452","BDE","35-44","45.10",20
"1452","BDE","35-44","45.11",45
"1452","BDE","35-44","52.01",25
"1452","BDE","35-44","52.02",30
"1452","BDE","35-44","52.03",15
"1452","BDE","35-44","14.01",20
"1452","BDE","45-54","50.07",30
"1452","BDE","45-54","23.01",25
"1452","BDE","45-54","23.14",15
"1452","BDE","45-54","24.01",55
"1452","BDE","45-54","54.01",25
"1452","BDE","45-54","45.11",15
"1452","BDE","45-54","52.01",40
"1452","BDE","45-54","52.02",25
"1452","BDE","45-54","52.03",15
"1452","BDE","55-64","13.01",25
"1452","BDE","55-64","24.01",30
