"AcademicYear","Division","University","Range","StudentYear","Count","Percentage"
2009,"S","TSC","<30",1,45,.416
2009,"S","TSC","<30",2,85,.4
2009,"S","TSC","<30",3,106,.465
2009,"S","TSC","<30",4,61,.846
2009,"S","TRE","<30",1,14,.159
2009,"S","TRE","<30",2,131,.494
2009,"S","TRE","<30",3,283,.687
2009,"S","TRE","<30",4,312,.869
2009,"S","WAT","<30",1,136,.25
2009,"S","WAT","<30",2,153,.278
2009,"S","WAT","<30",3,198,.485
2009,"S","WAT","<30",4,266,.68
2009,"S","WMC","<30",1,108,.328
2009,"S","WMC","<30",2,476,.453
2009,"S","WMC","<30",3,405,.558
2009,"S","WMC","<30",4,430,.797
2009,"S","WBC","<30",1,25,.446
2009,"S","WBC","<30",2,32,.478
2009,"S","WBC","<30",3,35,.686
2009,"S","WBC","<30",4,10,.667
2009,"S","WHC","<30",1,17,.274
2009,"S","WHC","<30",2,55,.505
2009,"S","WHC","<30",3,70,.824
2009,"S","WHC","<30",4,27,.964
2009,"S","WKC","<30",1,53,.4
2009,"S","WKC","<30",2,74,.28
2009,"S","WKC","<30",3,65,.7
2009,"S","WKC","<30",4,70,.9
2009,"S","WLA","<30",1,28,.152
2009,"S","WLA","<30",2,47,.141
2009,"S","WLA","<30",3,103,.339
2009,"S","WLA","<30",4,122,.705
2009,"S","WIN","<30",1,49,.271
2009,"S","WIN","<30",2,54,.231
2009,"S","WIN","<30",3,115,.473
2009,"S","WIN","<30",4,107,.713
2009,"S","YOR","<30",1,277,.423
2009,"S","YOR","<30",2,282,.367
2009,"S","YOR","<30",3,524,.502
2009,"S","YOR","<30",4,639,.783
2008,"S","BRO","<30",1,61,.223
2008,"S","BRO","<30",2,103,.211
2008,"S","BRO","<30",3,237,.423
2008,"S","BRO","<30",4,375,.786
2008,"S","CAR","<30",1,130,.413
2008,"S","CAR","<30",2,73,.196
2008,"S","CAR","<30",3,167,.443
2008,"S","CAR","<30",4,255,.754
2008,"S","GUE","<30",1,163,.36
2008,"S","GUE","<30",2,219,.33
2008,"S","GUE","<30",3,582,.58
2008,"S","GUE","<30",4,1556,.91
2008,"S","LAK","<30",1,75,.414
2008,"S","LAK","<30",2,126,.545
2008,"S","LAK","<30",3,181,.691
2008,"S","LAK","<30",4,232,.536
2008,"S","LAU","<30",1,98,.554
2008,"S","LAU","<30",2,172,.691
2008,"S","LAU","<30",3,196,.83
2008,"S","LAU","<30",4,270,.821
2008,"S","MCM","<30",1,119,.306
2008,"S","MCM","<30",2,132,.304
2008,"S","MCM","<30",3,195,.448
2008,"S","MCM","<30",4,262,.724
2008,"S","NIP","<30",1,88,.497
2008,"S","NIP","<30",2,118,.529
2008,"S","NIP","<30",3,137,.682
2008,"S","NIP","<30",4,96,.828
2008,"S","OCA","<30",1,125,.962
2008,"S","OCA","<30",2,181,.905
2008,"S","OCA","<30",3,167,.913
2008,"S","OCA","<30",4,84,.966
2008,"S","OTT","<30",1,163,.3
2008,"S","OTT","<30",2,191,.311
2008,"S","OTT","<30",3,418,.481
2008,"S","OTT","<30",4,367,.599
2008,"S","UOI","<30",1,8,.11
2008,"S","UOI","<30",2,15,.174
2008,"S","UOI","<30",3,67,.545
2008,"S","UOI","<30",4,108,.72
2008,"S","QUE","<30",1,281,.571
2008,"S","QUE","<30",2,154,.449
2008,"S","QUE","<30",3,265,.549
2008,"S","QUE","<30",4,622,.923
2008,"S","RYE","<30",1,11,.133
2008,"S","RYE","<30",2,62,.312
2008,"S","RYE","<30",3,140,.54
2008,"S","RYE","<30",4,168,.747
2008,"S","TAC","<30",1,300,.484
2008,"S","TAC","<30",2,271,.29
2008,"S","TAC","<30",3,504,.433
2008,"S","TAC","<30",4,540,.799
2008,"S","TSG","<30",1,224,.538
2008,"S","TSG","<30",2,145,.269
2008,"S","TSG","<30",3,308,.436
2008,"S","TSG","<30",4,404,.785
2008,"S","TMI","<30",1,37,.344
2008,"S","TMI","<30",2,47,.247
2008,"S","TMI","<30",3,91,.367
2008,"S","TMI","<30",4,75,.805
2008,"S","TSC","<30",1,39,.404
2008,"S","TSC","<30",2,80,.386
2008,"S","TSC","<30",3,106,.496
2008,"S","TSC","<30",4,62,.891
2008,"S","TRE","<30",1,11,.133
2008,"S","TRE","<30",2,62,.312
2008,"S","TRE","<30",3,140,.54
2008,"S","TRE","<30",4,168,.747
2008,"S","WAT","<30",1,136,.25
2008,"S","WAT","<30",2,153,.278
2008,"S","WAT","<30",3,198,.485
2008,"S","WAT","<30",4,266,.68
2008,"S","WMC","<30",1,107,.322
2008,"S","WMC","<30",2,500,.481
2008,"S","WMC","<30",3,447,.624
2008,"S","WMC","<30",4,413,.773
2008,"S","WBC","<30",1,20,.385
2008,"S","WBC","<30",2,40,.519
2008,"S","WBC","<30",3,28,.651
2008,"S","WBC","<30",4,11,.733
2008,"S","WHC","<30",1,18,.352
2008,"S","WHC","<30",2,52,.525
2008,"S","WHC","<30",3,64,.901
2008,"S","WHC","<30",4,30,1
2008,"S","WKC","<30",1,3,.04
2008,"S","WKC","<30",2,8,.21
2008,"S","WKC","<30",3,87,.79
2008,"S","WKC","<30",4,100,.97
2008,"S","WLA","<30",1,34,.178
2008,"S","WLA","<30",2,80,.208
2008,"S","WLA","<30",3,143,.41
2008,"S","WLA","<30",4,155,.803
2008,"S","WIN","<30",1,43,.236
2008,"S","WIN","<30",2,74,.28
2008,"S","WIN","<30",3,131,.491
2008,"S","WIN","<30",4,115,.714
2008,"S","YOR","<30",1,294,.436
2008,"S","YOR","<30",2,294,.383
2008,"S","YOR","<30",3,547,.534
2008,"S","YOR","<30",4,673,.821
2007,"S","BRO","<30",1,64,.238
2007,"S","BRO","<30",2,107,.225
2007,"S","BRO","<30",3,207,.378
2007,"S","BRO","<30",4,378,.761
2007,"S","CAR","<30",1,122,.399
2007,"S","CAR","<30",2,60,.168
2007,"S","CAR","<30",3,149,.409
2007,"S","CAR","<30",4,235,.706
2007,"S","GUE","<30",1,184,.32
2007,"S","GUE","<30",2,298,.37
2007,"S","GUE","<30",3,593,.54
2007,"S","GUE","<30",4,1705,.86
2007,"S","LAK","<30",1,69,.385
2007,"S","LAK","<30",2,116,.525
2007,"S","LAK","<30",3,162,.667
2007,"S","LAK","<30",4,268,.588
2007,"S","LAU","<30",1,106,.592
2007,"S","LAU","<30",2,182,.687
2007,"S","LAU","<30",3,182,.802
2007,"S","LAU","<30",4,226,.72
2007,"S","MCM","<30",1,115,.338
2007,"S","MCM","<30",2,209,.45
2007,"S","MCM","<30",3,286,.572
2007,"S","MCM","<30",4,286,.765
2007,"S","NIP","<30",1,90,.503
2007,"S","NIP","<30",2,101,.495
2007,"S","NIP","<30",3,124,.663
2007,"S","NIP","<30",4,91,.85
2007,"S","OCA","<30",1,111,.867
2007,"S","OCA","<30",2,160,.894
2007,"S","OCA","<30",3,164,.901
2007,"S","OCA","<30",4,84,.944
2007,"S","OTT","<30",1,142,.267
2007,"S","OTT","<30",2,148,.261
2007,"S","OTT","<30",3,391,.456
2007,"S","OTT","<30",4,333,.695
2007,"S","UOI","<30",1,1,.016
2007,"S","UOI","<30",2,17,.21
2007,"S","UOI","<30",3,46,.39
2007,"S","UOI","<30",4,65,.556
2007,"S","QUE","<30",1,251,.535
2007,"S","QUE","<30",2,160,.46
2007,"S","QUE","<30",3,228,.522
2007,"S","QUE","<30",4,605,.932
2007,"S","RYE","<30",1,229,.398
2007,"S","RYE","<30",2,278,.541
2007,"S","RYE","<30",3,232,.476
2007,"S","RYE","<30",4,311,.679
2007,"S","TAC","<30",1,263,.441
2007,"S","TAC","<30",2,241,.27
2007,"S","TAC","<30",3,427,.382
2007,"S","TAC","<30",4,527,.808
2007,"S","TSG","<30",1,200,.494
2007,"S","TSG","<30",2,124,.245
2007,"S","TSG","<30",3,258,.375
2007,"S","TSG","<30",4,410,.796
2007,"S","TMI","<30",1,31,.307
2007,"S","TMI","<30",2,53,.273
2007,"S","TMI","<30",3,85,.366
2007,"S","TMI","<30",4,73,.849
2007,"S","TSC","<30",1,32,.356
2007,"S","TSC","<30",2,64,.33
2007,"S","TSC","<30",3,84,.426
2007,"S","TSC","<30",4,44,.863
2007,"S","TRE","<30",1,14,.14
2007,"S","TRE","<30",2,47,.232
2007,"S","TRE","<30",3,132,.482
2007,"S","TRE","<30",4,72,.758
2007,"S","WAT","<30",1,140,.259
2007,"S","WAT","<30",2,167,.33
2007,"S","WAT","<30",3,203,.501
2007,"S","WAT","<30",4,249,.662
2007,"S","WMC","<30",1,118,.363
2007,"S","WMC","<30",2,489,.456
2007,"S","WMC","<30",3,463,.64
2007,"S","WMC","<30",4,411,.771
2007,"S","WBC","<30",1,11,.234
2007,"S","WBC","<30",2,41,.532
2007,"S","WBC","<30",3,19,.594
2007,"S","WBC","<30",4,14,.875
2007,"S","WHC","<30",1,18,.383
2007,"S","WHC","<30",2,71,.602
2007,"S","WHC","<30",3,57,.891
2007,"S","WHC","<30",4,30,1
2007,"S","WKC","<30",1,30,.27
2007,"S","WKC","<30",2,34,.23
2007,"S","WKC","<30",3,75,.71
2007,"S","WKC","<30",4,58,.95
2007,"S","WLA","<30",1,46,.234
2007,"S","WLA","<30",2,82,.221
2007,"S","WLA","<30",3,120,.374
2007,"S","WLA","<30",4,158,.841
2007,"S","WIN","<30",1,47,.246
2007,"S","WIN","<30",2,79,.295
2007,"S","WIN","<30",3,105,.43
2007,"S","WIN","<30",4,107,.69
2007,"S","YOR","<30",1,284,.423
2007,"S","YOR","<30",2,274,.344
2007,"S","YOR","<30",3,611,.521
2007,"S","YOR","<30",4,672,.798
2006,"S","BRO","<30",1,68,.248
2006,"S","BRO","<30",2,100,.212
2006,"S","BRO","<30",3,196,.343
2006,"S","BRO","<30",4,293,.675
2006,"S","CAR","<30",1,150,.464
2006,"S","CAR","<30",2,63,.177
2006,"S","CAR","<30",3,147,.398
2006,"S","CAR","<30",4,216,.679
2006,"S","GUE","<30",1,156,.28
2006,"S","GUE","<30",2,241,.33
2006,"S","GUE","<30",3,591,.5
2006,"S","GUE","<30",4,1299,.78
2006,"S","LAK","<30",1,65,.411
2006,"S","LAK","<30",2,111,.531
2006,"S","LAK","<30",3,138,.559
2006,"S","LAK","<30",4,248,.573
2006,"S","LAU","<30",1,101,.552
2006,"S","LAU","<30",2,172,.659
2006,"S","LAU","<30",3,158,.715
2006,"S","LAU","<30",4,201,.672
2006,"S","MCM","<30",1,96,.308
2006,"S","MCM","<30",2,142,.362
2006,"S","MCM","<30",3,211,.49
2006,"S","MCM","<30",4,273,.74
2006,"S","NIP","<30",1,78,.51
2006,"S","NIP","<30",2,120,.541
2006,"S","NIP","<30",3,122,.68
2006,"S","NIP","<30",4,102,.84
2006,"S","OCA","<30",1,171,.966
2006,"S","OCA","<30",2,167,.903
2006,"S","OCA","<30",3,174,.897
2006,"S","OCA","<30",4,94,.931
2006,"S","OTT","<30",1,155,.291
2006,"S","OTT","<30",2,147,.258
2006,"S","OTT","<30",3,378,.454
2006,"S","OTT","<30",4,322,.703
2006,"S","UOI","<30",1,2,.032
2006,"S","UOI","<30",2,23,.277
2006,"S","UOI","<30",3,21,.259
2006,"S","UOI","<30",4,61,.685
2006,"S","QUE","<30",1,275,.557
2006,"S","QUE","<30",2,145,.441
2006,"S","QUE","<30",3,247,.538
2006,"S","QUE","<30",4,679,.909
2006,"S","RYE","<30",1,225,.383
2006,"S","RYE","<30",2,296,.551
2006,"S","RYE","<30",3,239,.469
2006,"S","RYE","<30",4,270,.652
2006,"S","TAC","<30",1,249,.429
2006,"S","TAC","<30",2,242,.268
2006,"S","TAC","<30",3,419,.377
2006,"S","TAC","<30",4,458,.765
2006,"S","TSG","<30",1,200,.505
2006,"S","TSG","<30",2,141,.261
2006,"S","TSG","<30",3,264,.377
2006,"S","TSG","<30",4,363,.753
2006,"S","TMI","<30",1,25,.248
2006,"S","TMI","<30",2,43,.238
2006,"S","TMI","<30",3,79,.346
2006,"S","TMI","<30",4,57,.803
2006,"S","TSC","<30",1,24,.286
2006,"S","TSC","<30",2,58,.32
2006,"S","TSC","<30",3,76,.413
2006,"S","TSC","<30",4,38,.826
2006,"S","TRE","<30",1,13,.148
2006,"S","TRE","<30",2,39,.218
2006,"S","TRE","<30",3,131,.475
2006,"S","TRE","<30",4,66,.733
2006,"S","WAT","<30",1,125,.244
2006,"S","WAT","<30",2,144,.282
2006,"S","WAT","<30",3,181,.455
2006,"S","WAT","<30",4,261,.721
2006,"S","WMC","<30",1,114,.347
2006,"S","WMC","<30",2,507,.452
2006,"S","WMC","<30",3,471,.639
2006,"S","WMC","<30",4,447,.746
2006,"S","WBC","<30",1,13,.289
2006,"S","WBC","<30",2,47,.56
2006,"S","WBC","<30",3,20,.625
2006,"S","WBC","<30",4,11,.846
2006,"S","WHC","<30",1,21,.344
2006,"S","WHC","<30",2,83,.648
2006,"S","WHC","<30",3,57,.77
2006,"S","WHC","<30",4,36,.973
2006,"S","WKC","<30",1,32,.33
2006,"S","WKC","<30",2,12,.2
2006,"S","WKC","<30",3,35,.22
2006,"S","WKC","<30",4,168,.93
2006,"S","WLA","<30",1,49,.251
2006,"S","WLA","<30",2,79,.212
2006,"S","WLA","<30",3,124,.389
2006,"S","WLA","<30",4,140,.729
2006,"S","WIN","<30",1,45,.23
2006,"S","WIN","<30",2,81,.289
2006,"S","WIN","<30",3,137,.469
2006,"S","WIN","<30",4,88,.561
2006,"S","YOR","<30",1,295,.44
2006,"S","YOR","<30",2,269,.344
2006,"S","YOR","<30",3,570,.508
2006,"S","YOR","<30",4,657,.777
2005,"S","BRO","<30",1,49,.258
2005,"S","BRO","<30",2,61,.231
2005,"S","BRO","<30",3,103,.358
2005,"S","BRO","<30",4,116,.686
2005,"S","CAR","<30",1,122,.395
2005,"S","CAR","<30",2,42,.13
2005,"S","CAR","<30",3,124,.355
2005,"S","CAR","<30",4,204,.692
2005,"S","GUE","<30",1,380,.75
2005,"S","GUE","<30",2,493,.71
2005,"S","GUE","<30",3,430,.69
2005,"S","GUE","<30",4,474,.87
2005,"S","LAK","<30",1,61,.404
2005,"S","LAK","<30",2,105,.522
2005,"S","LAK","<30",3,141,.59
2005,"S","LAK","<30",4,249,.61
2005,"S","LAU","<30",1,95,.52
2005,"S","LAU","<30",2,175,.65
2005,"S","LAU","<30",3,157,.73
2005,"S","LAU","<30",4,180,.68
2005,"S","MCM","<30",1,62,.211
2005,"S","MCM","<30",2,84,.246
2005,"S","MCM","<30",3,150,.405
2005,"S","MCM","<30",4,198,.658
2005,"S","OCA","<30",1,108,.831
2005,"S","OCA","<30",2,178,.886
2005,"S","OCA","<30",3,157,.858
2005,"S","OCA","<30",4,69,.873
2005,"S","OTT","<30",1,147,.282
2005,"S","OTT","<30",2,154,.269
2005,"S","OTT","<30",3,350,.442
2005,"S","OTT","<30",4,282,.689
2005,"S","UOI","<30",1,29,.35
2005,"S","UOI","<30",2,15,.23
2005,"S","UOI","<30",3,14,.28
2005,"S","QUE","<30",1,232,.518
2005,"S","QUE","<30",2,165,.461
2005,"S","QUE","<30",3,253,.56
2005,"S","QUE","<30",4,671,.912
2005,"S","RYE","<30",1,140,.266
2005,"S","RYE","<30",2,248,.528
2005,"S","RYE","<30",3,257,.555
2005,"S","RYE","<30",4,268,.677
2005,"S","TAC","<30",1,240,.413
2005,"S","TAC","<30",2,220,.247
2005,"S","TAC","<30",3,375,.357
2005,"S","TAC","<30",4,485,.795
2005,"S","TSG","<30",1,186,.466
2005,"S","TSG","<30",2,248,.37
2005,"S","TSG","<30",3,383,.801
2005,"S","TSG","<30",4,22,.579
2005,"S","TMI","<30",1,29,.296
2005,"S","TMI","<30",2,45,.254
2005,"S","TMI","<30",3,72,.335
2005,"S","TMI","<30",4,50,.877
2005,"S","TSC","<30",1,25,.298
2005,"S","TSC","<30",2,62,.302
2005,"S","TSC","<30",3,55,.337
2005,"S","TSC","<30",4,30,.811
2005,"S","TRE","<30",1,12,.141
2005,"S","TRE","<30",2,45,.251
2005,"S","TRE","<30",3,116,.483
2005,"S","TRE","<30",4,66,.825
2005,"S","WMC","<30",1,116,.348
2005,"S","WMC","<30",2,458,.423
2005,"S","WMC","<30",3,420,.573
2005,"S","WMC","<30",4,408,.67
2005,"S","WBC","<30",1,18,.375
2005,"S","WBC","<30",2,35,.5
2005,"S","WBC","<30",3,19,.679
2005,"S","WBC","<30",4,15,.938
2005,"S","WHC","<30",1,39,.591
2005,"S","WHC","<30",2,114,.699
2005,"S","WHC","<30",3,58,.853
2005,"S","WHC","<30",4,30,.968
2005,"S","WLA","<30",1,41,.218
2005,"S","WLA","<30",2,100,.267
2005,"S","WLA","<30",3,113,.352
2005,"S","WLA","<30",4,110,.748
2005,"S","WIN","<30",1,43,.224
2005,"S","WIN","<30",2,86,.296
2005,"S","WIN","<30",3,124,.444
2005,"S","WIN","<30",4,110,.68
2005,"S","YOR","<30",1,288,.418
2005,"S","YOR","<30",2,279,.349
2005,"S","YOR","<30",3,541,.495
2005,"S","YOR","<30",4,554,.775
2004,"S","NIP","<30",1,52,.505
2004,"S","NIP","<30",2,68,.488
2004,"S","NIP","<30",3,54,.628
2004,"S","NIP","<30",4,175,.738
2015,"S","BRO",">250",1,35,.192
2015,"S","BRO",">250",2,2,.007
2015,"S","CAR",">250",1,37,.099
2015,"S","CAR",">250",2,3,.008
2015,"S","CAR",">250",3,1,.002
2015,"S","LAU",">250",1,3,.018
2015,"S","MCM",">250",1,48,.203
2015,"S","MCM",">250",2,27,.076
2015,"S","MCM",">250",3,5,.011
2015,"S","MCM",">250",4,1,.003
2015,"S","NIP",">250",1,1,.008
2015,"S","OCA",">250",1,3,.018
2015,"S","OTT",">250",1,16,.032
2015,"S","OTT",">250",2,6,.01
2015,"S","OTT",">250",3,2,.002
2015,"S","UOI",">250",1,2,.017
2015,"S","QUE",">250",1,32,.094
2015,"S","QUE",">250",2,15,.038
2015,"S","QUE",">250",3,4,.009
2015,"S","QUE",">250",4,2,.002
2015,"S","RYE",">250",1,25,.029
2015,"S","RYE",">250",2,3,.005
2015,"S","RYE",">250",3,3,.005
2015,"S","TAC",">250",1,93,.145
2015,"S","TAC",">250",2,40,.041
2015,"S","TAC",">250",3,10,.008
2015,"S","TAC",">250",4,1,.001
2015,"S","TSG",">250",1,43,.101
2015,"S","TSG",">250",2,20,.034
2015,"S","TSG",">250",3,6,.007
2015,"S","TSG",">250",4,1,.002
2015,"S","TMI",">250",1,28,.284
2015,"S","TMI",">250",2,10,.047
2015,"S","TMI",">250",3,1,.003
2015,"S","TSC",">250",1,22,.186
2015,"S","TSC",">250",2,11,.052
2015,"S","TSC",">250",3,4,.016
2015,"S","TRE",">250",1,12,.128
2015,"S","TRE",">250",2,3,.019
2015,"S","WAT",">250",1,20,.032
2015,"S","WAT",">250",2,15,.024
2015,"S","WAT",">250",3,8,.017
2015,"S","WMC",">250",1,64,.17
2015,"S","WMC",">250",2,41,.039
2015,"S","WMC",">250",3,7,.009
2015,"S","WLA",">250",1,27,.136
2015,"S","WLA",">250",2,2,.006
2015,"S","WIN",">250",1,6,.039
2015,"S","WIN",">250",2,3,.013
2015,"S","YOR",">250",1,41,.055
2015,"S","YOR",">250",2,12,.019
2015,"S","YOR",">250",3,2,.002
2015,"S","YOR",">250",4,1,.001
2014,"S","BRO",">250",1,27,.099
2014,"S","BRO",">250",2,3,.006
2014,"S","CAR",">250",1,39,.105
2014,"S","CAR",">250",2,2,.005
2014,"S","GUE",">250",1,43,.256
2014,"S","GUE",">250",2,21,.089
2014,"S","GUE",">250",3,6,.014
2014,"S","GUE",">250",4,1,.002
2014,"S","LAK",">250",1,2,.011
2014,"S","LAU",">250",1,4,.023
2014,"S","MCM",">250",1,55,.222
2014,"S","MCM",">250",2,74,.206
2014,"S","MCM",">250",3,163,.365
2014,"S","MCM",">250",4,217,.599
2014,"S","OCA",">250",1,3,.018
2014,"S","OTT",">250",1,16,.03
2014,"S","OTT",">250",2,3,.005
2014,"S","OTT",">250",3,2,.002
2014,"S","UOI",">250",1,4,.04
2014,"S","UOI",">250",2,1,.008
2014,"S","QUE",">250",1,32,.086
2014,"S","QUE",">250",2,15,.035
2014,"S","QUE",">250",3,3,.006
2014,"S","RYE",">250",1,25,.029
2014,"S","RYE",">250",2,3,.005
2014,"S","RYE",">250",3,3,.005
2014,"S","TAC",">250",1,82,.131
2014,"S","TAC",">250",2,38,.039
2014,"S","TAC",">250",3,11,.009
2014,"S","TAC",">250",4,1,.001
2014,"S","TSG",">250",1,32,.076
2014,"S","TSG",">250",2,18,.032
2014,"S","TSG",">250",3,6,.008
2014,"S","TSG",">250",4,1,.002
2014,"S","TMI",">250",1,25,.269
2014,"S","TMI",">250",2,9,.045
2014,"S","TMI",">250",3,2,.006
2014,"S","TSC",">250",1,25,.226
2014,"S","TSC",">250",2,11,.051
2014,"S","TSC",">250",3,4,.014
2014,"S","TRE",">250",1,8,.084
2014,"S","TRE",">250",2,1,.006
2014,"S","WAT",">250",1,21,.035
2014,"S","WAT",">250",2,17,.029
2014,"S","WAT",">250",3,6,.013
2014,"S","WMC",">250",1,62,.165
2014,"S","WMC",">250",2,39,.035
2014,"S","WMC",">250",3,8,.01
2014,"S","WLA",">250",1,23,.11
2014,"S","WLA",">250",2,2,.006
2014,"S","WIN",">250",1,5,.031
2014,"S","WIN",">250",2,4,.016
2014,"S","YOR",">250",1,49,.072
2014,"S","YOR",">250",2,12,.018
2014,"S","YOR",">250",3,2,.002
2014,"S","YOR",">250",4,2,.002
2013,"S","BRO",">250",1,40,.108
2013,"S","BRO",">250",2,4,.007
2013,"S","CAR",">250",1,33,.086
2013,"S","CAR",">250",2,3,.008
2013,"S","GUE",">250",1,38,.247
2013,"S","GUE",">250",2,23,.093
2013,"S","GUE",">250",3,7,.015
2013,"S","GUE",">250",4,1,.001
2013,"S","LAK",">250",1,3,.016
2013,"S","LAU",">250",1,4,.023
2013,"S","MCM",">250",1,44,.184
2013,"S","MCM",">250",2,21,.057
2013,"S","MCM",">250",3,5,.011
2013,"S","MCM",">250",4,1,.003
2013,"S","OCA",">250",1,5,.014
2013,"S","OTT",">250",1,20,.036
2013,"S","OTT",">250",2,2,.003
2013,"S","OTT",">250",3,2,.002
2013,"S","UOI",">250",1,6,.049
2013,"S","UOI",">250",2,1,.008
2013,"S","QUE",">250",1,27,.087
2013,"S","QUE",">250",2,13,.038
2013,"S","QUE",">250",3,3,.007
2013,"S","RYE",">250",1,15,.024
2013,"S","RYE",">250",2,2,.003
2013,"S","TAC",">250",1,81,.134
2013,"S","TAC",">250",2,41,.043
2013,"S","TAC",">250",3,10,.008
2013,"S","TSG",">250",1,36,.09
2013,"S","TSG",">250",2,17,.031
2013,"S","TSG",">250",3,7,.009
2013,"S","TMI",">250",1,24,.267
2013,"S","TMI",">250",2,12,.059
2013,"S","TMI",">250",3,1,.004
2013,"S","TSC",">250",1,22,.188
2013,"S","TSC",">250",2,12,.058
2013,"S","TSC",">250",3,3,.01
2013,"S","TRE",">250",1,11,.13
2013,"S","TRE",">250",2,1,.01
2013,"S","WAT",">250",1,37,.063
2013,"S","WAT",">250",2,14,.023
2013,"S","WAT",">250",3,7,.015
2013,"S","WMC",">250",1,54,.15
2013,"S","WMC",">250",2,35,.032
2013,"S","WMC",">250",3,9,.011
2013,"S","WLA",">250",1,28,.133
2013,"S","WLA",">250",2,3,.008
2013,"S","WIN",">250",1,10,.06
2013,"S","WIN",">250",2,4,.017
2013,"S","YOR",">250",1,50,.072
2013,"S","YOR",">250",2,12,.018
2013,"S","YOR",">250",3,2,.002
2013,"S","YOR",">250",4,2,.002
2012,"S","BRO",">250",1,57,.166
2012,"S","BRO",">250",2,9,.017
2012,"S","CAR",">250",1,35,.092
2012,"S","CAR",">250",2,2,.005
2012,"S","GUE",">250",1,81,.204
2012,"S","GUE",">250",2,60,.099
2012,"S","GUE",">250",3,12,.011
2012,"S","GUE",">250",4,2,.001
2012,"S","LAK",">250",1,3,.016
2012,"S","LAU",">250",1,3,.019
2012,"S","MCM",">250",1,55,.233
2012,"S","MCM",">250",2,26,.07
2012,"S","MCM",">250",3,6,.014
2012,"S","MCM",">250",4,1,.003
2012,"S","OCA",">250",1,8,.023
2012,"S","OTT",">250",1,18,.033
2012,"S","OTT",">250",2,3,.005
2012,"S","OTT",">250",3,1,.001
2012,"S","UOI",">250",1,7,.053
2012,"S","UOI",">250",4,1,.005
2012,"S","QUE",">250",1,28,.092
2012,"S","QUE",">250",2,13,.044
2012,"S","QUE",">250",3,4,.009
2012,"S","RYE",">250",1,12,.02
2012,"S","RYE",">250",2,1,.002
2012,"S","TAC",">250",1,78,.134
2012,"S","TAC",">250",2,42,.045
2012,"S","TAC",">250",3,9,.007
2012,"S","TAC",">250",4,1,.001
2012,"S","TSG",">250",1,30,.077
2012,"S","TSG",">250",2,22,.04
2012,"S","TSG",">250",3,6,.008
2012,"S","TSG",">250",4,1,.002
2012,"S","TMI",">250",1,24,.271
2012,"S","TMI",">250",2,9,.046
2012,"S","TMI",">250",3,1,.004
2012,"S","TSC",">250",1,24,.234
2012,"S","TSC",">250",2,11,.055
2012,"S","TSC",">250",3,3,.011
2012,"S","TRE",">250",1,11,.12
2012,"S","TRE",">250",2,1,.01
2012,"S","WAT",">250",1,97,.162
2012,"S","WAT",">250",2,133,.229
2012,"S","WAT",">250",3,79,.18
2012,"S","WAT",">250",4,57,.141
2012,"S","WMC",">250",1,57,.161
2012,"S","WMC",">250",2,35,.032
2012,"S","WMC",">250",3,8,.01
2012,"S","WLA",">250",1,35,.178
2012,"S","WLA",">250",2,3,.009
2012,"S","WIN",">250",1,13,.081
2012,"S","WIN",">250",2,3,.012
2012,"S","YOR",">250",1,49,.072
2012,"S","YOR",">250",2,12,.017
2012,"S","YOR",">250",3,2,.002
2012,"S","YOR",">250",4,2,.002
2011,"S","BRO",">250",1,54,.167
2011,"S","BRO",">250",2,5,.008
2011,"S","CAR",">250",1,32,.088
2011,"S","CAR",">250",2,3,.008
2011,"S","GUE",">250",1,90,.229
2011,"S","GUE",">250",2,43,.069
2011,"S","GUE",">250",3,11,.01
2011,"S","GUE",">250",4,2,.001
2011,"S","LAK",">250",1,3,.016
2011,"S","LAU",">250",1,2,.013
2011,"S","MCM",">250",1,44,.178
2011,"S","MCM",">250",2,23,.066
2011,"S","MCM",">250",3,6,.014
2011,"S","MCM",">250",4,1,.003
2011,"S","OCA",">250",1,4,.012
2011,"S","OTT",">250",1,18,.033
2011,"S","OTT",">250",2,5,.008
2011,"S","OTT",">250",4,1,.002
2011,"S","UOI",">250",1,6,.051
2011,"S","UOI",">250",2,2,.019
2011,"S","UOI",">250",3,1,.006
2011,"S","UOI",">250",4,1,.006
2011,"S","QUE",">250",1,25,.076
2011,"S","QUE",">250",2,16,.051
2011,"S","QUE",">250",3,4,.009
2011,"S","RYE",">250",1,10,.016
2011,"S","RYE",">250",2,1,.002
2011,"S","TAC",">250",1,70,.123
2011,"S","TAC",">250",2,36,.039
2011,"S","TAC",">250",3,9,.008
2011,"S","TAC",">250",4,1,.001
2011,"S","TSG",">250",1,27,.071
2011,"S","TSG",">250",2,19,.036
2011,"S","TSG",">250",3,7,.009
2011,"S","TSG",">250",4,1,.002
2011,"S","TMI",">250",1,29,.232
2011,"S","TMI",">250",2,7,.033
2011,"S","TMI",">250",3,1,.002
2011,"S","TSC",">250",1,22,.223
2011,"S","TSC",">250",2,11,.053
2011,"S","TSC",">250",3,2,.009
2011,"S","TRE",">250",1,22,.152
2011,"S","TRE",">250",2,75,.269
2011,"S","TRE",">250",3,45,.121
2011,"S","TRE",">250",4,8,.022
2011,"S","WAT",">250",1,31,.053
2011,"S","WAT",">250",2,18,.032
2011,"S","WAT",">250",3,5,.012
2011,"S","WMC",">250",1,53,.147
