"AcademicYear","Division","University","Range","StudentYear","Count","Percentage"
2008,"S","MCM","30-60",2,100,.23
2008,"S","MCM","30-60",3,128,.294
2008,"S","MCM","30-60",4,67,.185
2008,"S","NIP","30-60",1,41,.232
2008,"S","NIP","30-60",2,79,.354
2008,"S","NIP","30-60",3,62,.308
2008,"S","NIP","30-60",4,20,.172
2008,"S","OCA","30-60",1,2,.015
2008,"S","OCA","30-60",2,12,.06
2008,"S","OCA","30-60",3,15,.082
2008,"S","OCA","30-60",4,2,.023
2008,"S","OTT","30-60",1,130,.239
2008,"S","OTT","30-60",2,158,.257
2008,"S","OTT","30-60",3,297,.342
2008,"S","OTT","30-60",4,107,.293
2008,"S","UOI","30-60",1,23,.315
2008,"S","UOI","30-60",2,23,.267
2008,"S","UOI","30-60",3,34,.276
2008,"S","UOI","30-60",4,36,.24
2008,"S","QUE","30-60",1,111,.226
2008,"S","QUE","30-60",2,67,.195
2008,"S","QUE","30-60",3,167,.346
2008,"S","QUE","30-60",4,35,.052
2008,"S","RYE","30-60",1,23,.277
2008,"S","RYE","30-60",2,91,.457
2008,"S","RYE","30-60",3,110,.425
2008,"S","RYE","30-60",4,55,.244
2008,"S","TAC","30-60",1,81,.13
2008,"S","TAC","30-60",2,244,.262
2008,"S","TAC","30-60",3,439,.377
2008,"S","TAC","30-60",4,112,.165
2008,"S","TSG","30-60",1,48,.115
2008,"S","TSG","30-60",2,145,.27
2008,"S","TSG","30-60",3,241,.341
2008,"S","TSG","30-60",4,87,.169
2008,"S","TMI","30-60",1,22,.203
2008,"S","TMI","30-60",2,50,.261
2008,"S","TMI","30-60",3,118,.479
2008,"S","TMI","30-60",4,18,.195
2008,"S","TSC","30-60",1,11,.114
2008,"S","TSC","30-60",2,50,.24
2008,"S","TSC","30-60",3,80,.376
2008,"S","TSC","30-60",4,7,.094
2008,"S","TRE","30-60",1,23,.277
2008,"S","TRE","30-60",2,91,.457
2008,"S","TRE","30-60",3,110,.425
2008,"S","TRE","30-60",4,55,.244
2008,"S","WAT","30-60",1,121,.222
2008,"S","WAT","30-60",2,160,.29
2008,"S","WAT","30-60",3,100,.245
2008,"S","WAT","30-60",4,72,.184
2008,"S","WMC","30-60",1,48,.145
2008,"S","WMC","30-60",2,242,.233
2008,"S","WMC","30-60",3,190,.265
2008,"S","WMC","30-60",4,99,.185
2008,"S","WBC","30-60",1,20,.385
2008,"S","WBC","30-60",2,32,.416
2008,"S","WBC","30-60",3,12,.279
2008,"S","WBC","30-60",4,4,.267
2008,"S","WHC","30-60",1,12,.235
2008,"S","WHC","30-60",2,39,.394
2008,"S","WHC","30-60",3,7,.099
2008,"S","WKC","30-60",1,34,.43
2008,"S","WKC","30-60",2,16,.42
2008,"S","WKC","30-60",3,13,.21
2008,"S","WKC","30-60",4,3,.03
2008,"S","WLA","30-60",1,40,.209
2008,"S","WLA","30-60",2,165,.43
2008,"S","WLA","30-60",3,173,.496
2008,"S","WLA","30-60",4,36,.186
2008,"S","WIN","30-60",1,33,.181
2008,"S","WIN","30-60",2,96,.364
2008,"S","WIN","30-60",3,103,.386
2008,"S","WIN","30-60",4,38,.236
2008,"S","YOR","30-60",1,129,.191
2008,"S","YOR","30-60",2,234,.305
2008,"S","YOR","30-60",3,361,.352
2008,"S","YOR","30-60",4,138,.168
2007,"S","BRO","30-60",1,78,.29
2007,"S","BRO","30-60",2,162,.34
2007,"S","BRO","30-60",3,252,.461
2007,"S","BRO","30-60",4,102,.205
2007,"S","CAR","30-60",1,52,.17
2007,"S","CAR","30-60",2,109,.305
2007,"S","CAR","30-60",3,150,.412
2007,"S","CAR","30-60",4,77,.231
2007,"S","GUE","30-60",1,114,.2
2007,"S","GUE","30-60",2,183,.23
2007,"S","GUE","30-60",3,278,.25
2007,"S","GUE","30-60",4,208,.11
2007,"S","LAK","30-60",1,59,.33
2007,"S","LAK","30-60",2,62,.281
2007,"S","LAK","30-60",3,61,.251
2007,"S","LAK","30-60",4,166,.364
2007,"S","LAU","30-60",1,37,.207
2007,"S","LAU","30-60",2,63,.238
2007,"S","LAU","30-60",3,31,.137
2007,"S","LAU","30-60",4,85,.271
2007,"S","MCM","30-60",1,101,.297
2007,"S","MCM","30-60",2,89,.192
2007,"S","MCM","30-60",3,126,.252
2007,"S","MCM","30-60",4,65,.174
2007,"S","NIP","30-60",1,46,.257
2007,"S","NIP","30-60",2,79,.387
2007,"S","NIP","30-60",3,61,.326
2007,"S","NIP","30-60",4,16,.15
2007,"S","OCA","30-60",1,14,.109
2007,"S","OCA","30-60",2,9,.05
2007,"S","OCA","30-60",3,17,.093
2007,"S","OCA","30-60",4,4,.045
2007,"S","OTT","30-60",1,134,.252
2007,"S","OTT","30-60",2,163,.288
2007,"S","OTT","30-60",3,313,.365
2007,"S","OTT","30-60",4,115,.24
2007,"S","UOI","30-60",1,17,.266
2007,"S","UOI","30-60",2,23,.284
2007,"S","UOI","30-60",3,51,.432
2007,"S","UOI","30-60",4,46,.393
2007,"S","QUE","30-60",1,116,.247
2007,"S","QUE","30-60",2,76,.218
2007,"S","QUE","30-60",3,151,.346
2007,"S","QUE","30-60",4,28,.043
2007,"S","RYE","30-60",1,147,.256
2007,"S","RYE","30-60",2,152,.297
2007,"S","RYE","30-60",3,178,.366
2007,"S","RYE","30-60",4,98,.214
2007,"S","TAC","30-60",1,86,.144
2007,"S","TAC","30-60",2,222,.248
2007,"S","TAC","30-60",3,457,.409
2007,"S","TAC","30-60",4,104,.16
2007,"S","TSG","30-60",1,52,.128
2007,"S","TSG","30-60",2,128,.253
2007,"S","TSG","30-60",3,268,.389
2007,"S","TSG","30-60",4,85,.165
2007,"S","TMI","30-60",1,23,.228
2007,"S","TMI","30-60",2,46,.237
2007,"S","TMI","30-60",3,110,.474
2007,"S","TMI","30-60",4,13,.151
2007,"S","TSC","30-60",1,11,.122
2007,"S","TSC","30-60",2,48,.247
2007,"S","TSC","30-60",3,79,.401
2007,"S","TSC","30-60",4,6,.118
2007,"S","TRE","30-60",1,31,.31
2007,"S","TRE","30-60",2,89,.438
2007,"S","TRE","30-60",3,101,.369
2007,"S","TRE","30-60",4,13,.137
2007,"S","WAT","30-60",1,125,.231
2007,"S","WAT","30-60",2,131,.259
2007,"S","WAT","30-60",3,118,.291
2007,"S","WAT","30-60",4,97,.258
2007,"S","WMC","30-60",1,40,.123
2007,"S","WMC","30-60",2,290,.271
2007,"S","WMC","30-60",3,183,.253
2007,"S","WMC","30-60",4,94,.176
2007,"S","WBC","30-60",1,21,.447
2007,"S","WBC","30-60",2,29,.377
2007,"S","WBC","30-60",3,8,.25
2007,"S","WBC","30-60",4,2,.125
2007,"S","WHC","30-60",1,13,.276
2007,"S","WHC","30-60",2,40,.339
2007,"S","WHC","30-60",3,7,.109
2007,"S","WKC","30-60",1,14,.13
2007,"S","WKC","30-60",2,75,.5
2007,"S","WKC","30-60",3,27,.26
2007,"S","WKC","30-60",4,3,.05
2007,"S","WLA","30-60",1,38,.193
2007,"S","WLA","30-60",2,155,.418
2007,"S","WLA","30-60",3,188,.586
2007,"S","WLA","30-60",4,29,.154
2007,"S","WIN","30-60",1,33,.173
2007,"S","WIN","30-60",2,87,.325
2007,"S","WIN","30-60",3,100,.41
2007,"S","WIN","30-60",4,40,.258
2007,"S","YOR","30-60",1,109,.162
2007,"S","YOR","30-60",2,236,.296
2007,"S","YOR","30-60",3,396,.338
2007,"S","YOR","30-60",4,161,.191
2006,"S","BRO","30-60",1,90,.328
2006,"S","BRO","30-60",2,186,.395
2006,"S","BRO","30-60",3,256,.448
2006,"S","BRO","30-60",4,123,.283
2006,"S","CAR","30-60",1,56,.173
2006,"S","CAR","30-60",2,112,.315
2006,"S","CAR","30-60",3,152,.412
2006,"S","CAR","30-60",4,78,.245
2006,"S","GUE","30-60",1,112,.2
2006,"S","GUE","30-60",2,194,.26
2006,"S","GUE","30-60",3,316,.26
2006,"S","GUE","30-60",4,265,.16
2006,"S","LAK","30-60",1,45,.285
2006,"S","LAK","30-60",2,62,.297
2006,"S","LAK","30-60",3,87,.352
2006,"S","LAK","30-60",4,164,.379
2006,"S","LAU","30-60",1,48,.262
2006,"S","LAU","30-60",2,61,.234
2006,"S","LAU","30-60",3,48,.217
2006,"S","LAU","30-60",4,90,.301
2006,"S","MCM","30-60",1,90,.288
2006,"S","MCM","30-60",2,78,.199
2006,"S","MCM","30-60",3,115,.267
2006,"S","MCM","30-60",4,75,.203
2006,"S","NIP","30-60",1,36,.235
2006,"S","NIP","30-60",2,81,.365
2006,"S","NIP","30-60",3,58,.32
2006,"S","NIP","30-60",4,19,.16
2006,"S","OCA","30-60",1,3,.017
2006,"S","OCA","30-60",2,11,.059
2006,"S","OCA","30-60",3,19,.098
2006,"S","OCA","30-60",4,6,.059
2006,"S","OTT","30-60",1,141,.265
2006,"S","OTT","30-60",2,174,.305
2006,"S","OTT","30-60",3,291,.35
2006,"S","OTT","30-60",4,96,.21
2006,"S","UOI","30-60",1,18,.286
2006,"S","UOI","30-60",2,22,.265
2006,"S","UOI","30-60",3,44,.543
2006,"S","UOI","30-60",4,23,.258
2006,"S","QUE","30-60",1,123,.249
2006,"S","QUE","30-60",2,66,.201
2006,"S","QUE","30-60",3,151,.329
2006,"S","QUE","30-60",4,42,.056
2006,"S","RYE","30-60",1,174,.296
2006,"S","RYE","30-60",2,153,.285
2006,"S","RYE","30-60",3,188,.369
2006,"S","RYE","30-60",4,99,.239
2006,"S","TAC","30-60",1,95,.164
2006,"S","TAC","30-60",2,216,.239
2006,"S","TAC","30-60",3,460,.414
2006,"S","TAC","30-60",4,113,.189
2006,"S","TSG","30-60",1,55,.139
2006,"S","TSG","30-60",2,131,.243
2006,"S","TSG","30-60",3,268,.383
2006,"S","TSG","30-60",4,92,.191
2006,"S","TMI","30-60",1,29,.287
2006,"S","TMI","30-60",2,44,.243
2006,"S","TMI","30-60",3,113,.496
2006,"S","TMI","30-60",4,14,.197
2006,"S","TSC","30-60",1,11,.131
2006,"S","TSC","30-60",2,41,.226
2006,"S","TSC","30-60",3,79,.429
2006,"S","TSC","30-60",4,7,.152
2006,"S","TRE","30-60",1,21,.239
2006,"S","TRE","30-60",2,87,.486
2006,"S","TRE","30-60",3,133,.482
2006,"S","TRE","30-60",4,18,.2
2006,"S","WAT","30-60",1,134,.261
2006,"S","WAT","30-60",2,158,.309
2006,"S","WAT","30-60",3,129,.324
2006,"S","WAT","30-60",4,64,.177
2006,"S","WMC","30-60",1,39,.119
2006,"S","WMC","30-60",2,319,.284
2006,"S","WMC","30-60",3,175,.237
2006,"S","WMC","30-60",4,110,.184
2006,"S","WBC","30-60",1,18,.4
2006,"S","WBC","30-60",2,28,.333
2006,"S","WBC","30-60",3,8,.25
2006,"S","WBC","30-60",4,2,.154
2006,"S","WHC","30-60",1,17,.278
2006,"S","WHC","30-60",2,43,.335
2006,"S","WHC","30-60",3,17,.229
2006,"S","WHC","30-60",4,1,.027
2006,"S","WKC","30-60",1,22,.22
2006,"S","WKC","30-60",2,15,.25
2006,"S","WKC","30-60",3,86,.57
2006,"S","WKC","30-60",4,12,.07
2006,"S","WLA","30-60",1,38,.195
2006,"S","WLA","30-60",2,160,.429
2006,"S","WLA","30-60",3,177,.555
2006,"S","WLA","30-60",4,46,.24
2006,"S","WIN","30-60",1,41,.209
2006,"S","WIN","30-60",2,84,.3
2006,"S","WIN","30-60",3,113,.387
2006,"S","WIN","30-60",4,57,.363
2006,"S","YOR","30-60",1,115,.171
2006,"S","YOR","30-60",2,221,.283
2006,"S","YOR","30-60",3,367,.327
2006,"S","YOR","30-60",4,175,.207
2005,"S","BRO","30-60",1,54,.284
2005,"S","BRO","30-60",2,97,.367
2005,"S","BRO","30-60",3,118,.41
2005,"S","BRO","30-60",4,47,.278
2005,"S","CAR","30-60",1,77,.249
2005,"S","CAR","30-60",2,115,.356
2005,"S","CAR","30-60",3,144,.413
2005,"S","CAR","30-60",4,71,.241
2005,"S","GUE","30-60",1,74,.15
2005,"S","GUE","30-60",2,133,.19
2005,"S","GUE","30-60",3,172,.28
2005,"S","GUE","30-60",4,65,.12
2005,"S","LAK","30-60",1,51,.338
2005,"S","LAK","30-60",2,64,.318
2005,"S","LAK","30-60",3,82,.343
2005,"S","LAK","30-60",4,139,.341
2005,"S","LAU","30-60",1,45,.25
2005,"S","LAU","30-60",2,68,.25
2005,"S","LAU","30-60",3,43,.2
2005,"S","LAU","30-60",4,83,.31
2005,"S","MCM","30-60",1,108,.367
2005,"S","MCM","30-60",2,104,.305
2005,"S","MCM","30-60",3,105,.284
2005,"S","MCM","30-60",4,82,.272
2005,"S","OCA","30-60",1,18,.138
2005,"S","OCA","30-60",2,12,.06
2005,"S","OCA","30-60",3,23,.126
2005,"S","OCA","30-60",4,8,.101
2005,"S","OTT","30-60",1,141,.271
2005,"S","OTT","30-60",2,167,.292
2005,"S","OTT","30-60",3,282,.356
2005,"S","OTT","30-60",4,102,.249
2005,"S","UOI","30-60",1,15,.18
2005,"S","UOI","30-60",2,16,.24
2005,"S","UOI","30-60",3,19,.38
2005,"S","QUE","30-60",1,123,.275
2005,"S","QUE","30-60",2,73,.204
2005,"S","QUE","30-60",3,145,.321
2005,"S","QUE","30-60",4,38,.052
2005,"S","RYE","30-60",1,193,.366
2005,"S","RYE","30-60",2,150,.319
2005,"S","RYE","30-60",3,126,.272
2005,"S","RYE","30-60",4,96,.242
2005,"S","TAC","30-60",1,104,.179
2005,"S","TAC","30-60",2,235,.264
2005,"S","TAC","30-60",3,424,.404
2005,"S","TAC","30-60",4,106,.174
2005,"S","TSG","30-60",1,67,.168
2005,"S","TSG","30-60",2,243,.362
2005,"S","TSG","30-60",3,78,.163
2005,"S","TSG","30-60",4,14,.368
2005,"S","TMI","30-60",1,24,.245
2005,"S","TMI","30-60",2,41,.232
2005,"S","TMI","30-60",3,106,.493
2005,"S","TMI","30-60",4,7,.123
2005,"S","TSC","30-60",1,13,.155
2005,"S","TSC","30-60",2,59,.288
2005,"S","TSC","30-60",3,75,.46
2005,"S","TSC","30-60",4,7,.189
2005,"S","TRE","30-60",1,26,.306
2005,"S","TRE","30-60",2,61,.341
2005,"S","TRE","30-60",3,91,.379
2005,"S","TRE","30-60",4,10,.125
2005,"S","WMC","30-60",1,40,.12
2005,"S","WMC","30-60",2,281,.26
2005,"S","WMC","30-60",3,185,.252
2005,"S","WMC","30-60",4,160,.263
2005,"S","WBC","30-60",1,18,.375
2005,"S","WBC","30-60",2,27,.386
2005,"S","WBC","30-60",3,4,.143
2005,"S","WBC","30-60",4,1,.063
2005,"S","WHC","30-60",1,12,.182
2005,"S","WHC","30-60",2,43,.264
2005,"S","WHC","30-60",3,10,.147
2005,"S","WHC","30-60",4,1,.032
2005,"S","WLA","30-60",1,39,.207
2005,"S","WLA","30-60",2,150,.401
2005,"S","WLA","30-60",3,185,.576
2005,"S","WLA","30-60",4,37,.252
2005,"S","WIN","30-60",1,36,.188
2005,"S","WIN","30-60",2,83,.285
2005,"S","WIN","30-60",3,109,.391
2005,"S","WIN","30-60",4,47,.29
2005,"S","YOR","30-60",1,121,.176
2005,"S","YOR","30-60",2,226,.283
2005,"S","YOR","30-60",3,364,.333
2005,"S","YOR","30-60",4,150,.209
2004,"S","NIP","30-60",1,20,.194
2004,"S","NIP","30-60",2,37,.287
2004,"S","NIP","30-60",3,30,.349
2004,"S","NIP","30-60",4,62,.262
2015,"S","BRO","61-100",1,35,.192
2015,"S","BRO","61-100",2,64,.24
2015,"S","BRO","61-100",3,41,.137
2015,"S","BRO","61-100",4,8,.033
2015,"S","CAR","61-100",1,40,.107
2015,"S","CAR","61-100",2,120,.308
2015,"S","CAR","61-100",3,50,.123
2015,"S","CAR","61-100",4,12,.031
2015,"S","LAK","61-100",1,32,.169
2015,"S","LAK","61-100",2,22,.09
2015,"S","LAK","61-100",3,11,.042
2015,"S","LAK","61-100",4,14,.032
2015,"S","LAU","61-100",1,26,.158
2015,"S","LAU","61-100",2,20,.079
2015,"S","LAU","61-100",3,11,.05
2015,"S","LAU","61-100",4,4,.016
2015,"S","MCM","61-100",1,20,.084
2015,"S","MCM","61-100",2,59,.167
2015,"S","MCM","61-100",3,67,.143
2015,"S","MCM","61-100",4,24,.06
2015,"S","NIP","61-100",1,9,.076
2015,"S","NIP","61-100",2,12,.102
2015,"S","NIP","61-100",3,4,.035
2015,"S","NIP","61-100",4,3,.019
2015,"S","OCA","61-100",1,2,.012
2015,"S","OCA","61-100",2,6,.031
2015,"S","OCA","61-100",3,2,.01
2015,"S","OCA","61-100",4,3,.038
2015,"S","OTT","61-100",1,127,.252
2015,"S","OTT","61-100",2,182,.301
2015,"S","OTT","61-100",3,134,.159
2015,"S","OTT","61-100",4,41,.076
2015,"S","UOI","61-100",1,25,.212
2015,"S","UOI","61-100",2,20,.163
2015,"S","UOI","61-100",3,32,.206
2015,"S","UOI","61-100",4,10,.08
2015,"S","QUE","61-100",1,87,.257
2015,"S","QUE","61-100",2,56,.141
2015,"S","QUE","61-100",3,59,.131
2015,"S","QUE","61-100",4,29,.031
2015,"S","RYE","61-100",1,104,.122
2015,"S","RYE","61-100",2,74,.141
2015,"S","RYE","61-100",3,92,.164
2015,"S","RYE","61-100",4,64,.099
2015,"S","TAC","61-100",1,46,.071
2015,"S","TAC","61-100",2,146,.146
2015,"S","TAC","61-100",3,162,.125
2015,"S","TAC","61-100",4,33,.037
2015,"S","TSG","61-100",1,29,.068
2015,"S","TSG","61-100",2,80,.138
2015,"S","TSG","61-100",3,101,.134
2015,"S","TSG","61-100",4,30,.046
2015,"S","TMI","61-100",1,8,.082
2015,"S","TMI","61-100",2,33,.162
2015,"S","TMI","61-100",3,38,.129
2015,"S","TMI","61-100",4,3,.021
2015,"S","TSC","61-100",1,8,.07
2015,"S","TSC","61-100",2,32,.151
2015,"S","TSC","61-100",3,23,.092
2015,"S","TRE","61-100",1,13,.138
2015,"S","TRE","61-100",2,27,.172
2015,"S","TRE","61-100",3,14,.069
2015,"S","TRE","61-100",4,3,.023
2015,"S","WAT","61-100",1,106,.168
2015,"S","WAT","61-100",2,139,.227
2015,"S","WAT","61-100",3,85,.183
2015,"S","WAT","61-100",4,35,.086
2015,"S","WMC","61-100",1,38,.101
2015,"S","WMC","61-100",2,186,.175
2015,"S","WMC","61-100",3,85,.106
2015,"S","WMC","61-100",4,31,.052
2015,"S","WBC","61-100",1,17,.23
2015,"S","WBC","61-100",2,12,.108
2015,"S","WBC","61-100",3,6,.067
2015,"S","WHC","61-100",1,11,.141
2015,"S","WHC","61-100",2,9,.08
2015,"S","WKC","61-100",1,60,.41
2015,"S","WKC","61-100",2,25,.1
2015,"S","WLA","61-100",1,35,.176
2015,"S","WLA","61-100",2,75,.243
2015,"S","WLA","61-100",3,43,.134
2015,"S","WLA","61-100",4,15,.068
2015,"S","WIN","61-100",1,33,.214
2015,"S","WIN","61-100",2,41,.172
2015,"S","WIN","61-100",3,27,.109
2015,"S","WIN","61-100",4,4,.028
2015,"S","YOR","61-100",1,116,.155
2015,"S","YOR","61-100",2,125,.196
2015,"S","YOR","61-100",3,99,.105
2015,"S","YOR","61-100",4,17,.02
2014,"S","BRO","61-100",1,44,.162
2014,"S","BRO","61-100",2,119,.248
2014,"S","BRO","61-100",3,67,.119
2014,"S","BRO","61-100",4,21,.06
2014,"S","CAR","61-100",1,36,.097
2014,"S","CAR","61-100",2,121,.302
2014,"S","CAR","61-100",3,57,.14
2014,"S","CAR","61-100",4,12,.031
2014,"S","GUE","61-100",1,20,.119
2014,"S","GUE","61-100",2,47,.198
2014,"S","GUE","61-100",3,53,.123
2014,"S","GUE","61-100",4,21,.034
2014,"S","LAK","61-100",1,31,.164
2014,"S","LAK","61-100",2,26,.103
2014,"S","LAK","61-100",3,17,.065
2014,"S","LAK","61-100",4,16,.031
2014,"S","LAU","61-100",1,26,.149
2014,"S","LAU","61-100",2,9,.037
2014,"S","LAU","61-100",3,11,.05
2014,"S","LAU","61-100",4,1,.003
2014,"S","MCM","61-100",1,63,.254
2014,"S","MCM","61-100",2,97,.269
2014,"S","MCM","61-100",3,61,.137
2014,"S","MCM","61-100",4,15,.041
2014,"S","NIP","61-100",1,12,.09
2014,"S","NIP","61-100",2,15,.108
2014,"S","NIP","61-100",3,4,.035
2014,"S","NIP","61-100",4,4,.018
2014,"S","OCA","61-100",1,2,.012
2014,"S","OCA","61-100",2,7,.034
2014,"S","OCA","61-100",3,1,.005
2014,"S","OCA","61-100",4,3,.03
2014,"S","OTT","61-100",1,128,.237
2014,"S","OTT","61-100",2,194,.313
2014,"S","OTT","61-100",3,145,.168
2014,"S","OTT","61-100",4,24,.047
2014,"S","UOI","61-100",1,20,.198
2014,"S","UOI","61-100",2,22,.183
2014,"S","UOI","61-100",3,23,.131
2014,"S","UOI","61-100",4,12,.072
2014,"S","QUE","61-100",1,86,.232
2014,"S","QUE","61-100",2,63,.148
2014,"S","QUE","61-100",3,48,.102
2014,"S","QUE","61-100",4,21,.028
2014,"S","RYE","61-100",1,104,.122
2014,"S","RYE","61-100",2,74,.141
2014,"S","RYE","61-100",3,92,.164
2014,"S","RYE","61-100",4,64,.099
2014,"S","TAC","61-100",1,47,.075
2014,"S","TAC","61-100",2,155,.159
2014,"S","TAC","61-100",3,182,.144
2014,"S","TAC","61-100",4,25,.029
2014,"S","TSG","61-100",1,27,.064
2014,"S","TSG","61-100",2,86,.154
2014,"S","TSG","61-100",3,113,.152
2014,"S","TSG","61-100",4,23,.037
2014,"S","TMI","61-100",1,14,.145
2014,"S","TMI","61-100",2,37,.181
2014,"S","TMI","61-100",3,50,.185
2014,"S","TMI","61-100",4,2,.012
2014,"S","TSC","61-100",1,7,.059
2014,"S","TSC","61-100",2,33,.152
2014,"S","TSC","61-100",3,19,.076
2014,"S","TRE","61-100",1,12,.126
2014,"S","TRE","61-100",2,37,.223
2014,"S","TRE","61-100",3,16,.074
2014,"S","TRE","61-100",4,5,.042
2014,"S","WAT","61-100",1,94,.158
2014,"S","WAT","61-100",2,129,.218
2014,"S","WAT","61-100",3,89,.189
2014,"S","WAT","61-100",4,49,.122
2014,"S","WMC","61-100",1,50,.133
2014,"S","WMC","61-100",2,189,.172
2014,"S","WMC","61-100",3,89,.108
2014,"S","WMC","61-100",4,27,.049
2014,"S","WBC","61-100",1,18,.25
2014,"S","WBC","61-100",2,9,.086
2014,"S","WBC","61-100",3,5,.068
2014,"S","WHC","61-100",1,11,.141
2014,"S","WHC","61-100",2,9,.081
2014,"S","WKC","61-100",1,50,.41
2014,"S","WKC","61-100",2,38,.14
2014,"S","WKC","61-100",3,4,.02
2014,"S","WLA","61-100",1,30,.144
2014,"S","WLA","61-100",2,70,.202
2014,"S","WLA","61-100",3,39,.123
2014,"S","WLA","61-100",4,17,.077
2014,"S","WIN","61-100",1,31,.194
2014,"S","WIN","61-100",2,55,.225
2014,"S","WIN","61-100",3,29,.119
2014,"S","WIN","61-100",4,5,.034
2014,"S","YOR","61-100",1,89,.13
2014,"S","YOR","61-100",2,124,.188
2014,"S","YOR","61-100",3,114,.126
2014,"S","YOR","61-100",4,16,.019
2013,"S","BRO","61-100",1,56,.184
2013,"S","BRO","61-100",2,121,.222
2013,"S","BRO","61-100",3,62,.1
2013,"S","BRO","61-100",4,19,.041
2013,"S","CAR","61-100",1,36,.094
2013,"S","CAR","61-100",2,102,.26
2013,"S","CAR","61-100",3,56,.136
2013,"S","CAR","61-100",4,14,.036
2013,"S","GUE","61-100",1,12,.078
2013,"S","GUE","61-100",2,46,.191
2013,"S","GUE","61-100",3,59,.137
2013,"S","GUE","61-100",4,23,.033
2013,"S","LAK","61-100",1,30,.159
2013,"S","LAK","61-100",2,30,.126
2013,"S","LAK","61-100",3,18,.072
2013,"S","LAK","61-100",4,8,.015
2013,"S","LAU","61-100",1,14,.082
2013,"S","LAU","61-100",2,14,.059
2013,"S","LAU","61-100",3,7,.033
2013,"S","LAU","61-100",4,7,.021
2013,"S","MCM","61-100",1,23,.096
2013,"S","MCM","61-100",2,78,.21
2013,"S","MCM","61-100",3,62,.141
2013,"S","MCM","61-100",4,30,.089
2013,"S","NIP","61-100",1,11,.029
2013,"S","NIP","61-100",2,13,.042
2013,"S","NIP","61-100",3,7,.028
2013,"S","NIP","61-100",4,1,.006
2013,"S","OCA","61-100",1,2,.006
2013,"S","OCA","61-100",2,13,.026
2013,"S","OCA","61-100",4,2,.009
2013,"S","OTT","61-100",1,133,.239
2013,"S","OTT","61-100",2,205,.321
2013,"S","OTT","61-100",3,144,.163
2013,"S","OTT","61-100",4,32,.059
2013,"S","UOI","61-100",1,20,.163
2013,"S","UOI","61-100",2,33,.26
2013,"S","UOI","61-100",3,41,.207
2013,"S","UOI","61-100",4,13,.075
2013,"S","QUE","61-100",1,74,.237
2013,"S","QUE","61-100",2,48,.142
2013,"S","QUE","61-100",3,58,.128
2013,"S","QUE","61-100",4,17,.024
2013,"S","RYE","61-100",1,103,.165
2013,"S","RYE","61-100",2,69,.118
2013,"S","RYE","61-100",3,83,.157
2013,"S","RYE","61-100",4,51,.095
2013,"S","TAC","61-100",1,44,.073
2013,"S","TAC","61-100",2,155,.164
2013,"S","TAC","61-100",3,153,.124
2013,"S","TAC","61-100",4,27,.033
2013,"S","TSG","61-100",1,28,.069
2013,"S","TSG","61-100",2,80,.147
2013,"S","TSG","61-100",3,102,.141
2013,"S","TSG","61-100",4,27,.044
2013,"S","TMI","61-100",1,5,.057
2013,"S","TMI","61-100",2,42,.212
2013,"S","TMI","61-100",3,37,.135
2013,"S","TSC","61-100",1,12,.1
2013,"S","TSC","61-100",2,34,.163
2013,"S","TSC","61-100",3,15,.061
2013,"S","TRE","61-100",1,10,.12
2013,"S","TRE","61-100",2,39,.23
2013,"S","TRE","61-100",3,12,.06
2013,"S","TRE","61-100",4,6,.04
2013,"S","WAT","61-100",1,89,.152
2013,"S","WAT","61-100",2,130,.217
2013,"S","WAT","61-100",3,93,.203
2013,"S","WAT","61-100",4,52,.125
2013,"S","WMC","61-100",1,57,.158
2013,"S","WMC","61-100",2,191,.173
2013,"S","WMC","61-100",3,76,.094
2013,"S","WMC","61-100",4,23,.04
2013,"S","WBC","61-100",1,14,.226
2013,"S","WBC","61-100",2,9,.087
2013,"S","WBC","61-100",3,2,.029
2013,"S","WHC","61-100",1,11,.169
2013,"S","WHC","61-100",2,9,.081
2013,"S","WKC","61-100",1,56,.38
2013,"S","WKC","61-100",2,30,.14
2013,"S","WLA","61-100",1,31,.148
2013,"S","WLA","61-100",2,78,.218
2013,"S","WLA","61-100",3,37,.103
2013,"S","WLA","61-100",4,7,.034
2013,"S","WIN","61-100",1,32,.192
2013,"S","WIN","61-100",2,47,.195
2013,"S","WIN","61-100",3,30,.117
2013,"S","WIN","61-100",4,5,.034
2013,"S","YOR","61-100",1,93,.134
2013,"S","YOR","61-100",2,140,.206
2013,"S","YOR","61-100",3,125,.135
2013,"S","YOR","61-100",4,16,.019
2012,"S","BRO","61-100",1,53,.154
2012,"S","BRO","61-100",2,149,.286
2012,"S","BRO","61-100",3,81,.142
2012,"S","BRO","61-100",4,21,.042
2012,"S","CAR","61-100",1,40,.105
2012,"S","CAR","61-100",2,106,.272
2012,"S","CAR","61-100",3,47,.115
2012,"S","CAR","61-100",4,20,.052
2012,"S","GUE","61-100",1,40,.101
2012,"S","GUE","61-100",2,121,.2
2012,"S","GUE","61-100",3,134,.12
2012,"S","GUE","61-100",4,59,.022
2012,"S","LAK","61-100",1,26,.143
2012,"S","LAK","61-100",2,23,.097
2012,"S","LAK","61-100",3,15,.056
2012,"S","LAK","61-100",4,15,.027
2012,"S","LAU","61-100",1,14,.089
2012,"S","LAU","61-100",2,22,.091
2012,"S","LAU","61-100",3,11,.051
2012,"S","LAU","61-100",4,4,.012
