"Year","College","MTCUCode","Entrants","Graduates"
"16-17","LAMB","41469",62,47
"15-16","LAMB","41469",73,55
"13-14","LAMB","41469",64,59
"14-15","LAMB","41469",54,44
"12-13","LAMB","41469",77,66
"12-13","LAMB","41641",19,15
"12-13","LAMB","42313",21,12
"16-17","LAMB","43006",57,54
"15-16","LAMB","43006",68,62
"13-14","LAMB","43006",68,64
"14-15","LAMB","43006",68,64
"12-13","LAMB","43006",56,53
"14-15","LAMB","44900",36,12
"15-16","LAMB","44900",18,13
"12-13","LAMB","44900",29,14
"16-17","LAMB","44900",35,17
"16-17","LAMB","45613",27,17
"13-14","LAMB","45613",19,10
"14-15","LAMB","45613",28,11
"12-13","LAMB","45613",30,20
"13-14","LAMB","47600",17,12
"12-13","LAMB","47600",25,15
"13-14","LAMB","50200",29,16
"15-16","LAMB","50721",72,66
"13-14","LAMB","50721",43,36
"14-15","LAMB","50721",39,29
"12-13","LAMB","50721",39,29
"16-17","LAMB","50721",53,43
"13-14","LAMB","51211",50,31
"15-16","LAMB","51211",76,49
"14-15","LAMB","51211",53,36
"12-13","LAMB","51211",45,35
"16-17","LAMB","51211",52,41
"16-17","LAMB","51407",71,63
"14-15","LAMB","51407",59,48
"15-16","LAMB","51407",78,71
"13-14","LAMB","51407",68,58
"12-13","LAMB","51407",53,47
"15-16","LAMB","51623",18,12
"13-14","LAMB","51623",36,25
"14-15","LAMB","51623",17,10
"12-13","LAMB","51623",20,17
"16-17","LAMB","51623",22,18
"16-17","LAMB","51637",51,41
"13-14","LAMB","51637",36,30
"15-16","LAMB","51637",36,31
"14-15","LAMB","51637",34,29
"12-13","LAMB","51637",45,36
"16-17","LAMB","51641",51,43
"16-17","LAMB","52308",32,26
"15-16","LAMB","52308",33,26
"13-14","LAMB","52308",37,27
"14-15","LAMB","52308",42,31
"12-13","LAMB","52308",26,22
"14-15","LAMB","52316",30,24
"15-16","LAMB","52316",27,23
"13-14","LAMB","52316",28,22
"12-13","LAMB","52316",34,27
"16-17","LAMB","52316",28,24
"16-17","LAMB","52611",27,19
"15-16","LAMB","52611",28,19
"16-17","LAMB","53007",33,26
"15-16","LAMB","53007",24,15
"13-14","LAMB","53007",38,22
"12-13","LAMB","53007",25,17
"15-16","LAMB","53008",71,40
"13-14","LAMB","53008",73,40
"14-15","LAMB","53008",64,28
"12-13","LAMB","53008",37,19
"16-17","LAMB","53008",60,31
"16-17","LAMB","53107",27,16
"15-16","LAMB","53107",26,14
"15-16","LAMB","53200",19,15
"13-14","LAMB","53200",35,17
"12-13","LAMB","53200",29,12
"16-17","LAMB","53200",27,16
"16-17","LAMB","53400",28,18
"15-16","LAMB","53400",25,12
"13-14","LAMB","53401",34,19
"14-15","LAMB","53401",22,16
"16-17","LAMB","53401",25,17
"16-17","LAMB","54701",23,10
"14-15","LAMB","54701",21,13
"12-13","LAMB","54701",20,10
"15-16","LAMB","55300",41,34
"13-14","LAMB","55300",48,35
"14-15","LAMB","55300",32,23
"12-13","LAMB","55300",17,11
"12-13","LAMB","55300",28,18
"16-17","LAMB","55300",53,38
"15-16","LAMB","57600",27,14
"13-14","LAMB","57600",24,21
"14-15","LAMB","57600",27,17
"16-17","LAMB","57600",28,15
"15-16","LAMB","60100",35,16
"13-14","LAMB","60100",27,13
"14-15","LAMB","60100",25,13
"12-13","LAMB","60100",25,10
"16-17","LAMB","60100",21,13
"14-15","LAMB","60223",15,11
"16-17","LAMB","60701",41,28
"15-16","LAMB","60701",44,28
"13-14","LAMB","60701",33,19
"14-15","LAMB","60701",40,28
"12-13","LAMB","60701",45,26
"15-16","LAMB","61011",29,21
"14-15","LAMB","61011",35,24
"13-14","LAMB","61011",44,28
"12-13","LAMB","61011",26,23
"16-17","LAMB","61011",31,17
"16-17","LAMB","61618",33,25
"13-14","LAMB","61618",21,13
"15-16","LAMB","61618",27,21
"14-15","LAMB","61618",21,12
"12-13","LAMB","61618",25,14
"15-16","LAMB","62211",31,20
"13-14","LAMB","62211",45,19
"14-15","LAMB","62211",49,25
"12-13","LAMB","62211",40,22
"16-17","LAMB","62211",41,20
"15-16","LAMB","62900",19,12
"13-14","LAMB","62900",24,13
"15-16","LAMB","63003",27,19
"13-14","LAMB","63003",42,34
"14-15","LAMB","63003",32,27
"12-13","LAMB","63003",40,35
"16-17","LAMB","63003",28,21
"16-17","LAMB","67001",76,52
"13-14","LAMB","67001",118,73
"15-16","LAMB","67001",95,56
"14-15","LAMB","67001",126,58
"12-13","LAMB","67001",98,69
"15-16","LAMB","68205",47,29
"13-14","LAMB","68205",31,25
"14-15","LAMB","68205",31,23
"12-13","LAMB","68205",22,14
"16-17","LAMB","68205",22,12
"16-17","LAMB","70223",20,18
"15-16","LAMB","70223",18,15
"13-14","LAMB","70223",49,43
"14-15","LAMB","70223",29,25
"12-13","LAMB","70223",44,41
"16-17","LAMB","70711",18,17
"15-16","LAMB","70711",18,13
"13-14","LAMB","70711",22,19
"12-13","LAMB","70711",24,20
"15-16","LAMB","71506",16,15
"14-15","LAMB","71506",22,21
"16-17","LAMB","71506",19,17
"16-17","LAMB","72206",16,14
"14-15","LAMB","73017",18,16
"15-16","LOYT","41469",37,31
"13-14","LOYT","41469",39,34
"14-15","LOYT","41469",44,33
"12-13","LOYT","41469",56,39
"16-17","LOYT","41469",36,29
"13-14","LOYT","43107",21,12
"14-15","LOYT","43107",16,11
"13-14","LOYT","44900",24,16
"14-15","LOYT","44900",31,22
"12-13","LOYT","44900",28,21
"16-17","LOYT","44900",13,10
"12-13","LOYT","45613",33,27
"13-14","LOYT","47600",19,12
"12-13","LOYT","47600",28,17
"13-14","LOYT","50100",22,19
"15-16","LOYT","50100",28,15
"14-15","LOYT","50100",32,24
"12-13","LOYT","50100",54,33
"16-17","LOYT","50200",39,23
"15-16","LOYT","50200",31,13
"14-15","LOYT","50200",51,37
"13-14","LOYT","50200",79,60
"12-13","LOYT","50200",75,50
"13-14","LOYT","50600",45,17
"14-15","LOYT","50600",40,13
"12-13","LOYT","50600",31,18
"15-16","LOYT","50705",79,63
"13-14","LOYT","50705",83,61
"14-15","LOYT","50705",89,70
"12-13","LOYT","50705",66,45
"16-17","LOYT","50705",67,48
"16-17","LOYT","50721",81,49
"15-16","LOYT","50721",83,59
"13-14","LOYT","50721",93,60
"14-15","LOYT","50721",93,58
"12-13","LOYT","50721",94,54
"15-16","LOYT","51003",19,14
"13-14","LOYT","51003",56,31
"14-15","LOYT","51003",38,29
"12-13","LOYT","51003",34,21
"16-17","LOYT","51003",33,20
"16-17","LOYT","51211",34,26
"15-16","LOYT","51211",41,31
"13-14","LOYT","51211",33,21
"14-15","LOYT","51211",46,32
"12-13","LOYT","51211",43,18
"14-15","LOYT","51301",14,11
"16-17","LOYT","51304",13,11
"15-16","LOYT","51304",14,11
"13-14","LOYT","51304",24,12
"14-15","LOYT","51304",28,20
"12-13","LOYT","51304",26,18
"15-16","LOYT","51407",65,58
"13-14","LOYT","51407",73,65
"14-15","LOYT","51407",46,34
"12-13","LOYT","51407",57,38
"16-17","LOYT","51407",40,37
"12-13","LOYT","51637",15,10
"13-14","LOYT","51641",84,42
"15-16","LOYT","51641",52,28
"14-15","LOYT","51641",80,55
"12-13","LOYT","51641",73,26
"16-17","LOYT","51641",44,33
"16-17","LOYT","51832",47,29
"15-16","LOYT","51832",41,23
"13-14","LOYT","51832",63,26
"14-15","LOYT","51832",51,34
"12-13","LOYT","51832",63,31
"15-16","LOYT","51903",29,18
"13-14","LOYT","51903",46,32
"14-15","LOYT","51903",24,17
"12-13","LOYT","51903",41,29
"16-17","LOYT","51903",27,20
"12-13","LOYT","51995",37,27
"12-13","LOYT","52100",21,16
"16-17","LOYT","52100",15,12
"16-17","LOYT","52203",12,11
"15-16","LOYT","52203",19,13
"13-14","LOYT","52203",17,15
"14-15","LOYT","52203",20,15
"12-13","LOYT","52203",26,17
"13-14","LOYT","52209",18,12
"14-15","LOYT","52209",20,13
"16-17","LOYT","52613",31,23
"13-14","LOYT","52613",28,24
"15-16","LOYT","52613",30,25
"14-15","LOYT","52613",18,15
"12-13","LOYT","52613",36,21
"13-14","LOYT","52700",33,26
"16-17","LOYT","52936",34,18
"15-16","LOYT","52936",30,19
"13-14","LOYT","52936",28,19
"14-15","LOYT","52936",20,11
"12-13","LOYT","52936",32,11
"15-16","LOYT","53007",40,34
"13-14","LOYT","53007",47,36
"14-15","LOYT","53007",34,26
"16-17","LOYT","53007",32,24
"16-17","LOYT","53007",52,45
"15-16","LOYT","53007",41,32
"13-14","LOYT","53007",55,45
"14-15","LOYT","53007",51,45
"15-16","LOYT","53008",55,32
"13-14","LOYT","53008",61,35
"14-15","LOYT","53008",52,26
"12-13","LOYT","53008",56,31
"16-17","LOYT","53008",44,22
"16-17","LOYT","53107",33,18
"15-16","LOYT","53107",39,22
"13-14","LOYT","53107",38,19
"14-15","LOYT","53107",32,18
"12-13","LOYT","53107",32,18
"13-14","LOYT","53401",36,24
"15-16","LOYT","53401",25,13
"14-15","LOYT","53401",29,18
"12-13","LOYT","53401",44,29
"16-17","LOYT","53401",21,12
"16-17","LOYT","55613",40,14
"15-16","LOYT","55613",52,25
"13-14","LOYT","55613",65,37
"14-15","LOYT","55613",62,33
"12-13","LOYT","55613",72,44
"13-14","LOYT","56405",24,16
"14-15","LOYT","56405",17,10
"16-17","LOYT","56405",39,16
"16-17","LOYT","57000",25,10
"16-17","LOYT","60100",15,13
"14-15","LOYT","60100",33,16
"12-13","LOYT","60100",20,14
"15-16","LOYT","60200",20,18
"13-14","LOYT","60200",44,22
"14-15","LOYT","60200",46,19
"12-13","LOYT","60200",48,20
"16-17","LOYT","60200",14,13
"16-17","LOYT","60600",13,12
"15-16","LOYT","60600",11,11
"13-14","LOYT","60600",20,14
"14-15","LOYT","60600",19,11
"12-13","LOYT","60600",20,13
"13-14","LOYT","60701",67,51
"15-16","LOYT","60701",77,55
"14-15","LOYT","60701",60,48
"12-13","LOYT","60701",44,29
"16-17","LOYT","60701",65,50
"16-17","LOYT","61003",21,18
"15-16","LOYT","61003",19,17
"13-14","LOYT","61003",23,19
"14-15","LOYT","61003",23,11
"14-15","LOYT","61304",18,15
"15-16","LOYT","62006",29,14
"16-17","LOYT","62006",31,11
"15-16","LOYT","62700",17,14
"12-13","LOYT","62700",13,12
"14-15","LOYT","65701",12,11
"16-17","LOYT","69403",44,34
"15-16","LOYT","69403",45,27
"13-14","LOYT","69403",60,46
"14-15","LOYT","69403",38,30
"13-14","LOYT","69403",59,26
"15-16","LOYT","69403",53,23
"14-15","LOYT","69403",51,31
"12-13","LOYT","69403",41,23
"16-17","LOYT","69403",49,23
"16-17","LOYT","70223",25,21
"15-16","LOYT","70223",21,19
"15-16","LOYT","70243",26,24
"13-14","LOYT","70243",28,28
"14-15","LOYT","70243",26,25
"12-13","LOYT","70243",59,36
"16-17","LOYT","70243",24,24
"12-13","LOYT","70260",22,14
"14-15","LOYT","71996",14,13
"12-13","LOYT","71996",14,13
"16-17","LOYT","71996",11,10
"15-16","LOYT","72204",10,10
"16-17","LOYT","72204",17,15
"16-17","MOHA","40208",22,15
"15-16","MOHA","40208",34,14
"14-15","MOHA","40208",34,12
"12-13","MOHA","40208",38,12
"15-16","MOHA","40231",85,38
"13-14","MOHA","40231",61,29
"14-15","MOHA","40231",62,35
"12-13","MOHA","40231",58,20
"16-17","MOHA","40231",74,36
"16-17","MOHA","40231",17,12
"14-15","MOHA","40231",17,10
"15-16","MOHA","41007",97,62
"16-17","MOHA","41007",123,75
"16-17","MOHA","41469",109,82
"15-16","MOHA","41469",90,75
"13-14","MOHA","41469",84,73
"14-15","MOHA","41469",87,71
"12-13","MOHA","41469",91,77
"15-16","MOHA","42313",65,52
"13-14","MOHA","42313",99,90
"14-15","MOHA","42313",100,82
"12-13","MOHA","42313",115,88
"16-17","MOHA","42313",54,41
"16-17","MOHA","43007",34,25
"15-16","MOHA","43007",49,22
"14-15","MOHA","43007",38,24
"12-13","MOHA","43007",21,14
"15-16","MOHA","45502",68,61
"13-14","MOHA","45502",82,67
"14-15","MOHA","45502",81,69
"12-13","MOHA","45502",115,101
"16-17","MOHA","45502",66,58
"16-17","MOHA","45504",70,48
"15-16","MOHA","45504",68,50
"13-14","MOHA","45504",54,34
"14-15","MOHA","45504",61,39
"12-13","MOHA","45504",50,34
"13-14","MOHA","46405",19,12
"15-16","MOHA","49100",25,16
"13-14","MOHA","49100",46,33
"14-15","MOHA","49100",52,37
"12-13","MOHA","49100",52,36
"16-17","MOHA","49100",42,29
"16-17","MOHA","49100",49,44
"15-16","MOHA","49100",38,35
"13-14","MOHA","49100",23,15
"14-15","MOHA","49100",58,48
"12-13","MOHA","49100",21,19
"13-14","MOHA","50100",195,109
"15-16","MOHA","50100",174,101
"14-15","MOHA","50100",162,91
"12-13","MOHA","50100",171,94
"16-17","MOHA","50100",160,92
"16-17","MOHA","50200",139,53
"15-16","MOHA","50200",134,60
"13-14","MOHA","50200",133,66
"14-15","MOHA","50200",153,73
"12-13","MOHA","50200",114,47
"15-16","MOHA","50505",59,29
"13-14","MOHA","50505",94,61
"14-15","MOHA","50505",105,52
"12-13","MOHA","50505",92,46
"16-17","MOHA","50505",82,48
"16-17","MOHA","50505",52,41
"15-16","MOHA","50505",22,16
"13-14","MOHA","50505",42,28
"14-15","MOHA","50505",54,45
"13-14","MOHA","50600",35,24
"15-16","MOHA","50600",32,14
"14-15","MOHA","50600",36,22
"12-13","MOHA","50600",47,25
"16-17","MOHA","50600",30,16
"16-17","MOHA","50705",61,44
"16-17","MOHA","50721",190,163
"15-16","MOHA","50721",150,113
"13-14","MOHA","50721",159,119
"14-15","MOHA","50721",174,146
"12-13","MOHA","50721",110,80
"15-16","MOHA","51003",36,25
"13-14","MOHA","51003",33,20
"14-15","MOHA","51003",52,35
"12-13","MOHA","51003",43,19
"16-17","MOHA","51003",48,27
"16-17","MOHA","51006",33,16
"13-14","MOHA","51006",54,34
"14-15","MOHA","51006",19,10
"12-13","MOHA","51006",33,19
"12-13","MOHA","51007",27,20
"12-13","MOHA","51011",21,15
"15-16","MOHA","51211",261,218
"13-14","MOHA","51211",267,194
"14-15","MOHA","51211",231,171
"12-13","MOHA","51211",243,201
"16-17","MOHA","51211",265,209
"16-17","MOHA","51228",76,50
"15-16","MOHA","51228",102,78
"13-14","MOHA","51228",86,72
"14-15","MOHA","51228",118,90
"12-13","MOHA","51228",92,75
"13-14","MOHA","51304",99,52
"15-16","MOHA","51304",86,56
"14-15","MOHA","51304",67,38
"12-13","MOHA","51304",107,64
"16-17","MOHA","51304",77,47
"16-17","MOHA","51407",212,209
"15-16","MOHA","51407",217,195
"13-14","MOHA","51407",184,168
"14-15","MOHA","51407",221,187
"12-13","MOHA","51407",239,205
"15-16","MOHA","51502",41,32
"13-14","MOHA","51502",47,35
"14-15","MOHA","51502",43,33
"12-13","MOHA","51502",38,30
"13-14","MOHA","51612",38,34
"15-16","MOHA","51612",39,27
"12-13","MOHA","51612",41,35
"16-17","MOHA","51612",47,43
"16-17","MOHA","51623",35,33
"15-16","MOHA","51623",30,21
"13-14","MOHA","51623",33,24
"14-15","MOHA","51623",28,22
"12-13","MOHA","51623",40,30
"15-16","MOHA","51820",50,37
"13-14","MOHA","51820",51,32
"14-15","MOHA","51820",50,30
"12-13","MOHA","51820",59,38
"16-17","MOHA","51820",21,14
"13-14","MOHA","51820",22,16
"14-15","MOHA","51820",23,16
"12-13","MOHA","51820",21,16
"13-14","MOHA","51820",73,57
"15-16","MOHA","51820",77,50
"14-15","MOHA","51820",54,31
"12-13","MOHA","51820",60,40
"16-17","MOHA","51820",32,20
"16-17","MOHA","51820",66,34
"15-16","MOHA","51820",65,37
"13-14","MOHA","51820",51,32
"14-15","MOHA","51820",38,25
"15-16","MOHA","51831",34,15
"16-17","MOHA","51831",58,29
"16-17","MOHA","51903",37,25
"13-14","MOHA","51903",33,12
"15-16","MOHA","51903",37,24
"14-15","MOHA","51903",39,19
"12-13","MOHA","51903",35,26
"15-16","MOHA","52203",84,51
"13-14","MOHA","52203",117,62
"14-15","MOHA","52203",108,64
"12-13","MOHA","52203",109,57
"16-17","MOHA","52203",82,45
"16-17","MOHA","52206",54,49
"16-17","MOHA","52209",122,62
"15-16","MOHA","52209",146,80
"13-14","MOHA","52209",110,77
"14-15","MOHA","52209",83,42
"13-14","MOHA","52306",93,54
"15-16","MOHA","52306",81,54
"14-15","MOHA","52306",76,42
"12-13","MOHA","52306",65,33
"16-17","MOHA","52306",64,45
"16-17","MOHA","52308",115,93
"15-16","MOHA","52308",117,98
"13-14","MOHA","52308",124,90
"14-15","MOHA","52308",142,94
"12-13","MOHA","52308",115,72
"15-16","MOHA","52316",64,46
"13-14","MOHA","52316",64,41
"14-15","MOHA","52316",80,50
"12-13","MOHA","52316",57,39
"16-17","MOHA","52316",85,62
"16-17","MOHA","52700",42,26
"15-16","MOHA","52700",38,29
"13-14","MOHA","52700",92,68
"14-15","MOHA","52700",64,38
"12-13","MOHA","52700",69,47
"15-16","MOHA","52801",54,33
"13-14","MOHA","52801",48,32
"14-15","MOHA","52801",41,23
"12-13","MOHA","52801",62,37
"16-17","MOHA","52801",44,19
"16-17","MOHA","52803",117,73
"15-16","MOHA","52803",122,89
"13-14","MOHA","52803",123,76
"14-15","MOHA","52803",111,80
"12-13","MOHA","52803",87,58
"15-16","MOHA","52900",137,58
"13-14","MOHA","52900",108,42
"14-15","MOHA","52900",99,36
"12-13","MOHA","52900",131,62
"16-17","MOHA","52900",123,59
"16-17","MOHA","53007",134,91
"13-14","MOHA","53007",185,119
"15-16","MOHA","53007",173,109
"14-15","MOHA","53007",129,89
"12-13","MOHA","53007",106,65
"15-16","MOHA","53008",220,149
"13-14","MOHA","53008",257,173
"14-15","MOHA","53008",274,177
"12-13","MOHA","53008",213,129
"16-17","MOHA","53008",189,115
"16-17","MOHA","53205",97,53
"15-16","MOHA","53205",101,47
"13-14","MOHA","53205",106,63
"14-15","MOHA","53205",88,51
"12-13","MOHA","53205",97,51
"15-16","MOHA","54300",26,10
"14-15","MOHA","54300",35,16
"12-13","MOHA","54300",26,10
"16-17","MOHA","54300",33,10
"16-17","MOHA","54701",115,23
"15-16","MOHA","54701",123,25
"13-14","MOHA","54701",196,30
"14-15","MOHA","54701",169,46
"12-13","MOHA","54701",274,68
"12-13","MOHA","55300",18,10
"16-17","MOHA","55613",138,62
"15-16","MOHA","55613",159,80
"13-14","MOHA","55613",171,98
"14-15","MOHA","55613",184,99
"12-13","MOHA","55613",201,123
"15-16","MOHA","56405",43,28
"13-14","MOHA","56405",55,29
"14-15","MOHA","56405",62,31
"12-13","MOHA","56405",65,30
"16-17","MOHA","56405",41,21
"16-17","MOHA","56500",37,22
"15-16","MOHA","56500",37,29
"13-14","MOHA","56500",37,21
"14-15","MOHA","56500",35,23
"12-13","MOHA","56500",37,27
"15-16","MOHA","56600",29,24
"14-15","MOHA","56600",29,26
"16-17","MOHA","56600",54,46
"16-17","MOHA","57000",50,29
"15-16","MOHA","57000",45,27
"13-14","MOHA","57000",54,39
"14-15","MOHA","57000",47,24
"12-13","MOHA","57000",62,40
"15-16","MOHA","58200",46,29
"13-14","MOHA","58200",62,34
"14-15","MOHA","58200",52,22
"12-13","MOHA","58200",41,22
"16-17","MOHA","58200",39,18
"16-17","MOHA","58200",42,26
"15-16","MOHA","58200",51,33
"13-14","MOHA","58200",62,40
"14-15","MOHA","58200",59,40
"12-13","MOHA","58200",30,20
"15-16","MOHA","60200",82,43
"13-14","MOHA","60200",101,40
"14-15","MOHA","60200",92,40
"12-13","MOHA","60200",79,34
"16-17","MOHA","60200",61,37
"13-14","MOHA","60209",16,11
"15-16","MOHA","60505",49,26
"13-14","MOHA","60505",40,20
"14-15","MOHA","60505",67,25
"12-13","MOHA","60505",43,15
"16-17","MOHA","60505",55,20
"16-17","MOHA","60505",65,32
"13-14","MOHA","60505",81,37
"15-16","MOHA","60505",77,38
"14-15","MOHA","60505",87,40
"12-13","MOHA","60505",63,25
"15-16","MOHA","60509",36,17
"14-15","MOHA","60509",37,22
"12-13","MOHA","60509",36,12
"16-17","MOHA","60509",37,14
"16-17","MOHA","60600",82,47
"15-16","MOHA","60600",91,65
"13-14","MOHA","60600",94,49
"14-15","MOHA","60600",102,75
"12-13","MOHA","60600",82,54
"15-16","MOHA","60701",190,99
"13-14","MOHA","60701",126,71
"14-15","MOHA","60701",155,87
"12-13","MOHA","60701",147,72
"16-17","MOHA","60701",182,106
"16-17","MOHA","61003",75,51
"15-16","MOHA","61003",78,52
"13-14","MOHA","61003",70,51
"14-15","MOHA","61003",76,48
"12-13","MOHA","61003",37,28
"15-16","MOHA","61003",43,34
"13-14","MOHA","61003",34,20
"14-15","MOHA","61003",50,25
"12-13","MOHA","61003",39,26
"16-17","MOHA","61003",36,22
"16-17","MOHA","61007",63,33
"13-14","MOHA","61007",71,41
"15-16","MOHA","61007",76,33
"14-15","MOHA","61007",74,44
"12-13","MOHA","61007",71,46
"15-16","MOHA","61301",40,26
"13-14","MOHA","61301",18,13
"14-15","MOHA","61301",42,25
"12-13","MOHA","61301",29,15
"16-17","MOHA","61301",39,32
"13-14","MOHA","61301",18,13
"15-16","MOHA","61301",20,15
"14-15","MOHA","61301",17,13
"15-16","MOHA","61903",87,63
"13-14","MOHA","61903",97,71
"14-15","MOHA","61903",92,64
"12-13","MOHA","61903",101,76
"16-17","MOHA","61903",98,72
"16-17","MOHA","61907",64,32
"15-16","MOHA","61907",60,34
"13-14","MOHA","61907",50,28
"14-15","MOHA","61907",52,28
"12-13","MOHA","61907",60,31
"15-16","MOHA","62006",37,26
"13-14","MOHA","62006",34,27
"14-15","MOHA","62006",45,31
"12-13","MOHA","62006",45,31
"16-17","MOHA","62006",47,27
"16-17","MOHA","62100",75,55
"15-16","MOHA","62100",94,64
"13-14","MOHA","62100",92,55
"14-15","MOHA","62100",90,59
"12-13","MOHA","62100",98,64
"12-13","MOHA","65203",19,10
"16-17","MOHA","65503",39,15
"16-17","MOHA","65613",108,60
"15-16","MOHA","65613",98,46
"13-14","MOHA","65613",75,32
"14-15","MOHA","65613",101,54
"12-13","MOHA","65613",64,35
"13-14","MOHA","70202",11,10
"15-16","MOHA","70202",13,13
"14-15","MOHA","70202",11,10
"12-13","MOHA","70202",21,15
"16-17","MOHA","70223",61,59
"15-16","MOHA","70223",56,54
"13-14","MOHA","70223",48,48
"14-15","MOHA","70223",55,50
"12-13","MOHA","70223",46,42
"15-16","MOHA","70243",39,38
"13-14","MOHA","70243",34,32
"12-13","MOHA","70243",26,25
"14-15","MOHA","70243",30,29
"16-17","MOHA","70243",38,36
"16-17","MOHA","70711",39,34
"13-14","MOHA","70711",42,40
"15-16","MOHA","70711",39,33
"12-13","MOHA","70711",40,32
"14-15","MOHA","70711",55,52
"15-16","MOHA","70733",61,54
"13-14","MOHA","70733",40,36
"12-13","MOHA","70733",43,42
"14-15","MOHA","70733",42,38
"16-17","MOHA","70733",53,51
"14-15","MOHA","71200",13,12
"12-13","MOHA","71200",18,15
"13-14","MOHA","71610",38,35
"15-16","MOHA","71610",38,35
"12-13","MOHA","71610",38,35
"14-15","MOHA","71610",42,39
"16-17","MOHA","71610",40,39
"16-17","MOHA","72205",16,11
"15-16","MOHA","72205",21,21
"13-14","MOHA","72205",22,20
"12-13","MOHA","72205",17,17
"15-16","MOHA","73016",23,17
"16-17","MOHA","73016",15,12
"16-17","MOHA","73016",31,31
"13-14","MOHA","73016",20,19
"15-16","MOHA","73016",30,26
"12-13","MOHA","73016",21,21
"14-15","MOHA","73016",32,32
"15-16","NIAG","41469",81,60
"13-14","NIAG","41469",78,59
"12-13","NIAG","41469",98,85
"14-15","NIAG","41469",86,61
